target_id,block_id,structural_cell_id,structural_role,training_defense,defense,attack,attack_fit,auc,balanced_accuracy,tpr_at_5_fpr,tpr_at_10_fpr,threshold,score_direction
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,none,loss,adaptive_defended_calibration,0.4482,0.5,0.01,0.02,0.14890017360448837,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,none,confidence,adaptive_defended_calibration,0.4482,0.5,0.01,0.02,-0.8616609871387482,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,none,maximum_probability,adaptive_defended_calibration,0.47659999999999997,0.515,0.03,0.05,-0.8616609871387482,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,none,entropy,adaptive_defended_calibration,0.47659999999999997,0.515,0.03,0.05,0.4018944799900055,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,none,margin,adaptive_defended_calibration,0.47659999999999997,0.515,0.03,0.05,-0.7233219742774963,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,none,correctness,adaptive_defended_calibration,0.5,0.5,0.0,0.0,-inf,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,none,artifact_confidence_tau0.9,dynanoise_artifact_fixed_threshold_appendix,0.5234000000000001,0.49000000000000005,0.02,0.03,0.9,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,none,artifact_loss_tau0.5,dynanoise_artifact_fixed_threshold_appendix,0.5518,0.51,0.02,0.03,-0.5,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,none,learned_pv_stats_logistic,adaptive_defended_calibration,0.6326,0.61,0.05,0.22,0.5163952324526351,
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,dynanoise,loss,adaptive_defended_calibration,0.4455,0.48000000000000004,0.02,0.09,0.5803404152393341,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,dynanoise,confidence,adaptive_defended_calibration,0.4455,0.48000000000000004,0.02,0.09,-0.5597078502178192,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,dynanoise,maximum_probability,adaptive_defended_calibration,0.4454,0.49,0.01,0.01,-0.5597078502178192,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,dynanoise,entropy,adaptive_defended_calibration,0.4454,0.49,0.01,0.01,0.6859999895095825,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,dynanoise,margin,adaptive_defended_calibration,0.4454,0.49,0.01,0.01,-0.11941568553447723,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,dynanoise,correctness,adaptive_defended_calibration,0.53,0.5,0.0,0.0,-inf,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,dynanoise,artifact_confidence_tau0.9,dynanoise_artifact_fixed_threshold_appendix,0.5546,0.5,0.02,0.03,0.9,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,dynanoise,artifact_loss_tau0.5,dynanoise_artifact_fixed_threshold_appendix,0.5545,0.47500000000000003,0.02,0.03,-0.5,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,dynanoise,learned_pv_stats_logistic,adaptive_defended_calibration,0.4935,0.495,0.07,0.1,0.4956522169377821,
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,hamp_output,loss,adaptive_defended_calibration,0.48650000000000004,0.495,0.03,0.09,-0.2294555976986885,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,hamp_output,confidence,adaptive_defended_calibration,0.48650000000000004,0.495,0.03,0.09,0.7949746549129486,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,hamp_output,maximum_probability,adaptive_defended_calibration,0.5383,0.53,0.06,0.13,0.7949746549129486,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,hamp_output,entropy,adaptive_defended_calibration,0.5383,0.53,0.06,0.13,-0.507249653339386,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,hamp_output,margin,adaptive_defended_calibration,0.5383,0.53,0.06,0.13,0.5899493396282196,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,hamp_output,correctness,adaptive_defended_calibration,0.5,0.5,0.0,0.0,-inf,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b04__none,pets_b04,eff_su2_r1_d6,low,none,hamp_output,learned_pv_stats_logistic,adaptive_defended_calibration,0.5466,0.53,0.1,0.13,0.4736571555110102,
