effective_defense,structural_role,attack,outcome,blocks,mean,sd_across_blocks
dynanoise,low,lira_offline_one_sided_z_fixed_variance,tpr_at_1_fpr,8,0.02875,0.013562026818605378
dynanoise,low,lira_offline_one_sided_z_fixed_variance,tpr_at_5_fpr,8,0.06875,0.02100170061141308
dynanoise,low,lira_offline_one_sided_z_fixed_variance,tpr_at_10_fpr,8,0.12125,0.02356601669474803
dynanoise,low,lira_online,auc,8,0.5295624999999999,0.04668496048744482
dynanoise,low,lira_online,tpr_at_1_fpr,8,0.0225,0.0148804761828569
dynanoise,low,lira_online,tpr_at_5_fpr,8,0.06625,0.021339098923270936
dynanoise,low,lira_online,tpr_at_10_fpr,8,0.11125,0.04257346591481601
dynanoise,low,lira_online_fixed_variance,auc,8,0.529375,0.049899091030942505
dynanoise,low,lira_online_fixed_variance,tpr_at_1_fpr,8,0.0325,0.0148804761828569
dynanoise,low,lira_online_fixed_variance,tpr_at_5_fpr,8,0.08875,0.045806269065645215
dynanoise,low,lira_online_fixed_variance,tpr_at_10_fpr,8,0.13874999999999998,0.05249149590988185
dynanoise,repetition,lira_offline,auc,8,0.5891625,0.0377593105831434
dynanoise,repetition,lira_offline,tpr_at_1_fpr,8,0.0475,0.04432026302139592
dynanoise,repetition,lira_offline,tpr_at_5_fpr,8,0.1225,0.04713203338949606
dynanoise,repetition,lira_offline,tpr_at_10_fpr,8,0.185,0.05503245795502349
dynanoise,repetition,lira_offline_density_surprise,auc,8,0.506025,0.03566862366682675
dynanoise,repetition,lira_offline_density_surprise,tpr_at_1_fpr,8,0.04125,0.03681517544243328
dynanoise,repetition,lira_offline_density_surprise,tpr_at_5_fpr,8,0.07875000000000001,0.05436319658424386
dynanoise,repetition,lira_offline_density_surprise,tpr_at_10_fpr,8,0.1325,0.05548487567410986
dynanoise,repetition,lira_offline_density_surprise_fixed_variance,auc,8,0.505675,0.03333778422665275
dynanoise,repetition,lira_offline_density_surprise_fixed_variance,tpr_at_1_fpr,8,0.04000000000000001,0.028784916685156977
dynanoise,repetition,lira_offline_density_surprise_fixed_variance,tpr_at_5_fpr,8,0.08124999999999999,0.037961446607992014
dynanoise,repetition,lira_offline_density_surprise_fixed_variance,tpr_at_10_fpr,8,0.12875,0.06512350903146596
dynanoise,repetition,lira_offline_fixed_variance,auc,8,0.5891125,0.04255549108433096
dynanoise,repetition,lira_offline_fixed_variance,tpr_at_1_fpr,8,0.053750000000000006,0.03204349722308279
dynanoise,repetition,lira_offline_fixed_variance,tpr_at_5_fpr,8,0.10750000000000001,0.0511998883927355
dynanoise,repetition,lira_offline_fixed_variance,tpr_at_10_fpr,8,0.16999999999999998,0.07329003050503236
dynanoise,repetition,lira_offline_one_sided_z,auc,8,0.5891625,0.0377593105831434
dynanoise,repetition,lira_offline_one_sided_z,tpr_at_1_fpr,8,0.0475,0.04432026302139592
dynanoise,repetition,lira_offline_one_sided_z,tpr_at_5_fpr,8,0.1225,0.04713203338949606
dynanoise,repetition,lira_offline_one_sided_z,tpr_at_10_fpr,8,0.185,0.05503245795502349
dynanoise,repetition,lira_offline_one_sided_z_fixed_variance,auc,8,0.5891125,0.04255549108433096
dynanoise,repetition,lira_offline_one_sided_z_fixed_variance,tpr_at_1_fpr,8,0.053750000000000006,0.03204349722308279
dynanoise,repetition,lira_offline_one_sided_z_fixed_variance,tpr_at_5_fpr,8,0.10750000000000001,0.0511998883927355
dynanoise,repetition,lira_offline_one_sided_z_fixed_variance,tpr_at_10_fpr,8,0.16999999999999998,0.07329003050503236
dynanoise,repetition,lira_online,auc,8,0.54345,0.05466905627762121
dynanoise,repetition,lira_online,tpr_at_1_fpr,8,0.035,0.0297609523657138
dynanoise,repetition,lira_online,tpr_at_5_fpr,8,0.08625000000000001,0.058294204563698146
dynanoise,repetition,lira_online,tpr_at_10_fpr,8,0.14875,0.04611708700997618
dynanoise,repetition,lira_online_fixed_variance,auc,8,0.5617,0.04267712669401659
dynanoise,repetition,lira_online_fixed_variance,tpr_at_1_fpr,8,0.043750000000000004,0.025035688811888404
dynanoise,repetition,lira_online_fixed_variance,tpr_at_5_fpr,8,0.105,0.053184315625675105
dynanoise,repetition,lira_online_fixed_variance,tpr_at_10_fpr,8,0.165,0.05371884479132332
dynanoise,stress,lira_offline,auc,8,0.6149499999999999,0.0322227958350695
dynanoise,stress,lira_offline,tpr_at_1_fpr,8,0.036250000000000004,0.0238671920665766
dynanoise,stress,lira_offline,tpr_at_5_fpr,8,0.12125000000000001,0.03603074084326169
dynanoise,stress,lira_offline,tpr_at_10_fpr,8,0.2,0.04342481186734475
dynanoise,stress,lira_offline_density_surprise,auc,8,0.505375,0.044280784287802036
dynanoise,stress,lira_offline_density_surprise,tpr_at_1_fpr,8,0.03,0.031167748898959187
dynanoise,stress,lira_offline_density_surprise,tpr_at_5_fpr,8,0.07625000000000001,0.03204349722308279
dynanoise,stress,lira_offline_density_surprise,tpr_at_10_fpr,8,0.13625,0.05680480361981471
dynanoise,stress,lira_offline_density_surprise_fixed_variance,auc,8,0.5171375,0.05444045075650488
dynanoise,stress,lira_offline_density_surprise_fixed_variance,tpr_at_1_fpr,8,0.03875,0.037961446607992014
dynanoise,stress,lira_offline_density_surprise_fixed_variance,tpr_at_5_fpr,8,0.09375,0.04172614801981401
dynanoise,stress,lira_offline_density_surprise_fixed_variance,tpr_at_10_fpr,8,0.15125,0.04882549100038392
dynanoise,stress,lira_offline_fixed_variance,auc,8,0.6197250000000001,0.03395706322486007
dynanoise,stress,lira_offline_fixed_variance,tpr_at_1_fpr,8,0.060000000000000005,0.0625642526870234
dynanoise,stress,lira_offline_fixed_variance,tpr_at_5_fpr,8,0.1475,0.051478150704935
dynanoise,stress,lira_offline_fixed_variance,tpr_at_10_fpr,8,0.20875,0.0327053949241231
dynanoise,stress,lira_offline_one_sided_z,auc,8,0.6149499999999999,0.0322227958350695
dynanoise,stress,lira_offline_one_sided_z,tpr_at_1_fpr,8,0.036250000000000004,0.0238671920665766
dynanoise,stress,lira_offline_one_sided_z,tpr_at_5_fpr,8,0.12125000000000001,0.03603074084326169
dynanoise,stress,lira_offline_one_sided_z,tpr_at_10_fpr,8,0.2,0.04342481186734475
dynanoise,stress,lira_offline_one_sided_z_fixed_variance,auc,8,0.6197250000000001,0.03395706322486007
dynanoise,stress,lira_offline_one_sided_z_fixed_variance,tpr_at_1_fpr,8,0.060000000000000005,0.0625642526870234
dynanoise,stress,lira_offline_one_sided_z_fixed_variance,tpr_at_5_fpr,8,0.1475,0.051478150704935
dynanoise,stress,lira_offline_one_sided_z_fixed_variance,tpr_at_10_fpr,8,0.20875,0.0327053949241231
dynanoise,stress,lira_online,auc,8,0.5876125000000001,0.039337529790265176
dynanoise,stress,lira_online,tpr_at_1_fpr,8,0.03875,0.033990544903798506
dynanoise,stress,lira_online,tpr_at_5_fpr,8,0.095,0.0447213595499958
dynanoise,stress,lira_online,tpr_at_10_fpr,8,0.1575,0.07778174593052023
dynanoise,stress,lira_online_fixed_variance,auc,8,0.6002125,0.03766401987118665
dynanoise,stress,lira_online_fixed_variance,tpr_at_1_fpr,8,0.053750000000000006,0.04438065859293728
dynanoise,stress,lira_online_fixed_variance,tpr_at_5_fpr,8,0.11125,0.058416607227739614
dynanoise,stress,lira_online_fixed_variance,tpr_at_10_fpr,8,0.16125,0.08078852464481397
hamp_full,low,lira_offline,auc,8,0.5615375,0.056460249923539735
hamp_full,low,lira_offline,tpr_at_1_fpr,8,0.05,0.029277002188455997
hamp_full,low,lira_offline,tpr_at_5_fpr,8,0.08625000000000001,0.03113908889391045
hamp_full,low,lira_offline,tpr_at_10_fpr,8,0.17,0.06301927142889364
hamp_full,low,lira_offline_density_surprise,auc,8,0.5010625,0.05824514541389445
hamp_full,low,lira_offline_density_surprise,tpr_at_1_fpr,8,0.0325,0.03150963571444683
hamp_full,low,lira_offline_density_surprise,tpr_at_5_fpr,8,0.08000000000000002,0.034641016151377546
hamp_full,low,lira_offline_density_surprise,tpr_at_10_fpr,8,0.1075,0.03327375628243462
hamp_full,low,lira_offline_density_surprise_fixed_variance,auc,8,0.5066999999999999,0.05773718781810266
hamp_full,low,lira_offline_density_surprise_fixed_variance,tpr_at_1_fpr,8,0.02875,0.011259916264596033
hamp_full,low,lira_offline_density_surprise_fixed_variance,tpr_at_5_fpr,8,0.06875,0.01552647508520297
hamp_full,low,lira_offline_density_surprise_fixed_variance,tpr_at_10_fpr,8,0.11750000000000001,0.040266966255586865
hamp_full,low,lira_offline_fixed_variance,auc,8,0.562225,0.05370713573233476
hamp_full,low,lira_offline_fixed_variance,tpr_at_1_fpr,8,0.04,0.013093073414159544
hamp_full,low,lira_offline_fixed_variance,tpr_at_5_fpr,8,0.09250000000000001,0.04234214381508266
hamp_full,low,lira_offline_fixed_variance,tpr_at_10_fpr,8,0.14500000000000002,0.05732115042211108
hamp_full,low,lira_offline_one_sided_z,auc,8,0.5615375,0.056460249923539735
hamp_full,low,lira_offline_one_sided_z,tpr_at_1_fpr,8,0.05,0.029277002188455997
hamp_full,low,lira_offline_one_sided_z,tpr_at_5_fpr,8,0.08625000000000001,0.03113908889391045
hamp_full,low,lira_offline_one_sided_z,tpr_at_10_fpr,8,0.17,0.06301927142889364
hamp_full,low,lira_offline_one_sided_z_fixed_variance,auc,8,0.562225,0.05370713573233476
hamp_full,low,lira_offline_one_sided_z_fixed_variance,tpr_at_1_fpr,8,0.04,0.013093073414159544
hamp_full,low,lira_offline_one_sided_z_fixed_variance,tpr_at_5_fpr,8,0.09250000000000001,0.04234214381508266
hamp_full,low,lira_offline_one_sided_z_fixed_variance,tpr_at_10_fpr,8,0.14500000000000002,0.05732115042211108
hamp_full,low,lira_online,auc,8,0.540075,0.07072087487338619
hamp_full,low,lira_online,tpr_at_1_fpr,8,0.03375,0.023260942125619688
hamp_full,low,lira_online,tpr_at_5_fpr,8,0.08875000000000001,0.041209395599963436
hamp_full,low,lira_online,tpr_at_10_fpr,8,0.12250000000000001,0.049497474683058325
hamp_full,low,lira_online_fixed_variance,auc,8,0.5320125,0.05965082773943713
hamp_full,low,lira_online_fixed_variance,tpr_at_1_fpr,8,0.04,0.029277002188455997
hamp_full,low,lira_online_fixed_variance,tpr_at_5_fpr,8,0.09625,0.04718883039751796
hamp_full,low,lira_online_fixed_variance,tpr_at_10_fpr,8,0.1325,0.05775564289066727
hamp_full,repetition,lira_offline,auc,8,0.58275,0.03665869610338043
hamp_full,repetition,lira_offline,tpr_at_1_fpr,8,0.03125,0.02416461403433896
hamp_full,repetition,lira_offline,tpr_at_5_fpr,8,0.0825,0.026049403612586387
hamp_full,repetition,lira_offline,tpr_at_10_fpr,8,0.14875,0.042573465914816006
hamp_full,repetition,lira_offline_density_surprise,auc,8,0.47687500000000005,0.04387442307312997
hamp_full,repetition,lira_offline_density_surprise,tpr_at_1_fpr,8,0.01375,0.016850180160122075
hamp_full,repetition,lira_offline_density_surprise,tpr_at_5_fpr,8,0.04625,0.03020761493398643
hamp_full,repetition,lira_offline_density_surprise,tpr_at_10_fpr,8,0.08875,0.045493327611231704
hamp_full,repetition,lira_offline_density_surprise_fixed_variance,auc,8,0.48069999999999996,0.04949718606720411
hamp_full,repetition,lira_offline_density_surprise_fixed_variance,tpr_at_1_fpr,8,0.015000000000000001,0.013093073414159544
hamp_full,repetition,lira_offline_density_surprise_fixed_variance,tpr_at_5_fpr,8,0.05500000000000001,0.03545621041711674
hamp_full,repetition,lira_offline_density_surprise_fixed_variance,tpr_at_10_fpr,8,0.10125,0.04051013982414069
hamp_full,repetition,lira_offline_fixed_variance,auc,8,0.59375,0.03313224583824215
hamp_full,repetition,lira_offline_fixed_variance,tpr_at_1_fpr,8,0.045,0.023299294900428702
hamp_full,repetition,lira_offline_fixed_variance,tpr_at_5_fpr,8,0.1,0.031167748898959187
hamp_full,repetition,lira_offline_fixed_variance,tpr_at_10_fpr,8,0.16375,0.048088460154178364
hamp_full,repetition,lira_offline_one_sided_z,auc,8,0.58275,0.03665869610338043
hamp_full,repetition,lira_offline_one_sided_z,tpr_at_1_fpr,8,0.03125,0.02416461403433896
hamp_full,repetition,lira_offline_one_sided_z,tpr_at_5_fpr,8,0.0825,0.026049403612586387
hamp_full,repetition,lira_offline_one_sided_z,tpr_at_10_fpr,8,0.14875,0.042573465914816006
hamp_full,repetition,lira_offline_one_sided_z_fixed_variance,auc,8,0.59375,0.03313224583824215
hamp_full,repetition,lira_offline_one_sided_z_fixed_variance,tpr_at_1_fpr,8,0.045,0.023299294900428702
hamp_full,repetition,lira_offline_one_sided_z_fixed_variance,tpr_at_5_fpr,8,0.1,0.031167748898959187
hamp_full,repetition,lira_offline_one_sided_z_fixed_variance,tpr_at_10_fpr,8,0.16375,0.048088460154178364
hamp_full,repetition,lira_online,auc,8,0.5665375,0.03643538066612882
hamp_full,repetition,lira_online,tpr_at_1_fpr,8,0.01625,0.01685018016012207
hamp_full,repetition,lira_online,tpr_at_5_fpr,8,0.08000000000000002,0.0472077475481666
hamp_full,repetition,lira_online,tpr_at_10_fpr,8,0.1275,0.04496029994816062
hamp_full,repetition,lira_online_fixed_variance,auc,8,0.5851000000000001,0.03238959268477632
hamp_full,repetition,lira_online_fixed_variance,tpr_at_1_fpr,8,0.045,0.029277002188455994
hamp_full,repetition,lira_online_fixed_variance,tpr_at_5_fpr,8,0.1025,0.030589447293376936
hamp_full,repetition,lira_online_fixed_variance,tpr_at_10_fpr,8,0.16249999999999998,0.02434865792722759
hamp_full,stress,lira_offline,auc,8,0.6098250000000001,0.04164845220927868
hamp_full,stress,lira_offline,tpr_at_1_fpr,8,0.057499999999999996,0.03615443067098218
hamp_full,stress,lira_offline,tpr_at_5_fpr,8,0.11875000000000001,0.02531938839252301
hamp_full,stress,lira_offline,tpr_at_10_fpr,8,0.17,0.04472135954999579
hamp_full,stress,lira_offline_density_surprise,auc,8,0.487675,0.03025797415558416
hamp_full,stress,lira_offline_density_surprise,tpr_at_1_fpr,8,0.018750000000000003,0.016420805617960926
hamp_full,stress,lira_offline_density_surprise,tpr_at_5_fpr,8,0.07625000000000001,0.026692695630078277
hamp_full,stress,lira_offline_density_surprise,tpr_at_10_fpr,8,0.12250000000000001,0.0399106144134257
hamp_full,stress,lira_offline_density_surprise_fixed_variance,auc,8,0.4877,0.043361470718336355
hamp_full,stress,lira_offline_density_surprise_fixed_variance,tpr_at_1_fpr,8,0.025,0.020701966780270628
hamp_full,stress,lira_offline_density_surprise_fixed_variance,tpr_at_5_fpr,8,0.06875,0.033990544903798506
hamp_full,stress,lira_offline_density_surprise_fixed_variance,tpr_at_10_fpr,8,0.10875,0.042573465914816006
hamp_full,stress,lira_offline_fixed_variance,auc,8,0.6164375,0.036884334169710334
hamp_full,stress,lira_offline_fixed_variance,tpr_at_1_fpr,8,0.05,0.029277002188455997
hamp_full,stress,lira_offline_fixed_variance,tpr_at_5_fpr,8,0.11375000000000002,0.0337797487937881
hamp_full,stress,lira_offline_fixed_variance,tpr_at_10_fpr,8,0.17875000000000002,0.03907410541887958
hamp_full,stress,lira_offline_one_sided_z,auc,8,0.6098250000000001,0.04164845220927868
hamp_full,stress,lira_offline_one_sided_z,tpr_at_1_fpr,8,0.057499999999999996,0.03615443067098218
hamp_full,stress,lira_offline_one_sided_z,tpr_at_5_fpr,8,0.11875000000000001,0.02531938839252301
hamp_full,stress,lira_offline_one_sided_z,tpr_at_10_fpr,8,0.17,0.04472135954999579
hamp_full,stress,lira_offline_one_sided_z_fixed_variance,auc,8,0.6164375,0.036884334169710334
hamp_full,stress,lira_offline_one_sided_z_fixed_variance,tpr_at_1_fpr,8,0.05,0.029277002188455997
hamp_full,stress,lira_offline_one_sided_z_fixed_variance,tpr_at_5_fpr,8,0.11375000000000002,0.0337797487937881
hamp_full,stress,lira_offline_one_sided_z_fixed_variance,tpr_at_10_fpr,8,0.17875000000000002,0.03907410541887958
hamp_full,stress,lira_online,auc,8,0.5882875,0.05830681012662976
hamp_full,stress,lira_online,tpr_at_1_fpr,8,0.03875000000000001,0.02748376143938713
hamp_full,stress,lira_online,tpr_at_5_fpr,8,0.11500000000000002,0.034641016151377546
hamp_full,stress,lira_online,tpr_at_10_fpr,8,0.17250000000000001,0.05522680508593631
hamp_full,stress,lira_online_fixed_variance,auc,8,0.593075,0.06103522987352701
hamp_full,stress,lira_online_fixed_variance,tpr_at_1_fpr,8,0.049999999999999996,0.034641016151377546
hamp_full,stress,lira_online_fixed_variance,tpr_at_5_fpr,8,0.10375000000000001,0.03700868623908254
