effective_defense,structural_role,outcome,blocks,mean,sd_across_blocks
measurementguard_continuous,stress,nll,8,0.635262705385685,0.11796011231587734
memgq_lattice,low,accuracy,8,0.583,0.06615242140045108
memgq_lattice,low,balanced_accuracy,8,0.6192113830819185,0.03293270044656919
memgq_lattice,low,task_roc_auc,8,0.6518084299978508,0.038770322715226055
memgq_lattice,low,task_average_precision,8,0.33572872337590853,0.05209353789150124
memgq_lattice,low,minority_class_recall,8,0.684106334841629,0.10390319217481542
memgq_lattice,low,prediction_collapse,8,0.0,0.0
memgq_lattice,low,nll,8,0.5122110545635223,0.016294882618691674
memgq_lattice,repetition,accuracy,8,0.665375,0.07289461571337078
memgq_lattice,repetition,balanced_accuracy,8,0.6255928385968785,0.0184497635528869
memgq_lattice,repetition,task_roc_auc,8,0.6539785714078264,0.026804177389958436
memgq_lattice,repetition,task_average_precision,8,0.35305297121237406,0.03571265377137766
memgq_lattice,repetition,minority_class_recall,8,0.5542986425339367,0.13839793884323187
memgq_lattice,repetition,prediction_collapse,8,0.0,0.0
memgq_lattice,repetition,nll,8,0.5730221569538116,0.0626603310166039
memgq_lattice,stress,accuracy,8,0.5996874999999999,0.11111574965516172
memgq_lattice,stress,balanced_accuracy,8,0.5947755780993151,0.022786565092000433
memgq_lattice,stress,task_roc_auc,8,0.6261559989602635,0.029134162975884958
memgq_lattice,stress,task_average_precision,8,0.3281091406919717,0.019201233576136966
memgq_lattice,stress,minority_class_recall,8,0.5859728506787331,0.18267241892136846
memgq_lattice,stress,prediction_collapse,8,0.0,0.0
memgq_lattice,stress,nll,8,0.6112833693623543,0.07516215308318784
memgq_lattice_sticky,low,accuracy,8,0.5842499999999999,0.06422894318651946
memgq_lattice_sticky,low,balanced_accuracy,8,0.6208239911941867,0.031383881000484976
memgq_lattice_sticky,low,task_roc_auc,8,0.6518713260706672,0.03868763838502558
memgq_lattice_sticky,low,task_average_precision,8,0.33629349839747846,0.050633231473726566
memgq_lattice_sticky,low,minority_class_recall,8,0.686368778280543,0.10441567777377796
memgq_lattice_sticky,low,prediction_collapse,8,0.0,0.0
memgq_lattice_sticky,low,nll,8,0.5122144669294357,0.01591178473050785
memgq_lattice_sticky,repetition,accuracy,8,0.6651875,0.07348320386319582
memgq_lattice_sticky,repetition,balanced_accuracy,8,0.6250673432698842,0.020144945290097124
memgq_lattice_sticky,repetition,task_roc_auc,8,0.6533227459790079,0.026053579035717027
