effective_defense,attack,contrast,mean_auc_difference,sd_across_paired_blocks,ci95_low,ci95_high,paired_blocks,p_exact_sign_flip,p_holm_all_secondary
dp_qml,lira_offline_density_surprise_fixed_variance,stress-low,-0.010025,0.055907877032540895,-0.04524999999999998,0.026177499999999975,8,0.640625,1.0
dp_qml,lira_offline_density_surprise_fixed_variance,stress-repetition,-0.019449999999999995,0.05394409804868106,-0.0547875,0.014875,8,0.34375,1.0
dp_qml,lira_offline_fixed_variance,repetition-low,0.011437500000000003,0.04019896720421696,-0.015977499999999988,0.035487812499999945,8,0.4296875,1.0
dp_qml,lira_offline_fixed_variance,stress-low,0.010649999999999993,0.04700088145070108,-0.01673749999999999,0.04310093749999996,8,0.5703125,1.0
dp_qml,lira_offline_fixed_variance,stress-repetition,-0.0007875000000000104,0.049184563127062514,-0.03217593749999997,0.03157499999999995,8,0.9609375,1.0
dp_qml,lira_online,repetition-low,0.02875000000000002,0.0378113361686299,0.004725000000000049,0.05351281249999996,8,0.09375,1.0
dp_qml,lira_online,stress-low,0.02166250000000003,0.046699523934557265,-0.009263124999999992,0.049700000000000036,8,0.234375,1.0
dp_qml,lira_online,stress-repetition,-0.00708749999999999,0.05585745729725154,-0.045650312499999936,0.02641718749999991,8,0.71875,1.0
dp_qml,lira_online_fixed_variance,repetition-low,0.023199999999999985,0.04652633662776391,-0.007262500000000033,0.052575000000000024,8,0.1875,1.0
dp_qml,lira_online_fixed_variance,stress-low,0.011550000000000005,0.038487103591425806,-0.01429999999999998,0.03510062499999998,8,0.4140625,1.0
dp_qml,lira_online_fixed_variance,stress-repetition,-0.01164999999999998,0.05997368470540108,-0.05156312500000001,0.024490000000000015,8,0.609375,1.0
dp_qml,loss,repetition-low,0.0037074999999999886,0.0198334292114529,-0.009772312500000033,0.016044968749999965,8,0.59375,1.0
dp_qml,loss,stress-low,0.005161875000000003,0.01643671542125389,-0.005849656249999963,0.01517312500000001,8,0.390625,1.0
dp_qml,loss,stress-repetition,0.0014543750000000147,0.02489271830382474,-0.015132499999999972,0.016890015625,8,0.90625,1.0
dp_qml,margin,repetition-low,-0.005460624999999997,0.03159234179778159,-0.027056874999999987,0.01353348437499996,8,0.671875,1.0
dp_qml,margin,stress-low,-0.008359375000000016,0.022284283449087724,-0.023270624999999996,0.005327499999999999,8,0.3359375,1.0
dp_qml,margin,stress-repetition,-0.0028987500000000194,0.02776360229689222,-0.020536406249999993,0.015683687499999946,8,0.75,1.0
dp_qml,maximum_probability,repetition-low,-0.005462499999999981,0.031593073947125995,-0.02689293749999998,0.013761249999999975,8,0.671875,1.0
dp_qml,maximum_probability,stress-low,-0.00835937500000001,0.022286006089264013,-0.023427625000000004,0.005139374999999918,8,0.3359375,1.0
dp_qml,maximum_probability,stress-repetition,-0.002896875000000028,0.02776263083683069,-0.020175624999999996,0.015471296874999999,8,0.75,1.0
dynanoise,artifact_confidence_tau0.9,repetition-low,0.009995625000000022,0.015562110910224955,0.00011271875000001995,0.020499156250000018,8,0.1171875,1.0
dynanoise,artifact_confidence_tau0.9,stress-low,0.005508749999999993,0.015073569761577452,-0.005096343749999969,0.01455709374999998,8,0.34375,1.0
dynanoise,artifact_confidence_tau0.9,stress-repetition,-0.004486875000000029,0.017643292723440247,-0.01599750000000004,0.0068374999999999825,8,0.4921875,1.0
dynanoise,artifact_loss_tau0.5,repetition-low,0.03320687499999994,0.01694450288810503,0.02202539062499995,0.043722296874999934,8,0.0078125,1.0
dynanoise,artifact_loss_tau0.5,stress-low,0.0526625,0.015208392419976534,0.042883812499999986,0.06233189062499998,8,0.0078125,1.0
dynanoise,artifact_loss_tau0.5,stress-repetition,0.01945562500000006,0.01610060545389964,0.009043687500000073,0.03000875000000003,8,0.015625,1.0
dynanoise,confidence,repetition-low,0.03320687499999994,0.01694450288810503,0.021766874999999936,0.04374012499999993,8,0.0078125,1.0
dynanoise,confidence,stress-low,0.0526625,0.015208392419976534,0.04288437499999999,0.062645,8,0.0078125,1.0
dynanoise,confidence,stress-repetition,0.01945562500000006,0.01610060545389964,0.009034250000000072,0.03000875000000003,8,0.015625,1.0
dynanoise,correctness,repetition-low,-0.0006875000000000006,0.0012229209763045677,-0.0015625000000000014,-0.0001250000000000001,8,0.25,1.0
dynanoise,correctness,stress-low,0.0049999999999999975,0.016037901537117802,-0.0016875000000000015,0.016687499999999994,8,1.0,1.0
dynanoise,correctness,stress-repetition,0.005687499999999998,0.016095557284099053,-0.0002500000000000002,0.017187499999999994,8,0.75,1.0
dynanoise,entropy,repetition-low,0.009999375000000046,0.015559357413627363,0.0003862500000000324,0.020370000000000027,8,0.109375,1.0
dynanoise,entropy,stress-low,0.005513749999999998,0.015074264670528458,-0.004958343749999994,0.014991875000000002,8,0.34375,1.0
dynanoise,entropy,stress-repetition,-0.004485625000000049,0.01764115934753154,-0.016306875000000054,0.006776531249999965,8,0.4921875,1.0
dynanoise,global_true_class_log_odds,repetition-low,0.036437500000000025,0.0312338158091515,0.015550000000000008,0.05540031250000008,8,0.03125,1.0
dynanoise,global_true_class_log_odds,stress-low,0.06795000000000005,0.024714541699747752,0.052262500000000045,0.08443750000000001,8,0.0078125,1.0
dynanoise,global_true_class_log_odds,stress-repetition,0.03151250000000003,0.02487255731007287,0.015525000000000025,0.047712500000000074,8,0.015625,1.0
dynanoise,label_only_hsj,repetition-low,0.0012500000000000011,0.002409060279148577,0.0,0.002968750000000006,8,0.5,1.0
dynanoise,label_only_hsj,stress-low,0.0037499999999999895,0.00770551750371121,0.0,0.009062499999999987,8,0.5,1.0
dynanoise,label_only_hsj,stress-repetition,0.0024999999999999883,0.0072886898685566,-0.0015624999999999944,0.007656249999999976,8,0.5,1.0
dynanoise,learned_pv_stats_logistic,repetition-low,0.03757625,0.028539635565547915,0.01881,0.05568375000000003,8,0.0234375,1.0
dynanoise,learned_pv_stats_logistic,stress-low,0.045559374999999964,0.035364822961878345,0.023105,0.06901249999999992,8,0.0078125,1.0
dynanoise,learned_pv_stats_logistic,stress-repetition,0.007983124999999966,0.018570789455005458,-0.003820625000000036,0.020396937499999938,8,0.28125,1.0
dynanoise,lira_offline,repetition-low,0.046587499999999976,0.04883776166334521,0.016962499999999978,0.07902562499999996,8,0.03125,1.0
dynanoise,lira_offline,stress-low,0.07237499999999995,0.05380572858508123,0.03889937499999999,0.10867499999999995,8,0.0078125,1.0
dynanoise,lira_offline,stress-repetition,0.025787499999999977,0.05132408060550138,-0.006975000000000037,0.05867499999999998,8,0.203125,1.0
dynanoise,lira_offline_density_surprise,repetition-low,-0.000999999999999994,0.0368189004258876,-0.023475937499999967,0.023887499999999992,8,0.921875,1.0
dynanoise,lira_offline_density_surprise,stress-low,-0.0016500000000000126,0.05036657054606183,-0.03517687499999998,0.028751249999999964,8,0.953125,1.0
dynanoise,lira_offline_density_surprise,stress-repetition,-0.0006500000000000186,0.05230872639572535,-0.03507499999999995,0.032275937499999956,8,0.9765625,1.0
dynanoise,lira_offline_density_surprise_fixed_variance,repetition-low,-0.00467499999999995,0.04364331891268454,-0.027287499999999965,0.02742500000000006,8,0.8125,1.0
dynanoise,lira_offline_density_surprise_fixed_variance,stress-low,0.0067875000000000504,0.07198466974690816,-0.04348749999999994,0.049700000000000064,8,0.796875,1.0
dynanoise,lira_offline_density_surprise_fixed_variance,stress-repetition,0.0114625,0.05474715746045637,-0.02617500000000003,0.04440000000000002,8,0.5703125,1.0
dynanoise,lira_offline_fixed_variance,repetition-low,0.05094999999999995,0.05427948836478525,0.015399999999999955,0.08511249999999998,8,0.0546875,1.0
dynanoise,lira_offline_fixed_variance,stress-low,0.08156249999999995,0.05144183782264619,0.04992437499999996,0.11556312499999997,8,0.0078125,1.0
dynanoise,lira_offline_fixed_variance,stress-repetition,0.030612500000000015,0.05122369534000565,-0.002687812500000023,0.06281281250000001,8,0.1328125,1.0
dynanoise,lira_online,repetition-low,0.013887500000000011,0.0892366586667161,-0.035274999999999945,0.0793015625,8,0.78125,1.0
dynanoise,lira_online,stress-low,0.05804999999999999,0.06735903799788114,0.01640000000000004,0.10387812499999992,8,0.0546875,1.0
dynanoise,lira_online,stress-repetition,0.04416249999999998,0.05428711863785001,0.008599999999999948,0.07916249999999997,8,0.078125,1.0
dynanoise,lira_online_fixed_variance,repetition-low,0.03232499999999999,0.08453386050233701,-0.010250624999999994,0.09268749999999999,8,0.3671875,1.0
dynanoise,lira_online_fixed_variance,stress-low,0.0708375,0.06519741312791047,0.026724999999999985,0.11098750000000002,8,0.0234375,1.0
dynanoise,lira_online_fixed_variance,stress-repetition,0.038512500000000005,0.05639172780014558,1.2500000000012501e-05,0.072213125,8,0.1015625,1.0
dynanoise,loss,repetition-low,0.03320687499999994,0.01694450288810503,0.02196612499999995,0.04379479687499994,8,0.0078125,1.0
dynanoise,loss,stress-low,0.0526625,0.015208392419976534,0.043085625,0.06244070312500001,8,0.0078125,1.0
dynanoise,loss,stress-repetition,0.01945562500000006,0.01610060545389964,0.009152500000000091,0.030012000000000035,8,0.015625,1.0
dynanoise,margin,repetition-low,0.009995625000000036,0.015562110910224965,0.00039810937500002686,0.020289375000000054,8,0.1171875,1.0
dynanoise,margin,stress-low,0.005508749999999993,0.01507356976157749,-0.004782187499999991,0.014741296875000025,8,0.34375,1.0
dynanoise,margin,stress-repetition,-0.004486875000000043,0.01764329272344026,-0.01591193750000007,0.00664124999999996,8,0.4921875,1.0
dynanoise,maximum_probability,repetition-low,0.009995625000000022,0.015562110910224955,6.404687500003269e-05,0.020389781249999996,8,0.1171875,1.0
dynanoise,maximum_probability,stress-low,0.005508749999999993,0.015073569761577452,-0.004498124999999978,0.014899999999999969,8,0.34375,1.0
dynanoise,maximum_probability,stress-repetition,-0.004486875000000029,0.017643292723440247,-0.01595289062500005,0.00682249999999994,8,0.4921875,1.0
hamp_full,confidence,repetition-low,0.03476375000000001,0.016962369222572004,0.02375624999999998,0.045773843750000036,8,0.0078125,1.0
hamp_full,confidence,stress-low,0.06107562500000002,0.025657186884755885,0.04580849999999995,0.07869125000000006,8,0.0078125,1.0
hamp_full,confidence,stress-repetition,0.026311875000000012,0.022793668283961812,0.01260187499999997,0.04185907812500004,8,0.0078125,1.0
hamp_full,correctness,repetition-low,0.03300000000000003,0.024690946866065246,0.016562500000000063,0.0484390625,8,0.015625,1.0
hamp_full,correctness,stress-low,0.05506250000000003,0.024710375929382963,0.039874999999999994,0.07150000000000002,8,0.0078125,1.0
hamp_full,correctness,stress-repetition,0.0220625,0.025404495524555166,0.0061875000000000124,0.03912500000000001,8,0.0546875,1.0
hamp_full,entropy,repetition-low,0.004483749999999967,0.029479401494942166,-0.013860000000000039,0.024105093749999945,8,0.703125,1.0
hamp_full,entropy,stress-low,0.0051737500000000256,0.039435394974384565,-0.019662500000000027,0.03116750000000003,8,0.7109375,1.0
hamp_full,entropy,stress-repetition,0.0006900000000000586,0.02004502307307226,-0.0124556249999999,0.01351829687500003,8,0.9453125,1.0
hamp_full,global_true_class_log_odds,repetition-low,0.044812499999999984,0.037439835069081176,0.019962499999999973,0.069125625,8,0.03125,1.0
hamp_full,global_true_class_log_odds,stress-low,0.06312499999999996,0.035459866650301236,0.04054968749999992,0.08616281249999998,8,0.0078125,1.0
hamp_full,global_true_class_log_odds,stress-repetition,0.01831249999999998,0.05700542424065576,-0.015626562500000052,0.05748843749999997,8,0.4375,1.0
hamp_full,learned_pv_stats_logistic,repetition-low,0.043431250000000005,0.06517826706973949,0.0004628437499999863,0.0854675,8,0.1171875,1.0
hamp_full,learned_pv_stats_logistic,stress-low,0.043508125,0.03995266663167986,0.01658437499999999,0.06817875000000001,8,0.03125,1.0
hamp_full,learned_pv_stats_logistic,stress-repetition,7.687499999999708e-05,0.04318458826756699,-0.024661343750000005,0.030016250000000008,8,1.0,1.0
hamp_full,lira_offline,repetition-low,0.02121250000000001,0.05548771904021387,-0.013099999999999987,0.05868749999999996,8,0.34375,1.0
hamp_full,lira_offline,stress-low,0.04828750000000004,0.0726847485967409,-0.0015009374999999459,0.09321843749999996,8,0.0859375,1.0
hamp_full,lira_offline,stress-repetition,0.02707500000000003,0.07062609291189761,-0.015062499999999937,0.07737499999999997,8,0.375,1.0
hamp_full,lira_offline_density_surprise,repetition-low,-0.024187499999999994,0.07065045622135577,-0.07076499999999994,0.01976343749999998,8,0.3671875,1.0
hamp_full,lira_offline_density_surprise,stress-low,-0.013387499999999997,0.07291346020160765,-0.06601499999999998,0.028699999999999976,8,0.5859375,1.0
hamp_full,lira_offline_density_surprise,stress-repetition,0.010799999999999997,0.02801565888672162,-0.007001249999999998,0.029213124999999972,8,0.3125,1.0
hamp_full,lira_offline_density_surprise_fixed_variance,repetition-low,-0.026000000000000037,0.08331345286669753,-0.07935000000000005,0.02717718749999996,8,0.359375,1.0
hamp_full,lira_offline_density_surprise_fixed_variance,stress-low,-0.01900000000000001,0.07756081484873666,-0.07157593750000006,0.02675093749999999,8,0.5234375,1.0
hamp_full,lira_offline_density_surprise_fixed_variance,stress-repetition,0.007000000000000027,0.04411310139046802,-0.02022499999999995,0.035875000000000004,8,0.6796875,1.0
hamp_full,lira_offline_fixed_variance,repetition-low,0.03152500000000004,0.045103112024401516,0.003423437500000014,0.061114062500000045,8,0.1171875,1.0
hamp_full,lira_offline_fixed_variance,stress-low,0.0542125,0.06218101312182958,0.013174999999999992,0.09230093749999994,8,0.0546875,1.0
hamp_full,lira_offline_fixed_variance,stress-repetition,0.022687499999999958,0.05898635284053911,-0.01137500000000008,0.06351249999999997,8,0.359375,1.0
hamp_full,lira_online,repetition-low,0.026462499999999993,0.05145674848147439,-0.00902500000000004,0.05651531249999997,8,0.1875,1.0
hamp_full,lira_online,stress-low,0.04821249999999996,0.08315571344514722,-0.013187500000000095,0.08636249999999993,8,0.140625,1.0
hamp_full,lira_online,stress-repetition,0.021749999999999964,0.05868523786146855,-0.01712500000000003,0.05892499999999998,8,0.328125,1.0
hamp_full,lira_online_fixed_variance,repetition-low,0.0530875,0.06104105029755449,0.013358749999999982,0.09276250000000003,8,0.0546875,1.0
hamp_full,lira_online_fixed_variance,stress-low,0.06106249999999997,0.07642196650365465,0.0072106249999999575,0.10354999999999998,8,0.0703125,1.0
hamp_full,lira_online_fixed_variance,stress-repetition,0.007974999999999968,0.05784972527407297,-0.03003968750000006,0.044400624999999985,8,0.7109375,1.0
hamp_full,loss,repetition-low,0.03476375000000001,0.016962369222572004,0.023753749999999983,0.04577009375000003,8,0.0078125,1.0
hamp_full,loss,stress-low,0.06107562500000002,0.025657186884755885,0.04572487499999993,0.0789745937500001,8,0.0078125,1.0
hamp_full,loss,stress-repetition,0.026311875000000012,0.022793668283961812,0.012930625000000001,0.04225687500000003,8,0.0078125,1.0
hamp_full,margin,repetition-low,0.004483749999999995,0.029479401494942253,-0.013842937500000015,0.023822812500000068,8,0.703125,1.0
hamp_full,margin,stress-low,0.005173125000000028,0.03943502856756926,-0.019693749999999996,0.031226390625000024,8,0.7109375,1.0
hamp_full,margin,stress-repetition,0.0006893750000000337,0.020044249698657764,-0.012873749999999955,0.013623750000000032,8,0.9453125,1.0
hamp_full,maximum_probability,repetition-low,0.004483749999999981,0.029479401494942225,-0.013777593749999999,0.023983499999999984,8,0.703125,1.0
hamp_full,maximum_probability,stress-low,0.0051731250000000145,0.03943502856756923,-0.019541687499999974,0.031834843749999946,8,0.7109375,1.0
hamp_full,maximum_probability,stress-repetition,0.0006893750000000337,0.020044249698657764,-0.012567687499999954,0.013435156250000028,8,0.9453125,1.0
hamp_output,confidence,repetition-low,0.03605625000000002,0.026033210623300874,0.018666249999999954,0.05293000000000001,8,0.0078125,1.0
hamp_output,confidence,stress-low,0.069126875,0.02686909681845083,0.051451828124999995,0.08572207812499998,8,0.0078125,1.0
hamp_output,confidence,stress-repetition,0.03307062499999999,0.03785633089509974,0.00922687500000001,0.05758187499999998,8,0.0546875,1.0
hamp_output,correctness,repetition-low,0.03162500000000004,0.020503919485935256,0.019312500000000024,0.046001562500000086,8,0.0078125,1.0
hamp_output,correctness,stress-low,0.046312500000000006,0.021518990782230324,0.033312500000000037,0.06100156249999999,8,0.0078125,1.0
hamp_output,correctness,stress-repetition,0.014687499999999964,0.03654736408318076,-0.009687500000000016,0.03781249999999997,8,0.296875,1.0
hamp_output,entropy,repetition-low,0.003900624999999963,0.03036634467365619,-0.015189375000000102,0.02337959374999996,8,0.7109375,1.0
hamp_output,entropy,stress-low,0.01661999999999996,0.03920018540408049,-0.009787656250000032,0.04060562499999991,8,0.2734375,1.0
hamp_output,entropy,stress-repetition,0.012719374999999998,0.037922597526079356,-0.013467499999999993,0.035985624999999986,8,0.296875,1.0
hamp_output,learned_pv_stats_logistic,repetition-low,0.028998750000000045,0.028826406761608657,0.009997375000000006,0.04687009375000009,8,0.046875,1.0
hamp_output,learned_pv_stats_logistic,stress-low,0.028021250000000004,0.042807359660126575,0.0007262499999999769,0.056048281250000005,8,0.109375,1.0
hamp_output,learned_pv_stats_logistic,stress-repetition,-0.0009775000000000408,0.041011399721819525,-0.024986843750000064,0.027623781249999955,8,0.9609375,1.0
hamp_output,loss,repetition-low,0.03605625000000002,0.026033210623300874,0.01901121874999998,0.05280750000000006,8,0.0078125,1.0
hamp_output,loss,stress-low,0.069126875,0.02686909681845083,0.051068749999999954,0.08599124999999996,8,0.0078125,1.0
hamp_output,loss,stress-repetition,0.03307062499999999,0.03785633089509974,0.009251859375000011,0.057216687499999946,8,0.0546875,1.0
hamp_output,margin,repetition-low,0.003899999999999966,0.03036522117724255,-0.015907500000000054,0.02337749999999999,8,0.7109375,1.0
hamp_output,margin,stress-low,0.016618749999999946,0.039199523115721675,-0.009312500000000036,0.040886437499999914,8,0.2734375,1.0
hamp_output,margin,stress-repetition,0.01271874999999998,0.037921965906507066,-0.01198875000000002,0.03525934374999994,8,0.296875,1.0
hamp_output,maximum_probability,repetition-low,0.003899999999999952,0.03036522117724255,-0.015451250000000062,0.023817499999999978,8,0.7109375,1.0
hamp_output,maximum_probability,stress-low,0.01661812499999995,0.039199752908978876,-0.009339999999999994,0.04071401562499994,8,0.2734375,1.0
hamp_output,maximum_probability,stress-repetition,0.012718124999999997,0.03792310301664028,-0.01246873437499995,0.035933062499999974,8,0.296875,1.0
hamp_train,artifact_confidence_tau0.9,repetition-low,0.03057687500000006,0.01826419153454962,0.01879875000000006,0.04243812500000005,8,0.0078125,1.0
hamp_train,artifact_confidence_tau0.9,stress-low,0.028339375000000028,0.04145804061574098,0.0011131718750000243,0.055096015625000015,8,0.09375,1.0
hamp_train,artifact_confidence_tau0.9,stress-repetition,-0.002237500000000031,0.0331435800721648,-0.025489375000000022,0.0173779062499999,8,0.8671875,1.0
hamp_train,artifact_loss_tau0.5,repetition-low,0.045409375000000037,0.016716724396650562,0.035478750000000024,0.056976281250000045,8,0.0078125,1.0
hamp_train,artifact_loss_tau0.5,stress-low,0.06949062500000003,0.026899424374815697,0.052763203125000054,0.08735562500000005,8,0.0078125,1.0
hamp_train,artifact_loss_tau0.5,stress-repetition,0.02408125,0.025008556928436728,0.007781015624999953,0.040281250000000074,8,0.0390625,1.0
hamp_train,confidence,repetition-low,0.045409375000000037,0.016716724396650562,0.0356961875,0.057080687500000074,8,0.0078125,1.0
hamp_train,confidence,stress-low,0.06949062500000003,0.026899424374815684,0.052518796874999996,0.08708124999999999,8,0.0078125,1.0
hamp_train,confidence,stress-repetition,0.024081249999999985,0.025008556928436707,0.007631187499999973,0.039885640625000024,8,0.0390625,1.0
hamp_train,correctness,repetition-low,0.03300000000000003,0.024690946866065246,0.01650000000000003,0.04856406250000001,8,0.015625,1.0
hamp_train,correctness,stress-low,0.05506250000000003,0.024710375929382963,0.04000000000000002,0.07231250000000003,8,0.0078125,1.0
hamp_train,correctness,stress-repetition,0.0220625,0.025404495524555166,0.006123437499999994,0.0391875,8,0.0546875,1.0
hamp_train,entropy,repetition-low,0.030578124999999984,0.018263610959168407,0.01888687499999997,0.04246473437499999,8,0.0078125,1.0
hamp_train,entropy,stress-low,0.028339375000000014,0.04145868997633151,0.001323734375000019,0.05496062499999999,8,0.09375,1.0
hamp_train,entropy,stress-repetition,-0.00223874999999997,0.03314348155584828,-0.025738124999999973,0.01739250000000002,8,0.8671875,1.0
hamp_train,global_true_class_log_odds,repetition-low,0.05121249999999998,0.033251313078261596,0.03042437499999997,0.07368749999999995,8,0.0078125,1.0
hamp_train,global_true_class_log_odds,stress-low,0.07057500000000003,0.037697394756515616,0.048425000000000024,0.09678750000000004,8,0.0078125,1.0
hamp_train,global_true_class_log_odds,stress-repetition,0.019362500000000046,0.039819842056800905,-0.006452812499999926,0.04540031250000002,8,0.21875,1.0
hamp_train,label_only_hsj,repetition-low,0.017499999999999988,0.0692336881252802,-0.02640624999999998,0.06265624999999996,8,0.4921875,1.0
hamp_train,label_only_hsj,stress-low,0.014218750000000002,0.10032967420850977,-0.043281249999999966,0.08374999999999999,8,0.765625,1.0
hamp_train,label_only_hsj,stress-repetition,-0.0032812499999999856,0.07767531294479235,-0.05406249999999996,0.045312500000000006,8,0.9140625,1.0
hamp_train,learned_pv_stats_logistic,repetition-low,0.02515937499999999,0.05123654878791534,-0.006885000000000016,0.05905999999999999,8,0.21875,1.0
hamp_train,learned_pv_stats_logistic,stress-low,0.04303687499999996,0.036307675392549046,0.019835359374999955,0.06562260937499999,8,0.03125,1.0
hamp_train,learned_pv_stats_logistic,stress-repetition,0.01787749999999997,0.026442110894772195,0.0014024999999999524,0.03566124999999998,8,0.109375,1.0
hamp_train,lira_offline,repetition-low,0.02575000000000001,0.037067891380931986,0.002024999999999999,0.04998750000000002,8,0.0859375,1.0
hamp_train,lira_offline,stress-low,0.04512499999999997,0.0600991977602744,0.006924062499999961,0.08467499999999997,8,0.0859375,1.0
hamp_train,lira_offline,stress-repetition,0.01937499999999996,0.06661758133448817,-0.024725000000000052,0.06035031249999997,8,0.421875,1.0
hamp_train,lira_offline_density_surprise,repetition-low,-0.020962499999999988,0.043575744809633325,-0.04806312499999999,0.008225000000000024,8,0.203125,1.0
hamp_train,lira_offline_density_surprise,stress-low,-0.027812499999999962,0.05738863594575399,-0.06724999999999995,0.006175625000000033,8,0.21875,1.0
hamp_train,lira_offline_density_surprise,stress-repetition,-0.006849999999999974,0.05848777650073563,-0.047549999999999974,0.02648812500000005,8,0.796875,1.0
hamp_train,lira_offline_density_surprise_fixed_variance,repetition-low,-0.02183750000000003,0.04770375659062024,-0.05221250000000004,0.009362499999999982,8,0.25,1.0
hamp_train,lira_offline_density_surprise_fixed_variance,stress-low,-0.024500000000000008,0.06688147298446281,-0.0702875,0.015237500000000008,8,0.359375,1.0
hamp_train,lira_offline_density_surprise_fixed_variance,stress-repetition,-0.0026624999999999774,0.04870511670099091,-0.03593749999999999,0.02715000000000003,8,0.8828125,1.0
hamp_train,lira_offline_fixed_variance,repetition-low,0.03668750000000001,0.03368452113784188,0.01597500000000003,0.05985000000000004,8,0.015625,1.0
hamp_train,lira_offline_fixed_variance,stress-low,0.043487500000000026,0.06755766716559372,0.0031500000000000694,0.08947562500000004,8,0.109375,1.0
hamp_train,lira_offline_fixed_variance,stress-repetition,0.006800000000000014,0.05818043362800641,-0.02975,0.04431312499999998,8,0.71875,1.0
hamp_train,lira_online,repetition-low,0.0719125,0.03833031018099681,0.04802343750000003,0.097625,8,0.0078125,1.0
