attack,structural_role,effective_defense,contrast,mean_auc_difference,sd_across_paired_blocks,ci95_low,ci95_high,paired_blocks,p_exact_sign_flip,p_holm_all_secondary
artifact_loss_tau0.5,repetition,hamp_train,defense-none,0.016171875000000044,0.005762820451269613,0.01243985937500005,0.019965625000000042,8,0.0078125,1.0
artifact_loss_tau0.5,repetition,l2,defense-none,-0.01427875000000002,0.006573058512921201,-0.018642500000000034,-0.010117499999999988,8,0.0078125,1.0
artifact_loss_tau0.5,stress,dp_qml,defense-none,-0.05709374999999999,0.014696063552141174,-0.06657190625000005,-0.04745093749999998,8,0.0078125,1.0
artifact_loss_tau0.5,stress,dynanoise,defense-none,0.007376875000000019,0.008228328652327496,0.0021587500000000287,0.012668749999999965,8,0.0546875,1.0
artifact_loss_tau0.5,stress,hamp_train,defense-none,0.016195625000000047,0.01632744303257996,0.006458750000000055,0.027356265625000067,8,0.0234375,1.0
artifact_loss_tau0.5,stress,l2,defense-none,-0.019779999999999978,0.014641719258923908,-0.029109187499999977,-0.010084312499999993,8,0.0078125,1.0
confidence,low,dp_qml,defense-none,0.0005850000000000091,0.009356028995862973,-0.005469453125000052,0.0064650000000000055,8,0.9296875,1.0
confidence,low,dynanoise,defense-none,0.017555000000000022,0.009634830786563608,0.011159703125000052,0.023496250000000017,8,0.0078125,1.0
confidence,low,hamp_full,defense-none,0.0035831250000000134,0.010731710334165218,-0.0030293906249999726,0.010863875000000016,8,0.375,1.0
confidence,low,hamp_output,defense-none,-0.006449374999999993,0.010644055496412771,-0.01394999999999999,-0.00035124999999999046,8,0.1015625,1.0
confidence,low,hamp_train,defense-none,0.009545625000000016,0.009161139759682094,0.0034455312500000623,0.015223531250000017,8,0.0390625,1.0
confidence,low,l2,defense-none,-0.003355625000000022,0.00427549615959533,-0.006101312500000057,-0.0005793750000000208,8,0.0546875,1.0
confidence,low,lattice_round,defense-none,0.0003968750000000118,0.0009843995178352271,-0.0002674999999999761,0.001000624999999991,8,0.28125,1.0
confidence,low,logitguard_continuous,defense-none,8.937500000000265e-05,0.012067326736007893,-0.00792812499999998,0.007721249999999985,8,0.984375,1.0
confidence,low,logitguard_quantized,defense-none,-0.00013125000000002718,0.012156447657225218,-0.008540625000000017,0.007738124999999957,8,0.953125,1.0
confidence,low,measurementguard_continuous,defense-none,0.005978750000000026,0.008593222308474124,3.3750000000006e-05,0.011175031250000059,8,0.109375,1.0
confidence,low,memgq_lattice,defense-none,0.00692437500000001,0.010509823444724748,-0.00021187499999999332,0.013342500000000014,8,0.1171875,1.0
confidence,low,memgq_lattice_sticky,defense-none,0.003845625000000026,0.012640056915982842,-0.004831874999999972,0.011443124999999998,8,0.390625,1.0
confidence,low,memguard,defense-none,-0.0003331249999999966,0.005854467730777427,-0.004126249999999998,0.0036138906250000034,8,0.859375,1.0
confidence,repetition,dp_qml,defense-none,-0.03449062500000001,0.01622760224289378,-0.04565731250000001,-0.024354828125000005,8,0.0078125,1.0
confidence,repetition,dynanoise,defense-none,0.011978749999999955,0.005503792036924564,0.008246249999999941,0.015274999999999955,8,0.0078125,1.0
confidence,repetition,hamp_full,defense-none,-0.00043624999999998526,0.010530320762310218,-0.007026249999999928,0.006516375000000026,8,0.8671875,1.0
confidence,repetition,hamp_output,defense-none,-0.009176249999999983,0.023283953970492217,-0.024390312499999994,0.005344406250000026,8,0.3203125,1.0
confidence,repetition,hamp_train,defense-none,0.016171875000000044,0.005762820451269613,0.012540625000000041,0.01984821875000005,8,0.0078125,1.0
confidence,repetition,l2,defense-none,-0.01427875000000002,0.006573058512921201,-0.01863375000000002,-0.010117499999999988,8,0.0078125,1.0
confidence,repetition,lattice_round,defense-none,-0.0007687500000000125,0.0007840223666634293,-0.0012832499999999682,-0.00030750000000002997,8,0.015625,1.0
confidence,repetition,logitguard_continuous,defense-none,0.0033249999999999946,0.00998785405236918,-0.002067499999999986,0.010682749999999939,8,0.4921875,1.0
confidence,repetition,logitguard_quantized,defense-none,0.0030024999999999774,0.009823212305554586,-0.0019268750000000223,0.01029499999999993,8,0.5625,1.0
confidence,repetition,measurementguard_continuous,defense-none,-0.0066887499999999656,0.017256734865387625,-0.01849374999999996,0.0038129687500000043,8,0.328125,1.0
confidence,repetition,memgq_lattice,defense-none,-0.012713749999999982,0.01935230546435524,-0.02558382812499996,-0.0007787499999999808,8,0.09375,1.0
confidence,repetition,memgq_lattice_sticky,defense-none,-0.005764375000000002,0.016985309080307303,-0.01742967187499994,0.004625031249999949,8,0.390625,1.0
confidence,repetition,memguard,defense-none,0.00037500000000000033,0.007320130268161693,-0.004238749999999986,0.005316249999999981,8,0.8828125,1.0
confidence,stress,dp_qml,defense-none,-0.05709374999999999,0.014696063552141174,-0.06640268750000003,-0.04751124999999996,8,0.0078125,1.0
confidence,stress,dynanoise,defense-none,0.007376875000000019,0.008228328652327496,0.0020966250000000308,0.012637562499999996,8,0.0546875,1.0
confidence,stress,hamp_full,defense-none,0.0018181250000000315,0.019405438107010165,-0.01062671874999998,0.014370500000000097,8,0.8125,1.0
confidence,stress,hamp_output,defense-none,-0.0001631249999999862,0.020289226370081903,-0.013389640624999954,0.012665406249999988,8,0.9765625,1.0
confidence,stress,hamp_train,defense-none,0.016195625000000033,0.016327443032579964,0.006341250000000034,0.02740503125000004,8,0.0234375,1.0
confidence,stress,l2,defense-none,-0.019779999999999978,0.014641719258923908,-0.029109187499999974,-0.01020709375,8,0.0078125,1.0
confidence,stress,lattice_round,defense-none,0.00045500000000002483,0.0005621895968951836,8.250000000001312e-05,0.0008062812499999803,8,0.0625,1.0
confidence,stress,logitguard_continuous,defense-none,-0.003968749999999965,0.009691185151613683,-0.010152625000000021,0.002391250000000039,8,0.3046875,1.0
confidence,stress,logitguard_quantized,defense-none,-0.003943749999999968,0.009540138419930186,-0.009961249999999977,0.0023633593750000035,8,0.2734375,1.0
confidence,stress,measurementguard_continuous,defense-none,-0.007711249999999975,0.02013897602553669,-0.020991249999999934,0.005075000000000024,8,0.3046875,1.0
confidence,stress,memgq_lattice,defense-none,-0.007554375000000002,0.020005073541747204,-0.021418499999999997,0.004348749999999999,8,0.3671875,1.0
confidence,stress,memgq_lattice_sticky,defense-none,0.0006506250000000297,0.02134950056918358,-0.013541874999999912,0.014101671875000056,8,0.90625,1.0
confidence,stress,memguard,defense-none,0.002168750000000025,0.00481585606542146,-0.0010449999999999349,0.005196281249999986,8,0.2421875,1.0
correctness,low,dp_qml,defense-none,-0.007874999999999972,0.015428984782822591,-0.017499999999999974,0.0025000000000000022,8,0.203125,1.0
correctness,low,dynanoise,defense-none,-0.01831249999999998,0.014716214332691475,-0.028062499999999976,-0.008812499999999987,8,0.015625,1.0
correctness,low,hamp_full,defense-none,0.004312499999999997,0.01645760245513998,-0.006062500000000026,0.014750000000000027,8,0.484375,1.0
correctness,low,hamp_output,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,low,hamp_train,defense-none,0.004312499999999997,0.01645760245513998,-0.006250000000000033,0.015125000000000013,8,0.484375,1.0
correctness,low,l2,defense-none,-0.0005000000000000074,0.02135248396389921,-0.016375000000000035,0.010375000000000023,8,0.984375,1.0
correctness,low,lattice_round,defense-none,0.0008750000000000285,0.004421942042651788,-0.001999999999999974,0.003750000000000059,8,0.625,1.0
correctness,low,logitguard_continuous,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,low,logitguard_quantized,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,low,measurementguard_continuous,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,low,memgq_lattice,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,low,memgq_lattice_sticky,defense-none,-0.0007499999999999868,0.005277986629117469,-0.00424999999999999,0.0026250000000000023,8,0.671875,1.0
correctness,low,memguard,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,repetition,dp_qml,defense-none,-0.02781250000000004,0.014555159860730778,-0.037687500000000033,-0.01887500000000003,8,0.0078125,1.0
correctness,repetition,dynanoise,defense-none,-0.050625000000000024,0.027028754529733197,-0.06731250000000003,-0.032748437500000026,8,0.0078125,1.0
correctness,repetition,hamp_full,defense-none,0.005687499999999984,0.01313647457599311,-0.002874999999999975,0.014064062499999955,8,0.28125,1.0
correctness,repetition,hamp_output,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,repetition,hamp_train,defense-none,0.005687499999999984,0.01313647457599311,-0.0028124999999999956,0.014062499999999978,8,0.28125,1.0
correctness,repetition,l2,defense-none,-0.016062500000000035,0.02195358333914017,-0.030562500000000062,-0.002937500000000037,8,0.09375,1.0
correctness,repetition,lattice_round,defense-none,0.0009374999999999661,0.004769227999821907,-0.0024999999999999883,0.0034999999999999615,8,0.6328125,1.0
correctness,repetition,logitguard_continuous,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,repetition,logitguard_quantized,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,repetition,measurementguard_continuous,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,repetition,memgq_lattice,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,repetition,memgq_lattice_sticky,defense-none,0.00037500000000000033,0.005423164600647307,-0.0025624999999999815,0.004250000000000004,8,0.90625,1.0
correctness,repetition,memguard,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,stress,dp_qml,defense-none,-0.046937499999999986,0.01660128544936891,-0.05799999999999998,-0.036562499999999956,8,0.0078125,1.0
correctness,stress,dynanoise,defense-none,-0.05962499999999999,0.021221198969763364,-0.07350156249999998,-0.04662499999999999,8,0.0078125,1.0
correctness,stress,hamp_full,defense-none,0.013062500000000019,0.02203639440950872,-0.001249999999999946,0.027062500000000003,8,0.1328125,1.0
correctness,stress,hamp_output,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,stress,hamp_train,defense-none,0.013062500000000019,0.02203639440950872,-0.0011874999999999941,0.027124999999999982,8,0.1328125,1.0
correctness,stress,l2,defense-none,-0.005875000000000005,0.024484324431299775,-0.019687499999999997,0.011312500000000017,8,0.53125,1.0
correctness,stress,lattice_round,defense-none,0.002687500000000037,0.007035306369610741,-0.0021874999999999256,0.007251562500000038,8,0.34375,1.0
correctness,stress,logitguard_continuous,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,stress,logitguard_quantized,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,stress,measurementguard_continuous,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,stress,memgq_lattice,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
correctness,stress,memgq_lattice_sticky,defense-none,0.0024375000000000507,0.006143739554561642,-0.0016249999999999325,0.006250000000000033,8,0.2890625,1.0
correctness,stress,memguard,defense-none,0.0,0.0,0.0,0.0,8,1.0,1.0
entropy,low,dp_qml,defense-none,0.010675624999999987,0.010563629462013266,0.0034756249999999475,0.017315031249999942,8,0.046875,1.0
entropy,low,dynanoise,defense-none,0.03122312499999999,0.018793734886449334,0.018155281249999954,0.04178628125,8,0.015625,1.0
entropy,low,hamp_full,defense-none,0.00782250000000001,0.012849203421668946,0.00015831249999999288,0.016801875000000036,8,0.109375,1.0
entropy,low,hamp_output,defense-none,0.0007475000000000329,0.012141699104444025,-0.007183890624999975,0.00834065625000001,8,0.8671875,1.0
entropy,low,hamp_train,defense-none,0.010276874999999991,0.012098350518473836,0.0019712500000000077,0.01782206249999998,8,0.0625,1.0
entropy,low,l2,defense-none,0.0034193749999999745,0.009088629645842429,-0.0024674999999999836,0.009267499999999998,8,0.296875,1.0
entropy,low,lattice_round,defense-none,0.00042937500000000267,0.0017066224737349368,-0.0006656718750000027,0.0015176093750000107,8,0.5078125,1.0
entropy,low,logitguard_continuous,defense-none,0.0005281250000000182,0.014695326258347801,-0.009306875,0.009793031250000035,8,0.9453125,1.0
entropy,low,logitguard_quantized,defense-none,6.812499999997446e-05,0.01517503752348859,-0.010383187500000064,0.009559375000000002,8,0.9609375,1.0
entropy,low,measurementguard_continuous,defense-none,0.0063968749999999686,0.008938137764457952,0.001002499999999941,0.012601250000000015,8,0.0703125,1.0
entropy,low,memgq_lattice,defense-none,0.007138124999999981,0.013451305018340399,-0.001391109375000048,0.01585437500000001,8,0.2109375,1.0
entropy,low,memgq_lattice_sticky,defense-none,0.004473750000000019,0.01667735520955632,-0.006447015625000014,0.015317500000000053,8,0.46875,1.0
entropy,low,memguard,defense-none,-0.00027312500000001294,0.010235953070811599,-0.0072743750000000135,0.005839187499999977,8,0.90625,1.0
entropy,repetition,dp_qml,defense-none,-0.018136250000000027,0.021568218641258775,-0.033023843750000004,-0.0050954687500000696,8,0.015625,1.0
entropy,repetition,dynanoise,defense-none,0.017870625000000022,0.0119017716080722,0.01013618750000002,0.025605062499999973,8,0.015625,1.0
entropy,repetition,hamp_full,defense-none,-0.011045625000000038,0.017802948679823467,-0.02225812500000003,0.0007404062499999236,8,0.1171875,1.0
entropy,repetition,hamp_output,defense-none,-0.01870375000000002,0.027520534638442548,-0.03543500000000008,0.00022778125000002126,8,0.09375,1.0
entropy,repetition,hamp_train,defense-none,0.01750312499999996,0.008287309548555027,0.011969843749999954,0.02257203124999996,8,0.0078125,1.0
entropy,repetition,l2,defense-none,-0.004308750000000014,0.009662029419330134,-0.010546843750000062,0.0020099999999999988,8,0.2421875,1.0
entropy,repetition,lattice_round,defense-none,-0.0006443750000000234,0.001196824481403076,-0.0013869062500000498,0.0001419218749999847,8,0.15625,1.0
entropy,repetition,logitguard_continuous,defense-none,-0.0012250000000000108,0.012034317892712379,-0.007754999999999979,0.007398125000000005,8,0.828125,1.0
entropy,repetition,logitguard_quantized,defense-none,-0.002523750000000005,0.01243758553452284,-0.009488750000000046,0.006455234374999999,8,0.6015625,1.0
entropy,repetition,measurementguard_continuous,defense-none,-0.011801249999999985,0.026409617532525645,-0.03029749999999997,0.0028576875000000377,8,0.28125,1.0
entropy,repetition,memgq_lattice,defense-none,-0.01880500000000003,0.030028618135752732,-0.04051437500000003,-0.0020112499999999714,8,0.0859375,1.0
entropy,repetition,memgq_lattice_sticky,defense-none,-0.010599375000000029,0.034259392084246665,-0.033612687500000016,0.010509578125000004,8,0.4453125,1.0
entropy,repetition,memguard,defense-none,0.0008731250000000093,0.010182085436652234,-0.005121906249999998,0.008240000000000004,8,0.8515625,1.0
entropy,stress,dp_qml,defense-none,-0.02547062500000003,0.018667381872724983,-0.035818796875000024,-0.011897500000000068,8,0.0234375,1.0
entropy,stress,dynanoise,defense-none,0.00894937499999996,0.015703167432423087,-0.0010589687500000245,0.019479999999999914,8,0.171875,1.0
entropy,stress,hamp_full,defense-none,-0.014791249999999992,0.028141559347342505,-0.03432271874999996,0.00240574999999994,8,0.15625,1.0
entropy,stress,hamp_output,defense-none,-0.010420000000000033,0.023764618207987843,-0.025834750000000007,0.005488124999999955,8,0.25,1.0
entropy,stress,hamp_train,defense-none,0.010828749999999977,0.01899025328011338,-0.0011056875000000545,0.02351957812499998,8,0.15625,1.0
entropy,stress,l2,defense-none,-0.011121875000000031,0.01945487267966931,-0.022616875000000036,0.002421874999999976,8,0.1484375,1.0
entropy,stress,lattice_round,defense-none,0.0003893749999999904,0.000950159526079671,-0.00028874999999999734,0.0009437499999999863,8,0.28125,1.0
entropy,stress,logitguard_continuous,defense-none,-0.01200437500000004,0.012595609619880613,-0.021088750000000024,-0.0055175000000000154,8,0.0078125,1.0
entropy,stress,logitguard_quantized,defense-none,-0.011793750000000006,0.01261630768659578,-0.020701687499999975,-0.005223750000000048,8,0.0078125,1.0
entropy,stress,measurementguard_continuous,defense-none,-0.017605625000000014,0.016335030158155715,-0.02748006249999998,-0.006660625000000059,8,0.03125,1.0
entropy,stress,memgq_lattice,defense-none,-0.011706875000000026,0.030380998400962467,-0.031671874999999995,0.007299515624999952,8,0.3203125,1.0
entropy,stress,memgq_lattice_sticky,defense-none,-0.009238750000000032,0.024164244357255248,-0.026186875000000047,0.005338749999999955,8,0.421875,1.0
entropy,stress,memguard,defense-none,0.000708750000000008,0.0059696121852979124,-0.0030699999999999894,0.004522499999999957,8,0.8046875,1.0
global_true_class_log_odds,low,dp_qml,defense-none,-0.002024999999999985,0.020019811616068126,-0.014868906249999965,0.011074999999999988,8,0.7890625,1.0
global_true_class_log_odds,low,dynanoise,defense-none,0.003781249999999986,0.005964893574670263,-0.00013124999999999942,0.007537499999999989,8,0.125,1.0
global_true_class_log_odds,low,hamp_full,defense-none,0.015856250000000023,0.023627094578349793,0.002806250000000031,0.03278859375,8,0.0625,1.0
global_true_class_log_odds,low,hamp_train,defense-none,0.011043750000000005,0.012282200753820284,0.0032999999999999835,0.019250000000000017,8,0.046875,1.0
global_true_class_log_odds,low,l2,defense-none,-0.003806250000000018,0.008245797089600077,-0.008812500000000029,0.0019124999999999435,8,0.21875,1.0
global_true_class_log_odds,low,lattice_round,defense-none,0.0002999999999999947,0.001540639941248872,-0.0007500000000000007,0.0012124999999999775,8,0.6015625,1.0
global_true_class_log_odds,low,logitguard_continuous,defense-none,-0.0013062499999999602,0.011796622927770459,-0.00906249999999996,0.006375312500000015,8,0.765625,1.0
global_true_class_log_odds,low,logitguard_quantized,defense-none,-0.0016000000000000111,0.011772273721394213,-0.009062656250000014,0.005968749999999974,8,0.6953125,1.0
global_true_class_log_odds,low,measurementguard_continuous,defense-none,0.011449999999999988,0.012845677427501773,0.002387187499999974,0.018812500000000024,8,0.046875,1.0
global_true_class_log_odds,low,memgq_lattice,defense-none,0.008881249999999993,0.00629846565782944,0.005106249999999993,0.013168749999999979,8,0.0078125,1.0
global_true_class_log_odds,low,memgq_lattice_sticky,defense-none,0.008593750000000004,0.006431920258700739,0.00461843750000002,0.01285015624999999,8,0.0078125,1.0
global_true_class_log_odds,low,memguard,defense-none,-0.003006250000000002,0.006278787274853084,-0.007325468749999978,0.0004625000000000115,8,0.4375,1.0
global_true_class_log_odds,repetition,dp_qml,defense-none,-0.04270000000000003,0.027009522130431833,-0.06021250000000004,-0.02497500000000001,8,0.015625,1.0
global_true_class_log_odds,repetition,dynanoise,defense-none,0.003537499999999999,0.0031901354651039564,0.0014500000000000474,0.005499999999999991,8,0.03125,1.0
global_true_class_log_odds,repetition,hamp_full,defense-none,0.023987499999999995,0.01953249581741009,0.01254874999999998,0.03761249999999998,8,0.015625,1.0
global_true_class_log_odds,repetition,hamp_train,defense-none,0.025574999999999973,0.011600584960620365,0.01786218749999999,0.03293749999999997,8,0.0078125,1.0
global_true_class_log_odds,repetition,l2,defense-none,-0.016612500000000058,0.014320159366631183,-0.025375000000000078,-0.00698718750000004,8,0.0234375,1.0
global_true_class_log_odds,repetition,lattice_round,defense-none,-0.0008250000000000063,0.0018576098314000758,-0.0019749999999999768,0.0004499999999999782,8,0.265625,1.0
global_true_class_log_odds,repetition,logitguard_continuous,defense-none,0.00232499999999998,0.010031770958879992,-0.003787499999999999,0.009337499999999915,8,0.53125,1.0
global_true_class_log_odds,repetition,logitguard_quantized,defense-none,-0.0003625000000000572,0.00886625827022232,-0.005818750000000053,0.00563781249999993,8,0.90625,1.0
global_true_class_log_odds,repetition,measurementguard_continuous,defense-none,-0.00675000000000002,0.01957075077032779,-0.019637499999999974,0.005174999999999972,8,0.3828125,1.0
global_true_class_log_odds,repetition,memgq_lattice,defense-none,-0.0016999999999999793,0.027889526964179824,-0.019099999999999923,0.017325312500000016,8,0.8671875,1.0
global_true_class_log_odds,repetition,memgq_lattice_sticky,defense-none,0.0005874999999999769,0.014200949414941048,-0.008325312500000025,0.009899999999999978,8,0.921875,1.0
global_true_class_log_odds,repetition,memguard,defense-none,-0.0012062500000000198,0.008303632488254753,-0.006856250000000008,0.003981249999999964,8,0.65625,1.0
global_true_class_log_odds,stress,dp_qml,defense-none,-0.06987500000000005,0.016935149415174534,-0.07991250000000003,-0.05796250000000004,8,0.0078125,1.0
global_true_class_log_odds,stress,dynanoise,defense-none,0.004000000000000017,0.00413452363813352,0.0014875000000000855,0.006849999999999953,8,0.0234375,1.0
global_true_class_log_odds,stress,hamp_full,defense-none,0.011249999999999968,0.034726564553872706,-0.011537500000000062,0.03316281249999998,8,0.40625,1.0
global_true_class_log_odds,stress,hamp_train,defense-none,0.013887500000000011,0.0203307253401629,0.00037500000000000033,0.02690062500000001,8,0.1015625,1.0
global_true_class_log_odds,stress,l2,defense-none,-0.0316125,0.014357221925866115,-0.04088781249999998,-0.02251187499999992,8,0.0078125,1.0
global_true_class_log_odds,stress,lattice_round,defense-none,0.0008999999999999703,0.0013049356853335843,8.749999999996226e-05,0.00174999999999996,8,0.109375,1.0
global_true_class_log_odds,stress,logitguard_continuous,defense-none,-0.0044125000000000275,0.012230808582077812,-0.012487499999999999,0.0032124999999999793,8,0.34375,1.0
global_true_class_log_odds,stress,logitguard_quantized,defense-none,-0.0046625000000000555,0.012077598803451849,-0.012650000000000008,0.0027756249999998815,8,0.328125,1.0
global_true_class_log_odds,stress,measurementguard_continuous,defense-none,0.002899999999999958,0.01999842850968908,-0.009012500000000076,0.01627500000000001,8,0.7109375,1.0
global_true_class_log_odds,stress,memgq_lattice,defense-none,-0.0023250000000000076,0.025250049504901947,-0.020324999999999996,0.011700312499999956,8,0.8515625,1.0
global_true_class_log_odds,stress,memgq_lattice_sticky,defense-none,0.011693749999999989,0.0271598763607011,-0.005237499999999992,0.029262656250000046,8,0.2578125,1.0
global_true_class_log_odds,stress,memguard,defense-none,0.001099999999999976,0.005218921618221798,-0.0018499999999999905,0.004863124999999955,8,0.6953125,1.0
label_only_hsj,low,dp_qml,defense-none,-0.050624999999999976,0.05892640688665333,-0.08921874999999994,-0.01265234375000003,8,0.0390625,1.0
label_only_hsj,low,dynanoise,defense-none,-0.06843749999999998,0.07261305839861036,-0.11359374999999997,-0.01859375,8,0.046875,1.0
label_only_hsj,low,hamp_train,defense-none,-0.006093749999999988,0.05480663044807104,-0.03844140625,0.03172265624999993,8,0.75,1.0
label_only_hsj,low,l2,defense-none,-0.013125000000000026,0.038533380705194145,-0.037503906250000045,0.012343749999999973,8,0.375,1.0
label_only_hsj,low,lattice_round,defense-none,-0.005781249999999995,0.019479126877983307,-0.018910156250000035,0.006093749999999996,8,0.484375,1.0
label_only_hsj,low,memgq_lattice_sticky,defense-none,-0.0037499999999999964,0.008939279293417023,-0.009531250000000005,0.0018750000000000017,8,0.296875,1.0
label_only_hsj,repetition,dp_qml,defense-none,-0.028749999999999963,0.059739015726742596,-0.06984374999999995,0.007500000000000034,8,0.265625,1.0
label_only_hsj,repetition,dynanoise,defense-none,-0.08484375,0.10724312644474168,-0.1446875,-0.008281250000000018,8,0.0625,1.0
label_only_hsj,repetition,hamp_train,defense-none,-0.0062500000000000056,0.04807917577139964,-0.036093749999999966,0.02656640624999996,8,0.734375,1.0
label_only_hsj,repetition,l2,defense-none,-0.036093749999999994,0.03266057515786975,-0.05453515625000003,-0.013277343750000038,8,0.03125,1.0
label_only_hsj,repetition,lattice_round,defense-none,0.0015624999999999944,0.013574365283767143,-0.007343749999999996,0.010156249999999978,8,0.7578125,1.0
label_only_hsj,repetition,memgq_lattice_sticky,defense-none,-0.0023437500000000194,0.010467583890277635,-0.008750000000000008,0.004999999999999963,8,0.5625,1.0
label_only_hsj,stress,dp_qml,defense-none,-0.059375000000000025,0.08987342289496456,-0.11734375000000005,0.003593749999999965,8,0.109375,1.0
label_only_hsj,stress,dynanoise,defense-none,-0.09312500000000003,0.11091341539365612,-0.15609375000000006,-0.011863281250000196,8,0.0625,1.0
label_only_hsj,stress,hamp_train,defense-none,-0.02031250000000001,0.06536555859166207,-0.059531250000000036,0.02468750000000003,8,0.40625,1.0
label_only_hsj,stress,l2,defense-none,-0.03421874999999999,0.05487378984998207,-0.06968749999999996,0.0012539062499999573,8,0.1328125,1.0
label_only_hsj,stress,lattice_round,defense-none,-0.0057812500000000155,0.007225250242824033,-0.010781250000000034,-0.0012500000000000011,8,0.0625,1.0
label_only_hsj,stress,memgq_lattice_sticky,defense-none,-0.0057812500000000155,0.012264523096546144,-0.01250000000000008,0.0029687499999999922,8,0.21875,1.0
learned_pv_stats_logistic,low,dp_qml,defense-none,-0.009756250000000029,0.0212553045060017,-0.023959999999999988,0.0034849999999999604,8,0.2265625,1.0
learned_pv_stats_logistic,low,dynanoise,defense-none,-0.0032587500000000116,0.031240278230652323,-0.023254999999999998,0.01786468749999993,8,0.796875,1.0
learned_pv_stats_logistic,low,hamp_full,defense-none,-0.007423749999999986,0.025565282227214804,-0.023203749999999995,0.009807562500000058,8,0.421875,1.0
learned_pv_stats_logistic,low,hamp_output,defense-none,0.006116249999999976,0.02236556980047681,-0.009971250000000022,0.018261249999999958,8,0.4609375,1.0
