target_id,block_id,structural_cell_id,structural_role,training_defense,defense,attack,attack_fit,auc,balanced_accuracy,threshold,score_direction,n_evaluation_nonmember,empirical_fpr_resolution,tpr_at_0_1_fpr,attained_fpr_at_0_1_fpr,target_0_1_fpr_resolvable,tpr_at_1_fpr,attained_fpr_at_1_fpr,target_1_fpr_resolvable,tpr_at_5_fpr,attained_fpr_at_5_fpr,target_5_fpr_resolvable,tpr_at_10_fpr,attained_fpr_at_10_fpr,target_10_fpr_resolvable,source_protocol,evaluation_mean_probability_std,evaluation_mean_label_flip_rate,effective_defense
PETSV2_CREDIT_low_eff_su2_r1_d6_b01__none,petsv2_b01,eff_su2_r1_d6,low,none,logitguard_continuous,correctness,adaptive_defended_calibration,0.5145,0.5,-inf,as_defined_fixed,1000,0.001,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,pets_defense_evaluation_v5,,,logitguard_continuous
PETSV2_CREDIT_low_eff_su2_r1_d6_b01__none,petsv2_b01,eff_su2_r1_d6,low,none,logitguard_continuous,learned_pv_stats_logistic,adaptive_defended_calibration,0.5223,0.499,0.5414373879621246,,1000,0.001,0.0,0.001,True,0.02,0.009,True,0.07,0.046,True,0.1,0.098,True,pets_defense_evaluation_v5,,,logitguard_continuous
PETSV2_CREDIT_low_eff_su2_r1_d6_b01__none,petsv2_b01,eff_su2_r1_d6,low,none,logitguard_quantized,loss,adaptive_defended_calibration,0.512805,0.5105,-2.2602267265319824,as_defined_fixed,1000,0.001,0.0,0.001,True,0.0,0.001,True,0.03,0.049,True,0.08,0.1,True,pets_defense_evaluation_v5,,,logitguard_quantized
PETSV2_CREDIT_low_eff_su2_r1_d6_b01__none,petsv2_b01,eff_su2_r1_d6,low,none,logitguard_quantized,confidence,adaptive_defended_calibration,0.512805,0.5105,0.1043644957244396,as_defined_fixed,1000,0.001,0.0,0.001,True,0.0,0.001,True,0.03,0.049,True,0.08,0.1,True,pets_defense_evaluation_v5,,,logitguard_quantized
PETSV2_CREDIT_low_eff_su2_r1_d6_b01__none,petsv2_b01,eff_su2_r1_d6,low,none,logitguard_quantized,maximum_probability,adaptive_defended_calibration,0.4801849999999999,0.4875,0.780737966299057,as_defined_fixed,1000,0.001,0.0,0.001,True,0.0,0.001,True,0.03,0.049,True,0.04,0.099,True,pets_defense_evaluation_v5,,,logitguard_quantized
PETSV2_CREDIT_low_eff_su2_r1_d6_b01__none,petsv2_b01,eff_su2_r1_d6,low,none,logitguard_quantized,entropy,adaptive_defended_calibration,0.4801849999999999,0.4875,-0.5259638130664825,as_defined_fixed,1000,0.001,0.0,0.001,True,0.0,0.001,True,0.03,0.049,True,0.04,0.099,True,pets_defense_evaluation_v5,,,logitguard_quantized
PETSV2_CREDIT_low_eff_su2_r1_d6_b01__none,petsv2_b01,eff_su2_r1_d6,low,none,logitguard_quantized,margin,adaptive_defended_calibration,0.4801849999999999,0.4875,0.5614759027957916,as_defined_fixed,1000,0.001,0.0,0.001,True,0.0,0.001,True,0.03,0.049,True,0.04,0.099,True,pets_defense_evaluation_v5,,,logitguard_quantized
PETSV2_CREDIT_low_eff_su2_r1_d6_b01__none,petsv2_b01,eff_su2_r1_d6,low,none,logitguard_quantized,correctness,adaptive_defended_calibration,0.5145,0.5,-inf,as_defined_fixed,1000,0.001,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,pets_defense_evaluation_v5,,,logitguard_quantized
PETSV2_CREDIT_low_eff_su2_r1_d6_b01__none,petsv2_b01,eff_su2_r1_d6,low,none,logitguard_quantized,learned_pv_stats_logistic,adaptive_defended_calibration,0.51864,0.494,0.5403787992207791,,1000,0.001,0.0,0.0,True,0.01,0.009,True,0.06,0.044,True,0.09,0.088,True,pets_defense_evaluation_v5,,,logitguard_quantized
PETSV2_CREDIT_low_eff_su2_r1_d6_b01__none,petsv2_b01,eff_su2_r1_d6,low,none,measurementguard_continuous,loss,adaptive_defended_calibration,0.51974,0.52,-1.823400318622589,as_defined_fixed,1000,0.001,0.0,0.001,True,0.0,0.001,True,0.05,0.044,True,0.09,0.075,True,pets_defense_evaluation_v5,,,measurementguard_continuous
PETSV2_CREDIT_low_eff_su2_r1_d6_b01__none,petsv2_b01,eff_su2_r1_d6,low,none,measurementguard_continuous,confidence,adaptive_defended_calibration,0.51974,0.52,0.161478117108345,as_defined_fixed,1000,0.001,0.0,0.001,True,0.0,0.001,True,0.05,0.044,True,0.09,0.075,True,pets_defense_evaluation_v5,,,measurementguard_continuous
PETSV2_CREDIT_low_eff_su2_r1_d6_b01__none,petsv2_b01,eff_su2_r1_d6,low,none,measurementguard_continuous,maximum_probability,adaptive_defended_calibration,0.4826999999999999,0.493,0.7017623782157898,as_defined_fixed,1000,0.001,0.0,0.001,True,0.0,0.001,True,0.05,0.049,True,0.09,0.084,True,pets_defense_evaluation_v5,,,measurementguard_continuous
PETSV2_CREDIT_low_eff_su2_r1_d6_b01__none,petsv2_b01,eff_su2_r1_d6,low,none,measurementguard_continuous,entropy,adaptive_defended_calibration,0.4826999999999999,0.493,-0.6092173457145691,as_defined_fixed,1000,0.001,0.0,0.001,True,0.0,0.001,True,0.05,0.049,True,0.09,0.084,True,pets_defense_evaluation_v5,,,measurementguard_continuous
PETSV2_CREDIT_low_eff_su2_r1_d6_b01__none,petsv2_b01,eff_su2_r1_d6,low,none,measurementguard_continuous,margin,adaptive_defended_calibration,0.4826999999999999,0.493,0.4035247415304184,as_defined_fixed,1000,0.001,0.0,0.001,True,0.0,0.001,True,0.05,0.049,True,0.09,0.084,True,pets_defense_evaluation_v5,,,measurementguard_continuous
