target_id,block_id,structural_role,training_defense,defense,effective_defense,accuracy,balanced_accuracy,mean_entropy,minimum_class_recall,minority_class_label,minority_class_recall,minority_prevalence,nll,predicted_class_0_fraction,predicted_class_1_fraction,predicted_minority_fraction,prediction_collapse,task_average_precision,task_roc_auc
PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__dp_qml,petsv2_b08,repetition,dp_qml,none,dp_qml,0.589,0.5984496889503308,0.23724113404750824,0.5815147625160462,1.0,0.6153846153846154,0.221,0.6426681280136108,0.538,0.462,0.462,0.0,0.3036677529368019,0.619780261270105
PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__hamp_train,petsv2_b08,repetition,hamp_train,hamp_output,hamp_full,0.6945,0.6232189429538972,0.6730671525001526,0.49547511312217196,1.0,0.49547511312217196,0.221,0.6061136722564697,0.6965,0.3035,0.3035,0.0,0.3195068685984589,0.6319223798930059
PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__hamp_train,petsv2_b08,repetition,hamp_train,none,hamp_train,0.6945,0.6232189429538972,0.6771881580352783,0.49547511312217196,1.0,0.49547511312217196,0.221,0.6076714992523193,0.6965,0.3035,0.3035,0.0,0.33175203851748153,0.6513840403348068
PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__l2,petsv2_b08,repetition,l2,none,l2,0.587,0.6085101563089934,0.4670097827911377,0.5699614890885751,1.0,0.6470588235294118,0.221,0.5190473794937134,0.522,0.478,0.478,0.0,0.3430444889103966,0.6371232407251436
PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__none,petsv2_b08,repetition,none,dynanoise,dynanoise,0.221,0.5,0.6875479817390442,0.0,1.0,1.0,0.221,0.6453072428703308,0.0,1.0,1.0,1.0,0.32004649114466077,0.6185786104705534
PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__none,petsv2_b08,repetition,none,hamp_output,hamp_output,0.7135,0.6216390081262089,0.4181289076805115,0.45701357466063347,1.0,0.45701357466063347,0.221,0.5633231401443481,0.7325,0.2675,0.2675,0.0,0.34187201357726865,0.6251532014010305
PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__none,petsv2_b08,repetition,none,lattice_round,lattice_round,0.711,0.6192240893592551,0.45120516419410706,0.45475113122171945,1.0,0.45475113122171945,0.221,0.5223866105079651,0.731,0.269,0.269,0.0,0.3608032250455171,0.652386747134916
PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__none,petsv2_b08,repetition,none,logitguard_continuous,logitguard_continuous,0.7135,0.6216390081262089,0.4925847351551056,0.45701357466063347,1.0,0.45701357466063347,0.221,0.5046032071113586,0.7325,0.2675,0.2675,0.0,0.3513560675295788,0.6471437740693198
PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__none,petsv2_b08,repetition,none,logitguard_quantized,logitguard_quantized,0.7135,0.6216390081262089,0.4926598072052002,0.45701357466063347,1.0,0.45701357466063347,0.221,0.504725992679596,0.7325,0.2675,0.2675,0.0,0.3477724693117603,0.6451550601478866
PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__none,petsv2_b08,repetition,none,measurementguard_continuous,measurementguard_continuous,0.7135,0.6216390081262089,0.47855985164642334,0.45701357466063347,1.0,0.45701357466063347,0.221,0.513430655002594,0.7325,0.2675,0.2675,0.0,0.34116669428117335,0.6303126760727003
PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__none,petsv2_b08,repetition,none,memgq_lattice,memgq_lattice,0.7135,0.6216390081262089,0.4858815371990204,0.45701357466063347,1.0,0.45701357466063347,0.221,0.5090888738632202,0.7325,0.2675,0.2675,0.0,0.34151479586837075,0.6463240376628582
PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__none,petsv2_b08,repetition,none,memgq_lattice_sticky,memgq_lattice_sticky,0.716,0.6240539268931627,0.4841455817222595,0.4592760180995475,1.0,0.4592760180995475,0.221,0.5075110197067261,0.734,0.266,0.266,0.0,0.34643576573993273,0.6470101766390371
PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__none,petsv2_b08,repetition,none,memguard,memguard,0.7135,0.6216390081262089,0.4719524383544922,0.45701357466063347,1.0,0.45701357466063347,0.221,0.5059753060340881,0.7325,0.2675,0.2675,0.0,0.3638080212431795,0.6548989596826189
PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__none,petsv2_b08,repetition,none,none,none,0.7135,0.6216390081262089,0.45118361711502075,0.45701357466063347,1.0,0.45701357466063347,0.221,0.521952211856842,0.7325,0.2675,0.2675,0.0,0.3623877737101788,0.6537299821676473
PETSV2_CREDIT_stress_zz_r5_d6_b01__dp_qml,petsv2_b01,stress,dp_qml,none,dp_qml,0.497,0.5701909281536254,0.1986667513847351,0.43902439024390244,1.0,0.7013574660633484,0.221,0.699293851852417,0.408,0.592,0.592,0.0,0.27119279961042225,0.5799943656735924
PETSV2_CREDIT_stress_zz_r5_d6_b01__hamp_train,petsv2_b01,stress,hamp_train,hamp_output,hamp_full,0.3975,0.5322565186833101,0.6688603758811951,0.2907573812580231,1.0,0.7737556561085973,0.221,0.6245661377906799,0.2765,0.7235,0.7235,0.0,0.260173713719543,0.5605123751880529
PETSV2_CREDIT_stress_zz_r5_d6_b01__hamp_train,petsv2_b01,stress,hamp_train,none,hamp_train,0.3975,0.5322565186833101,0.6710593700408936,0.2907573812580231,1.0,0.7737556561085973,0.221,0.6130949258804321,0.2765,0.7235,0.7235,0.0,0.2758725083882025,0.5761374659471767
PETSV2_CREDIT_stress_zz_r5_d6_b01__l2,petsv2_b01,stress,l2,none,l2,0.5865,0.5879317956075488,0.42839160561561584,0.5853658536585366,1.0,0.5904977375565611,0.221,0.5658894181251526,0.5465,0.4535,0.4535,0.0,0.2877800338840414,0.6147601926126429
PETSV2_CREDIT_stress_zz_r5_d6_b01__none,petsv2_b01,stress,none,dynanoise,dynanoise,0.221,0.5,0.68271404504776,0.0,1.0,1.0,0.221,0.6343064904212952,0.0,1.0,1.0,1.0,0.2936220244049711,0.5957443409871107
PETSV2_CREDIT_stress_zz_r5_d6_b01__none,petsv2_b01,stress,none,hamp_output,hamp_output,0.3885,0.5532196980698075,0.3471936583518982,0.25802310654685495,1.0,0.8484162895927602,0.221,0.7296144366264343,0.2345,0.7655,0.7655,0.0,0.28724203118618863,0.5834693510069181
PETSV2_CREDIT_stress_zz_r5_d6_b01__none,petsv2_b01,stress,none,lattice_round,lattice_round,0.386,0.5516150767604365,0.35329997539520264,0.25481386392811295,1.0,0.8484162895927602,0.221,0.6343922019004822,0.232,0.768,0.768,0.0,0.3062433553411249,0.6093393316643335
PETSV2_CREDIT_stress_zz_r5_d6_b01__none,petsv2_b01,stress,none,logitguard_continuous,logitguard_continuous,0.3885,0.5532196980698075,0.3558201491832733,0.25802310654685495,1.0,0.8484162895927602,0.221,0.631875216960907,0.2345,0.7655,0.7655,0.0,0.3052522154425709,0.610080652187803
PETSV2_CREDIT_stress_zz_r5_d6_b01__none,petsv2_b01,stress,none,logitguard_quantized,logitguard_quantized,0.3885,0.5532196980698075,0.3557931184768677,0.25802310654685495,1.0,0.8484162895927602,0.221,0.6318392753601074,0.2345,0.7655,0.7655,0.0,0.3046347702760879,0.6101895631364029
PETSV2_CREDIT_stress_zz_r5_d6_b01__none,petsv2_b01,stress,none,measurementguard_continuous,measurementguard_continuous,0.3885,0.5532196980698075,0.41187718510627747,0.25802310654685495,1.0,0.8484162895927602,0.221,0.6362773180007935,0.2345,0.7655,0.7655,0.0,0.2968085199863666,0.5948018982452268
PETSV2_CREDIT_stress_zz_r5_d6_b01__none,petsv2_b01,stress,none,memgq_lattice,memgq_lattice,0.3885,0.5532196980698075,0.38953113555908203,0.25802310654685495,1.0,0.8484162895927602,0.221,0.6221247911453247,0.2345,0.7655,0.7655,0.0,0.29762382679029276,0.6110223688566964
PETSV2_CREDIT_stress_zz_r5_d6_b01__none,petsv2_b01,stress,none,memgq_lattice_sticky,memgq_lattice_sticky,0.386,0.5516150767604365,0.3897199034690857,0.25481386392811295,1.0,0.8484162895927602,0.221,0.6231356263160706,0.232,0.768,0.768,0.0,0.3069263870837732,0.6089791994609633
PETSV2_CREDIT_stress_zz_r5_d6_b01__none,petsv2_b01,stress,none,memguard,memguard,0.3885,0.5532196980698075,0.353518009185791,0.25802310654685495,1.0,0.8484162895927602,0.221,0.6335835456848145,0.2345,0.7655,0.7655,0.0,0.3060729054578638,0.6096849424078904
PETSV2_CREDIT_stress_zz_r5_d6_b01__none,petsv2_b01,stress,none,none,none,0.3885,0.5532196980698075,0.3533082604408264,0.25802310654685495,1.0,0.8484162895927602,0.221,0.6335826516151428,0.2345,0.7655,0.7655,0.0,0.3066573252116077,0.609911477180978
PETSV2_CREDIT_stress_zz_r5_d6_b02__dp_qml,petsv2_b02,stress,dp_qml,none,dp_qml,0.6535,0.5677324450072316,0.14413629472255707,0.41402714932126694,1.0,0.41402714932126694,0.221,0.7976552248001099,0.6915,0.3085,0.3085,0.0,0.29339889911049954,0.6061083068558716
PETSV2_CREDIT_stress_zz_r5_d6_b02__hamp_train,petsv2_b02,stress,hamp_train,hamp_output,hamp_full,0.7315,0.6064524654534471,0.6705313920974731,0.38235294117647056,1.0,0.38235294117647056,0.221,0.6146116256713867,0.7835,0.2165,0.2165,0.0,0.327323219894903,0.6250312211385987
PETSV2_CREDIT_stress_zz_r5_d6_b02__hamp_train,petsv2_b02,stress,hamp_train,none,hamp_train,0.7315,0.6064524654534471,0.6733189225196838,0.38235294117647056,1.0,0.38235294117647056,0.221,0.6010821461677551,0.7835,0.2165,0.2165,0.0,0.3761591943210115,0.67425170917582
PETSV2_CREDIT_stress_zz_r5_d6_b02__l2,petsv2_b02,stress,l2,none,l2,0.5235,0.6228530021666019,0.4220719635486603,0.444801026957638,1.0,0.8009049773755657,0.221,0.5167374610900879,0.3905,0.6095,0.6095,0.0,0.37743391115316816,0.6870073594758335
PETSV2_CREDIT_stress_zz_r5_d6_b02__none,petsv2_b02,stress,none,dynanoise,dynanoise,0.221,0.5,0.6858469843864441,0.0,1.0,1.0,0.221,0.6386263370513916,0.0,1.0,1.0,1.0,0.3401458706046279,0.6586454963144536
PETSV2_CREDIT_stress_zz_r5_d6_b02__none,petsv2_b02,stress,none,hamp_output,hamp_output,0.56,0.6260230368438479,0.382784903049469,0.5077021822849808,1.0,0.744343891402715,0.221,0.6066403985023499,0.452,0.548,0.548,0.0,0.37220748982601326,0.6725309161879426
PETSV2_CREDIT_stress_zz_r5_d6_b02__none,petsv2_b02,stress,none,lattice_round,lattice_round,0.557,0.622476896357437,0.4063570201396942,0.5051347881899871,1.0,0.7398190045248869,0.221,0.5506119132041931,0.451,0.549,0.549,0.0,0.35146329317037817,0.678197189807097
PETSV2_CREDIT_stress_zz_r5_d6_b02__none,petsv2_b02,stress,none,logitguard_continuous,logitguard_continuous,0.56,0.6260230368438479,0.4129849970340729,0.5077021822849808,1.0,0.744343891402715,0.221,0.5526967644691467,0.452,0.548,0.548,0.0,0.32882101975580824,0.6431322207958922
PETSV2_CREDIT_stress_zz_r5_d6_b02__none,petsv2_b02,stress,none,logitguard_quantized,logitguard_quantized,0.56,0.6260230368438479,0.4127964675426483,0.5077021822849808,1.0,0.744343891402715,0.221,0.5525340437889099,0.452,0.548,0.548,0.0,0.3241972768071618,0.6445575020765688
PETSV2_CREDIT_stress_zz_r5_d6_b02__none,petsv2_b02,stress,none,measurementguard_continuous,measurementguard_continuous,0.56,0.6260230368438479,0.39890047907829285,0.5077021822849808,1.0,0.744343891402715,0.221,0.5556731224060059,0.452,0.548,0.548,0.0,0.3548386782938814,0.6722564605974709
PETSV2_CREDIT_stress_zz_r5_d6_b02__none,petsv2_b02,stress,none,memgq_lattice,memgq_lattice,0.56,0.6260230368438479,0.4006648063659668,0.5077021822849808,1.0,0.744343891402715,0.221,0.5551801323890686,0.452,0.548,0.548,0.0,0.34125357804408507,0.6745116433064783
PETSV2_CREDIT_stress_zz_r5_d6_b02__none,petsv2_b02,stress,none,memgq_lattice_sticky,memgq_lattice_sticky,0.56,0.625212739386265,0.4006839692592621,0.5083440308087291,1.0,0.7420814479638009,0.221,0.5558763742446899,0.453,0.547,0.547,0.0,0.35247591270135986,0.6735648441266503
PETSV2_CREDIT_stress_zz_r5_d6_b02__none,petsv2_b02,stress,none,memguard,memguard,0.56,0.6260230368438479,0.36765092611312866,0.5077021822849808,1.0,0.744343891402715,0.221,0.5662140250205994,0.452,0.548,0.548,0.0,0.3502736849255005,0.6693492643428458
PETSV2_CREDIT_stress_zz_r5_d6_b02__none,petsv2_b02,stress,none,none,none,0.56,0.6260230368438479,0.40634143352508545,0.5077021822849808,1.0,0.744343891402715,0.221,0.5494351983070374,0.452,0.548,0.548,0.0,0.3522428810039251,0.6796580486643161
PETSV2_CREDIT_stress_zz_r5_d6_b03__dp_qml,petsv2_b03,stress,dp_qml,none,dp_qml,0.684,0.6164795334545392,0.1297033727169037,0.49547511312217196,1.0,0.49547511312217196,0.221,0.821742594242096,0.686,0.314,0.314,0.0,0.36706153088610954,0.6442765118291811
PETSV2_CREDIT_stress_zz_r5_d6_b03__hamp_train,petsv2_b03,stress,hamp_train,hamp_output,hamp_full,0.774,0.567286636190963,0.6678348183631897,0.19683257918552036,1.0,0.19683257918552036,0.221,0.6116988062858582,0.908,0.092,0.092,0.0,0.3285436012411338,0.585998989306397
PETSV2_CREDIT_stress_zz_r5_d6_b03__hamp_train,petsv2_b03,stress,hamp_train,none,hamp_train,0.774,0.567286636190963,0.6672406196594238,0.19683257918552036,1.0,0.19683257918552036,0.221,0.5931478142738342,0.908,0.092,0.092,0.0,0.36871301319703714,0.6497707061495478
PETSV2_CREDIT_stress_zz_r5_d6_b03__l2,petsv2_b03,stress,l2,none,l2,0.7565,0.6241192734623227,0.33271554112434387,0.38687782805429866,1.0,0.38687782805429866,0.221,0.5776895880699158,0.8065,0.1935,0.1935,0.0,0.38850713682512383,0.6635900533808863
PETSV2_CREDIT_stress_zz_r5_d6_b03__none,petsv2_b03,stress,none,dynanoise,dynanoise,0.228,0.5044929396662388,0.6785116195678711,0.008985879332477536,1.0,1.0,0.221,0.6186319589614868,0.007,0.993,0.993,0.0,0.35432764756627266,0.6339822489675242
PETSV2_CREDIT_stress_zz_r5_d6_b03__none,petsv2_b03,stress,none,hamp_output,hamp_output,0.74,0.6135287728204741,0.27472665905952454,0.38687782805429866,1.0,0.38687782805429866,0.221,0.7897367477416992,0.79,0.21,0.21,0.0,0.3433180114823329,0.6224565663136984
PETSV2_CREDIT_stress_zz_r5_d6_b03__none,petsv2_b03,stress,none,lattice_round,lattice_round,0.742,0.6156227673255537,0.3036032021045685,0.3891402714932127,1.0,0.3891402714932127,0.221,0.6358590722084045,0.791,0.209,0.209,0.0,0.3622441969071426,0.658138697366969
PETSV2_CREDIT_stress_zz_r5_d6_b03__none,petsv2_b03,stress,none,logitguard_continuous,logitguard_continuous,0.74,0.6135287728204741,0.4239441156387329,0.38687782805429866,1.0,0.38687782805429866,0.221,0.5447515249252319,0.79,0.21,0.21,0.0,0.3291351523683499,0.6244401977241969
PETSV2_CREDIT_stress_zz_r5_d6_b03__none,petsv2_b03,stress,none,logitguard_quantized,logitguard_quantized,0.74,0.6135287728204741,0.4239676296710968,0.38687782805429866,1.0,0.38687782805429866,0.221,0.5447520017623901,0.79,0.21,0.21,0.0,0.3263387338843239,0.6230555765309975
PETSV2_CREDIT_stress_zz_r5_d6_b03__none,petsv2_b03,stress,none,measurementguard_continuous,measurementguard_continuous,0.74,0.6135287728204741,0.391797810792923,0.38687782805429866,1.0,0.38687782805429866,0.221,0.610823392868042,0.79,0.21,0.21,0.0,0.3125267407563831,0.6099927973559327
PETSV2_CREDIT_stress_zz_r5_d6_b03__none,petsv2_b03,stress,none,memgq_lattice,memgq_lattice,0.74,0.6135287728204741,0.4025578200817108,0.38687782805429866,1.0,0.38687782805429866,0.221,0.5926032066345215,0.79,0.21,0.21,0.0,0.33215269319596735,0.6165216456879977
PETSV2_CREDIT_stress_zz_r5_d6_b03__none,petsv2_b03,stress,none,memgq_lattice_sticky,memgq_lattice_sticky,0.741,0.6133603238866396,0.3996272683143616,0.38461538461538464,1.0,0.38461538461538464,0.221,0.5936726331710815,0.792,0.208,0.208,0.0,0.33321418913820366,0.6148778164371308
PETSV2_CREDIT_stress_zz_r5_d6_b03__none,petsv2_b03,stress,none,memguard,memguard,0.74,0.6135287728204741,0.35997775197029114,0.38687782805429866,1.0,0.38687782805429866,0.221,0.5645499229431152,0.79,0.21,0.21,0.0,0.3679624598432254,0.650334864863295
PETSV2_CREDIT_stress_zz_r5_d6_b03__none,petsv2_b03,stress,none,none,none,0.74,0.6135287728204741,0.30347147583961487,0.38687782805429866,1.0,0.38687782805429866,0.221,0.6362559199333191,0.79,0.21,0.21,0.0,0.36173862836977483,0.6580225256884624
PETSV2_CREDIT_stress_zz_r5_d6_b04__dp_qml,petsv2_b04,stress,dp_qml,none,dp_qml,0.4225,0.5774734402500015,0.3200543224811554,0.29974326059050066,1.0,0.8552036199095022,0.221,0.571831464767456,0.2655,0.7345,0.7345,0.0,0.30743208733984756,0.6346763747466005
PETSV2_CREDIT_stress_zz_r5_d6_b04__hamp_train,petsv2_b04,stress,hamp_train,hamp_output,hamp_full,0.536,0.6073774824435552,0.6722341179847717,0.47946084724005134,1.0,0.7352941176470589,0.221,0.6163849830627441,0.432,0.568,0.568,0.0,0.3288951231970384,0.6351367050226826
PETSV2_CREDIT_stress_zz_r5_d6_b04__hamp_train,petsv2_b04,stress,hamp_train,none,hamp_train,0.536,0.6073774824435552,0.6754512190818787,0.47946084724005134,1.0,0.7352941176470589,0.221,0.6100106835365295,0.432,0.568,0.568,0.0,0.3406765817455934,0.6526946020829582
PETSV2_CREDIT_stress_zz_r5_d6_b04__l2,petsv2_b04,stress,l2,none,l2,0.551,0.6137640204694497,0.4391021430492401,0.5012836970474968,1.0,0.7262443438914027,0.221,0.5325630307197571,0.451,0.549,0.549,0.0,0.3578011074284273,0.6627216700840503
PETSV2_CREDIT_stress_zz_r5_d6_b04__none,petsv2_b04,stress,none,dynanoise,dynanoise,0.221,0.5,0.6859495043754578,0.0,1.0,1.0,0.221,0.6410533785820007,0.0,1.0,1.0,1.0,0.3340199876267543,0.6365002700991524
PETSV2_CREDIT_stress_zz_r5_d6_b04__none,petsv2_b04,stress,none,hamp_output,hamp_output,0.5375,0.6083402552291777,0.39694151282310486,0.4813863928112965,1.0,0.7352941176470589,0.221,0.64132159948349,0.4335,0.5665,0.5665,0.0,0.3447982635124862,0.6410585563345512
PETSV2_CREDIT_stress_zz_r5_d6_b04__none,petsv2_b04,stress,none,lattice_round,lattice_round,0.534,0.6060937853960583,0.4303039014339447,0.47689345314505777,1.0,0.7352941176470589,0.221,0.5435525178909302,0.43,0.57,0.57,0.0,0.3690261165144878,0.6568811389471361
PETSV2_CREDIT_stress_zz_r5_d6_b04__none,petsv2_b04,stress,none,logitguard_continuous,logitguard_continuous,0.5375,0.6083402552291777,0.4407644271850586,0.4813863928112965,1.0,0.7352941176470589,0.221,0.5449284911155701,0.4335,0.5665,0.5665,0.0,0.3650525167466764,0.6556351976951539
PETSV2_CREDIT_stress_zz_r5_d6_b04__none,petsv2_b04,stress,none,logitguard_quantized,logitguard_quantized,0.5375,0.6083402552291777,0.4407467842102051,0.4813863928112965,1.0,0.7352941176470589,0.221,0.5449357032775879,0.4335,0.5665,0.5665,0.0,0.3581422563966955,0.6552445704261759
PETSV2_CREDIT_stress_zz_r5_d6_b04__none,petsv2_b04,stress,none,measurementguard_continuous,measurementguard_continuous,0.5375,0.6083402552291777,0.4123481512069702,0.4813863928112965,1.0,0.7352941176470589,0.221,0.5979516506195068,0.4335,0.5665,0.5665,0.0,0.3350944066020861,0.6448268751561057
PETSV2_CREDIT_stress_zz_r5_d6_b04__none,petsv2_b04,stress,none,memgq_lattice,memgq_lattice,0.5375,0.6083402552291777,0.40723952651023865,0.4813863928112965,1.0,0.7352941176470589,0.221,0.5904490947723389,0.4335,0.5665,0.5665,0.0,0.34903974469368443,0.651741994319205
PETSV2_CREDIT_stress_zz_r5_d6_b04__none,petsv2_b04,stress,none,memgq_lattice_sticky,memgq_lattice_sticky,0.533,0.604641639414727,0.40895071625709534,0.4762516046213094,1.0,0.7330316742081447,0.221,0.5884886980056763,0.43,0.57,0.57,0.0,0.3540981275952229,0.6498070097990811
PETSV2_CREDIT_stress_zz_r5_d6_b04__none,petsv2_b04,stress,none,memguard,memguard,0.5375,0.6083402552291777,0.42686599493026733,0.4813863928112965,1.0,0.7352941176470589,0.221,0.5442842245101929,0.4335,0.5665,0.5665,0.0,0.37147885147483184,0.6574823273834072
PETSV2_CREDIT_stress_zz_r5_d6_b04__none,petsv2_b04,stress,none,none,none,0.5375,0.6083402552291777,0.4304466247558594,0.4813863928112965,1.0,0.7352941176470589,0.221,0.5438826680183411,0.4335,0.5665,0.5665,0.0,0.3694533135468512,0.6565006767000272
PETSV2_CREDIT_stress_zz_r5_d6_b05__dp_qml,petsv2_b05,stress,dp_qml,none,dp_qml,0.434,0.5492016101394641,0.20631711184978485,0.3427471116816431,1.0,0.755656108597285,0.221,0.7024850845336914,0.321,0.679,0.679,0.0,0.28941684742855056,0.5883630829640042
PETSV2_CREDIT_stress_zz_r5_d6_b05__hamp_train,petsv2_b05,stress,hamp_train,hamp_output,hamp_full,0.7155,0.5848387246673133,0.6688787937164307,0.3506787330316742,1.0,0.3506787330316742,0.221,0.6236714720726013,0.7815,0.2185,0.2185,0.0,0.29797354686179744,0.5957617667388867
PETSV2_CREDIT_stress_zz_r5_d6_b05__hamp_train,petsv2_b05,stress,hamp_train,none,hamp_train,0.7155,0.5848387246673133,0.6697651743888855,0.3506787330316742,1.0,0.3506787330316742,0.221,0.6126519441604614,0.7815,0.2185,0.2185,0.0,0.3102349432356363,0.59392189778054
PETSV2_CREDIT_stress_zz_r5_d6_b05__l2,petsv2_b05,stress,l2,none,l2,0.7155,0.5710636678884056,0.4295048713684082,0.31221719457013575,1.0,0.31221719457013575,0.221,0.5965449810028076,0.7985,0.2015,0.2015,0.0,0.2895706525256368,0.5982507449508885
PETSV2_CREDIT_stress_zz_r5_d6_b05__none,petsv2_b05,stress,none,dynanoise,dynanoise,0.299,0.5249449636673076,0.6844831109046936,0.12002567394094994,1.0,0.9298642533936652,0.221,0.6398666501045227,0.109,0.891,0.891,0.0,0.3135116209455743,0.6112801247683827
PETSV2_CREDIT_stress_zz_r5_d6_b05__none,petsv2_b05,stress,none,hamp_output,hamp_output,0.715,0.5820869080326907,0.36335188150405884,0.3438914027149321,1.0,0.3438914027149321,0.221,0.7259935140609741,0.784,0.216,0.216,0.0,0.310457024813373,0.5935966170807219
PETSV2_CREDIT_stress_zz_r5_d6_b05__none,petsv2_b05,stress,none,lattice_round,lattice_round,0.718,0.5856330485191015,0.4017235338687897,0.34841628959276016,1.0,0.34841628959276016,0.221,0.6116927266120911,0.785,0.215,0.215,0.0,0.3285265483576104,0.6136522052288873
PETSV2_CREDIT_stress_zz_r5_d6_b05__none,petsv2_b05,stress,none,logitguard_continuous,logitguard_continuous,0.715,0.5820869080326907,0.44885462522506714,0.3438914027149321,1.0,0.3438914027149321,0.221,0.5582326054573059,0.784,0.216,0.216,0.0,0.33197819425547803,0.6064575479643817
PETSV2_CREDIT_stress_zz_r5_d6_b05__none,petsv2_b05,stress,none,logitguard_quantized,logitguard_quantized,0.715,0.5820869080326907,0.44886183738708496,0.3438914027149321,1.0,0.3438914027149321,0.221,0.5581635236740112,0.784,0.216,0.216,0.0,0.32674116556476784,0.6062753036437246
PETSV2_CREDIT_stress_zz_r5_d6_b05__none,petsv2_b05,stress,none,measurementguard_continuous,measurementguard_continuous,0.715,0.5820869080326907,0.4137990176677704,0.3438914027149321,1.0,0.3438914027149321,0.221,0.5988844037055969,0.784,0.216,0.216,0.0,0.31683068716336654,0.5982013719875232
PETSV2_CREDIT_stress_zz_r5_d6_b05__none,petsv2_b05,stress,none,memgq_lattice,memgq_lattice,0.715,0.5820869080326907,0.4265774190425873,0.3438914027149321,1.0,0.3438914027149321,0.221,0.5809425711631775,0.784,0.216,0.216,0.0,0.3278745932535724,0.6105126656172492
PETSV2_CREDIT_stress_zz_r5_d6_b05__none,petsv2_b05,stress,none,memgq_lattice_sticky,memgq_lattice_sticky,0.7125,0.5796719892657369,0.43002453446388245,0.3416289592760181,1.0,0.3416289592760181,0.221,0.5800893902778625,0.7825,0.2175,0.2175,0.0,0.3177029722187779,0.6046518044365964
PETSV2_CREDIT_stress_zz_r5_d6_b05__none,petsv2_b05,stress,none,memguard,memguard,0.715,0.5820869080326907,0.4316706657409668,0.3438914027149321,1.0,0.3438914027149321,0.221,0.5648109912872314,0.784,0.216,0.216,0.0,0.32729841807547766,0.6107871212077208
PETSV2_CREDIT_stress_zz_r5_d6_b05__none,petsv2_b05,stress,none,none,none,0.715,0.5820869080326907,0.4018506109714508,0.3438914027149321,1.0,0.3438914027149321,0.221,0.6110584139823914,0.784,0.216,0.216,0.0,0.32882952686631317,0.6142577501031024
PETSV2_CREDIT_stress_zz_r5_d6_b06__dp_qml,petsv2_b06,stress,dp_qml,none,dp_qml,0.64,0.58256611620653,0.1482716202735901,0.4796380090497738,1.0,0.4796380090497738,0.221,0.8106500506401062,0.649,0.351,0.351,0.0,0.32983051599983687,0.6323231721838533
PETSV2_CREDIT_stress_zz_r5_d6_b06__hamp_train,petsv2_b06,stress,hamp_train,hamp_output,hamp_full,0.6575,0.5597659721536486,0.6720556020736694,0.38461538461538464,1.0,0.38461538461538464,0.221,0.6350604295730591,0.7085,0.2915,0.2915,0.0,0.2812814173029343,0.5742126464489222
PETSV2_CREDIT_stress_zz_r5_d6_b06__hamp_train,petsv2_b06,stress,hamp_train,none,hamp_train,0.6575,0.5597659721536486,0.6740824580192566,0.38461538461538464,1.0,0.38461538461538464,0.221,0.621434211730957,0.7085,0.2915,0.2915,0.0,0.2985012172300574,0.6098192659111635
PETSV2_CREDIT_stress_zz_r5_d6_b06__l2,petsv2_b06,stress,l2,none,l2,0.6415,0.585959781364901,0.4539085328578949,0.48642533936651583,1.0,0.48642533936651583,0.221,0.5433905720710754,0.6475,0.3525,0.3525,0.0,0.3368738060000709,0.64458073641227
PETSV2_CREDIT_stress_zz_r5_d6_b06__none,petsv2_b06,stress,none,dynanoise,dynanoise,0.221,0.5,0.6853998303413391,0.0,1.0,1.0,0.221,0.6444322466850281,0.0,1.0,1.0,1.0,0.3096587234993918,0.6002082377337229
PETSV2_CREDIT_stress_zz_r5_d6_b06__none,petsv2_b06,stress,none,hamp_output,hamp_output,0.629,0.5811778646483774,0.39602530002593994,0.49547511312217196,1.0,0.49547511312217196,0.221,0.675110399723053,0.631,0.369,0.369,0.0,0.3159574908577529,0.6094976155762987
PETSV2_CREDIT_stress_zz_r5_d6_b06__none,petsv2_b06,stress,none,lattice_round,lattice_round,0.6285,0.5808569403865032,0.41405218839645386,0.49547511312217196,1.0,0.49547511312217196,0.221,0.595098614692688,0.6305,0.3695,0.3695,0.0,0.32820782189681835,0.6263548522005821
PETSV2_CREDIT_stress_zz_r5_d6_b06__none,petsv2_b06,stress,none,logitguard_continuous,logitguard_continuous,0.629,0.5811778646483774,0.5266927480697632,0.49547511312217196,1.0,0.49547511312217196,0.221,0.5876589417457581,0.631,0.369,0.369,0.0,0.30877957472336137,0.6087867901184371
PETSV2_CREDIT_stress_zz_r5_d6_b06__none,petsv2_b06,stress,none,logitguard_quantized,logitguard_quantized,0.629,0.5811778646483774,0.5267049670219421,0.49547511312217196,1.0,0.49547511312217196,0.221,0.5876924991607666,0.631,0.369,0.369,0.0,0.3055155259947143,0.6083315423532897
