attack,effective_defense,structural_contrast,contrast,mean_auc_difference,sd_across_paired_blocks,ci95_low,ci95_high,paired_blocks,p_exact_sign_flip,p_holm_all_secondary
global_true_class_log_odds,memgq_lattice,stress-low,structural_difference_in_differences,-0.011206250000000001,0.027705845663479917,-0.029774999999999954,0.00524390624999996,8,0.3359375,1.0
global_true_class_log_odds,memgq_lattice_sticky,stress-low,structural_difference_in_differences,0.0030999999999999847,0.02420525326688994,-0.012306250000000019,0.01958781249999991,8,0.7578125,1.0
global_true_class_log_odds,memguard,stress-low,structural_difference_in_differences,0.004106249999999978,0.007438050699900238,-0.0005437500000000581,0.008906250000000025,8,0.171875,1.0
global_true_class_log_odds,dp_qml,stress-repetition,structural_difference_in_differences,-0.02717500000000002,0.02916865979584446,-0.04621281250000001,-0.00849999999999998,8,0.0625,1.0
global_true_class_log_odds,dynanoise,stress-repetition,structural_difference_in_differences,0.00046250000000001845,0.004448093492080061,-0.0021874999999999395,0.0034749999999999504,8,0.8125,1.0
global_true_class_log_odds,hamp_full,stress-repetition,structural_difference_in_differences,-0.012737500000000027,0.04459942144083424,-0.04087500000000002,0.015950624999999954,8,0.4375,1.0
global_true_class_log_odds,hamp_train,stress-repetition,structural_difference_in_differences,-0.011687499999999962,0.020956106338180815,-0.025362499999999955,0.001987500000000031,8,0.171875,1.0
global_true_class_log_odds,l2,stress-repetition,structural_difference_in_differences,-0.014999999999999944,0.015241109820857126,-0.02363749999999995,-0.0039124999999999716,8,0.03125,1.0
global_true_class_log_odds,lattice_round,stress-repetition,structural_difference_in_differences,0.0017249999999999766,0.002106961251253954,0.00027500000000001064,0.002999999999999975,8,0.0703125,1.0
global_true_class_log_odds,logitguard_continuous,stress-repetition,structural_difference_in_differences,-0.006737500000000007,0.02028651469748875,-0.020449999999999968,0.005912499999999973,8,0.3828125,1.0
global_true_class_log_odds,logitguard_quantized,stress-repetition,structural_difference_in_differences,-0.004299999999999998,0.017763988451760603,-0.01598781249999996,0.007132187499999925,8,0.5,1.0
global_true_class_log_odds,measurementguard_continuous,stress-repetition,structural_difference_in_differences,0.009649999999999978,0.03789255486617018,-0.013900000000000051,0.03538781250000004,8,0.515625,1.0
global_true_class_log_odds,memgq_lattice,stress-repetition,structural_difference_in_differences,-0.0006250000000000283,0.04234476692242247,-0.027849999999999986,0.026300624999999953,8,0.96875,1.0
global_true_class_log_odds,memgq_lattice_sticky,stress-repetition,structural_difference_in_differences,0.011106250000000012,0.035679870650590285,-0.011075937499999921,0.0348851562499999,8,0.40625,1.0
global_true_class_log_odds,memguard,stress-repetition,structural_difference_in_differences,0.002306249999999996,0.0057508035152862794,-0.0005437500000000511,0.006437499999999999,8,0.4453125,1.0
label_only_hsj,dp_qml,repetition-low,structural_difference_in_differences,0.021875000000000012,0.08022012127354869,-0.02984374999999996,0.07406249999999998,8,0.4921875,1.0
label_only_hsj,dynanoise,repetition-low,structural_difference_in_differences,-0.016406250000000004,0.07212166524848332,-0.06609375,0.02781640624999996,8,0.578125,1.0
label_only_hsj,hamp_train,repetition-low,structural_difference_in_differences,-0.00015625000000001749,0.08246329675983124,-0.057812500000000024,0.04843749999999998,8,1.0,1.0
label_only_hsj,l2,repetition-low,structural_difference_in_differences,-0.02296874999999997,0.04638223133839698,-0.054847656249999995,0.004535156250000005,8,0.21875,1.0
label_only_hsj,lattice_round,repetition-low,structural_difference_in_differences,0.007343749999999989,0.02514633511354803,-0.009062500000000036,0.02312500000000005,8,0.4453125,1.0
label_only_hsj,memgq_lattice_sticky,repetition-low,structural_difference_in_differences,0.001406249999999977,0.014227700283501295,-0.007187499999999986,0.011249999999999982,8,0.828125,1.0
label_only_hsj,dp_qml,stress-low,structural_difference_in_differences,-0.00875000000000005,0.10428112758993627,-0.07421875000000008,0.05796874999999996,8,0.8125,1.0
label_only_hsj,dynanoise,stress-low,structural_difference_in_differences,-0.024687500000000036,0.08428997038285671,-0.08078515625000002,0.02812499999999997,8,0.4375,1.0
label_only_hsj,hamp_train,stress-low,structural_difference_in_differences,-0.014218750000000023,0.10287374695470175,-0.08187500000000006,0.04984375000000002,8,0.703125,1.0
label_only_hsj,l2,stress-low,structural_difference_in_differences,-0.021093749999999967,0.07402472288508942,-0.06797265624999996,0.02796875000000002,8,0.3984375,1.0
label_only_hsj,lattice_round,stress-low,structural_difference_in_differences,-2.0816681711721685e-17,0.020766559657295222,-0.013124999999999977,0.013750000000000012,8,1.0,1.0
label_only_hsj,memgq_lattice_sticky,stress-low,structural_difference_in_differences,-0.002031250000000019,0.01565443655736515,-0.011562499999999976,0.008437499999999945,8,0.7421875,1.0
label_only_hsj,dp_qml,stress-repetition,structural_difference_in_differences,-0.030625000000000062,0.06852723650386862,-0.07171875000000005,0.01703124999999992,8,0.2578125,1.0
label_only_hsj,dynanoise,stress-repetition,structural_difference_in_differences,-0.008281250000000032,0.09475753244654034,-0.07515625000000004,0.04703515624999995,8,0.828125,1.0
label_only_hsj,hamp_train,stress-repetition,structural_difference_in_differences,-0.014062500000000006,0.06891619522496668,-0.06078125000000002,0.03015625000000001,8,0.609375,1.0
label_only_hsj,l2,stress-repetition,structural_difference_in_differences,0.0018750000000000017,0.06669828119438845,-0.03937499999999995,0.04641406249999988,8,0.9140625,1.0
label_only_hsj,lattice_round,stress-repetition,structural_difference_in_differences,-0.00734375000000001,0.014430212291775648,-0.01625,0.0024999999999999606,8,0.21875,1.0
label_only_hsj,memgq_lattice_sticky,stress-repetition,structural_difference_in_differences,-0.003437499999999996,0.014011315580119992,-0.012343749999999973,0.00562499999999995,8,0.53125,1.0
learned_pv_stats_logistic,dp_qml,repetition-low,structural_difference_in_differences,-0.01335875000000001,0.012419807265010201,-0.02076125000000001,-0.005057375000000035,8,0.03125,1.0
learned_pv_stats_logistic,dynanoise,repetition-low,structural_difference_in_differences,0.02571499999999998,0.02770113819219092,0.00829299999999992,0.043897218749999946,8,0.0390625,1.0
learned_pv_stats_logistic,hamp_full,repetition-low,structural_difference_in_differences,0.03156999999999999,0.05849396843143012,-0.006136750000000028,0.0686425,8,0.1796875,1.0
learned_pv_stats_logistic,hamp_output,repetition-low,structural_difference_in_differences,0.017137500000000028,0.028051119025297905,0.0008462500000000345,0.03689625000000005,8,0.140625,1.0
learned_pv_stats_logistic,hamp_train,repetition-low,structural_difference_in_differences,0.013298124999999973,0.0464006343812468,-0.016916359375000002,0.04277249999999997,8,0.4375,1.0
learned_pv_stats_logistic,l2,repetition-low,structural_difference_in_differences,-0.021461250000000057,0.03853766967434028,-0.04918750000000003,0.0005724999999999203,8,0.1953125,1.0
learned_pv_stats_logistic,lattice_round,repetition-low,structural_difference_in_differences,-0.0021900000000000183,0.007866095873158067,-0.007516906250000061,0.0025650625000000027,8,0.515625,1.0
learned_pv_stats_logistic,logitguard_continuous,repetition-low,structural_difference_in_differences,-0.010079999999999985,0.03475096011006639,-0.030456468749999934,0.014769999999999978,8,0.453125,1.0
learned_pv_stats_logistic,logitguard_quantized,repetition-low,structural_difference_in_differences,-0.009586249999999977,0.034307475002853666,-0.02984451562499997,0.013637437499999999,8,0.46875,1.0
learned_pv_stats_logistic,measurementguard_continuous,repetition-low,structural_difference_in_differences,0.0007837499999999997,0.029098374003419084,-0.01656249999999998,0.020630499999999885,8,0.9375,1.0
learned_pv_stats_logistic,memgq_lattice,repetition-low,structural_difference_in_differences,-0.005371875000000026,0.01708370588298773,-0.01486812500000001,0.0071619687499999895,8,0.3828125,1.0
learned_pv_stats_logistic,memgq_lattice_sticky,repetition-low,structural_difference_in_differences,-0.016230625000000047,0.02155711689533839,-0.03073223437500004,-0.0032575000000000867,8,0.0703125,1.0
learned_pv_stats_logistic,memguard,repetition-low,structural_difference_in_differences,-0.00555062500000001,0.026344035979637397,-0.022245796875000022,0.012243328125000012,8,0.5546875,1.0
learned_pv_stats_logistic,dp_qml,stress-low,structural_difference_in_differences,-0.039912499999999976,0.04030892377271175,-0.06755315625000007,-0.01581250000000005,8,0.0234375,1.0
learned_pv_stats_logistic,dynanoise,stress-low,structural_difference_in_differences,0.005245624999999983,0.04530882312668252,-0.02624562500000001,0.03171424999999992,8,0.7890625,1.0
learned_pv_stats_logistic,hamp_full,stress-low,structural_difference_in_differences,0.00319437500000002,0.04526017702742198,-0.02579750000000005,0.03227031250000006,8,0.859375,1.0
learned_pv_stats_logistic,hamp_output,stress-low,structural_difference_in_differences,-0.012292499999999977,0.014321053183537633,-0.02164299999999996,-0.002958531250000026,8,0.0546875,1.0
learned_pv_stats_logistic,hamp_train,stress-low,structural_difference_in_differences,0.002723124999999979,0.03910243789782893,-0.024566874999999953,0.02516195312499991,8,0.8671875,1.0
learned_pv_stats_logistic,l2,stress-low,structural_difference_in_differences,-0.031972500000000015,0.04925144515646212,-0.06308646875000001,0.00023149999999996402,8,0.125,1.0
learned_pv_stats_logistic,lattice_round,stress-low,structural_difference_in_differences,-0.0008662499999999365,0.010281210236570934,-0.007284515624999873,0.005874406250000077,8,0.8125,1.0
learned_pv_stats_logistic,logitguard_continuous,stress-low,structural_difference_in_differences,-0.0029212499999999725,0.010289337667841314,-0.009889000000000035,0.0033593750000000472,8,0.453125,1.0
learned_pv_stats_logistic,logitguard_quantized,stress-low,structural_difference_in_differences,-0.0021068749999999525,0.010656492299298088,-0.009231468749999926,0.004549375000000043,8,0.6015625,1.0
learned_pv_stats_logistic,measurementguard_continuous,stress-low,structural_difference_in_differences,-0.001213124999999926,0.03459841727774554,-0.02555999999999991,0.019864125000000104,8,0.9375,1.0
learned_pv_stats_logistic,memgq_lattice,stress-low,structural_difference_in_differences,-0.004377500000000006,0.031985823980543095,-0.02491562500000001,0.016160624999999998,8,0.7109375,1.0
learned_pv_stats_logistic,memgq_lattice_sticky,stress-low,structural_difference_in_differences,-0.012928749999999975,0.03609080094012878,-0.03623817187499997,0.01000168750000001,8,0.3359375,1.0
learned_pv_stats_logistic,memguard,stress-low,structural_difference_in_differences,-0.011681250000000004,0.01893456585001539,-0.023598093749999972,0.0006287499999999696,8,0.125,1.0
learned_pv_stats_logistic,dp_qml,stress-repetition,structural_difference_in_differences,-0.026553749999999966,0.040642019753487434,-0.0544575,-0.0021412499999999,8,0.125,1.0
learned_pv_stats_logistic,dynanoise,stress-repetition,structural_difference_in_differences,-0.020469374999999998,0.036405729576292595,-0.04434187500000002,0.0033937500000000426,8,0.171875,1.0
learned_pv_stats_logistic,hamp_full,stress-repetition,structural_difference_in_differences,-0.028375624999999967,0.03243420058226676,-0.048340624999999984,-0.006588124999999946,8,0.0546875,1.0
learned_pv_stats_logistic,hamp_output,stress-repetition,structural_difference_in_differences,-0.029430000000000005,0.034290688032092405,-0.052996249999999995,-0.00844925000000001,8,0.0390625,1.0
learned_pv_stats_logistic,hamp_train,stress-repetition,structural_difference_in_differences,-0.010574999999999994,0.03244731366824864,-0.031819437499999936,0.010274687500000039,8,0.375,1.0
learned_pv_stats_logistic,l2,stress-repetition,structural_difference_in_differences,-0.010511249999999958,0.04305153736677538,-0.038859999999999964,0.016462500000000033,8,0.5,1.0
learned_pv_stats_logistic,lattice_round,stress-repetition,structural_difference_in_differences,0.0013237500000000818,0.008732114271060378,-0.004334999999999881,0.00687437500000003,8,0.65625,1.0
learned_pv_stats_logistic,logitguard_continuous,stress-repetition,structural_difference_in_differences,0.007158750000000012,0.027581412186729704,-0.013167499999999943,0.022190156249999957,8,0.5,1.0
learned_pv_stats_logistic,logitguard_quantized,stress-repetition,structural_difference_in_differences,0.007479375000000024,0.027730914342442015,-0.011980374999999944,0.022448359375000077,8,0.5078125,1.0
learned_pv_stats_logistic,measurementguard_continuous,stress-repetition,structural_difference_in_differences,-0.001996874999999926,0.03190538388708314,-0.021894374999999924,0.019168281250000047,8,0.8515625,1.0
learned_pv_stats_logistic,memgq_lattice,stress-repetition,structural_difference_in_differences,0.0009943750000000195,0.029157355410831965,-0.017269015625,0.020108906250000034,8,0.9296875,1.0
learned_pv_stats_logistic,memgq_lattice_sticky,stress-repetition,structural_difference_in_differences,0.003301875000000072,0.04039348019681779,-0.022462499999999837,0.02988934375000001,8,0.828125,1.0
learned_pv_stats_logistic,memguard,stress-repetition,structural_difference_in_differences,-0.006130624999999994,0.026377610424305396,-0.02538937499999995,0.005342499999999972,8,0.9375,1.0
lira_offline,dp_qml,repetition-low,structural_difference_in_differences,-0.02196249999999999,0.07261955536512577,-0.0689999999999999,0.024612499999999947,8,0.4375,1.0
lira_offline,dynanoise,repetition-low,structural_difference_in_differences,0.010562499999999968,0.03146971049392458,-0.00907500000000002,0.031788124999999945,8,0.4296875,1.0
lira_offline,hamp_full,repetition-low,structural_difference_in_differences,-0.0148125,0.06398485172288827,-0.05662687500000007,0.026362500000000018,8,0.5234375,1.0
lira_offline,hamp_train,repetition-low,structural_difference_in_differences,-0.010275,0.026862812851332483,-0.02871374999999998,0.006013437499999975,8,0.359375,1.0
lira_offline,l2,repetition-low,structural_difference_in_differences,-0.013237500000000041,0.03859466793298186,-0.03852500000000003,0.011287499999999895,8,0.359375,1.0
lira_offline,lattice_round,repetition-low,structural_difference_in_differences,-0.000537500000000038,0.006683655436959706,-0.005012500000000114,0.0036503125000000363,8,0.8203125,1.0
lira_offline,logitguard_continuous,repetition-low,structural_difference_in_differences,0.011499999999999982,0.039936628371887974,-0.013225,0.038187499999999985,8,0.421875,1.0
lira_offline,logitguard_quantized,repetition-low,structural_difference_in_differences,0.010693750000000023,0.03861856915951928,-0.013756249999999998,0.03623750000000007,8,0.4375,1.0
lira_offline,measurementguard_continuous,repetition-low,structural_difference_in_differences,-0.029312499999999984,0.03217272302965438,-0.04917687499999997,-0.007722500000000059,8,0.046875,1.0
lira_offline,memgq_lattice,repetition-low,structural_difference_in_differences,-0.014800000000000035,0.03540282474605664,-0.04026375000000006,0.003987499999999991,8,0.28125,1.0
lira_offline,memgq_lattice_sticky,repetition-low,structural_difference_in_differences,-0.010275000000000034,0.027490972544247573,-0.027800937500000074,0.007824999999999971,8,0.328125,1.0
lira_offline,memguard,repetition-low,structural_difference_in_differences,0.01239374999999996,0.0350829062721434,-0.007825000000000006,0.037362812499999946,8,0.40625,1.0
lira_offline,dp_qml,stress-low,structural_difference_in_differences,-0.048400000000000026,0.03195206230768658,-0.06986250000000008,-0.029537500000000057,8,0.0078125,1.0
lira_offline,dynanoise,stress-low,structural_difference_in_differences,0.01403749999999996,0.03240405342810413,-0.004387500000000044,0.03722499999999996,8,0.28125,1.0
lira_offline,hamp_full,stress-low,structural_difference_in_differences,-0.010049999999999955,0.08332787220200866,-0.06370031249999994,0.043862812499999994,8,0.734375,1.0
lira_offline,hamp_train,stress-low,structural_difference_in_differences,-0.013212500000000023,0.045530694121030654,-0.04438749999999999,0.014113124999999963,8,0.4453125,1.0
lira_offline,l2,stress-low,structural_difference_in_differences,-0.027137500000000078,0.03815292302975338,-0.05272593750000006,-0.0029125000000000817,8,0.09375,1.0
lira_offline,lattice_round,stress-low,structural_difference_in_differences,0.0030000000000000443,0.005806154370271995,-0.0008374999999999772,0.006687499999999999,8,0.1953125,1.0
lira_offline,logitguard_continuous,stress-low,structural_difference_in_differences,0.008674999999999988,0.046669560284438624,-0.02134999999999998,0.03901343749999996,8,0.609375,1.0
lira_offline,logitguard_quantized,stress-low,structural_difference_in_differences,0.010493750000000003,0.04525609222998121,-0.018856406250000003,0.03974999999999994,8,0.53125,1.0
lira_offline,measurementguard_continuous,stress-low,structural_difference_in_differences,-0.01736249999999996,0.054981449793803795,-0.05339999999999993,0.01655249999999998,8,0.4140625,1.0
lira_offline,memgq_lattice,stress-low,structural_difference_in_differences,-0.021400000000000002,0.04181144750970896,-0.04862500000000004,0.005337812500000072,8,0.2109375,1.0
lira_offline,memgq_lattice_sticky,stress-low,structural_difference_in_differences,-0.004087499999999966,0.035736713315180885,-0.028087812499999913,0.01800000000000005,8,0.78125,1.0
lira_offline,memguard,stress-low,structural_difference_in_differences,0.01663124999999998,0.04791239727356585,-0.01545000000000004,0.04642031249999995,8,0.3203125,1.0
lira_offline,dp_qml,stress-repetition,structural_difference_in_differences,-0.026437500000000037,0.06456790307221427,-0.06490000000000007,0.017224999999999935,8,0.3046875,1.0
lira_offline,dynanoise,stress-repetition,structural_difference_in_differences,0.003474999999999992,0.019089245289279556,-0.009962499999999944,0.014549999999999926,8,0.609375,1.0
lira_offline,hamp_full,stress-repetition,structural_difference_in_differences,0.0047625000000000445,0.0470544346627241,-0.025388437499999937,0.03568750000000008,8,0.7734375,1.0
lira_offline,hamp_train,stress-repetition,structural_difference_in_differences,-0.0029375000000000234,0.021624717174038185,-0.017525000000000013,0.010537812499999959,8,0.734375,1.0
lira_offline,l2,stress-repetition,structural_difference_in_differences,-0.013900000000000037,0.03271810333308275,-0.034275937499999985,0.008276562499999899,8,0.265625,1.0
lira_offline,lattice_round,stress-repetition,structural_difference_in_differences,0.0035375000000000822,0.00322708957775532,0.0015496875000000816,0.0056875000000000675,8,0.015625,1.0
lira_offline,logitguard_continuous,stress-repetition,structural_difference_in_differences,-0.002824999999999994,0.03962191853723683,-0.02974999999999997,0.021225625000000026,8,0.8984375,1.0
lira_offline,logitguard_quantized,stress-repetition,structural_difference_in_differences,-0.0002000000000000196,0.03874027066798285,-0.026687656250000004,0.02278750000000003,8,0.9921875,1.0
lira_offline,measurementguard_continuous,stress-repetition,structural_difference_in_differences,0.011950000000000023,0.05660608245964891,-0.02476031250000002,0.04797500000000002,8,0.5703125,1.0
lira_offline,memgq_lattice,stress-repetition,structural_difference_in_differences,-0.006599999999999967,0.06363283069970366,-0.04602593749999998,0.03757500000000008,8,0.765625,1.0
lira_offline,memgq_lattice_sticky,stress-repetition,structural_difference_in_differences,0.006187500000000068,0.035699517303659556,-0.016288437500000037,0.029725625000000182,8,0.6484375,1.0
lira_offline,memguard,stress-repetition,structural_difference_in_differences,0.004237500000000019,0.02791241083409731,-0.014825000000000034,0.020725000000000077,8,0.734375,1.0
lira_offline_density_surprise,dp_qml,repetition-low,structural_difference_in_differences,-0.003937500000000059,0.06596572567845907,-0.04173750000000003,0.042951874999999924,8,0.8984375,1.0
lira_offline_density_surprise,dynanoise,repetition-low,structural_difference_in_differences,-0.02651250000000001,0.05166384304880375,-0.06397499999999998,0.0030262499999999274,8,0.171875,1.0
lira_offline_density_surprise,hamp_full,repetition-low,structural_difference_in_differences,-0.04970000000000001,0.0745273871041473,-0.09861406249999995,-0.001661875000000069,8,0.09375,1.0
lira_offline_density_surprise,hamp_train,repetition-low,structural_difference_in_differences,-0.046475,0.03231323258357175,-0.06566406250000006,-0.024012499999999957,8,0.0234375,1.0
lira_offline_density_surprise,l2,repetition-low,structural_difference_in_differences,-0.05316250000000006,0.035595221890424716,-0.07768781250000005,-0.03258625000000008,8,0.0078125,1.0
lira_offline_density_surprise,lattice_round,repetition-low,structural_difference_in_differences,0.0010249999999999565,0.00907047801543946,-0.004938125000000044,0.006925312499999968,8,0.6796875,1.0
lira_offline_density_surprise,logitguard_continuous,repetition-low,structural_difference_in_differences,-0.0045375,0.04475440720516488,-0.03326343750000002,0.02457593749999999,8,0.7734375,1.0
lira_offline_density_surprise,logitguard_quantized,repetition-low,structural_difference_in_differences,-0.004650000000000001,0.0459820151177144,-0.03447499999999999,0.02477562500000001,8,0.765625,1.0
lira_offline_density_surprise,measurementguard_continuous,repetition-low,structural_difference_in_differences,-0.020062499999999983,0.06308035549994946,-0.06103812500000006,0.018575937500000007,8,0.3828125,1.0
lira_offline_density_surprise,memgq_lattice,repetition-low,structural_difference_in_differences,-0.003574999999999974,0.0513365297396921,-0.036813124999999974,0.029450000000000046,8,0.8203125,1.0
lira_offline_density_surprise,memgq_lattice_sticky,repetition-low,structural_difference_in_differences,-0.024725000000000018,0.055029466132765124,-0.057625937500000037,0.01249343749999992,8,0.2421875,1.0
lira_offline_density_surprise,memguard,repetition-low,structural_difference_in_differences,-0.024500000000000043,0.02250136503795777,-0.03922531250000003,-0.010700000000000064,8,0.0078125,1.0
lira_offline_density_surprise,dp_qml,stress-low,structural_difference_in_differences,0.002224999999999963,0.06492641439132678,-0.038825000000000005,0.04453874999999996,8,0.9453125,1.0
lira_offline_density_surprise,dynanoise,stress-low,structural_difference_in_differences,-0.004487500000000033,0.04162507614750647,-0.031513750000000014,0.022325624999999946,8,0.7734375,1.0
lira_offline_density_surprise,hamp_full,stress-low,structural_difference_in_differences,-0.016225000000000017,0.04880177836338108,-0.04819999999999999,0.014387499999999977,8,0.359375,1.0
lira_offline_density_surprise,hamp_train,stress-low,structural_difference_in_differences,-0.030649999999999983,0.03222496813696747,-0.051562499999999956,-0.010737500000000039,8,0.0390625,1.0
lira_offline_density_surprise,l2,stress-low,structural_difference_in_differences,-0.029862500000000007,0.04982649718200717,-0.06299249999999994,0.0017249999999999557,8,0.1640625,1.0
lira_offline_density_surprise,lattice_round,stress-low,structural_difference_in_differences,0.0032624999999999876,0.00854416049541603,-0.002599999999999985,0.00858781249999996,8,0.3203125,1.0
lira_offline_density_surprise,logitguard_continuous,stress-low,structural_difference_in_differences,0.017850000000000005,0.05086842972666977,-0.014162500000000001,0.05172499999999995,8,0.359375,1.0
lira_offline_density_surprise,logitguard_quantized,stress-low,structural_difference_in_differences,0.01799999999999996,0.05071964961573432,-0.014675625000000062,0.051162499999999944,8,0.3515625,1.0
lira_offline_density_surprise,measurementguard_continuous,stress-low,structural_difference_in_differences,-0.006024999999999996,0.0591791167316889,-0.04487500000000004,0.03252812499999997,8,0.7890625,1.0
lira_offline_density_surprise,memgq_lattice,stress-low,structural_difference_in_differences,0.006750000000000013,0.0641406712958768,-0.036726875,0.04660000000000003,8,0.7578125,1.0
lira_offline_density_surprise,memgq_lattice_sticky,stress-low,structural_difference_in_differences,-0.006175000000000021,0.05503442429191799,-0.04086343750000001,0.028924999999999944,8,0.765625,1.0
lira_offline_density_surprise,memguard,stress-low,structural_difference_in_differences,0.0026624999999999704,0.05187399396614842,-0.03348750000000004,0.03268749999999998,8,0.90625,1.0
lira_offline_density_surprise,dp_qml,stress-repetition,structural_difference_in_differences,0.006162500000000022,0.0938825852936985,-0.05643843749999995,0.06445000000000005,8,0.8671875,1.0
lira_offline_density_surprise,dynanoise,stress-repetition,structural_difference_in_differences,0.022024999999999975,0.026485831792003225,0.004987499999999916,0.03926312500000002,8,0.0859375,1.0
lira_offline_density_surprise,hamp_full,stress-repetition,structural_difference_in_differences,0.03347499999999999,0.06814221997306183,-0.008627187500000006,0.078063125,8,0.2109375,1.0
lira_offline_density_surprise,hamp_train,stress-repetition,structural_difference_in_differences,0.01582500000000002,0.03883053842384516,-0.008700624999999991,0.04125125000000001,8,0.296875,1.0
lira_offline_density_surprise,l2,stress-repetition,structural_difference_in_differences,0.02330000000000005,0.03884562854611644,0.00030000000000005717,0.050338125000000046,8,0.125,1.0
lira_offline_density_surprise,lattice_round,stress-repetition,structural_difference_in_differences,0.002237500000000031,0.005978518091586656,-0.0015874999999999917,0.0061750000000000485,8,0.3046875,1.0
lira_offline_density_surprise,logitguard_continuous,stress-repetition,structural_difference_in_differences,0.022387500000000005,0.0466760702685465,-0.010312500000000085,0.05020062499999996,8,0.2421875,1.0
lira_offline_density_surprise,logitguard_quantized,stress-repetition,structural_difference_in_differences,0.022649999999999962,0.0474351286344986,-0.009512500000000014,0.051049999999999957,8,0.2109375,1.0
lira_offline_density_surprise,measurementguard_continuous,stress-repetition,structural_difference_in_differences,0.014037499999999987,0.08898454019017658,-0.04507499999999998,0.06950062500000004,8,0.640625,1.0
lira_offline_density_surprise,memgq_lattice,stress-repetition,structural_difference_in_differences,0.010324999999999987,0.08984214330861504,-0.05245468750000004,0.06226250000000004,8,0.765625,1.0
lira_offline_density_surprise,memgq_lattice_sticky,stress-repetition,structural_difference_in_differences,0.018549999999999997,0.06488431463546704,-0.022987812500000007,0.06099218749999992,8,0.4140625,1.0
lira_offline_density_surprise,memguard,stress-repetition,structural_difference_in_differences,0.027162500000000013,0.0463375175825625,-0.0039375000000000035,0.05693781250000003,8,0.125,1.0
lira_offline_density_surprise_fixed_variance,dp_qml,repetition-low,structural_difference_in_differences,-0.009924999999999996,0.04156302443278161,-0.03606249999999998,0.017650000000000055,8,0.5,1.0
lira_offline_density_surprise_fixed_variance,dynanoise,repetition-low,structural_difference_in_differences,-0.024024999999999942,0.047452826199139216,-0.05413749999999995,0.005987500000000048,8,0.1953125,1.0
lira_offline_density_surprise_fixed_variance,hamp_full,repetition-low,structural_difference_in_differences,-0.04535000000000003,0.0761880943080066,-0.09423750000000002,0.0028999999999999443,8,0.1328125,1.0
lira_offline_density_surprise_fixed_variance,hamp_train,repetition-low,structural_difference_in_differences,-0.04118750000000002,0.03595475082854636,-0.06420093749999997,-0.017975000000000012,8,0.0234375,1.0
lira_offline_density_surprise_fixed_variance,l2,repetition-low,structural_difference_in_differences,-0.038687499999999986,0.031277624932666684,-0.05982593749999998,-0.019537499999999985,8,0.0078125,1.0
lira_offline_density_surprise_fixed_variance,lattice_round,repetition-low,structural_difference_in_differences,-0.00048750000000002264,0.009790438119483122,-0.006525000000000003,0.0061374999999999425,8,0.875,1.0
lira_offline_density_surprise_fixed_variance,logitguard_continuous,repetition-low,structural_difference_in_differences,-0.005312500000000012,0.04345202403636842,-0.03438749999999999,0.022099999999999995,8,0.7265625,1.0
lira_offline_density_surprise_fixed_variance,logitguard_quantized,repetition-low,structural_difference_in_differences,-0.003756249999999954,0.04417290246859492,-0.033756406249999954,0.023700000000000034,8,0.8203125,1.0
lira_offline_density_surprise_fixed_variance,measurementguard_continuous,repetition-low,structural_difference_in_differences,-0.02162499999999997,0.05714067227965938,-0.05821249999999999,0.015175000000000043,8,0.3203125,1.0
lira_offline_density_surprise_fixed_variance,memgq_lattice,repetition-low,structural_difference_in_differences,-0.0070999999999999674,0.05334143390862843,-0.04483749999999999,0.02342593750000003,8,0.796875,1.0
lira_offline_density_surprise_fixed_variance,memgq_lattice_sticky,repetition-low,structural_difference_in_differences,-0.01514999999999999,0.06388243666521896,-0.05927499999999996,0.023987499999999967,8,0.5625,1.0
lira_offline_density_surprise_fixed_variance,memguard,repetition-low,structural_difference_in_differences,-0.01724999999999998,0.0187809934318106,-0.029437812499999962,-0.004987499999999999,8,0.046875,1.0
lira_offline_density_surprise_fixed_variance,dp_qml,stress-low,structural_difference_in_differences,-0.02512500000000003,0.08475925149672876,-0.08066250000000003,0.02988937499999995,8,0.4296875,1.0
lira_offline_density_surprise_fixed_variance,dynanoise,stress-low,structural_difference_in_differences,-0.00831249999999998,0.040129377820814924,-0.03246249999999996,0.018964687500000018,8,0.5546875,1.0
lira_offline_density_surprise_fixed_variance,hamp_full,stress-low,structural_difference_in_differences,-0.03410000000000004,0.05567492382443953,-0.07070000000000005,0.001251562499999937,8,0.125,1.0
lira_offline_density_surprise_fixed_variance,hamp_train,stress-low,structural_difference_in_differences,-0.03960000000000004,0.05266053008251465,-0.0744256250000001,-0.006000000000000054,8,0.0703125,1.0
lira_offline_density_surprise_fixed_variance,l2,stress-low,structural_difference_in_differences,-0.029237500000000007,0.07770511910880962,-0.08035562500000003,0.02160249999999996,8,0.3671875,1.0
lira_offline_density_surprise_fixed_variance,lattice_round,stress-low,structural_difference_in_differences,0.002074999999999945,0.009736345750404917,-0.004150000000000029,0.00832499999999993,8,0.5234375,1.0
lira_offline_density_surprise_fixed_variance,logitguard_continuous,stress-low,structural_difference_in_differences,0.009799999999999934,0.05452137195632552,-0.026150625000000056,0.043750624999999904,8,0.6484375,1.0
lira_offline_density_surprise_fixed_variance,logitguard_quantized,stress-low,structural_difference_in_differences,0.012281249999999987,0.05583366200152018,-0.024831718750000023,0.046818749999999944,8,0.5234375,1.0
