name,kind,target_id,structural_cell_id,reference_id,gpu,status,returncode,seconds,log
evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b02__l2,pets_evaluate,PETS_CREDIT_low_eff_su2_r1_d6_b02__l2,eff_su2_r1_d6,,1,ok,0,29.54944944381714,/home/najeeb/qurift_satML/pets_logs/evaluation/evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b02__l2.log
evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b02__dp_qml,pets_evaluate,PETS_CREDIT_low_eff_su2_r1_d6_b02__dp_qml,eff_su2_r1_d6,,3,ok,0,30.467352390289307,/home/najeeb/qurift_satML/pets_logs/evaluation/evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b02__dp_qml.log
evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b04__l2,pets_evaluate,PETS_CREDIT_low_eff_su2_r1_d6_b04__l2,eff_su2_r1_d6,,1,ok,0,32.00422978401184,/home/najeeb/qurift_satML/pets_logs/evaluation/evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b04__l2.log
evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b04__dp_qml,pets_evaluate,PETS_CREDIT_low_eff_su2_r1_d6_b04__dp_qml,eff_su2_r1_d6,,3,ok,0,32.773788928985596,/home/najeeb/qurift_satML/pets_logs/evaluation/evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b04__dp_qml.log
evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b05__l2,pets_evaluate,PETS_CREDIT_low_eff_su2_r1_d6_b05__l2,eff_su2_r1_d6,,5,ok,0,35.41645956039429,/home/najeeb/qurift_satML/pets_logs/evaluation/evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b05__l2.log
evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b05__dp_qml,pets_evaluate,PETS_CREDIT_low_eff_su2_r1_d6_b05__dp_qml,eff_su2_r1_d6,,7,ok,0,36.196720123291016,/home/najeeb/qurift_satML/pets_logs/evaluation/evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b05__dp_qml.log
evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b03__dp_qml,pets_evaluate,PETS_CREDIT_low_eff_su2_r1_d6_b03__dp_qml,eff_su2_r1_d6,,7,ok,0,36.511032581329346,/home/najeeb/qurift_satML/pets_logs/evaluation/evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b03__dp_qml.log
evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b03__l2,pets_evaluate,PETS_CREDIT_low_eff_su2_r1_d6_b03__l2,eff_su2_r1_d6,,5,ok,0,37.77155923843384,/home/najeeb/qurift_satML/pets_logs/evaluation/evaluate_PETS_CREDIT_low_eff_su2_r1_d6_b03__l2.log
evaluate_PETS_CREDIT_high_eff_su2_r5_d6_b02__l2,pets_evaluate,PETS_CREDIT_high_eff_su2_r5_d6_b02__l2,eff_su2_r5_d6,,1,ok,0,39.985761404037476,/home/najeeb/qurift_satML/pets_logs/evaluation/evaluate_PETS_CREDIT_high_eff_su2_r5_d6_b02__l2.log
evaluate_PETS_CREDIT_high_eff_su2_r5_d6_b02__dp_qml,pets_evaluate,PETS_CREDIT_high_eff_su2_r5_d6_b02__dp_qml,eff_su2_r5_d6,,3,ok,0,40.18310022354126,/home/najeeb/qurift_satML/pets_logs/evaluation/evaluate_PETS_CREDIT_high_eff_su2_r5_d6_b02__dp_qml.log
