All arguments: ['/home/najeeb/qurift_satML/pets_tools/train_defended_target.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_defense_tuning_targets.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b01__tune_v2_l2_wd0p001', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--device', 'cuda', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='5'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
epoch=1/100 objective=0.567712
epoch=2/100 objective=0.529714
epoch=3/100 objective=0.518399
epoch=4/100 objective=0.507527
epoch=5/100 objective=0.509023
epoch=6/100 objective=0.505485
epoch=7/100 objective=0.533756
epoch=8/100 objective=0.509275
epoch=9/100 objective=0.491371
epoch=10/100 objective=0.483847
epoch=11/100 objective=0.486563
epoch=12/100 objective=0.485910
epoch=13/100 objective=0.473780
epoch=14/100 objective=0.522375
epoch=15/100 objective=0.508206
epoch=16/100 objective=0.486634
epoch=17/100 objective=0.484915
epoch=18/100 objective=0.478930
epoch=19/100 objective=0.493694
epoch=20/100 objective=0.468496
epoch=21/100 objective=0.490070
epoch=22/100 objective=0.479988
epoch=23/100 objective=0.464866
epoch=24/100 objective=0.480012
epoch=25/100 objective=0.496769
epoch=26/100 objective=0.497993
epoch=27/100 objective=0.492748
epoch=28/100 objective=0.491264
epoch=29/100 objective=0.491166
epoch=30/100 objective=0.491528
epoch=31/100 objective=0.504811
epoch=32/100 objective=0.498184
epoch=33/100 objective=0.485779
epoch=34/100 objective=0.469544
epoch=35/100 objective=0.473668
epoch=36/100 objective=0.467274
epoch=37/100 objective=0.454283
epoch=38/100 objective=0.455319
epoch=39/100 objective=0.469689
epoch=40/100 objective=0.459968
epoch=41/100 objective=0.458604
epoch=42/100 objective=0.469356
epoch=43/100 objective=0.452973
epoch=44/100 objective=0.483998
epoch=45/100 objective=0.475057
epoch=46/100 objective=0.452160
epoch=47/100 objective=0.461364
epoch=48/100 objective=0.448350
epoch=49/100 objective=0.449586
epoch=50/100 objective=0.454171
epoch=51/100 objective=0.447812
epoch=52/100 objective=0.453658
epoch=53/100 objective=0.447495
epoch=54/100 objective=0.452005
epoch=55/100 objective=0.461225
epoch=56/100 objective=0.445776
epoch=57/100 objective=0.441348
epoch=58/100 objective=0.431824
epoch=59/100 objective=0.432342
epoch=60/100 objective=0.434049
epoch=61/100 objective=0.443547
epoch=62/100 objective=0.443722
epoch=63/100 objective=0.427781
epoch=64/100 objective=0.432696
epoch=65/100 objective=0.432124
epoch=66/100 objective=0.426594
epoch=67/100 objective=0.424034
epoch=68/100 objective=0.423319
epoch=69/100 objective=0.424635
epoch=70/100 objective=0.421922
epoch=71/100 objective=0.420157
epoch=72/100 objective=0.426733
epoch=73/100 objective=0.417187
epoch=74/100 objective=0.420688
epoch=75/100 objective=0.418886
epoch=76/100 objective=0.422891
epoch=77/100 objective=0.417188
epoch=78/100 objective=0.416655
epoch=79/100 objective=0.418744
epoch=80/100 objective=0.414275
epoch=81/100 objective=0.418560
epoch=82/100 objective=0.416425
epoch=83/100 objective=0.412874
epoch=84/100 objective=0.416046
epoch=85/100 objective=0.412743
epoch=86/100 objective=0.413837
epoch=87/100 objective=0.411966
epoch=88/100 objective=0.411556
epoch=89/100 objective=0.411375
epoch=90/100 objective=0.410701
epoch=91/100 objective=0.410527
epoch=92/100 objective=0.410140
epoch=93/100 objective=0.410113
epoch=94/100 objective=0.409917
epoch=95/100 objective=0.409931
epoch=96/100 objective=0.409803
epoch=97/100 objective=0.409720
epoch=98/100 objective=0.409599
epoch=99/100 objective=0.409565
epoch=100/100 objective=0.409526
[DONE] target=PETS_CREDIT_high_eff_su2_r5_d6_b01__tune_v2_l2_wd0p001 model=/home/najeeb/qurift_satML/pets_runs/pets_credit_defense_tuning/PETS_CREDIT_high_eff_su2_r5_d6_b01__tune_v2_l2_wd0p001/target_model.pt
