All arguments: ['/home/najeeb/qurift_satML/pets_tools/train_defended_target.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_defense_training_targets_confirmatory.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b05__l2', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--device', 'cuda', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='5'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
epoch=1/100 objective=0.553219
epoch=2/100 objective=0.514637
epoch=3/100 objective=0.507924
epoch=4/100 objective=0.505896
epoch=5/100 objective=0.496257
epoch=6/100 objective=0.505711
epoch=7/100 objective=0.494213
epoch=8/100 objective=0.493520
epoch=9/100 objective=0.492769
epoch=10/100 objective=0.494810
epoch=11/100 objective=0.495898
epoch=12/100 objective=0.508436
epoch=13/100 objective=0.523386
epoch=14/100 objective=0.509656
epoch=15/100 objective=0.490774
epoch=16/100 objective=0.501434
epoch=17/100 objective=0.487102
epoch=18/100 objective=0.491478
epoch=19/100 objective=0.498910
epoch=20/100 objective=0.498234
epoch=21/100 objective=0.488283
epoch=22/100 objective=0.484122
epoch=23/100 objective=0.477102
epoch=24/100 objective=0.487106
epoch=25/100 objective=0.484136
epoch=26/100 objective=0.478109
epoch=27/100 objective=0.482382
epoch=28/100 objective=0.504985
epoch=29/100 objective=0.508611
epoch=30/100 objective=0.502658
epoch=31/100 objective=0.477872
epoch=32/100 objective=0.486555
epoch=33/100 objective=0.477593
epoch=34/100 objective=0.480412
epoch=35/100 objective=0.477164
epoch=36/100 objective=0.504466
epoch=37/100 objective=0.478995
epoch=38/100 objective=0.473889
epoch=39/100 objective=0.488966
epoch=40/100 objective=0.489327
epoch=41/100 objective=0.476405
epoch=42/100 objective=0.474526
epoch=43/100 objective=0.479890
epoch=44/100 objective=0.489318
epoch=45/100 objective=0.498732
epoch=46/100 objective=0.486269
epoch=47/100 objective=0.473548
epoch=48/100 objective=0.479446
epoch=49/100 objective=0.471717
epoch=50/100 objective=0.463696
epoch=51/100 objective=0.462313
epoch=52/100 objective=0.462666
epoch=53/100 objective=0.469220
epoch=54/100 objective=0.480937
epoch=55/100 objective=0.466965
epoch=56/100 objective=0.474895
epoch=57/100 objective=0.463467
epoch=58/100 objective=0.461769
epoch=59/100 objective=0.456827
epoch=60/100 objective=0.458459
epoch=61/100 objective=0.450649
epoch=62/100 objective=0.451502
epoch=63/100 objective=0.452822
epoch=64/100 objective=0.457507
epoch=65/100 objective=0.448491
epoch=66/100 objective=0.450123
epoch=67/100 objective=0.449767
epoch=68/100 objective=0.456936
epoch=69/100 objective=0.448296
epoch=70/100 objective=0.451667
epoch=71/100 objective=0.447185
epoch=72/100 objective=0.444559
epoch=73/100 objective=0.447321
epoch=74/100 objective=0.447185
epoch=75/100 objective=0.462387
epoch=76/100 objective=0.451718
epoch=77/100 objective=0.444998
epoch=78/100 objective=0.445427
epoch=79/100 objective=0.442304
epoch=80/100 objective=0.441850
epoch=81/100 objective=0.441204
epoch=82/100 objective=0.441103
epoch=83/100 objective=0.440995
epoch=84/100 objective=0.440238
epoch=85/100 objective=0.440322
epoch=86/100 objective=0.439541
epoch=87/100 objective=0.438277
epoch=88/100 objective=0.438317
epoch=89/100 objective=0.438834
epoch=90/100 objective=0.438030
epoch=91/100 objective=0.437339
epoch=92/100 objective=0.437167
epoch=93/100 objective=0.437279
epoch=94/100 objective=0.437191
epoch=95/100 objective=0.437156
epoch=96/100 objective=0.436841
epoch=97/100 objective=0.436754
epoch=98/100 objective=0.436773
epoch=99/100 objective=0.436707
epoch=100/100 objective=0.436692
[DONE] target=PETS_CREDIT_high_eff_su2_r5_d6_b05__l2 model=/home/najeeb/qurift_satML/pets_runs/pets_credit_defense_training/PETS_CREDIT_high_eff_su2_r5_d6_b05__l2/target_model.pt
