All arguments: ['/home/najeeb/qurift_satML/pets_tools/train_defended_target.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_defense_training_targets_confirmatory.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b04__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--device', 'cuda', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='0'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
epoch=1/100 objective=0.543632
epoch=2/100 objective=0.516691
epoch=3/100 objective=0.514887
epoch=4/100 objective=0.505307
epoch=5/100 objective=0.531511
epoch=6/100 objective=0.548903
epoch=7/100 objective=0.520214
epoch=8/100 objective=0.504668
epoch=9/100 objective=0.507756
epoch=10/100 objective=0.518435
epoch=11/100 objective=0.519903
epoch=12/100 objective=0.514620
epoch=13/100 objective=0.500646
epoch=14/100 objective=0.505006
epoch=15/100 objective=0.512164
epoch=16/100 objective=0.505951
epoch=17/100 objective=0.517039
epoch=18/100 objective=0.527178
epoch=19/100 objective=0.500363
epoch=20/100 objective=0.504886
epoch=21/100 objective=0.508188
epoch=22/100 objective=0.502219
epoch=23/100 objective=0.503386
epoch=24/100 objective=0.514926
epoch=25/100 objective=0.501727
epoch=26/100 objective=0.498336
epoch=27/100 objective=0.499250
epoch=28/100 objective=0.493333
epoch=29/100 objective=0.492114
epoch=30/100 objective=0.490085
epoch=31/100 objective=0.491631
epoch=32/100 objective=0.482148
epoch=33/100 objective=0.486137
epoch=34/100 objective=0.505899
epoch=35/100 objective=0.499158
epoch=36/100 objective=0.516727
epoch=37/100 objective=0.509038
epoch=38/100 objective=0.502245
epoch=39/100 objective=0.495327
epoch=40/100 objective=0.492767
epoch=41/100 objective=0.493018
epoch=42/100 objective=0.491525
epoch=43/100 objective=0.485603
epoch=44/100 objective=0.481141
epoch=45/100 objective=0.485028
epoch=46/100 objective=0.526818
epoch=47/100 objective=0.494744
epoch=48/100 objective=0.486916
epoch=49/100 objective=0.488053
epoch=50/100 objective=0.489858
epoch=51/100 objective=0.479937
epoch=52/100 objective=0.489013
epoch=53/100 objective=0.485460
epoch=54/100 objective=0.480502
epoch=55/100 objective=0.481281
epoch=56/100 objective=0.492953
epoch=57/100 objective=0.509273
epoch=58/100 objective=0.476062
epoch=59/100 objective=0.486601
epoch=60/100 objective=0.488852
epoch=61/100 objective=0.480728
epoch=62/100 objective=0.478214
epoch=63/100 objective=0.479245
epoch=64/100 objective=0.470704
epoch=65/100 objective=0.478182
epoch=66/100 objective=0.489729
epoch=67/100 objective=0.473192
epoch=68/100 objective=0.470141
epoch=69/100 objective=0.473227
epoch=70/100 objective=0.471365
epoch=71/100 objective=0.469909
epoch=72/100 objective=0.477855
epoch=73/100 objective=0.466609
epoch=74/100 objective=0.466333
epoch=75/100 objective=0.465187
epoch=76/100 objective=0.463254
epoch=77/100 objective=0.462965
epoch=78/100 objective=0.467123
epoch=79/100 objective=0.463118
epoch=80/100 objective=0.460626
epoch=81/100 objective=0.462490
epoch=82/100 objective=0.461849
epoch=83/100 objective=0.458945
epoch=84/100 objective=0.461481
epoch=85/100 objective=0.462533
epoch=86/100 objective=0.459054
epoch=87/100 objective=0.459182
epoch=88/100 objective=0.458497
epoch=89/100 objective=0.457919
epoch=90/100 objective=0.457822
epoch=91/100 objective=0.458237
epoch=92/100 objective=0.457263
epoch=93/100 objective=0.456849
epoch=94/100 objective=0.456557
epoch=95/100 objective=0.456435
epoch=96/100 objective=0.456471
epoch=97/100 objective=0.456375
epoch=98/100 objective=0.456298
epoch=99/100 objective=0.456292
epoch=100/100 objective=0.456272
[DONE] target=PETS_CREDIT_low_eff_su2_r1_d6_b04__none model=/home/najeeb/qurift_satML/pets_runs/pets_credit_defense_training/PETS_CREDIT_low_eff_su2_r1_d6_b04__none/target_model.pt
