All arguments: ['/home/najeeb/qurift_satML/pets_tools/train_defended_target.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_defense_training_targets_confirmatory.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b04__hamp_train', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--device', 'cuda', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='2'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
epoch=1/100 objective=0.685116
epoch=2/100 objective=0.681533
epoch=3/100 objective=0.681998
epoch=4/100 objective=0.680714
epoch=5/100 objective=0.683025
epoch=6/100 objective=0.685809
epoch=7/100 objective=0.681463
epoch=8/100 objective=0.681370
epoch=9/100 objective=0.681718
epoch=10/100 objective=0.681059
epoch=11/100 objective=0.681560
epoch=12/100 objective=0.681090
epoch=13/100 objective=0.680612
epoch=14/100 objective=0.680860
epoch=15/100 objective=0.681214
epoch=16/100 objective=0.680474
epoch=17/100 objective=0.681182
epoch=18/100 objective=0.682500
epoch=19/100 objective=0.681207
epoch=20/100 objective=0.680357
epoch=21/100 objective=0.680649
epoch=22/100 objective=0.681443
epoch=23/100 objective=0.681709
epoch=24/100 objective=0.682453
epoch=25/100 objective=0.681501
epoch=26/100 objective=0.681106
epoch=27/100 objective=0.680630
epoch=28/100 objective=0.681082
epoch=29/100 objective=0.680975
epoch=30/100 objective=0.680499
epoch=31/100 objective=0.680490
epoch=32/100 objective=0.680151
epoch=33/100 objective=0.679848
epoch=34/100 objective=0.680687
epoch=35/100 objective=0.680266
epoch=36/100 objective=0.681624
epoch=37/100 objective=0.681109
epoch=38/100 objective=0.680839
epoch=39/100 objective=0.680793
epoch=40/100 objective=0.680161
epoch=41/100 objective=0.680632
epoch=42/100 objective=0.680676
epoch=43/100 objective=0.680371
epoch=44/100 objective=0.679962
epoch=45/100 objective=0.679732
epoch=46/100 objective=0.682592
epoch=47/100 objective=0.680201
epoch=48/100 objective=0.680319
epoch=49/100 objective=0.680225
epoch=50/100 objective=0.680957
epoch=51/100 objective=0.680091
epoch=52/100 objective=0.680474
epoch=53/100 objective=0.680544
epoch=54/100 objective=0.680030
epoch=55/100 objective=0.680142
epoch=56/100 objective=0.680848
epoch=57/100 objective=0.681442
epoch=58/100 objective=0.679841
epoch=59/100 objective=0.680410
epoch=60/100 objective=0.680405
epoch=61/100 objective=0.680018
epoch=62/100 objective=0.679975
epoch=63/100 objective=0.679946
epoch=64/100 objective=0.679666
epoch=65/100 objective=0.679916
epoch=66/100 objective=0.680529
epoch=67/100 objective=0.679739
epoch=68/100 objective=0.679621
epoch=69/100 objective=0.679857
epoch=70/100 objective=0.679850
epoch=71/100 objective=0.679676
epoch=72/100 objective=0.680037
epoch=73/100 objective=0.679450
epoch=74/100 objective=0.679475
epoch=75/100 objective=0.679417
epoch=76/100 objective=0.679362
epoch=77/100 objective=0.679341
epoch=78/100 objective=0.679480
epoch=79/100 objective=0.679324
epoch=80/100 objective=0.679228
epoch=81/100 objective=0.679369
epoch=82/100 objective=0.679340
epoch=83/100 objective=0.679118
epoch=84/100 objective=0.679276
epoch=85/100 objective=0.679315
epoch=86/100 objective=0.679137
epoch=87/100 objective=0.679144
epoch=88/100 objective=0.679098
epoch=89/100 objective=0.679066
epoch=90/100 objective=0.679060
epoch=91/100 objective=0.679096
epoch=92/100 objective=0.679033
epoch=93/100 objective=0.679009
epoch=94/100 objective=0.678993
epoch=95/100 objective=0.678987
epoch=96/100 objective=0.678991
epoch=97/100 objective=0.678984
epoch=98/100 objective=0.678979
epoch=99/100 objective=0.678979
epoch=100/100 objective=0.678977
[DONE] target=PETS_CREDIT_low_eff_su2_r1_d6_b04__hamp_train model=/home/najeeb/qurift_satML/pets_runs/pets_credit_defense_training/PETS_CREDIT_low_eff_su2_r1_d6_b04__hamp_train/target_model.pt
