All arguments: ['/home/najeeb/qurift_satML/pets_tools/train_defended_target.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_defense_training_targets_confirmatory.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b03__hamp_train', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--device', 'cuda', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='6'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
epoch=1/100 objective=0.683701
epoch=2/100 objective=0.682511
epoch=3/100 objective=0.679837
epoch=4/100 objective=0.678144
epoch=5/100 objective=0.679301
epoch=6/100 objective=0.678242
epoch=7/100 objective=0.679040
epoch=8/100 objective=0.678410
epoch=9/100 objective=0.678131
epoch=10/100 objective=0.679003
epoch=11/100 objective=0.677963
epoch=12/100 objective=0.679176
epoch=13/100 objective=0.678031
epoch=14/100 objective=0.677657
epoch=15/100 objective=0.678191
epoch=16/100 objective=0.678497
epoch=17/100 objective=0.677180
epoch=18/100 objective=0.676726
epoch=19/100 objective=0.677796
epoch=20/100 objective=0.676575
epoch=21/100 objective=0.676687
epoch=22/100 objective=0.676399
epoch=23/100 objective=0.677631
epoch=24/100 objective=0.679391
epoch=25/100 objective=0.678564
epoch=26/100 objective=0.677072
epoch=27/100 objective=0.677171
epoch=28/100 objective=0.676037
epoch=29/100 objective=0.677868
epoch=30/100 objective=0.676993
epoch=31/100 objective=0.676885
epoch=32/100 objective=0.676579
epoch=33/100 objective=0.678919
epoch=34/100 objective=0.678255
epoch=35/100 objective=0.676269
epoch=36/100 objective=0.675349
epoch=37/100 objective=0.675281
epoch=38/100 objective=0.674450
epoch=39/100 objective=0.675753
epoch=40/100 objective=0.676050
epoch=41/100 objective=0.674975
epoch=42/100 objective=0.679347
epoch=43/100 objective=0.676351
epoch=44/100 objective=0.676010
epoch=45/100 objective=0.676966
epoch=46/100 objective=0.675432
epoch=47/100 objective=0.676735
epoch=48/100 objective=0.675510
epoch=49/100 objective=0.675548
epoch=50/100 objective=0.675107
epoch=51/100 objective=0.675398
epoch=52/100 objective=0.674615
epoch=53/100 objective=0.675052
epoch=54/100 objective=0.674633
epoch=55/100 objective=0.675395
epoch=56/100 objective=0.675997
epoch=57/100 objective=0.675485
epoch=58/100 objective=0.674902
epoch=59/100 objective=0.674733
epoch=60/100 objective=0.674190
epoch=61/100 objective=0.674664
epoch=62/100 objective=0.674396
epoch=63/100 objective=0.674618
epoch=64/100 objective=0.674600
epoch=65/100 objective=0.674831
epoch=66/100 objective=0.674120
epoch=67/100 objective=0.674421
epoch=68/100 objective=0.674095
epoch=69/100 objective=0.674100
epoch=70/100 objective=0.674234
epoch=71/100 objective=0.674359
epoch=72/100 objective=0.674635
epoch=73/100 objective=0.674622
epoch=74/100 objective=0.674231
epoch=75/100 objective=0.674182
epoch=76/100 objective=0.673856
epoch=77/100 objective=0.674000
epoch=78/100 objective=0.673921
epoch=79/100 objective=0.674171
epoch=80/100 objective=0.673814
epoch=81/100 objective=0.673708
epoch=82/100 objective=0.673644
epoch=83/100 objective=0.673672
epoch=84/100 objective=0.673538
epoch=85/100 objective=0.673589
epoch=86/100 objective=0.673570
epoch=87/100 objective=0.673576
epoch=88/100 objective=0.673473
epoch=89/100 objective=0.673520
epoch=90/100 objective=0.673476
epoch=91/100 objective=0.673443
epoch=92/100 objective=0.673441
epoch=93/100 objective=0.673439
epoch=94/100 objective=0.673403
epoch=95/100 objective=0.673400
epoch=96/100 objective=0.673395
epoch=97/100 objective=0.673381
epoch=98/100 objective=0.673380
epoch=99/100 objective=0.673377
epoch=100/100 objective=0.673375
[DONE] target=PETS_CREDIT_high_eff_su2_r5_d6_b03__hamp_train model=/home/najeeb/qurift_satML/pets_runs/pets_credit_defense_training/PETS_CREDIT_high_eff_su2_r5_d6_b03__hamp_train/target_model.pt
