All arguments: ['/home/najeeb/qurift_satML/pets_tools/train_defended_target.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_defense_training_targets_confirmatory.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b04__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--device', 'cuda', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='0'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
epoch=1/100 objective=0.573563
epoch=2/100 objective=0.510892
epoch=3/100 objective=0.510505
epoch=4/100 objective=0.488780
epoch=5/100 objective=0.508919
epoch=6/100 objective=0.520131
epoch=7/100 objective=0.491057
epoch=8/100 objective=0.475987
epoch=9/100 objective=0.486170
epoch=10/100 objective=0.494618
epoch=11/100 objective=0.464642
epoch=12/100 objective=0.459217
epoch=13/100 objective=0.462186
epoch=14/100 objective=0.464211
epoch=15/100 objective=0.478681
epoch=16/100 objective=0.467017
epoch=17/100 objective=0.496083
epoch=18/100 objective=0.527454
epoch=19/100 objective=0.457816
epoch=20/100 objective=0.452377
epoch=21/100 objective=0.432391
epoch=22/100 objective=0.454317
epoch=23/100 objective=0.468663
epoch=24/100 objective=0.458275
epoch=25/100 objective=0.447621
epoch=26/100 objective=0.437838
epoch=27/100 objective=0.444582
epoch=28/100 objective=0.442584
epoch=29/100 objective=0.450143
epoch=30/100 objective=0.419514
epoch=31/100 objective=0.429366
epoch=32/100 objective=0.410557
epoch=33/100 objective=0.408851
epoch=34/100 objective=0.447394
epoch=35/100 objective=0.430789
epoch=36/100 objective=0.453685
epoch=37/100 objective=0.435350
epoch=38/100 objective=0.420238
epoch=39/100 objective=0.442137
epoch=40/100 objective=0.440948
epoch=41/100 objective=0.427195
epoch=42/100 objective=0.416338
epoch=43/100 objective=0.415685
epoch=44/100 objective=0.401051
epoch=45/100 objective=0.397848
epoch=46/100 objective=0.454278
epoch=47/100 objective=0.411016
epoch=48/100 objective=0.399551
epoch=49/100 objective=0.406060
epoch=50/100 objective=0.396430
epoch=51/100 objective=0.395454
epoch=52/100 objective=0.400059
epoch=53/100 objective=0.398182
epoch=54/100 objective=0.380167
epoch=55/100 objective=0.388903
epoch=56/100 objective=0.405808
epoch=57/100 objective=0.384635
epoch=58/100 objective=0.385518
epoch=59/100 objective=0.407641
epoch=60/100 objective=0.390667
epoch=61/100 objective=0.382150
epoch=62/100 objective=0.387540
epoch=63/100 objective=0.377409
epoch=64/100 objective=0.377989
epoch=65/100 objective=0.377721
epoch=66/100 objective=0.388765
epoch=67/100 objective=0.375998
epoch=68/100 objective=0.367358
epoch=69/100 objective=0.374059
epoch=70/100 objective=0.373147
epoch=71/100 objective=0.374099
epoch=72/100 objective=0.387223
epoch=73/100 objective=0.366522
epoch=74/100 objective=0.364891
epoch=75/100 objective=0.364604
epoch=76/100 objective=0.364694
epoch=77/100 objective=0.363143
epoch=78/100 objective=0.364361
epoch=79/100 objective=0.363553
epoch=80/100 objective=0.360715
epoch=81/100 objective=0.361102
epoch=82/100 objective=0.360885
epoch=83/100 objective=0.357577
epoch=84/100 objective=0.359523
epoch=85/100 objective=0.358790
epoch=86/100 objective=0.357429
epoch=87/100 objective=0.359626
epoch=88/100 objective=0.357155
epoch=89/100 objective=0.356148
epoch=90/100 objective=0.356331
epoch=91/100 objective=0.355920
epoch=92/100 objective=0.355270
epoch=93/100 objective=0.355075
epoch=94/100 objective=0.354830
epoch=95/100 objective=0.354574
epoch=96/100 objective=0.354616
epoch=97/100 objective=0.354462
epoch=98/100 objective=0.354388
epoch=99/100 objective=0.354317
epoch=100/100 objective=0.354294
[DONE] target=PETS_CREDIT_high_eff_su2_r5_d6_b04__none model=/home/najeeb/qurift_satML/pets_runs/pets_credit_defense_training/PETS_CREDIT_high_eff_su2_r5_d6_b04__none/target_model.pt
