All arguments: ['/home/najeeb/qurift_satML/pets_tools/train_defended_target.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_defense_training_targets_confirmatory.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b03__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--device', 'cuda', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='4'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
epoch=1/100 objective=0.539417
epoch=2/100 objective=0.520272
epoch=3/100 objective=0.479637
epoch=4/100 objective=0.464191
epoch=5/100 objective=0.459367
epoch=6/100 objective=0.441959
epoch=7/100 objective=0.479321
epoch=8/100 objective=0.447575
epoch=9/100 objective=0.439184
epoch=10/100 objective=0.471800
epoch=11/100 objective=0.468159
epoch=12/100 objective=0.446933
epoch=13/100 objective=0.444536
epoch=14/100 objective=0.433293
epoch=15/100 objective=0.474561
epoch=16/100 objective=0.447169
epoch=17/100 objective=0.458026
epoch=18/100 objective=0.423074
epoch=19/100 objective=0.454337
epoch=20/100 objective=0.418467
epoch=21/100 objective=0.438904
epoch=22/100 objective=0.418175
epoch=23/100 objective=0.452708
epoch=24/100 objective=0.440678
epoch=25/100 objective=0.421178
epoch=26/100 objective=0.421902
epoch=27/100 objective=0.419080
epoch=28/100 objective=0.409685
epoch=29/100 objective=0.454016
epoch=30/100 objective=0.415174
epoch=31/100 objective=0.426640
epoch=32/100 objective=0.415721
epoch=33/100 objective=0.451116
epoch=34/100 objective=0.439812
epoch=35/100 objective=0.409418
epoch=36/100 objective=0.403443
epoch=37/100 objective=0.394127
epoch=38/100 objective=0.387857
epoch=39/100 objective=0.410342
epoch=40/100 objective=0.413901
epoch=41/100 objective=0.398293
epoch=42/100 objective=0.425444
epoch=43/100 objective=0.422115
epoch=44/100 objective=0.391089
epoch=45/100 objective=0.405751
epoch=46/100 objective=0.384429
epoch=47/100 objective=0.398347
epoch=48/100 objective=0.384886
epoch=49/100 objective=0.385720
epoch=50/100 objective=0.377851
epoch=51/100 objective=0.378981
epoch=52/100 objective=0.379819
epoch=53/100 objective=0.374861
epoch=54/100 objective=0.373103
epoch=55/100 objective=0.377234
epoch=56/100 objective=0.389239
epoch=57/100 objective=0.382696
epoch=58/100 objective=0.374700
epoch=59/100 objective=0.373166
epoch=60/100 objective=0.365290
epoch=61/100 objective=0.375380
epoch=62/100 objective=0.364192
epoch=63/100 objective=0.371005
epoch=64/100 objective=0.364809
epoch=65/100 objective=0.366543
epoch=66/100 objective=0.361396
epoch=67/100 objective=0.371008
epoch=68/100 objective=0.359550
epoch=69/100 objective=0.359695
epoch=70/100 objective=0.368029
epoch=71/100 objective=0.367927
epoch=72/100 objective=0.367899
epoch=73/100 objective=0.365286
epoch=74/100 objective=0.361711
epoch=75/100 objective=0.360260
epoch=76/100 objective=0.356998
epoch=77/100 objective=0.361668
epoch=78/100 objective=0.357196
epoch=79/100 objective=0.359449
epoch=80/100 objective=0.353343
epoch=81/100 objective=0.355600
epoch=82/100 objective=0.354634
epoch=83/100 objective=0.353636
epoch=84/100 objective=0.350724
epoch=85/100 objective=0.352175
epoch=86/100 objective=0.351533
epoch=87/100 objective=0.351285
epoch=88/100 objective=0.350305
epoch=89/100 objective=0.350026
epoch=90/100 objective=0.349845
epoch=91/100 objective=0.349065
epoch=92/100 objective=0.348884
epoch=93/100 objective=0.349128
epoch=94/100 objective=0.348482
epoch=95/100 objective=0.348387
epoch=96/100 objective=0.348220
epoch=97/100 objective=0.348044
epoch=98/100 objective=0.347990
epoch=99/100 objective=0.347929
epoch=100/100 objective=0.347913
[DONE] target=PETS_CREDIT_high_eff_su2_r5_d6_b03__none model=/home/najeeb/qurift_satML/pets_runs/pets_credit_defense_training/PETS_CREDIT_high_eff_su2_r5_d6_b03__none/target_model.pt
