All arguments: ['/home/najeeb/qurift_satML/pets_tools/train_defended_target.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_defense_training_targets_confirmatory.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b02__hamp_train', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--device', 'cuda', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='2'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
epoch=1/100 objective=0.689437
epoch=2/100 objective=0.681963
epoch=3/100 objective=0.682531
epoch=4/100 objective=0.682850
epoch=5/100 objective=0.681540
epoch=6/100 objective=0.680988
epoch=7/100 objective=0.681382
epoch=8/100 objective=0.680999
epoch=9/100 objective=0.680795
epoch=10/100 objective=0.680829
epoch=11/100 objective=0.683947
epoch=12/100 objective=0.681623
epoch=13/100 objective=0.681884
epoch=14/100 objective=0.681944
epoch=15/100 objective=0.682977
epoch=16/100 objective=0.682032
epoch=17/100 objective=0.682410
epoch=18/100 objective=0.681596
epoch=19/100 objective=0.681302
epoch=20/100 objective=0.680585
epoch=21/100 objective=0.682782
epoch=22/100 objective=0.681596
epoch=23/100 objective=0.681103
epoch=24/100 objective=0.682239
epoch=25/100 objective=0.681703
epoch=26/100 objective=0.682538
epoch=27/100 objective=0.680915
epoch=28/100 objective=0.681415
epoch=29/100 objective=0.680988
epoch=30/100 objective=0.680616
epoch=31/100 objective=0.683354
epoch=32/100 objective=0.681230
epoch=33/100 objective=0.681017
epoch=34/100 objective=0.681016
epoch=35/100 objective=0.682260
epoch=36/100 objective=0.681513
epoch=37/100 objective=0.680789
epoch=38/100 objective=0.680619
epoch=39/100 objective=0.680782
epoch=40/100 objective=0.680564
epoch=41/100 objective=0.681449
epoch=42/100 objective=0.680798
epoch=43/100 objective=0.681673
epoch=44/100 objective=0.680445
epoch=45/100 objective=0.680789
epoch=46/100 objective=0.680089
epoch=47/100 objective=0.681878
epoch=48/100 objective=0.680501
epoch=49/100 objective=0.680453
epoch=50/100 objective=0.680348
epoch=51/100 objective=0.680547
epoch=52/100 objective=0.680551
epoch=53/100 objective=0.680314
epoch=54/100 objective=0.681159
epoch=55/100 objective=0.680938
epoch=56/100 objective=0.680490
epoch=57/100 objective=0.680497
epoch=58/100 objective=0.680028
epoch=59/100 objective=0.680094
epoch=60/100 objective=0.680499
epoch=61/100 objective=0.679792
epoch=62/100 objective=0.679912
epoch=63/100 objective=0.680296
epoch=64/100 objective=0.680148
epoch=65/100 objective=0.679632
epoch=66/100 objective=0.679924
epoch=67/100 objective=0.679576
epoch=68/100 objective=0.680023
epoch=69/100 objective=0.680345
epoch=70/100 objective=0.680041
epoch=71/100 objective=0.679693
epoch=72/100 objective=0.679601
epoch=73/100 objective=0.679523
epoch=74/100 objective=0.679629
epoch=75/100 objective=0.679380
epoch=76/100 objective=0.679399
epoch=77/100 objective=0.679607
epoch=78/100 objective=0.679735
epoch=79/100 objective=0.679724
epoch=80/100 objective=0.679758
epoch=81/100 objective=0.679255
epoch=82/100 objective=0.679464
epoch=83/100 objective=0.679271
epoch=84/100 objective=0.679347
epoch=85/100 objective=0.679142
epoch=86/100 objective=0.679185
epoch=87/100 objective=0.679187
epoch=88/100 objective=0.679086
epoch=89/100 objective=0.679100
epoch=90/100 objective=0.679042
epoch=91/100 objective=0.679034
epoch=92/100 objective=0.679016
epoch=93/100 objective=0.679046
epoch=94/100 objective=0.678988
epoch=95/100 objective=0.678982
epoch=96/100 objective=0.678980
epoch=97/100 objective=0.678974
epoch=98/100 objective=0.678971
epoch=99/100 objective=0.678968
epoch=100/100 objective=0.678966
[DONE] target=PETS_CREDIT_low_eff_su2_r1_d6_b02__hamp_train model=/home/najeeb/qurift_satML/pets_runs/pets_credit_defense_training/PETS_CREDIT_low_eff_su2_r1_d6_b02__hamp_train/target_model.pt
