All arguments: ['/home/najeeb/qurift_satML/pets_tools/train_defended_target.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_defense_training_targets_confirmatory.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--device', 'cuda', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='2'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
epoch=1/100 objective=0.684083
epoch=2/100 objective=0.680383
epoch=3/100 objective=0.680555
epoch=4/100 objective=0.681180
epoch=5/100 objective=0.679684
epoch=6/100 objective=0.679255
epoch=7/100 objective=0.679633
epoch=8/100 objective=0.679438
epoch=9/100 objective=0.679180
epoch=10/100 objective=0.679528
epoch=11/100 objective=0.680219
epoch=12/100 objective=0.679041
epoch=13/100 objective=0.679627
epoch=14/100 objective=0.679706
epoch=15/100 objective=0.680144
epoch=16/100 objective=0.680734
epoch=17/100 objective=0.680256
epoch=18/100 objective=0.680010
epoch=19/100 objective=0.679700
epoch=20/100 objective=0.679297
epoch=21/100 objective=0.681107
epoch=22/100 objective=0.679936
epoch=23/100 objective=0.679392
epoch=24/100 objective=0.679738
epoch=25/100 objective=0.679278
epoch=26/100 objective=0.679752
epoch=27/100 objective=0.678369
epoch=28/100 objective=0.678683
epoch=29/100 objective=0.679220
epoch=30/100 objective=0.678071
epoch=31/100 objective=0.680274
epoch=32/100 objective=0.680574
epoch=33/100 objective=0.678816
epoch=34/100 objective=0.679355
epoch=35/100 objective=0.680254
epoch=36/100 objective=0.679634
epoch=37/100 objective=0.677925
epoch=38/100 objective=0.678139
epoch=39/100 objective=0.677913
epoch=40/100 objective=0.677909
epoch=41/100 objective=0.678505
epoch=42/100 objective=0.677471
epoch=43/100 objective=0.679675
epoch=44/100 objective=0.677711
epoch=45/100 objective=0.678166
epoch=46/100 objective=0.677357
epoch=47/100 objective=0.677525
epoch=48/100 objective=0.677211
epoch=49/100 objective=0.677160
epoch=50/100 objective=0.677106
epoch=51/100 objective=0.677618
epoch=52/100 objective=0.677435
epoch=53/100 objective=0.677016
epoch=54/100 objective=0.679345
epoch=55/100 objective=0.679085
epoch=56/100 objective=0.677689
epoch=57/100 objective=0.677073
epoch=58/100 objective=0.676835
epoch=59/100 objective=0.677048
epoch=60/100 objective=0.677075
epoch=61/100 objective=0.676190
epoch=62/100 objective=0.676277
epoch=63/100 objective=0.676131
epoch=64/100 objective=0.676184
epoch=65/100 objective=0.675853
epoch=66/100 objective=0.676656
epoch=67/100 objective=0.675990
epoch=68/100 objective=0.676129
epoch=69/100 objective=0.676071
epoch=70/100 objective=0.675852
epoch=71/100 objective=0.675622
epoch=72/100 objective=0.675261
epoch=73/100 objective=0.675330
epoch=74/100 objective=0.675362
epoch=75/100 objective=0.675103
epoch=76/100 objective=0.675191
epoch=77/100 objective=0.675178
epoch=78/100 objective=0.675314
epoch=79/100 objective=0.675054
epoch=80/100 objective=0.675125
epoch=81/100 objective=0.674894
epoch=82/100 objective=0.675089
epoch=83/100 objective=0.674851
epoch=84/100 objective=0.674825
epoch=85/100 objective=0.674753
epoch=86/100 objective=0.674670
epoch=87/100 objective=0.674605
epoch=88/100 objective=0.674580
epoch=89/100 objective=0.674590
epoch=90/100 objective=0.674553
epoch=91/100 objective=0.674474
epoch=92/100 objective=0.674464
epoch=93/100 objective=0.674462
epoch=94/100 objective=0.674444
epoch=95/100 objective=0.674439
epoch=96/100 objective=0.674422
epoch=97/100 objective=0.674416
epoch=98/100 objective=0.674408
epoch=99/100 objective=0.674403
epoch=100/100 objective=0.674402
[DONE] target=PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train model=/home/najeeb/qurift_satML/pets_runs/pets_credit_defense_training/PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train/target_model.pt
