All arguments: ['/home/najeeb/qurift_satML/pets_tools/train_defended_target.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_defense_training_targets_confirmatory.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b02__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--device', 'cuda', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='0'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
epoch=1/100 objective=0.545533
epoch=2/100 objective=0.533879
epoch=3/100 objective=0.525322
epoch=4/100 objective=0.535631
epoch=5/100 objective=0.522048
epoch=6/100 objective=0.517106
epoch=7/100 objective=0.520642
epoch=8/100 objective=0.515845
epoch=9/100 objective=0.510544
epoch=10/100 objective=0.524318
epoch=11/100 objective=0.535383
epoch=12/100 objective=0.522302
epoch=13/100 objective=0.526256
epoch=14/100 objective=0.520065
epoch=15/100 objective=0.524610
epoch=16/100 objective=0.525352
epoch=17/100 objective=0.517750
epoch=18/100 objective=0.515721
epoch=19/100 objective=0.512089
epoch=20/100 objective=0.506381
epoch=21/100 objective=0.529889
epoch=22/100 objective=0.511900
epoch=23/100 objective=0.516282
epoch=24/100 objective=0.519770
epoch=25/100 objective=0.513924
epoch=26/100 objective=0.527953
epoch=27/100 objective=0.504469
epoch=28/100 objective=0.505107
epoch=29/100 objective=0.507766
epoch=30/100 objective=0.509077
epoch=31/100 objective=0.527773
epoch=32/100 objective=0.512176
epoch=33/100 objective=0.506492
epoch=34/100 objective=0.509432
epoch=35/100 objective=0.513318
epoch=36/100 objective=0.512045
epoch=37/100 objective=0.500227
epoch=38/100 objective=0.501312
epoch=39/100 objective=0.497921
epoch=40/100 objective=0.496609
epoch=41/100 objective=0.515938
epoch=42/100 objective=0.508110
epoch=43/100 objective=0.509598
epoch=44/100 objective=0.497261
epoch=45/100 objective=0.499428
epoch=46/100 objective=0.501841
epoch=47/100 objective=0.502086
epoch=48/100 objective=0.498952
epoch=49/100 objective=0.499501
epoch=50/100 objective=0.497883
epoch=51/100 objective=0.496276
epoch=52/100 objective=0.494086
epoch=53/100 objective=0.491246
epoch=54/100 objective=0.508193
epoch=55/100 objective=0.501260
epoch=56/100 objective=0.501206
epoch=57/100 objective=0.491629
epoch=58/100 objective=0.489546
epoch=59/100 objective=0.485490
epoch=60/100 objective=0.494234
epoch=61/100 objective=0.484292
epoch=62/100 objective=0.487906
epoch=63/100 objective=0.489415
epoch=64/100 objective=0.485718
epoch=65/100 objective=0.485526
epoch=66/100 objective=0.482936
epoch=67/100 objective=0.481933
epoch=68/100 objective=0.488550
epoch=69/100 objective=0.486056
epoch=70/100 objective=0.479347
epoch=71/100 objective=0.483500
epoch=72/100 objective=0.479859
epoch=73/100 objective=0.480766
epoch=74/100 objective=0.480481
epoch=75/100 objective=0.476485
epoch=76/100 objective=0.478824
epoch=77/100 objective=0.484346
epoch=78/100 objective=0.480039
epoch=79/100 objective=0.479275
epoch=80/100 objective=0.478683
epoch=81/100 objective=0.476294
epoch=82/100 objective=0.476552
epoch=83/100 objective=0.476386
epoch=84/100 objective=0.477483
epoch=85/100 objective=0.474906
epoch=86/100 objective=0.475006
epoch=87/100 objective=0.476568
epoch=88/100 objective=0.474443
epoch=89/100 objective=0.474734
epoch=90/100 objective=0.474600
epoch=91/100 objective=0.474414
epoch=92/100 objective=0.474003
epoch=93/100 objective=0.474082
epoch=94/100 objective=0.473593
epoch=95/100 objective=0.473567
epoch=96/100 objective=0.473525
epoch=97/100 objective=0.473460
epoch=98/100 objective=0.473422
epoch=99/100 objective=0.473380
epoch=100/100 objective=0.473365
[DONE] target=PETS_CREDIT_low_eff_su2_r1_d6_b02__none model=/home/najeeb/qurift_satML/pets_runs/pets_credit_defense_training/PETS_CREDIT_low_eff_su2_r1_d6_b02__none/target_model.pt
