All arguments: ['/home/najeeb/qurift_satML/pets_tools/train_defended_target.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_defense_training_targets_confirmatory.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b04__l2', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--device', 'cuda', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='1'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
epoch=1/100 objective=0.543730
epoch=2/100 objective=0.516036
epoch=3/100 objective=0.516415
epoch=4/100 objective=0.505842
epoch=5/100 objective=0.534870
epoch=6/100 objective=0.540852
epoch=7/100 objective=0.528873
epoch=8/100 objective=0.503821
epoch=9/100 objective=0.512046
epoch=10/100 objective=0.518820
epoch=11/100 objective=0.519670
epoch=12/100 objective=0.510037
epoch=13/100 objective=0.500192
epoch=14/100 objective=0.503273
epoch=15/100 objective=0.509546
epoch=16/100 objective=0.503977
epoch=17/100 objective=0.518625
epoch=18/100 objective=0.531553
epoch=19/100 objective=0.506380
epoch=20/100 objective=0.504130
epoch=21/100 objective=0.517301
epoch=22/100 objective=0.507355
epoch=23/100 objective=0.506485
epoch=24/100 objective=0.518789
epoch=25/100 objective=0.505356
epoch=26/100 objective=0.501671
epoch=27/100 objective=0.511097
epoch=28/100 objective=0.497877
epoch=29/100 objective=0.498464
epoch=30/100 objective=0.499719
epoch=31/100 objective=0.496775
epoch=32/100 objective=0.491215
epoch=33/100 objective=0.496673
epoch=34/100 objective=0.512296
epoch=35/100 objective=0.502436
epoch=36/100 objective=0.515669
epoch=37/100 objective=0.497289
epoch=38/100 objective=0.499273
epoch=39/100 objective=0.499393
epoch=40/100 objective=0.499340
epoch=41/100 objective=0.505896
epoch=42/100 objective=0.500175
epoch=43/100 objective=0.494641
epoch=44/100 objective=0.492685
epoch=45/100 objective=0.497458
epoch=46/100 objective=0.544883
epoch=47/100 objective=0.501262
epoch=48/100 objective=0.494004
epoch=49/100 objective=0.495547
epoch=50/100 objective=0.497035
epoch=51/100 objective=0.491020
epoch=52/100 objective=0.499023
epoch=53/100 objective=0.493924
epoch=54/100 objective=0.492812
epoch=55/100 objective=0.492800
epoch=56/100 objective=0.503358
epoch=57/100 objective=0.513613
epoch=58/100 objective=0.492484
epoch=59/100 objective=0.495727
epoch=60/100 objective=0.504789
epoch=61/100 objective=0.492229
epoch=62/100 objective=0.491619
epoch=63/100 objective=0.487406
epoch=64/100 objective=0.486824
epoch=65/100 objective=0.491381
epoch=66/100 objective=0.501403
epoch=67/100 objective=0.487585
epoch=68/100 objective=0.485849
epoch=69/100 objective=0.490125
epoch=70/100 objective=0.486654
epoch=71/100 objective=0.485048
epoch=72/100 objective=0.497422
epoch=73/100 objective=0.485630
epoch=74/100 objective=0.483348
epoch=75/100 objective=0.483538
epoch=76/100 objective=0.481633
epoch=77/100 objective=0.481428
epoch=78/100 objective=0.484480
epoch=79/100 objective=0.482880
epoch=80/100 objective=0.479616
epoch=81/100 objective=0.481642
epoch=82/100 objective=0.481708
epoch=83/100 objective=0.478926
epoch=84/100 objective=0.481076
epoch=85/100 objective=0.481922
epoch=86/100 objective=0.479199
epoch=87/100 objective=0.479199
epoch=88/100 objective=0.478783
epoch=89/100 objective=0.478596
epoch=90/100 objective=0.478433
epoch=91/100 objective=0.478849
epoch=92/100 objective=0.478078
epoch=93/100 objective=0.477820
epoch=94/100 objective=0.477676
epoch=95/100 objective=0.477610
epoch=96/100 objective=0.477625
epoch=97/100 objective=0.477546
epoch=98/100 objective=0.477506
epoch=99/100 objective=0.477511
epoch=100/100 objective=0.477499
[DONE] target=PETS_CREDIT_low_eff_su2_r1_d6_b04__l2 model=/home/najeeb/qurift_satML/pets_runs/pets_credit_defense_training/PETS_CREDIT_low_eff_su2_r1_d6_b04__l2/target_model.pt
