effective_defense,structural_role,attack,outcome,count,mean,std
dp_qml,high,confidence,auc,4,0.48677499999999996,0.049471431149704946
dp_qml,high,confidence,balanced_accuracy,4,0.49875,0.022867371223353757
dp_qml,high,confidence,tpr_at_5_fpr,4,0.015,0.005773502691896258
dp_qml,high,confidence,tpr_at_10_fpr,4,0.042499999999999996,0.03304037933599835
dp_qml,high,correctness,auc,4,0.49,0.05400617248673218
dp_qml,high,correctness,balanced_accuracy,4,0.48999999999999994,0.05400617248673215
dp_qml,high,correctness,tpr_at_5_fpr,4,0.0,0.0
dp_qml,high,correctness,tpr_at_10_fpr,4,0.0,0.0
dp_qml,high,entropy,auc,4,0.48360000000000003,0.015164212255614644
dp_qml,high,entropy,balanced_accuracy,4,0.49374999999999997,0.021360009363293873
dp_qml,high,entropy,tpr_at_5_fpr,4,0.035,0.012909944487358056
dp_qml,high,entropy,tpr_at_10_fpr,4,0.0575,0.02362907813126304
dp_qml,high,label_only_hsj,auc,4,0.49281250000000004,0.05031541140644683
dp_qml,high,label_only_hsj,balanced_accuracy,4,0.45625000000000004,0.0657488909919146
dp_qml,high,label_only_hsj,tpr_at_5_fpr,4,0.0125,0.025
dp_qml,high,label_only_hsj,tpr_at_10_fpr,4,0.025,0.02886751345948129
dp_qml,high,learned_pv_stats_logistic,auc,4,0.454175,0.03515142244632506
dp_qml,high,learned_pv_stats_logistic,balanced_accuracy,4,0.48250000000000004,0.018484227510682356
dp_qml,high,learned_pv_stats_logistic,tpr_at_5_fpr,4,0.037500000000000006,0.020615528128088298
dp_qml,high,learned_pv_stats_logistic,tpr_at_10_fpr,4,0.07250000000000001,0.012583057392117914
dp_qml,high,loss,auc,4,0.48677499999999996,0.049471431149704946
dp_qml,high,loss,balanced_accuracy,4,0.49875,0.022867371223353757
dp_qml,high,loss,tpr_at_5_fpr,4,0.015,0.005773502691896258
dp_qml,high,loss,tpr_at_10_fpr,4,0.042499999999999996,0.03304037933599835
dp_qml,high,margin,auc,4,0.48360000000000003,0.015164212255614644
dp_qml,high,margin,balanced_accuracy,4,0.49374999999999997,0.021360009363293873
dp_qml,high,margin,tpr_at_5_fpr,4,0.035,0.012909944487358056
dp_qml,high,margin,tpr_at_10_fpr,4,0.0575,0.02362907813126304
dp_qml,high,maximum_probability,auc,4,0.48360000000000003,0.015164212255614644
dp_qml,high,maximum_probability,balanced_accuracy,4,0.49374999999999997,0.021360009363293873
dp_qml,high,maximum_probability,tpr_at_5_fpr,4,0.035,0.012909944487358056
dp_qml,high,maximum_probability,tpr_at_10_fpr,4,0.0575,0.02362907813126304
