target_id,block_id,structural_cell_id,structural_role,training_defense,defense,attack,attack_fit,auc,balanced_accuracy,tpr_at_5_fpr,tpr_at_10_fpr,threshold,score_direction
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,none,loss,adaptive_defended_calibration,0.5126,0.49,0.13,0.16,-0.5814376473426819,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,none,confidence,adaptive_defended_calibration,0.5126,0.49,0.13,0.16,0.559094101190567,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,none,maximum_probability,adaptive_defended_calibration,0.5118,0.49,0.13,0.15,0.559094101190567,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,none,entropy,adaptive_defended_calibration,0.5118,0.49,0.13,0.15,-0.6861463189125061,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,none,margin,adaptive_defended_calibration,0.5118,0.49,0.13,0.15,0.11818827688694,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,none,correctness,adaptive_defended_calibration,0.495,0.5,0.0,0.0,-inf,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,none,artifact_confidence_tau0.9,dynanoise_artifact_fixed_threshold_appendix,0.5118,0.5,0.13,0.15,0.9,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,none,artifact_loss_tau0.5,dynanoise_artifact_fixed_threshold_appendix,0.5126,0.525,0.13,0.16,-0.5,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,none,learned_pv_stats_logistic,adaptive_defended_calibration,0.44720000000000004,0.45,0.05,0.1,0.5011676415944168,
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,hamp_output,loss,adaptive_defended_calibration,0.49229999999999996,0.49,0.03,0.13,0.5618412494659424,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,hamp_output,confidence,adaptive_defended_calibration,0.49229999999999996,0.49,0.03,0.13,-0.5701583027839661,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,hamp_output,maximum_probability,adaptive_defended_calibration,0.4709,0.48,0.07,0.15,-0.5701583027839661,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,hamp_output,entropy,adaptive_defended_calibration,0.4709,0.48,0.07,0.15,0.6832701563835144,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,hamp_output,margin,adaptive_defended_calibration,0.4709,0.48,0.07,0.15,-0.14031662046909332,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,hamp_output,correctness,adaptive_defended_calibration,0.495,0.5,0.0,0.0,-inf,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,pets_b01,eff_su2_r1_d6,low,hamp_train,hamp_output,learned_pv_stats_logistic,adaptive_defended_calibration,0.47940000000000005,0.48000000000000004,0.06,0.17,0.5068591200169719,
