target_id,block_id,structural_cell_id,structural_role,training_defense,defense,attack,attack_fit,auc,balanced_accuracy,tpr_at_5_fpr,tpr_at_10_fpr,threshold,score_direction
PETS_CREDIT_low_eff_su2_r1_d6_b05__none,pets_b05,eff_su2_r1_d6,low,none,none,loss,adaptive_defended_calibration,0.4641,0.51,0.01,0.04,0.1045011505484581,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b05__none,pets_b05,eff_su2_r1_d6,low,none,none,confidence,adaptive_defended_calibration,0.4641,0.51,0.01,0.04,-0.9007745683193207,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b05__none,pets_b05,eff_su2_r1_d6,low,none,none,maximum_probability,adaptive_defended_calibration,0.5038,0.525,0.08,0.13,-0.9007745683193207,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b05__none,pets_b05,eff_su2_r1_d6,low,none,none,entropy,adaptive_defended_calibration,0.5038,0.525,0.08,0.13,0.323369637131691,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b05__none,pets_b05,eff_su2_r1_d6,low,none,none,margin,adaptive_defended_calibration,0.5038,0.525,0.08,0.13,-0.8015490770339966,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b05__none,pets_b05,eff_su2_r1_d6,low,none,none,correctness,adaptive_defended_calibration,0.505,0.5,0.0,0.0,-inf,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b05__none,pets_b05,eff_su2_r1_d6,low,none,none,artifact_confidence_tau0.9,dynanoise_artifact_fixed_threshold_appendix,0.4962,0.475,0.03,0.08,0.9,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b05__none,pets_b05,eff_su2_r1_d6,low,none,none,artifact_loss_tau0.5,dynanoise_artifact_fixed_threshold_appendix,0.5359,0.5,0.07,0.09,-0.5,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b05__none,pets_b05,eff_su2_r1_d6,low,none,none,learned_pv_stats_logistic,adaptive_defended_calibration,0.5152000000000001,0.535,0.06,0.15,0.45036112143188367,
PETS_CREDIT_low_eff_su2_r1_d6_b05__none,pets_b05,eff_su2_r1_d6,low,none,dynanoise,loss,adaptive_defended_calibration,0.4624,0.47,0.02,0.08,0.6429446339607239,inverted_from_calibration
