outcome,attack,factor,contrast,block_id,block_effect,within_block_pairs
valid_acc,target_model,depth,6 - 2,credit_b01,0.0008333524068196615,6
valid_acc,target_model,depth,6 - 2,credit_b02,0.015833338101704914,6
valid_acc,target_model,depth,6 - 2,credit_b03,-0.0033333301544189453,6
valid_acc,target_model,depth,6 - 2,credit_b04,0.005000005165735881,6
valid_acc,target_model,depth,6 - 2,credit_b05,0.01666667064030965,6
valid_acc,target_model,depth,6 - 2,credit_b06,-0.009999990463256836,6
valid_acc,target_model,depth,6 - 2,credit_b07,-0.004166662693023682,6
valid_acc,target_model,depth,6 - 2,credit_b08,-0.0041666726271311445,6
valid_acc,target_model,feature_map,Z - EfficientSU2,credit_b01,-0.008750006556510925,4
valid_acc,target_model,feature_map,Z - EfficientSU2,credit_b02,-0.01875002682209015,4
valid_acc,target_model,feature_map,Z - EfficientSU2,credit_b03,-0.009999990463256836,4
valid_acc,target_model,feature_map,Z - EfficientSU2,credit_b04,-0.0037500113248825073,4
valid_acc,target_model,feature_map,Z - EfficientSU2,credit_b05,-0.02124999463558197,4
valid_acc,target_model,feature_map,Z - EfficientSU2,credit_b06,-0.014999985694885254,4
valid_acc,target_model,feature_map,Z - EfficientSU2,credit_b07,-0.01124998927116394,4
valid_acc,target_model,feature_map,Z - EfficientSU2,credit_b08,0.0012499988079071045,4
valid_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b01,-0.007500007748603821,4
valid_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b02,0.012499973177909851,4
valid_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b03,-0.017499983310699463,4
valid_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b04,-0.0037500113248825073,4
valid_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b05,-0.013750001788139343,4
valid_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b06,-0.008749991655349731,4
valid_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b07,-0.012499988079071045,4
valid_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b08,0.011250004172325134,4
valid_acc,target_model,feature_map,ZZ - Z,credit_b01,0.0012499988079071045,4
valid_acc,target_model,feature_map,ZZ - Z,credit_b02,0.03125,4
valid_acc,target_model,feature_map,ZZ - Z,credit_b03,-0.007499992847442627,4
valid_acc,target_model,feature_map,ZZ - Z,credit_b04,0.0,4
valid_acc,target_model,feature_map,ZZ - Z,credit_b05,0.007499992847442627,4
valid_acc,target_model,feature_map,ZZ - Z,credit_b06,0.0062499940395355225,4
valid_acc,target_model,feature_map,ZZ - Z,credit_b07,-0.0012499988079071045,4
valid_acc,target_model,feature_map,ZZ - Z,credit_b08,0.01000000536441803,4
test_acc,target_model,repetitions,5 - 1,credit_b01,-0.017666667699813843,6
test_acc,target_model,repetitions,5 - 1,credit_b02,-0.010083317756652832,6
test_acc,target_model,repetitions,5 - 1,credit_b03,-0.023999998966852825,6
test_acc,target_model,repetitions,5 - 1,credit_b04,-0.030500004688898723,6
test_acc,target_model,repetitions,5 - 1,credit_b05,-0.021499991416931152,6
test_acc,target_model,repetitions,5 - 1,credit_b06,-0.006000002225240071,6
test_acc,target_model,repetitions,5 - 1,credit_b07,-0.01141667366027832,6
test_acc,target_model,repetitions,5 - 1,credit_b08,-0.004333327213923137,6
test_acc,target_model,depth,6 - 2,credit_b01,0.0004999935626983643,6
test_acc,target_model,depth,6 - 2,credit_b02,0.003749986489613851,6
test_acc,target_model,depth,6 - 2,credit_b03,0.0014999806880950928,6
test_acc,target_model,depth,6 - 2,credit_b04,-0.00016666452089945474,6
test_acc,target_model,depth,6 - 2,credit_b05,-0.00183333953221639,6
test_acc,target_model,depth,6 - 2,credit_b06,0.007833321889241537,6
test_acc,target_model,depth,6 - 2,credit_b07,0.0017500122388203938,6
test_acc,target_model,depth,6 - 2,credit_b08,-0.00033331910769144696,6
test_acc,target_model,feature_map,Z - EfficientSU2,credit_b01,-0.00550001859664917,4
test_acc,target_model,feature_map,Z - EfficientSU2,credit_b02,-0.0033749938011169434,4
test_acc,target_model,feature_map,Z - EfficientSU2,credit_b03,-0.010375022888183594,4
test_acc,target_model,feature_map,Z - EfficientSU2,credit_b04,-0.008374989032745361,4
test_acc,target_model,feature_map,Z - EfficientSU2,credit_b05,-0.012875005602836609,4
test_acc,target_model,feature_map,Z - EfficientSU2,credit_b06,-0.00887499749660492,4
test_acc,target_model,feature_map,Z - EfficientSU2,credit_b07,-0.007374972105026245,4
test_acc,target_model,feature_map,Z - EfficientSU2,credit_b08,-0.0008749961853027344,4
test_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b01,-0.010875001549720764,4
test_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b02,1.4901161193847656e-08,4
test_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b03,-0.021375000476837158,4
test_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b04,-0.006624996662139893,4
test_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b05,-0.013374999165534973,4
test_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b06,-0.0059999823570251465,4
test_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b07,-0.0033749788999557495,4
test_acc,target_model,feature_map,ZZ - EfficientSU2,credit_b08,-0.0006249845027923584,4
test_acc,target_model,feature_map,ZZ - Z,credit_b01,-0.005374982953071594,4
test_acc,target_model,feature_map,ZZ - Z,credit_b02,0.003375008702278137,4
test_acc,target_model,feature_map,ZZ - Z,credit_b03,-0.010999977588653564,4
test_acc,target_model,feature_map,ZZ - Z,credit_b04,0.0017499923706054688,4
test_acc,target_model,feature_map,ZZ - Z,credit_b05,-0.0004999935626983643,4
test_acc,target_model,feature_map,ZZ - Z,credit_b06,0.002875015139579773,4
test_acc,target_model,feature_map,ZZ - Z,credit_b07,0.003999993205070496,4
test_acc,target_model,feature_map,ZZ - Z,credit_b08,0.000250011682510376,4
gap,target_model,repetitions,5 - 1,credit_b01,0.03933332363764447,6
gap,target_model,repetitions,5 - 1,credit_b02,0.0317499836285909,6
gap,target_model,repetitions,5 - 1,credit_b03,0.08566666642824806,6
gap,target_model,repetitions,5 - 1,credit_b04,0.0988333423932393,6
gap,target_model,repetitions,5 - 1,credit_b05,0.04899999499320984,6
gap,target_model,repetitions,5 - 1,credit_b06,0.021833370129267365,6
gap,target_model,repetitions,5 - 1,credit_b07,0.03891666730244953,6
gap,target_model,repetitions,5 - 1,credit_b08,0.030999988317489614,6
gap,target_model,depth,6 - 2,credit_b01,0.012833336989084865,6
gap,target_model,depth,6 - 2,credit_b02,0.009583353996276866,6
gap,target_model,depth,6 - 2,credit_b03,0.0135000248750051,6
gap,target_model,depth,6 - 2,credit_b04,0.025166670481363906,6
gap,target_model,depth,6 - 2,credit_b05,0.0126666923364004,6
gap,target_model,depth,6 - 2,credit_b06,-0.008666664361953767,6
gap,target_model,depth,6 - 2,credit_b07,0.015749990940094,6
gap,target_model,depth,6 - 2,credit_b08,0.010333309570948282,6
gap,target_model,feature_map,Z - EfficientSU2,credit_b01,0.014250010251998877,4
gap,target_model,feature_map,Z - EfficientSU2,credit_b02,0.0021249800920486485,4
gap,target_model,feature_map,Z - EfficientSU2,credit_b03,0.03037504851818085,4
gap,target_model,feature_map,Z - EfficientSU2,credit_b04,0.008374989032745347,4
gap,target_model,feature_map,Z - EfficientSU2,credit_b05,0.032875016331672675,4
gap,target_model,feature_map,Z - EfficientSU2,credit_b06,0.006374999880790698,4
gap,target_model,feature_map,Z - EfficientSU2,credit_b07,0.007374987006187425,4
gap,target_model,feature_map,Z - EfficientSU2,credit_b08,0.00837501883506775,4
gap,target_model,feature_map,ZZ - EfficientSU2,credit_b01,0.027125000953674303,4
gap,target_model,feature_map,ZZ - EfficientSU2,credit_b02,0.006249979138374322,4
gap,target_model,feature_map,ZZ - EfficientSU2,credit_b03,0.04012502729892728,4
gap,target_model,feature_map,ZZ - EfficientSU2,credit_b04,0.02537499368190757,4
gap,target_model,feature_map,ZZ - EfficientSU2,credit_b05,0.03837500512599945,4
gap,target_model,feature_map,ZZ - EfficientSU2,credit_b06,0.010999992489814776,4
gap,target_model,feature_map,ZZ - EfficientSU2,credit_b07,0.022124990820884677,4
gap,target_model,feature_map,ZZ - EfficientSU2,credit_b08,0.008125007152557349,4
gap,target_model,feature_map,ZZ - Z,credit_b01,0.012874990701675424,4
gap,target_model,feature_map,ZZ - Z,credit_b02,0.004124999046325673,4
gap,target_model,feature_map,ZZ - Z,credit_b03,0.009749978780746427,4
gap,target_model,feature_map,ZZ - Z,credit_b04,0.017000004649162223,4
gap,target_model,feature_map,ZZ - Z,credit_b05,0.005499988794326776,4
gap,target_model,feature_map,ZZ - Z,credit_b06,0.004624992609024077,4
gap,target_model,feature_map,ZZ - Z,credit_b07,0.014750003814697252,4
gap,target_model,feature_map,ZZ - Z,credit_b08,-0.00025001168251040026,4
train_loss,target_model,repetitions,5 - 1,credit_b01,-0.05018819371859232,6
train_loss,target_model,repetitions,5 - 1,credit_b02,-0.04365009069442746,6
train_loss,target_model,repetitions,5 - 1,credit_b03,-0.08486713965733848,6
train_loss,target_model,repetitions,5 - 1,credit_b04,-0.07725808024406433,6
train_loss,target_model,repetitions,5 - 1,credit_b05,-0.053987001379330914,6
train_loss,target_model,repetitions,5 - 1,credit_b06,-0.037265315651893616,6
train_loss,target_model,repetitions,5 - 1,credit_b07,-0.05024406810601554,6
train_loss,target_model,repetitions,5 - 1,credit_b08,-0.05618879695733389,6
train_loss,target_model,depth,6 - 2,credit_b01,-0.038099279006322255,6
train_loss,target_model,depth,6 - 2,credit_b02,-0.023355116446812957,6
train_loss,target_model,depth,6 - 2,credit_b03,-0.0326194961865743,6
train_loss,target_model,depth,6 - 2,credit_b04,-0.05517380436261495,6
train_loss,target_model,depth,6 - 2,credit_b05,-0.025828624765078228,6
train_loss,target_model,depth,6 - 2,credit_b06,-0.020874058206876118,6
train_loss,target_model,depth,6 - 2,credit_b07,-0.034079944094022076,6
train_loss,target_model,depth,6 - 2,credit_b08,-0.025902743140856416,6
train_loss,target_model,feature_map,Z - EfficientSU2,credit_b01,-0.013230860233306885,4
train_loss,target_model,feature_map,Z - EfficientSU2,credit_b02,-0.008173666894435869,4
train_loss,target_model,feature_map,Z - EfficientSU2,credit_b03,-0.036582618951797485,4
train_loss,target_model,feature_map,Z - EfficientSU2,credit_b04,0.015722766518592862,4
train_loss,target_model,feature_map,Z - EfficientSU2,credit_b05,-0.023703843355178805,4
train_loss,target_model,feature_map,Z - EfficientSU2,credit_b06,-0.009241431951522827,4
train_loss,target_model,feature_map,Z - EfficientSU2,credit_b07,-0.014293558895587907,4
train_loss,target_model,feature_map,Z - EfficientSU2,credit_b08,-0.008719123899936704,4
train_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b01,-0.02386952936649321,4
train_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b02,-0.03312882035970689,4
train_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b03,-0.04603717476129533,4
train_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b04,-0.01823887974023817,4
train_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b05,-0.026931487023830414,4
train_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b06,-0.030803218483924852,4
train_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b07,-0.03001850843429564,4
train_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b08,-0.009877294301986708,4
train_loss,target_model,feature_map,ZZ - Z,credit_b01,-0.010638669133186326,4
train_loss,target_model,feature_map,ZZ - Z,credit_b02,-0.024955153465271024,4
train_loss,target_model,feature_map,ZZ - Z,credit_b03,-0.009454555809497847,4
train_loss,target_model,feature_map,ZZ - Z,credit_b04,-0.03396164625883103,4
train_loss,target_model,feature_map,ZZ - Z,credit_b05,-0.0032276436686516086,4
train_loss,target_model,feature_map,ZZ - Z,credit_b06,-0.021561786532402025,4
train_loss,target_model,feature_map,ZZ - Z,credit_b07,-0.015724949538707733,4
train_loss,target_model,feature_map,ZZ - Z,credit_b08,-0.0011581704020500044,4
valid_loss,target_model,repetitions,5 - 1,credit_b01,0.028009956081708254,6
valid_loss,target_model,repetitions,5 - 1,credit_b02,0.013543834288915016,6
valid_loss,target_model,repetitions,5 - 1,credit_b03,0.07809121410051982,6
valid_loss,target_model,repetitions,5 - 1,credit_b04,0.02468647559483846,6
valid_loss,target_model,repetitions,5 - 1,credit_b05,0.03625359137852987,6
valid_loss,target_model,repetitions,5 - 1,credit_b06,0.007789939641952515,6
valid_loss,target_model,repetitions,5 - 1,credit_b07,0.04715835054715475,6
valid_loss,target_model,repetitions,5 - 1,credit_b08,0.0029106438159942627,6
valid_loss,target_model,depth,6 - 2,credit_b01,0.006912435094515483,6
valid_loss,target_model,depth,6 - 2,credit_b02,-0.01914559801419576,6
valid_loss,target_model,depth,6 - 2,credit_b03,0.003900339206059774,6
valid_loss,target_model,depth,6 - 2,credit_b04,0.0002496341864267985,6
valid_loss,target_model,depth,6 - 2,credit_b05,0.004939059416453044,6
valid_loss,target_model,depth,6 - 2,credit_b06,-0.001139312982559204,6
valid_loss,target_model,depth,6 - 2,credit_b07,0.02786754568417867,6
valid_loss,target_model,depth,6 - 2,credit_b08,-0.011722614367802938,6
valid_loss,target_model,feature_map,Z - EfficientSU2,credit_b01,0.024403616786003127,4
valid_loss,target_model,feature_map,Z - EfficientSU2,credit_b02,0.03096357733011247,4
valid_loss,target_model,feature_map,Z - EfficientSU2,credit_b03,0.054419055581092834,4
valid_loss,target_model,feature_map,Z - EfficientSU2,credit_b04,-0.06513809412717819,4
valid_loss,target_model,feature_map,Z - EfficientSU2,credit_b05,0.027985945343971252,4
valid_loss,target_model,feature_map,Z - EfficientSU2,credit_b06,0.032867610454559326,4
valid_loss,target_model,feature_map,Z - EfficientSU2,credit_b07,0.027934283018112183,4
valid_loss,target_model,feature_map,Z - EfficientSU2,credit_b08,-0.005542397499084473,4
valid_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b01,0.021647214889526367,4
valid_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b02,-0.004519581794738783,4
valid_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b03,0.059729620814323425,4
valid_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b04,-0.06842704862356186,4
valid_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b05,0.03631265461444855,4
valid_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b06,0.025494307279586792,4
valid_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b07,0.04566541314125061,4
valid_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b08,-0.017151087522506714,4
valid_loss,target_model,feature_map,ZZ - Z,credit_b01,-0.0027564018964767595,4
valid_loss,target_model,feature_map,ZZ - Z,credit_b02,-0.035483159124851255,4
valid_loss,target_model,feature_map,ZZ - Z,credit_b03,0.005310565233230591,4
valid_loss,target_model,feature_map,ZZ - Z,credit_b04,-0.003288954496383667,4
valid_loss,target_model,feature_map,ZZ - Z,credit_b05,0.008326709270477295,4
valid_loss,target_model,feature_map,ZZ - Z,credit_b06,-0.007373303174972534,4
valid_loss,target_model,feature_map,ZZ - Z,credit_b07,0.017731130123138428,4
valid_loss,target_model,feature_map,ZZ - Z,credit_b08,-0.011608690023422241,4
test_loss,target_model,repetitions,5 - 1,credit_b01,0.03037166098753612,6
test_loss,target_model,repetitions,5 - 1,credit_b02,0.02119181553522746,6
test_loss,target_model,repetitions,5 - 1,credit_b03,0.05890515446662903,6
test_loss,target_model,repetitions,5 - 1,credit_b04,0.08809263507525127,6
test_loss,target_model,repetitions,5 - 1,credit_b05,0.04222908616065979,6
test_loss,target_model,repetitions,5 - 1,credit_b06,0.01532048483689627,6
test_loss,target_model,repetitions,5 - 1,credit_b07,0.03608627120653788,6
test_loss,target_model,repetitions,5 - 1,credit_b08,0.012199431657791138,6
test_loss,target_model,depth,6 - 2,credit_b01,0.0011854519446690785,6
test_loss,target_model,depth,6 - 2,credit_b02,-0.0014624794324239094,6
test_loss,target_model,depth,6 - 2,credit_b03,0.0038928290208180747,6
test_loss,target_model,depth,6 - 2,credit_b04,0.020058979590733845,6
test_loss,target_model,depth,6 - 2,credit_b05,0.0045331815878550214,6
test_loss,target_model,depth,6 - 2,credit_b06,-0.0020290762186050506,6
test_loss,target_model,depth,6 - 2,credit_b07,0.008895546197891235,6
test_loss,target_model,depth,6 - 2,credit_b08,-0.0007006426652272543,6
test_loss,target_model,feature_map,Z - EfficientSU2,credit_b01,0.015340916812419891,4
test_loss,target_model,feature_map,Z - EfficientSU2,credit_b02,0.004888787865638733,4
test_loss,target_model,feature_map,Z - EfficientSU2,credit_b03,0.02830345928668976,4
test_loss,target_model,feature_map,Z - EfficientSU2,credit_b04,-0.006415128707885742,4
test_loss,target_model,feature_map,Z - EfficientSU2,credit_b05,0.033276185393333435,4
test_loss,target_model,feature_map,Z - EfficientSU2,credit_b06,0.016415067017078414,4
test_loss,target_model,feature_map,Z - EfficientSU2,credit_b07,0.021164268255233765,4
test_loss,target_model,feature_map,Z - EfficientSU2,credit_b08,0.009534850716590881,4
test_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b01,0.024840399622917175,4
test_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b02,0.01267540454864502,4
test_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b03,0.049249693751335144,4
test_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b04,0.01792094111442566,4
test_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b05,0.028190597891807556,4
test_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b06,0.024273492395877852,4
test_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b07,0.02664315700531006,4
test_loss,target_model,feature_map,ZZ - EfficientSU2,credit_b08,-4.424154758453369e-05,4
test_loss,target_model,feature_map,ZZ - Z,credit_b01,0.009499482810497284,4
test_loss,target_model,feature_map,ZZ - Z,credit_b02,0.007786616683006287,4
test_loss,target_model,feature_map,ZZ - Z,credit_b03,0.020946234464645386,4
test_loss,target_model,feature_map,ZZ - Z,credit_b04,0.0243360698223114,4
test_loss,target_model,feature_map,ZZ - Z,credit_b05,-0.005085587501525879,4
test_loss,target_model,feature_map,ZZ - Z,credit_b06,0.007858425378799438,4
test_loss,target_model,feature_map,ZZ - Z,credit_b07,0.005478888750076294,4
test_loss,target_model,feature_map,ZZ - Z,credit_b08,-0.009579092264175415,4
loss_gap,target_model,repetitions,5 - 1,credit_b01,0.08055985470612843,6
loss_gap,target_model,repetitions,5 - 1,credit_b02,0.06484190622965492,6
loss_gap,target_model,repetitions,5 - 1,credit_b03,0.1437722941239675,6
loss_gap,target_model,repetitions,5 - 1,credit_b04,0.16535071531931558,6
loss_gap,target_model,repetitions,5 - 1,credit_b05,0.09621608753999071,6
loss_gap,target_model,repetitions,5 - 1,credit_b06,0.052585800488789886,6
loss_gap,target_model,repetitions,5 - 1,credit_b07,0.08633033931255342,6
loss_gap,target_model,repetitions,5 - 1,credit_b08,0.06838822861512503,6
loss_gap,target_model,depth,6 - 2,credit_b01,0.03928473095099133,6
loss_gap,target_model,depth,6 - 2,credit_b02,0.02189263701438905,6
loss_gap,target_model,depth,6 - 2,credit_b03,0.03651232520739237,6
loss_gap,target_model,depth,6 - 2,credit_b04,0.07523278395334879,6
loss_gap,target_model,depth,6 - 2,credit_b05,0.030361806352933247,6
loss_gap,target_model,depth,6 - 2,credit_b06,0.01884498198827107,6
loss_gap,target_model,depth,6 - 2,credit_b07,0.04297549029191331,6
loss_gap,target_model,depth,6 - 2,credit_b08,0.025202100475629163,6
loss_gap,target_model,feature_map,Z - EfficientSU2,credit_b01,0.028571777045726776,4
loss_gap,target_model,feature_map,Z - EfficientSU2,credit_b02,0.013062454760074602,4
loss_gap,target_model,feature_map,Z - EfficientSU2,credit_b03,0.06488607823848724,4
loss_gap,target_model,feature_map,Z - EfficientSU2,credit_b04,-0.022137895226478604,4
loss_gap,target_model,feature_map,Z - EfficientSU2,credit_b05,0.05698002874851224,4
loss_gap,target_model,feature_map,Z - EfficientSU2,credit_b06,0.02565649896860124,4
loss_gap,target_model,feature_map,Z - EfficientSU2,credit_b07,0.03545782715082167,4
loss_gap,target_model,feature_map,Z - EfficientSU2,credit_b08,0.018253974616527585,4
loss_gap,target_model,feature_map,ZZ - EfficientSU2,credit_b01,0.048709928989410387,4
loss_gap,target_model,feature_map,ZZ - EfficientSU2,credit_b02,0.04580422490835191,4
loss_gap,target_model,feature_map,ZZ - EfficientSU2,credit_b03,0.09528686851263048,4
loss_gap,target_model,feature_map,ZZ - EfficientSU2,credit_b04,0.03615982085466382,4
loss_gap,target_model,feature_map,ZZ - EfficientSU2,credit_b05,0.05512208491563797,4
loss_gap,target_model,feature_map,ZZ - EfficientSU2,credit_b06,0.055076710879802704,4
loss_gap,target_model,feature_map,ZZ - EfficientSU2,credit_b07,0.0566616654396057,4
loss_gap,target_model,feature_map,ZZ - EfficientSU2,credit_b08,0.009833052754402175,4
loss_gap,target_model,feature_map,ZZ - Z,credit_b01,0.02013815194368361,4
loss_gap,target_model,feature_map,ZZ - Z,credit_b02,0.03274177014827731,4
loss_gap,target_model,feature_map,ZZ - Z,credit_b03,0.030400790274143233,4
loss_gap,target_model,feature_map,ZZ - Z,credit_b04,0.058297716081142426,4
loss_gap,target_model,feature_map,ZZ - Z,credit_b05,-0.0018579438328742703,4
loss_gap,target_model,feature_map,ZZ - Z,credit_b06,0.029420211911201463,4
loss_gap,target_model,feature_map,ZZ - Z,credit_b07,0.021203838288784027,4
loss_gap,target_model,feature_map,ZZ - Z,credit_b08,-0.00842092186212541,4
auc,confidence,repetitions,5 - 1,credit_b01,0.021915208333333314,6
auc,confidence,repetitions,5 - 1,credit_b02,-0.01352250000000003,6
auc,confidence,repetitions,5 - 1,credit_b03,0.015731041666666685,6
auc,confidence,repetitions,5 - 1,credit_b04,0.03440208333333336,6
auc,confidence,repetitions,5 - 1,credit_b05,0.02179333333333336,6
auc,confidence,repetitions,5 - 1,credit_b06,0.010209791666666662,6
auc,confidence,repetitions,5 - 1,credit_b07,0.025199166666666706,6
auc,confidence,repetitions,5 - 1,credit_b08,0.024223124999999995,6
auc,confidence,depth,6 - 2,credit_b01,0.009537291666666678,6
auc,confidence,depth,6 - 2,credit_b02,-0.0032491666666667287,6
auc,confidence,depth,6 - 2,credit_b03,0.004036458333333326,6
auc,confidence,depth,6 - 2,credit_b04,0.017395000000000004,6
auc,confidence,depth,6 - 2,credit_b05,0.0037358333333332807,6
auc,confidence,depth,6 - 2,credit_b06,-0.0020002083333333365,6
auc,confidence,depth,6 - 2,credit_b07,0.0064329166666666675,6
auc,confidence,depth,6 - 2,credit_b08,0.0074135416666666525,6
auc,confidence,feature_map,Z - EfficientSU2,credit_b01,0.02473812500000004,4
auc,confidence,feature_map,Z - EfficientSU2,credit_b02,-0.006993125000000017,4
auc,confidence,feature_map,Z - EfficientSU2,credit_b03,0.009428437499999942,4
auc,confidence,feature_map,Z - EfficientSU2,credit_b04,0.008359374999999947,4
auc,confidence,feature_map,Z - EfficientSU2,credit_b05,0.008086874999999966,4
auc,confidence,feature_map,Z - EfficientSU2,credit_b06,0.002825625000000026,4
auc,confidence,feature_map,Z - EfficientSU2,credit_b07,0.007459687500000076,4
auc,confidence,feature_map,Z - EfficientSU2,credit_b08,0.010911875000000001,4
auc,confidence,feature_map,ZZ - EfficientSU2,credit_b01,0.01968093749999998,4
auc,confidence,feature_map,ZZ - EfficientSU2,credit_b02,-0.02262562500000001,4
auc,confidence,feature_map,ZZ - EfficientSU2,credit_b03,0.019601562499999947,4
auc,confidence,feature_map,ZZ - EfficientSU2,credit_b04,0.021556875000000003,4
auc,confidence,feature_map,ZZ - EfficientSU2,credit_b05,0.016548124999999983,4
auc,confidence,feature_map,ZZ - EfficientSU2,credit_b06,-0.008019062500000021,4
