effective_defense,attack,outcome,contrast,mean_difference,sd_across_paired_blocks,ci95_low,ci95_high,paired_blocks
hamp_full,maximum_probability,auc,high-low,-0.002899999999999958,0.0,-0.002899999999999958,-0.002899999999999958,1
hamp_output,confidence,auc,high-low,0.06360000000000005,0.0,0.06360000000000005,0.06360000000000005,1
hamp_output,correctness,auc,high-low,0.010000000000000009,0.0,0.010000000000000009,0.010000000000000009,1
hamp_output,entropy,auc,high-low,-0.008599999999999997,0.0,-0.008599999999999997,-0.008599999999999997,1
hamp_output,global_true_class_log_odds,auc,high-low,-0.05070000000000008,0.0,-0.05070000000000008,-0.05070000000000008,1
hamp_output,learned_pv_stats_logistic,auc,high-low,-0.0021000000000000463,0.0,-0.0021000000000000463,-0.0021000000000000463,1
hamp_output,lira_offline,auc,high-low,0.021199999999999997,0.0,0.021199999999999997,0.021199999999999997,1
hamp_output,lira_offline_fixed_variance,auc,high-low,0.00869999999999993,0.0,0.00869999999999993,0.00869999999999993,1
hamp_output,lira_online,auc,high-low,0.01090000000000002,0.0,0.01090000000000002,0.01090000000000002,1
hamp_output,lira_online_fixed_variance,auc,high-low,-0.006099999999999994,0.0,-0.006099999999999994,-0.006099999999999994,1
hamp_output,loss,auc,high-low,0.06360000000000005,0.0,0.06360000000000005,0.06360000000000005,1
hamp_output,margin,auc,high-low,-0.008599999999999997,0.0,-0.008599999999999997,-0.008599999999999997,1
hamp_output,maximum_probability,auc,high-low,-0.008599999999999997,0.0,-0.008599999999999997,-0.008599999999999997,1
hamp_train,confidence,auc,high-low,0.04569999999999996,0.0,0.04569999999999996,0.04569999999999996,1
hamp_train,correctness,auc,high-low,0.015000000000000013,0.0,0.015000000000000013,0.015000000000000013,1
hamp_train,entropy,auc,high-low,0.028699999999999948,0.0,0.028699999999999948,0.028699999999999948,1
hamp_train,label_only_hsj,auc,high-low,-0.16249999999999992,0.0,-0.16249999999999992,-0.16249999999999992,1
hamp_train,learned_pv_stats_logistic,auc,high-low,0.08370000000000005,0.0,0.08370000000000005,0.08370000000000005,1
hamp_train,loss,auc,high-low,0.04569999999999996,0.0,0.04569999999999996,0.04569999999999996,1
hamp_train,margin,auc,high-low,0.028699999999999948,0.0,0.028699999999999948,0.028699999999999948,1
hamp_train,maximum_probability,auc,high-low,0.028699999999999948,0.0,0.028699999999999948,0.028699999999999948,1
l2,confidence,auc,high-low,0.015600000000000003,0.0,0.015600000000000003,0.015600000000000003,1
l2,correctness,auc,high-low,0.0,0.0,0.0,0.0,1
l2,entropy,auc,high-low,0.027300000000000046,0.0,0.027300000000000046,0.027300000000000046,1
l2,global_true_class_log_odds,auc,high-low,-0.0016999999999999238,0.0,-0.0016999999999999238,-0.0016999999999999238,1
l2,label_only_hsj,auc,high-low,0.0,0.0,0.0,0.0,1
l2,learned_pv_stats_logistic,auc,high-low,0.058699999999999974,0.0,0.058699999999999974,0.058699999999999974,1
l2,lira_offline,auc,high-low,-0.0693999999999999,0.0,-0.0693999999999999,-0.0693999999999999,1
l2,lira_offline_fixed_variance,auc,high-low,0.043999999999999984,0.0,0.043999999999999984,0.043999999999999984,1
l2,lira_online,auc,high-low,0.05339999999999995,0.0,0.05339999999999995,0.05339999999999995,1
