attack,effective_defense,baseline_defense,outcome,contrast,mean_difference_in_differences,sd_across_paired_blocks,ci95_low,ci95_high,paired_blocks
label_only_hsj,l2,none,auc,(high-low)_defense-(high-low)_none,0.17874999999999996,0.0,0.17874999999999996,0.17874999999999996,1
label_only_hsj,lattice_round,none,auc,(high-low)_defense-(high-low)_none,0.012499999999999956,0.0,0.012499999999999956,0.012499999999999956,1
label_only_hsj,memgq_lattice_sticky,none,auc,(high-low)_defense-(high-low)_none,-0.004999999999999949,0.0,-0.004999999999999949,-0.004999999999999949,1
learned_pv_stats_logistic,dp_qml,none,auc,(high-low)_defense-(high-low)_none,-0.08739999999999992,0.0,-0.08739999999999992,-0.08739999999999992,1
learned_pv_stats_logistic,dynanoise,none,auc,(high-low)_defense-(high-low)_none,-0.05830000000000002,0.0,-0.05830000000000002,-0.05830000000000002,1
learned_pv_stats_logistic,hamp_full,none,auc,(high-low)_defense-(high-low)_none,-0.0727000000000001,0.0,-0.0727000000000001,-0.0727000000000001,1
learned_pv_stats_logistic,hamp_output,none,auc,(high-low)_defense-(high-low)_none,-0.09370000000000006,0.0,-0.09370000000000006,-0.09370000000000006,1
learned_pv_stats_logistic,hamp_train,none,auc,(high-low)_defense-(high-low)_none,-0.007899999999999963,0.0,-0.007899999999999963,-0.007899999999999963,1
learned_pv_stats_logistic,l2,none,auc,(high-low)_defense-(high-low)_none,-0.03290000000000004,0.0,-0.03290000000000004,-0.03290000000000004,1
learned_pv_stats_logistic,lattice_round,none,auc,(high-low)_defense-(high-low)_none,0.004400000000000015,0.0,0.004400000000000015,0.004400000000000015,1
learned_pv_stats_logistic,logitguard_continuous,none,auc,(high-low)_defense-(high-low)_none,-0.06470000000000009,0.0,-0.06470000000000009,-0.06470000000000009,1
learned_pv_stats_logistic,logitguard_quantized,none,auc,(high-low)_defense-(high-low)_none,-0.06140000000000001,0.0,-0.06140000000000001,-0.06140000000000001,1
learned_pv_stats_logistic,measurementguard_continuous,none,auc,(high-low)_defense-(high-low)_none,-0.1472,0.0,-0.1472,-0.1472,1
learned_pv_stats_logistic,memgq_lattice,none,auc,(high-low)_defense-(high-low)_none,-0.0892,0.0,-0.0892,-0.0892,1
learned_pv_stats_logistic,memgq_lattice_sticky,none,auc,(high-low)_defense-(high-low)_none,-0.07530000000000009,0.0,-0.07530000000000009,-0.07530000000000009,1
learned_pv_stats_logistic,memguard,none,auc,(high-low)_defense-(high-low)_none,-0.07030000000000003,0.0,-0.07030000000000003,-0.07030000000000003,1
lira_offline,dynanoise,none,auc,(high-low)_defense-(high-low)_none,0.10750000000000004,0.0,0.10750000000000004,0.10750000000000004,1
lira_offline,hamp_output,none,auc,(high-low)_defense-(high-low)_none,0.02860000000000007,0.0,0.02860000000000007,0.02860000000000007,1
lira_offline,l2,none,auc,(high-low)_defense-(high-low)_none,-0.06199999999999983,0.0,-0.06199999999999983,-0.06199999999999983,1
lira_offline,lattice_round,none,auc,(high-low)_defense-(high-low)_none,0.009500000000000175,0.0,0.009500000000000175,0.009500000000000175,1
lira_offline,logitguard_continuous,none,auc,(high-low)_defense-(high-low)_none,-0.03199999999999992,0.0,-0.03199999999999992,-0.03199999999999992,1
lira_offline,logitguard_quantized,none,auc,(high-low)_defense-(high-low)_none,-0.03544999999999987,0.0,-0.03544999999999987,-0.03544999999999987,1
lira_offline,measurementguard_continuous,none,auc,(high-low)_defense-(high-low)_none,0.01940000000000003,0.0,0.01940000000000003,0.01940000000000003,1
lira_offline,memgq_lattice,none,auc,(high-low)_defense-(high-low)_none,0.0011000000000000454,0.0,0.0011000000000000454,0.0011000000000000454,1
lira_offline,memgq_lattice_sticky,none,auc,(high-low)_defense-(high-low)_none,0.018900000000000028,0.0,0.018900000000000028,0.018900000000000028,1
lira_offline,memguard,none,auc,(high-low)_defense-(high-low)_none,0.08410000000000001,0.0,0.08410000000000001,0.08410000000000001,1
lira_offline_fixed_variance,dynanoise,none,auc,(high-low)_defense-(high-low)_none,0.0648999999999999,0.0,0.0648999999999999,0.0648999999999999,1
lira_offline_fixed_variance,hamp_output,none,auc,(high-low)_defense-(high-low)_none,0.06319999999999981,0.0,0.06319999999999981,0.06319999999999981,1
lira_offline_fixed_variance,l2,none,auc,(high-low)_defense-(high-low)_none,0.09849999999999987,0.0,0.09849999999999987,0.09849999999999987,1
lira_offline_fixed_variance,lattice_round,none,auc,(high-low)_defense-(high-low)_none,0.007799999999999918,0.0,0.007799999999999918,0.007799999999999918,1
lira_offline_fixed_variance,logitguard_continuous,none,auc,(high-low)_defense-(high-low)_none,0.021399999999999753,0.0,0.021399999999999753,0.021399999999999753,1
lira_offline_fixed_variance,logitguard_quantized,none,auc,(high-low)_defense-(high-low)_none,-0.003450000000000175,0.0,-0.003450000000000175,-0.003450000000000175,1
lira_offline_fixed_variance,measurementguard_continuous,none,auc,(high-low)_defense-(high-low)_none,0.056299999999999906,0.0,0.056299999999999906,0.056299999999999906,1
lira_offline_fixed_variance,memgq_lattice,none,auc,(high-low)_defense-(high-low)_none,0.04469999999999985,0.0,0.04469999999999985,0.04469999999999985,1
lira_offline_fixed_variance,memgq_lattice_sticky,none,auc,(high-low)_defense-(high-low)_none,0.06859999999999988,0.0,0.06859999999999988,0.06859999999999988,1
lira_offline_fixed_variance,memguard,none,auc,(high-low)_defense-(high-low)_none,0.08769999999999989,0.0,0.08769999999999989,0.08769999999999989,1
lira_online,dynanoise,none,auc,(high-low)_defense-(high-low)_none,0.03140000000000004,0.0,0.03140000000000004,0.03140000000000004,1
lira_online,hamp_output,none,auc,(high-low)_defense-(high-low)_none,-0.0872,0.0,-0.0872,-0.0872,1
lira_online,l2,none,auc,(high-low)_defense-(high-low)_none,-0.04470000000000007,0.0,-0.04470000000000007,-0.04470000000000007,1
lira_online,lattice_round,none,auc,(high-low)_defense-(high-low)_none,-0.06480000000000002,0.0,-0.06480000000000002,-0.06480000000000002,1
lira_online,logitguard_continuous,none,auc,(high-low)_defense-(high-low)_none,-0.027699999999999947,0.0,-0.027699999999999947,-0.027699999999999947,1
lira_online,logitguard_quantized,none,auc,(high-low)_defense-(high-low)_none,-0.06169999999999998,0.0,-0.06169999999999998,-0.06169999999999998,1
lira_online,measurementguard_continuous,none,auc,(high-low)_defense-(high-low)_none,-0.025499999999999967,0.0,-0.025499999999999967,-0.025499999999999967,1
lira_online,memgq_lattice,none,auc,(high-low)_defense-(high-low)_none,-0.06330000000000008,0.0,-0.06330000000000008,-0.06330000000000008,1
lira_online,memgq_lattice_sticky,none,auc,(high-low)_defense-(high-low)_none,-0.036100000000000076,0.0,-0.036100000000000076,-0.036100000000000076,1
lira_online,memguard,none,auc,(high-low)_defense-(high-low)_none,-0.027600000000000013,0.0,-0.027600000000000013,-0.027600000000000013,1
lira_online_fixed_variance,dynanoise,none,auc,(high-low)_defense-(high-low)_none,0.23959999999999998,0.0,0.23959999999999998,0.23959999999999998,1
lira_online_fixed_variance,hamp_output,none,auc,(high-low)_defense-(high-low)_none,0.12169999999999992,0.0,0.12169999999999992,0.12169999999999992,1
lira_online_fixed_variance,l2,none,auc,(high-low)_defense-(high-low)_none,0.19919999999999988,0.0,0.19919999999999988,0.19919999999999988,1
lira_online_fixed_variance,lattice_round,none,auc,(high-low)_defense-(high-low)_none,0.0040999999999998815,0.0,0.0040999999999998815,0.0040999999999998815,1
lira_online_fixed_variance,logitguard_continuous,none,auc,(high-low)_defense-(high-low)_none,0.14189999999999992,0.0,0.14189999999999992,0.14189999999999992,1
lira_online_fixed_variance,logitguard_quantized,none,auc,(high-low)_defense-(high-low)_none,0.1318499999999999,0.0,0.1318499999999999,0.1318499999999999,1
lira_online_fixed_variance,measurementguard_continuous,none,auc,(high-low)_defense-(high-low)_none,0.22340000000000004,0.0,0.22340000000000004,0.22340000000000004,1
lira_online_fixed_variance,memgq_lattice,none,auc,(high-low)_defense-(high-low)_none,0.1844999999999999,0.0,0.1844999999999999,0.1844999999999999,1
lira_online_fixed_variance,memgq_lattice_sticky,none,auc,(high-low)_defense-(high-low)_none,0.2373999999999999,0.0,0.2373999999999999,0.2373999999999999,1
lira_online_fixed_variance,memguard,none,auc,(high-low)_defense-(high-low)_none,0.17899999999999994,0.0,0.17899999999999994,0.17899999999999994,1
loss,dp_qml,none,auc,(high-low)_defense-(high-low)_none,-0.07009999999999988,0.0,-0.07009999999999988,-0.07009999999999988,1
loss,dynanoise,none,auc,(high-low)_defense-(high-low)_none,0.03870000000000018,0.0,0.03870000000000018,0.03870000000000018,1
loss,hamp_full,none,auc,(high-low)_defense-(high-low)_none,-0.008099999999999719,0.0,-0.008099999999999719,-0.008099999999999719,1
loss,hamp_output,none,auc,(high-low)_defense-(high-low)_none,0.020000000000000184,0.0,0.020000000000000184,0.020000000000000184,1
loss,hamp_train,none,auc,(high-low)_defense-(high-low)_none,0.002100000000000102,0.0,0.002100000000000102,0.002100000000000102,1
loss,l2,none,auc,(high-low)_defense-(high-low)_none,-0.02799999999999986,0.0,-0.02799999999999986,-0.02799999999999986,1
loss,lattice_round,none,auc,(high-low)_defense-(high-low)_none,0.000300000000000078,0.0,0.000300000000000078,0.000300000000000078,1
loss,logitguard_continuous,none,auc,(high-low)_defense-(high-low)_none,0.03710000000000019,0.0,0.03710000000000019,0.03710000000000019,1
loss,logitguard_quantized,none,auc,(high-low)_defense-(high-low)_none,0.03800000000000009,0.0,0.03800000000000009,0.03800000000000009,1
loss,measurementguard_continuous,none,auc,(high-low)_defense-(high-low)_none,-0.015099999999999836,0.0,-0.015099999999999836,-0.015099999999999836,1
loss,memgq_lattice,none,auc,(high-low)_defense-(high-low)_none,-0.09629999999999977,0.0,-0.09629999999999977,-0.09629999999999977,1
loss,memgq_lattice_sticky,none,auc,(high-low)_defense-(high-low)_none,-0.08019999999999983,0.0,-0.08019999999999983,-0.08019999999999983,1
loss,memguard,none,auc,(high-low)_defense-(high-low)_none,-0.015399999999999858,0.0,-0.015399999999999858,-0.015399999999999858,1
margin,dp_qml,none,auc,(high-low)_defense-(high-low)_none,-0.038100000000000134,0.0,-0.038100000000000134,-0.038100000000000134,1
margin,dynanoise,none,auc,(high-low)_defense-(high-low)_none,0.05989999999999984,0.0,0.05989999999999984,0.05989999999999984,1
margin,hamp_full,none,auc,(high-low)_defense-(high-low)_none,-0.025500000000000134,0.0,-0.025500000000000134,-0.025500000000000134,1
margin,hamp_output,none,auc,(high-low)_defense-(high-low)_none,-0.031200000000000172,0.0,-0.031200000000000172,-0.031200000000000172,1
margin,hamp_train,none,auc,(high-low)_defense-(high-low)_none,0.006099999999999772,0.0,0.006099999999999772,0.006099999999999772,1
margin,l2,none,auc,(high-low)_defense-(high-low)_none,0.004699999999999871,0.0,0.004699999999999871,0.004699999999999871,1
margin,lattice_round,none,auc,(high-low)_defense-(high-low)_none,-0.001000000000000112,0.0,-0.001000000000000112,-0.001000000000000112,1
margin,logitguard_continuous,none,auc,(high-low)_defense-(high-low)_none,0.011399999999999744,0.0,0.011399999999999744,0.011399999999999744,1
margin,logitguard_quantized,none,auc,(high-low)_defense-(high-low)_none,0.017249999999999766,0.0,0.017249999999999766,0.017249999999999766,1
margin,measurementguard_continuous,none,auc,(high-low)_defense-(high-low)_none,-0.06820000000000015,0.0,-0.06820000000000015,-0.06820000000000015,1
margin,memgq_lattice,none,auc,(high-low)_defense-(high-low)_none,-0.015300000000000147,0.0,-0.015300000000000147,-0.015300000000000147,1
margin,memgq_lattice_sticky,none,auc,(high-low)_defense-(high-low)_none,-0.009500000000000175,0.0,-0.009500000000000175,-0.009500000000000175,1
margin,memguard,none,auc,(high-low)_defense-(high-low)_none,-0.0234000000000002,0.0,-0.0234000000000002,-0.0234000000000002,1
maximum_probability,dp_qml,none,auc,(high-low)_defense-(high-low)_none,-0.038100000000000134,0.0,-0.038100000000000134,-0.038100000000000134,1
maximum_probability,dynanoise,none,auc,(high-low)_defense-(high-low)_none,0.05989999999999984,0.0,0.05989999999999984,0.05989999999999984,1
maximum_probability,hamp_full,none,auc,(high-low)_defense-(high-low)_none,-0.025500000000000134,0.0,-0.025500000000000134,-0.025500000000000134,1
maximum_probability,hamp_output,none,auc,(high-low)_defense-(high-low)_none,-0.031200000000000172,0.0,-0.031200000000000172,-0.031200000000000172,1
maximum_probability,hamp_train,none,auc,(high-low)_defense-(high-low)_none,0.006099999999999772,0.0,0.006099999999999772,0.006099999999999772,1
maximum_probability,l2,none,auc,(high-low)_defense-(high-low)_none,0.004699999999999871,0.0,0.004699999999999871,0.004699999999999871,1
maximum_probability,lattice_round,none,auc,(high-low)_defense-(high-low)_none,-0.001000000000000112,0.0,-0.001000000000000112,-0.001000000000000112,1
maximum_probability,logitguard_continuous,none,auc,(high-low)_defense-(high-low)_none,0.011399999999999744,0.0,0.011399999999999744,0.011399999999999744,1
maximum_probability,logitguard_quantized,none,auc,(high-low)_defense-(high-low)_none,0.017249999999999766,0.0,0.017249999999999766,0.017249999999999766,1
maximum_probability,measurementguard_continuous,none,auc,(high-low)_defense-(high-low)_none,-0.06820000000000015,0.0,-0.06820000000000015,-0.06820000000000015,1
maximum_probability,memgq_lattice,none,auc,(high-low)_defense-(high-low)_none,-0.015300000000000147,0.0,-0.015300000000000147,-0.015300000000000147,1
maximum_probability,memgq_lattice_sticky,none,auc,(high-low)_defense-(high-low)_none,-0.009500000000000175,0.0,-0.009500000000000175,-0.009500000000000175,1
maximum_probability,memguard,none,auc,(high-low)_defense-(high-low)_none,-0.0234000000000002,0.0,-0.0234000000000002,-0.0234000000000002,1
nearby_query_logistic_q32,lattice_round,none,auc,(high-low)_defense-(high-low)_none,0.03049999999999997,0.0,0.03049999999999997,0.03049999999999997,1
nearby_query_logistic_q32,logitguard_continuous,none,auc,(high-low)_defense-(high-low)_none,-0.11270000000000008,0.0,-0.11270000000000008,-0.11270000000000008,1
nearby_query_logistic_q32,logitguard_quantized,none,auc,(high-low)_defense-(high-low)_none,-0.09509999999999996,0.0,-0.09509999999999996,-0.09509999999999996,1
nearby_query_logistic_q32,measurementguard_continuous,none,auc,(high-low)_defense-(high-low)_none,-0.05030000000000001,0.0,-0.05030000000000001,-0.05030000000000001,1
nearby_query_logistic_q32,memgq_lattice,none,auc,(high-low)_defense-(high-low)_none,0.006599999999999995,0.0,0.006599999999999995,0.006599999999999995,1
nearby_query_logistic_q32,memgq_lattice_sticky,none,auc,(high-low)_defense-(high-low)_none,-0.03590000000000004,0.0,-0.03590000000000004,-0.03590000000000004,1
