attack,effective_defense,baseline_defense,outcome,contrast,mean_difference_in_differences,sd_across_paired_blocks,ci95_low,ci95_high,paired_blocks
confidence,dp_qml,none,auc,(high-low)_defense-(high-low)_none,-0.07009999999999988,0.0,-0.07009999999999988,-0.07009999999999988,1
confidence,dynanoise,none,auc,(high-low)_defense-(high-low)_none,0.03870000000000018,0.0,0.03870000000000018,0.03870000000000018,1
confidence,hamp_full,none,auc,(high-low)_defense-(high-low)_none,-0.008099999999999719,0.0,-0.008099999999999719,-0.008099999999999719,1
confidence,hamp_output,none,auc,(high-low)_defense-(high-low)_none,0.020000000000000184,0.0,0.020000000000000184,0.020000000000000184,1
confidence,hamp_train,none,auc,(high-low)_defense-(high-low)_none,0.002100000000000102,0.0,0.002100000000000102,0.002100000000000102,1
confidence,l2,none,auc,(high-low)_defense-(high-low)_none,-0.02799999999999986,0.0,-0.02799999999999986,-0.02799999999999986,1
confidence,lattice_round,none,auc,(high-low)_defense-(high-low)_none,0.000300000000000078,0.0,0.000300000000000078,0.000300000000000078,1
confidence,logitguard_continuous,none,auc,(high-low)_defense-(high-low)_none,0.03710000000000019,0.0,0.03710000000000019,0.03710000000000019,1
confidence,logitguard_quantized,none,auc,(high-low)_defense-(high-low)_none,0.03800000000000009,0.0,0.03800000000000009,0.03800000000000009,1
confidence,measurementguard_continuous,none,auc,(high-low)_defense-(high-low)_none,-0.015099999999999836,0.0,-0.015099999999999836,-0.015099999999999836,1
confidence,memgq_lattice,none,auc,(high-low)_defense-(high-low)_none,-0.09629999999999977,0.0,-0.09629999999999977,-0.09629999999999977,1
confidence,memgq_lattice_sticky,none,auc,(high-low)_defense-(high-low)_none,-0.08019999999999983,0.0,-0.08019999999999983,-0.08019999999999983,1
confidence,memguard,none,auc,(high-low)_defense-(high-low)_none,-0.015399999999999858,0.0,-0.015399999999999858,-0.015399999999999858,1
correctness,dp_qml,none,auc,(high-low)_defense-(high-low)_none,-0.010000000000000009,0.0,-0.010000000000000009,-0.010000000000000009,1
correctness,dynanoise,none,auc,(high-low)_defense-(high-low)_none,0.0050000000000000044,0.0,0.0050000000000000044,0.0050000000000000044,1
correctness,hamp_full,none,auc,(high-low)_defense-(high-low)_none,0.0050000000000000044,0.0,0.0050000000000000044,0.0050000000000000044,1
correctness,hamp_output,none,auc,(high-low)_defense-(high-low)_none,0.0,0.0,0.0,0.0,1
correctness,hamp_train,none,auc,(high-low)_defense-(high-low)_none,0.0050000000000000044,0.0,0.0050000000000000044,0.0050000000000000044,1
correctness,l2,none,auc,(high-low)_defense-(high-low)_none,-0.010000000000000009,0.0,-0.010000000000000009,-0.010000000000000009,1
correctness,lattice_round,none,auc,(high-low)_defense-(high-low)_none,0.0,0.0,0.0,0.0,1
correctness,logitguard_continuous,none,auc,(high-low)_defense-(high-low)_none,0.0,0.0,0.0,0.0,1
correctness,logitguard_quantized,none,auc,(high-low)_defense-(high-low)_none,0.0,0.0,0.0,0.0,1
correctness,measurementguard_continuous,none,auc,(high-low)_defense-(high-low)_none,0.0,0.0,0.0,0.0,1
correctness,memgq_lattice,none,auc,(high-low)_defense-(high-low)_none,0.0,0.0,0.0,0.0,1
correctness,memgq_lattice_sticky,none,auc,(high-low)_defense-(high-low)_none,0.0,0.0,0.0,0.0,1
correctness,memguard,none,auc,(high-low)_defense-(high-low)_none,0.0,0.0,0.0,0.0,1
entropy,dp_qml,none,auc,(high-low)_defense-(high-low)_none,-0.038100000000000134,0.0,-0.038100000000000134,-0.038100000000000134,1
entropy,dynanoise,none,auc,(high-low)_defense-(high-low)_none,0.05989999999999984,0.0,0.05989999999999984,0.05989999999999984,1
entropy,hamp_full,none,auc,(high-low)_defense-(high-low)_none,-0.025500000000000134,0.0,-0.025500000000000134,-0.025500000000000134,1
entropy,hamp_output,none,auc,(high-low)_defense-(high-low)_none,-0.031200000000000172,0.0,-0.031200000000000172,-0.031200000000000172,1
entropy,hamp_train,none,auc,(high-low)_defense-(high-low)_none,0.006099999999999772,0.0,0.006099999999999772,0.006099999999999772,1
entropy,l2,none,auc,(high-low)_defense-(high-low)_none,0.004699999999999871,0.0,0.004699999999999871,0.004699999999999871,1
entropy,lattice_round,none,auc,(high-low)_defense-(high-low)_none,-0.001000000000000112,0.0,-0.001000000000000112,-0.001000000000000112,1
entropy,logitguard_continuous,none,auc,(high-low)_defense-(high-low)_none,0.011399999999999744,0.0,0.011399999999999744,0.011399999999999744,1
entropy,logitguard_quantized,none,auc,(high-low)_defense-(high-low)_none,0.017249999999999766,0.0,0.017249999999999766,0.017249999999999766,1
entropy,measurementguard_continuous,none,auc,(high-low)_defense-(high-low)_none,-0.06820000000000015,0.0,-0.06820000000000015,-0.06820000000000015,1
entropy,memgq_lattice,none,auc,(high-low)_defense-(high-low)_none,-0.015300000000000147,0.0,-0.015300000000000147,-0.015300000000000147,1
entropy,memgq_lattice_sticky,none,auc,(high-low)_defense-(high-low)_none,-0.009500000000000175,0.0,-0.009500000000000175,-0.009500000000000175,1
entropy,memguard,none,auc,(high-low)_defense-(high-low)_none,-0.0234000000000002,0.0,-0.0234000000000002,-0.0234000000000002,1
global_true_class_log_odds,dynanoise,none,auc,(high-low)_defense-(high-low)_none,0.0008000000000000229,0.0,0.0008000000000000229,0.0008000000000000229,1
global_true_class_log_odds,hamp_output,none,auc,(high-low)_defense-(high-low)_none,-0.10350000000000015,0.0,-0.10350000000000015,-0.10350000000000015,1
global_true_class_log_odds,l2,none,auc,(high-low)_defense-(high-low)_none,-0.05449999999999999,0.0,-0.05449999999999999,-0.05449999999999999,1
global_true_class_log_odds,lattice_round,none,auc,(high-low)_defense-(high-low)_none,-0.000200000000000089,0.0,-0.000200000000000089,-0.000200000000000089,1
global_true_class_log_odds,logitguard_continuous,none,auc,(high-low)_defense-(high-low)_none,-0.0019000000000001238,0.0,-0.0019000000000001238,-0.0019000000000001238,1
global_true_class_log_odds,logitguard_quantized,none,auc,(high-low)_defense-(high-low)_none,0.0029999999999998916,0.0,0.0029999999999998916,0.0029999999999998916,1
global_true_class_log_odds,measurementguard_continuous,none,auc,(high-low)_defense-(high-low)_none,0.01749999999999996,0.0,0.01749999999999996,0.01749999999999996,1
global_true_class_log_odds,memgq_lattice,none,auc,(high-low)_defense-(high-low)_none,0.003699999999999981,0.0,0.003699999999999981,0.003699999999999981,1
global_true_class_log_odds,memgq_lattice_sticky,none,auc,(high-low)_defense-(high-low)_none,0.031100000000000017,0.0,0.031100000000000017,0.031100000000000017,1
global_true_class_log_odds,memguard,none,auc,(high-low)_defense-(high-low)_none,0.0040999999999998815,0.0,0.0040999999999998815,0.0040999999999998815,1
label_only_hsj,dp_qml,none,auc,(high-low)_defense-(high-low)_none,0.17874999999999996,0.0,0.17874999999999996,0.17874999999999996,1
label_only_hsj,dynanoise,none,auc,(high-low)_defense-(high-low)_none,0.19749999999999995,0.0,0.19749999999999995,0.19749999999999995,1
label_only_hsj,hamp_train,none,auc,(high-low)_defense-(high-low)_none,0.016250000000000042,0.0,0.016250000000000042,0.016250000000000042,1
