target_id,structural_cell_id,fm_kind,reps,depth,model_seed,data_seed,mode,queries,shots,total_shots,aggregation,attack,feature_mode,calibration_timestamp,snapshot_manifest_sha256,n_simulator_replicates,mean_auc,sd_across_simulator_seeds
MNIST_QNN_eff_su2_r5_d6_s45,eff_su2_r5_d6,eff_su2,5,6,45,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.584225,
MNIST_QNN_eff_su2_r5_d6_s45,eff_su2_r5_d6,eff_su2,5,6,45,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5751025000000001,0.0243830925312785
MNIST_QNN_eff_su2_r5_d6_s45,eff_su2_r5_d6,eff_su2,5,6,45,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5627675,0.03431940666169961
MNIST_QNN_z_r1_d2_s43,z_r1_d2,z,1,2,43,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.4839,
MNIST_QNN_z_r1_d2_s43,z_r1_d2,z,1,2,43,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5165625,0.0161159869298229
MNIST_QNN_z_r1_d2_s43,z_r1_d2,z,1,2,43,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5094025,0.018423869066753827
MNIST_QNN_z_r1_d2_s44,z_r1_d2,z,1,2,44,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.5123,
MNIST_QNN_z_r1_d2_s44,z_r1_d2,z,1,2,44,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.48519500000000004,0.00890331398974561
MNIST_QNN_z_r1_d2_s44,z_r1_d2,z,1,2,44,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.500115,0.022731647664776866
MNIST_QNN_z_r1_d2_s45,z_r1_d2,z,1,2,45,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.49932499999999996,
MNIST_QNN_z_r1_d2_s45,z_r1_d2,z,1,2,45,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.515525,0.026392236337394518
MNIST_QNN_z_r1_d2_s45,z_r1_d2,z,1,2,45,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.503125,0.011746423805661954
MNIST_QNN_z_r1_d6_s43,z_r1_d6,z,1,6,43,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.5533750000000001,
MNIST_QNN_z_r1_d6_s43,z_r1_d6,z,1,6,43,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5560975,0.015288246438577128
MNIST_QNN_z_r1_d6_s43,z_r1_d6,z,1,6,43,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.56827,0.01910405279864282
MNIST_QNN_z_r1_d6_s44,z_r1_d6,z,1,6,44,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.57885,
MNIST_QNN_z_r1_d6_s44,z_r1_d6,z,1,6,44,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.55565,0.01396512024056125
MNIST_QNN_z_r1_d6_s44,z_r1_d6,z,1,6,44,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.54528,0.016134520445306118
MNIST_QNN_z_r1_d6_s45,z_r1_d6,z,1,6,45,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.55675,
MNIST_QNN_z_r1_d6_s45,z_r1_d6,z,1,6,45,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.56355,0.02426298048926024
MNIST_QNN_z_r1_d6_s45,z_r1_d6,z,1,6,45,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.560035,0.022644659046524247
MNIST_QNN_z_r5_d2_s43,z_r5_d2,z,5,2,43,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.55375,
MNIST_QNN_z_r5_d2_s43,z_r5_d2,z,5,2,43,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5973550000000001,0.009665278635978956
MNIST_QNN_z_r5_d2_s43,z_r5_d2,z,5,2,43,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.59028,0.014653193622324551
MNIST_QNN_z_r5_d2_s44,z_r5_d2,z,5,2,44,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.615375,
MNIST_QNN_z_r5_d2_s44,z_r5_d2,z,5,2,44,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.6220075,0.01840700368670093
MNIST_QNN_z_r5_d2_s44,z_r5_d2,z,5,2,44,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.6167374999999999,0.022698697496895178
MNIST_QNN_z_r5_d2_s45,z_r5_d2,z,5,2,45,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.6149500000000001,
MNIST_QNN_z_r5_d2_s45,z_r5_d2,z,5,2,45,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5957575,0.02073813599922193
MNIST_QNN_z_r5_d2_s45,z_r5_d2,z,5,2,45,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.6025400000000001,0.020200055692992505
MNIST_QNN_z_r5_d6_s43,z_r5_d6,z,5,6,43,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.64235,
MNIST_QNN_z_r5_d6_s43,z_r5_d6,z,5,6,43,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.6583025,0.011933248661245257
MNIST_QNN_z_r5_d6_s43,z_r5_d6,z,5,6,43,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.6211725,0.017258590654769212
MNIST_QNN_z_r5_d6_s44,z_r5_d6,z,5,6,44,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.683025,
MNIST_QNN_z_r5_d6_s44,z_r5_d6,z,5,6,44,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.6558775,0.013258668286152341
MNIST_QNN_z_r5_d6_s44,z_r5_d6,z,5,6,44,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.636815,0.023946515056127344
MNIST_QNN_z_r5_d6_s45,z_r5_d6,z,5,6,45,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.6532999999999999,
MNIST_QNN_z_r5_d6_s45,z_r5_d6,z,5,6,45,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.6499475,0.019511294627870178
MNIST_QNN_z_r5_d6_s45,z_r5_d6,z,5,6,45,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.6312925,0.022006135665864703
MNIST_QNN_zz_r1_d2_s43,zz_r1_d2,zz,1,2,43,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.59345,
MNIST_QNN_zz_r1_d2_s43,zz_r1_d2,zz,1,2,43,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.58908,0.012434024779701121
MNIST_QNN_zz_r1_d2_s43,zz_r1_d2,zz,1,2,43,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.573905,0.026698823840095365
MNIST_QNN_zz_r1_d2_s44,zz_r1_d2,zz,1,2,44,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.5396,
MNIST_QNN_zz_r1_d2_s44,zz_r1_d2,zz,1,2,44,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5229125,0.02578377841137069
MNIST_QNN_zz_r1_d2_s44,zz_r1_d2,zz,1,2,44,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.537995,0.02906298189564633
MNIST_QNN_zz_r1_d2_s45,zz_r1_d2,zz,1,2,45,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.5472,
MNIST_QNN_zz_r1_d2_s45,zz_r1_d2,zz,1,2,45,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5513675,0.028099372398092213
MNIST_QNN_zz_r1_d2_s45,zz_r1_d2,zz,1,2,45,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.541015,0.027178502534172113
MNIST_QNN_zz_r1_d6_s43,zz_r1_d6,zz,1,6,43,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.63975,
MNIST_QNN_zz_r1_d6_s43,zz_r1_d6,zz,1,6,43,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5896399999999999,0.01783817379791004
MNIST_QNN_zz_r1_d6_s43,zz_r1_d6,zz,1,6,43,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5654175,0.03100445095734912
MNIST_QNN_zz_r1_d6_s44,zz_r1_d6,zz,1,6,44,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.61285,
MNIST_QNN_zz_r1_d6_s44,zz_r1_d6,zz,1,6,44,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.6058175,0.0205254721491235
MNIST_QNN_zz_r1_d6_s44,zz_r1_d6,zz,1,6,44,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.581645,0.03985580398274648
MNIST_QNN_zz_r1_d6_s45,zz_r1_d6,zz,1,6,45,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.6373000000000001,
MNIST_QNN_zz_r1_d6_s45,zz_r1_d6,zz,1,6,45,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.620465,0.025168350385178416
MNIST_QNN_zz_r1_d6_s45,zz_r1_d6,zz,1,6,45,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_plus_stats,pv+stats,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5937525,0.031105748062054375
MNIST_QNN_zz_r5_d2_s43,zz_r5_d2,zz,5,2,43,43,exact,0,0,0,exact,learned_mlp_pv_plus_stats,pv+stats,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.6108,
