experiment,dataset,architecture,structural_cell_id,role,risk_level,fm_kind,reps,depth,attack,auc_count,auc_mean,auc_std,balanced_accuracy_crossfit_count,balanced_accuracy_crossfit_mean,balanced_accuracy_crossfit_std,membership_advantage_crossfit_count,membership_advantage_crossfit_mean,membership_advantage_crossfit_std,crossfit_tpr_count,crossfit_tpr_mean,crossfit_tpr_std,crossfit_fpr_count,crossfit_fpr_mean,crossfit_fpr_std,error_bar_type
satml_credit_factorial,credit_default,qnn,eff_su2_r1_d2,eff_su2_r1_d2,,eff_su2,1,2,confidence,8,0.49043578125,0.02657979024608113,8,0.488,0.006701545663928146,8,-0.023999999999999983,0.013403091327856283,8,0.520625,0.20491178415531472,8,0.544625,0.20158457105074856,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r1_d6,eff_su2_r1_d6,,eff_su2,1,6,max_probability,8,0.49044453125,0.022141942291818935,8,0.48428125,0.009910706241952998,8,-0.03143749999999999,0.01982141248390594,8,0.54,0.24284033555286602,8,0.5714374999999999,0.23584808026415163,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r5_d2,eff_su2_r5_d2,,eff_su2,5,2,confidence,8,0.5029575000000001,0.02650382404181114,8,0.5035,0.023018625998463577,8,0.00700000000000002,0.04603725199692715,8,0.609375,0.15728585214733798,8,0.602375,0.1511776981851868,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r5_d2,eff_su2_r5_d2,,eff_su2,5,2,correctness,8,0.53028125,0.013219599558988186,8,0.53028125,0.013219599558988143,8,0.06056249999999999,0.026439199117976306,8,0.83,0.024053511772118175,8,0.7694375,0.009205733849850628,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r5_d2,eff_su2_r5_d2,,eff_su2,5,2,entropy,8,0.50295765625,0.026503480199689105,8,0.5035,0.023018625998463577,8,0.00700000000000002,0.04603725199692715,8,0.609375,0.15728585214733798,8,0.602375,0.1511776981851868,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r5_d2,eff_su2_r5_d2,,eff_su2,5,2,loss,8,0.53554765625,0.011136123340393423,8,0.5275,0.01986921524081193,8,0.05499999999999999,0.03973843048162394,8,0.69625,0.0888718981777383,8,0.64125,0.0797016759099653,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r5_d2,eff_su2_r5_d2,,eff_su2,5,2,margin,8,0.5029575000000001,0.026503824041811123,8,0.5035,0.023018625998463577,8,0.00700000000000002,0.04603725199692715,8,0.609375,0.15728585214733798,8,0.602375,0.1511776981851868,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r5_d2,eff_su2_r5_d2,,eff_su2,5,2,max_probability,8,0.5029575000000001,0.02650382404181114,8,0.5035,0.023018625998463577,8,0.00700000000000002,0.04603725199692715,8,0.609375,0.15728585214733798,8,0.602375,0.1511776981851868,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r5_d6,eff_su2_r5_d6,,eff_su2,5,6,confidence,8,0.5134228125,0.01577374636673119,8,0.51325,0.017888543819998288,8,0.026500000000000006,0.03577708763999664,8,0.519375,0.205086001124267,8,0.492875,0.2229067309757283,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r5_d6,eff_su2_r5_d6,,eff_su2,5,6,correctness,8,0.53409375,0.015067074735044917,8,0.53409375,0.015067074735044917,8,0.06818749999999997,0.030134149470089824,8,0.839375,0.0247036000846609,8,0.7711875,0.012226836701055822,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r5_d6,eff_su2_r5_d6,,eff_su2,5,6,entropy,8,0.5134228125,0.01577374636673119,8,0.51325,0.017888543819998288,8,0.026500000000000006,0.03577708763999664,8,0.519375,0.205086001124267,8,0.492875,0.2229067309757283,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r5_d6,eff_su2_r5_d6,,eff_su2,5,6,loss,8,0.5507915625,0.010697606452705398,8,0.53571875,0.023232688447530157,8,0.0714375,0.04646537689506027,8,0.595,0.13791819521523827,8,0.5235624999999999,0.12709851002273787,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r5_d6,eff_su2_r5_d6,,eff_su2,5,6,margin,8,0.5134228125,0.01577374636673119,8,0.51325,0.017888543819998288,8,0.026500000000000006,0.03577708763999664,8,0.519375,0.205086001124267,8,0.492875,0.2229067309757283,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r5_d6,eff_su2_r5_d6,,eff_su2,5,6,max_probability,8,0.5134228125,0.01577374636673119,8,0.51325,0.017888543819998288,8,0.026500000000000006,0.03577708763999664,8,0.519375,0.205086001124267,8,0.492875,0.2229067309757283,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r1_d2,z_r1_d2,,z,1,2,confidence,8,0.49704984375000005,0.029114566098842765,8,0.496625,0.028746428349573132,8,-0.00675000000000002,0.05749285669914631,8,0.56625,0.23501899619270897,8,0.573,0.2324667410927544,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r1_d2,z_r1_d2,,z,1,2,correctness,8,0.5116875,0.008057549698441656,8,0.5074062500000001,0.012979336255866747,8,0.014812499999999992,0.025958672511733536,8,0.73375,0.1045995766175534,8,0.7189375,0.08047911774402812,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r1_d2,z_r1_d2,,z,1,2,entropy,8,0.49704984375,0.02911456609884276,8,0.496625,0.028746428349573132,8,-0.00675000000000002,0.05749285669914631,8,0.56625,0.23501899619270897,8,0.573,0.2324667410927544,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r1_d2,z_r1_d2,,z,1,2,loss,8,0.5192546875,0.01926853390882491,8,0.51296875,0.02712617262113156,8,0.025937500000000002,0.05425234524226316,8,0.5862499999999999,0.18005455522463976,8,0.5603125,0.18495345698310153,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r1_d2,z_r1_d2,,z,1,2,margin,8,0.49704984375,0.02911456609884277,8,0.496625,0.028746428349573132,8,-0.00675000000000002,0.05749285669914631,8,0.56625,0.23501899619270897,8,0.573,0.2324667410927544,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r1_d2,z_r1_d2,,z,1,2,max_probability,8,0.49704984375000005,0.029114566098842765,8,0.496625,0.028746428349573132,8,-0.00675000000000002,0.05749285669914631,8,0.56625,0.23501899619270897,8,0.573,0.2324667410927544,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r1_d6,z_r1_d6,,z,1,6,confidence,8,0.49966109375,0.027428666682849958,8,0.49993750000000003,0.017819907607584753,8,-0.00012500000000000705,0.035639815215169526,8,0.38187499999999996,0.21687615788081188,8,0.382,0.2155042260109333,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r1_d6,z_r1_d6,,z,1,6,correctness,8,0.51725,0.008168974406689164,8,0.51465625,0.0129069039526471,8,0.029312499999999977,0.025813807905294174,8,0.76875,0.09542199506852254,8,0.7394375,0.07109924527427439,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r1_d6,z_r1_d6,,z,1,6,entropy,8,0.49966109375,0.027428666682849958,8,0.49993750000000003,0.017819907607584753,8,-0.00012500000000000705,0.035639815215169526,8,0.38187499999999996,0.21687615788081188,8,0.382,0.2155042260109333,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r1_d6,z_r1_d6,,z,1,6,loss,8,0.5271775,0.014519785331451304,8,0.51584375,0.017247120618899225,8,0.03168750000000001,0.03449424123779834,8,0.646875,0.18786274434886152,8,0.6151875,0.1933063699896396,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r1_d6,z_r1_d6,,z,1,6,margin,8,0.49966109375,0.027428666682849934,8,0.49993750000000003,0.017819907607584753,8,-0.00012500000000000705,0.035639815215169526,8,0.38187499999999996,0.21687615788081188,8,0.382,0.2155042260109333,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r1_d6,z_r1_d6,,z,1,6,max_probability,8,0.49966109375,0.027428666682849958,8,0.49993750000000003,0.017819907607584753,8,-0.00012500000000000705,0.035639815215169526,8,0.38187499999999996,0.21687615788081188,8,0.382,0.2155042260109333,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r5_d2,z_r5_d2,,z,5,2,confidence,8,0.51167484375,0.01874723115791153,8,0.49653125000000004,0.015746562833565573,8,-0.006937499999999985,0.03149312566713115,8,0.506875,0.22559346336781505,8,0.5138125,0.23918655861362392,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r5_d2,z_r5_d2,,z,5,2,correctness,8,0.53121875,0.011167105312990828,8,0.5312187500000001,0.011167105312990824,8,0.06243749999999999,0.02233421062598165,8,0.8206249999999999,0.016132819255878863,8,0.7581875,0.013136474575993123,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r5_d2,z_r5_d2,,z,5,2,entropy,8,0.5116746875,0.01874696473944422,8,0.49653125000000004,0.015746562833565573,8,-0.006937499999999985,0.03149312566713115,8,0.506875,0.22559346336781505,8,0.5138125,0.23918655861362392,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r5_d2,z_r5_d2,,z,5,2,loss,8,0.5489121875,0.014737072266754199,8,0.5286875,0.009880310506977283,8,0.05737500000000001,0.019760621013954573,8,0.585625,0.15798818897988182,8,0.52825,0.1637764155356756,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r5_d2,z_r5_d2,,z,5,2,margin,8,0.51167484375,0.01874723115791153,8,0.49653125000000004,0.015746562833565573,8,-0.006937499999999985,0.03149312566713115,8,0.506875,0.22559346336781505,8,0.5138125,0.23918655861362392,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r5_d2,z_r5_d2,,z,5,2,max_probability,8,0.51167484375,0.01874723115791153,8,0.49653125000000004,0.015746562833565573,8,-0.006937499999999985,0.03149312566713115,8,0.506875,0.22559346336781505,8,0.5138125,0.23918655861362392,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r5_d6,z_r5_d6,,z,5,6,confidence,8,0.52128328125,0.013012191689388216,8,0.50575,0.011510088742366113,8,0.011499999999999996,0.02302017748473219,8,0.504375,0.14102779614570415,8,0.492875,0.1224607079842347,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r5_d6,z_r5_d6,,z,5,6,correctness,8,0.54340625,0.012624336969859935,8,0.54340625,0.012624336969859899,8,0.08681249999999999,0.02524867393971983,8,0.845,0.019086270308410605,8,0.7581875,0.01407870098512544,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r5_d6,z_r5_d6,,z,5,6,entropy,8,0.5212831250000001,0.013012166593780052,8,0.50575,0.011510088742366113,8,0.011499999999999996,0.02302017748473219,8,0.504375,0.14102779614570415,8,0.492875,0.1224607079842347,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r5_d6,z_r5_d6,,z,5,6,loss,8,0.56827,0.014637930913505858,8,0.54,0.01619358338531477,8,0.08000000000000002,0.03238716677062956,8,0.608125,0.11083892753515283,8,0.528125,0.10254223868380148,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r5_d6,z_r5_d6,,z,5,6,margin,8,0.52128328125,0.013012191689388216,8,0.50575,0.011510088742366113,8,0.011499999999999996,0.02302017748473219,8,0.504375,0.14102779614570415,8,0.492875,0.1224607079842347,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r5_d6,z_r5_d6,,z,5,6,max_probability,8,0.52128328125,0.013012191689388216,8,0.50575,0.011510088742366113,8,0.011499999999999996,0.02302017748473219,8,0.504375,0.14102779614570415,8,0.492875,0.1224607079842347,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r1_d2,zz_r1_d2,,zz,1,2,confidence,8,0.4997271875,0.022275657445304176,8,0.4955625,0.019968613765464195,8,-0.008875000000000011,0.03993722753092834,8,0.505625,0.21863925768260375,8,0.5145,0.19646082852023491,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r1_d2,zz_r1_d2,,zz,1,2,correctness,8,0.51865625,0.012000697524370323,8,0.5171250000000001,0.014779933307408014,8,0.03425,0.029559866614815994,8,0.78875,0.07881941385217225,8,0.7545,0.054966223394787773,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r1_d2,zz_r1_d2,,zz,1,2,entropy,8,0.49972734375,0.02227558931236544,8,0.4955625,0.019968613765464195,8,-0.008875000000000011,0.03993722753092834,8,0.505625,0.21863925768260375,8,0.5145,0.19646082852023491,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r1_d2,zz_r1_d2,,zz,1,2,loss,8,0.52343984375,0.016381113286853894,8,0.5070625,0.015681967578810324,8,0.014124999999999999,0.031363935157620586,8,0.62,0.1442963220994512,8,0.6058749999999999,0.13201237766642512,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r1_d2,zz_r1_d2,,zz,1,2,margin,8,0.4997271875,0.022275657445304173,8,0.4955625,0.019968613765464195,8,-0.008875000000000011,0.03993722753092834,8,0.505625,0.21863925768260375,8,0.5145,0.19646082852023491,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r1_d2,zz_r1_d2,,zz,1,2,max_probability,8,0.4997271875,0.022275657445304176,8,0.4955625,0.019968613765464195,8,-0.008875000000000011,0.03993722753092834,8,0.505625,0.21863925768260375,8,0.5145,0.19646082852023491,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r1_d6,zz_r1_d6,,zz,1,6,confidence,8,0.49835984375,0.022065014956186655,8,0.5025,0.01468903867320308,8,0.0049999999999999975,0.029378077346406246,8,0.560625,0.20414346321013704,8,0.555625,0.21146373380389769,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r1_d6,zz_r1_d6,,zz,1,6,correctness,8,0.5165625,0.008077470873626562,8,0.51428125,0.011639248180801271,8,0.02856249999999999,0.023278496361602525,8,0.770625,0.09363445260311887,8,0.7420625,0.07241814960945317,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r1_d6,zz_r1_d6,,zz,1,6,entropy,8,0.49835984375,0.022065014956186672,8,0.5025,0.01468903867320308,8,0.0049999999999999975,0.029378077346406246,8,0.560625,0.20414346321013704,8,0.555625,0.21146373380389769,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r1_d6,zz_r1_d6,,zz,1,6,loss,8,0.52707765625,0.015143265040544262,8,0.5198125,0.020829987826620135,8,0.039625,0.04165997565324024,8,0.651875,0.2108645045656435,8,0.61225,0.21070104074595497,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r1_d6,zz_r1_d6,,zz,1,6,margin,8,0.49835999999999997,0.022064907982715785,8,0.5025,0.01468903867320308,8,0.0049999999999999975,0.029378077346406246,8,0.560625,0.20414346321013704,8,0.555625,0.21146373380389769,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r1_d6,zz_r1_d6,,zz,1,6,max_probability,8,0.49835984375,0.022065014956186655,8,0.5025,0.01468903867320308,8,0.0049999999999999975,0.029378077346406246,8,0.560625,0.20414346321013704,8,0.555625,0.21146373380389769,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r5_d2,zz_r5_d2,,zz,5,2,confidence,8,0.51007671875,0.019232673184693853,8,0.51490625,0.02791694873702558,8,0.0298125,0.05583389747405119,8,0.48875,0.24745490209617704,8,0.4589375,0.2322139465326872,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r5_d2,zz_r5_d2,,zz,5,2,correctness,8,0.53596875,0.011442743723800315,8,0.53596875,0.011442743723800311,8,0.07193749999999999,0.02288548744760059,8,0.83,0.01732050807568878,8,0.7580625,0.014693141013994979,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r5_d2,zz_r5_d2,,zz,5,2,entropy,8,0.5100764062500001,0.0192329863176604,8,0.51490625,0.02791694873702558,8,0.0298125,0.05583389747405119,8,0.48875,0.24745490209617704,8,0.4589375,0.2322139465326872,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r5_d2,zz_r5_d2,,zz,5,2,loss,8,0.54947328125,0.017255570696484767,8,0.53315625,0.02908698085668472,8,0.06631250000000004,0.05817396171336943,8,0.6156250000000001,0.1697779537261201,8,0.5493125,0.14481489108020426,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r5_d2,zz_r5_d2,,zz,5,2,margin,8,0.51007671875,0.019232673184693853,8,0.51490625,0.02791694873702558,8,0.0298125,0.05583389747405119,8,0.48875,0.24745490209617704,8,0.4589375,0.2322139465326872,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r5_d2,zz_r5_d2,,zz,5,2,max_probability,8,0.51007671875,0.019232673184693853,8,0.51490625,0.02791694873702558,8,0.0298125,0.05583389747405119,8,0.48875,0.24745490209617704,8,0.4589375,0.2322139465326872,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r5_d6,zz_r5_d6,,zz,5,6,confidence,8,0.5212265625,0.019045331387409624,8,0.5136875,0.016566289997634178,8,0.02737500000000001,0.03313257999526835,8,0.5175,0.2006952202434613,8,0.490125,0.21418262401177982,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r5_d6,zz_r5_d6,,zz,5,6,correctness,8,0.54946875,0.01643354447246761,8,0.54946875,0.01643354447246761,8,0.09893749999999997,0.03286708894493527,8,0.855625,0.01781602408748132,8,0.7566875,0.01898483887587293,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r5_d6,zz_r5_d6,,zz,5,6,entropy,8,0.5212264062499999,0.019045449346768162,8,0.5136875,0.016566289997634178,8,0.02737500000000001,0.03313257999526835,8,0.5175,0.2006952202434613,8,0.490125,0.21418262401177982,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r5_d6,zz_r5_d6,,zz,5,6,loss,8,0.5762485937499999,0.02122882993206639,8,0.55459375,0.024009275551336414,8,0.10918749999999999,0.048018551102672835,8,0.703125,0.08762491084160946,8,0.5939375,0.09334400183499435,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r5_d6,zz_r5_d6,,zz,5,6,margin,8,0.5212264062499999,0.01904544934676818,8,0.5136875,0.016566289997634178,8,0.02737500000000001,0.03313257999526835,8,0.5175,0.2006952202434613,8,0.490125,0.21418262401177982,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r5_d6,zz_r5_d6,,zz,5,6,max_probability,8,0.5212265625,0.019045331387409624,8,0.5136875,0.016566289997634178,8,0.02737500000000001,0.03313257999526835,8,0.5175,0.2006952202434613,8,0.490125,0.21418262401177982,mean ± sample SD across independent target-model seeds; fixed data seed
