experiment,dataset,architecture,structural_cell_id,role,fm_kind,reps,depth,n_wires,train_acc_count,train_acc_mean,train_acc_std,valid_acc_count,valid_acc_mean,valid_acc_std,test_acc_count,test_acc_mean,test_acc_std,train_loss_count,train_loss_mean,train_loss_std,valid_loss_count,valid_loss_mean,valid_loss_std,test_loss_count,test_loss_mean,test_loss_std,gap_count,gap_mean,gap_std,error_bar_type
satml_credit_factorial,credit_default,qnn,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,1,2,6,8,0.788749985396862,0.021171077357322522,8,0.7862499877810478,0.01846812295991723,8,0.7783125042915344,0.0069484720107017475,8,0.46310145035386086,0.02786612024460652,8,0.5156860686838627,0.021458334845474075,8,0.5109848789870739,0.009796384341308124,8,0.010437481105327606,0.018338950114074597,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r1_d6,eff_su2_r1_d6,eff_su2,1,6,6,8,0.7931249961256981,0.02506242003970953,8,0.7831249907612801,0.019260900742279385,8,0.7802499905228615,0.005182391275804032,8,0.45694785565137863,0.02983628088847333,8,0.5150585696101189,0.02238429083858693,8,0.5104064270853996,0.009555006675674623,8,0.012875005602836609,0.022795286356512703,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,5,2,6,8,0.8299999982118607,0.024053511842923068,8,0.7749999985098839,0.018126543195466575,8,0.7694374993443489,0.009205739361237995,8,0.40250998735427856,0.040430854028016175,8,0.5399852059781551,0.06139137705373453,8,0.5343039035797119,0.0390845618636507,8,0.06056249886751175,0.026439203637576954,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,eff_su2_r5_d6,eff_su2_r5_d6,eff_su2,5,6,6,8,0.8393749967217445,0.024703603023101706,8,0.7743750065565109,0.022109715123579857,8,0.771187499165535,0.012226840091904749,8,0.3726484030485153,0.04999921935742363,8,0.543248325586319,0.06775873042995448,8,0.5376805439591408,0.05068743532795181,8,0.06818749755620956,0.030134156738175093,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r1_d2,z_r1_d2,z,1,2,6,8,0.8000000044703484,0.017525487070610295,8,0.7806249782443047,0.01678381845202231,8,0.7766249999403954,0.005890375807862333,8,0.44157565012574196,0.02977503209761403,8,0.5312143303453922,0.034974194440729106,8,0.5197358950972557,0.01447275820410662,8,0.023375004529953003,0.01611509250890389,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r1_d6,z_r1_d6,z,1,6,6,8,0.8118750005960464,0.017307599489118905,8,0.7824999988079071,0.013887315844223707,8,0.7773749977350235,0.00815365078733867,8,0.4235062301158905,0.03752040530427977,8,0.5218194723129272,0.03868769083844548,8,0.5187148191034794,0.017955307341476004,8,0.03450000286102295,0.016337933388658982,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r5_d2,z_r5_d2,z,5,2,6,8,0.8206249997019768,0.016132816735628556,8,0.7537499964237213,0.02416461741712302,8,0.7581874951720238,0.013136467638737478,8,0.4161125607788563,0.03038547703992459,8,0.565495990216732,0.04792392712799458,8,0.5564946681261063,0.027027065954155487,8,0.062437504529953,0.02233419864326249,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,z_r5_d6,z_r5_d6,z,5,6,6,8,0.8449999988079071,0.01908627664346104,8,0.7581250071525574,0.021866073577693955,8,0.7581875026226044,0.01407869453663821,8,0.3649020865559578,0.020443122554158227,8,0.5593951754271984,0.04725616433230162,8,0.5596845746040344,0.0327465720500124,8,0.08681249618530273,0.025248686717209486,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r1_d2,zz_r1_d2,zz,1,2,6,8,0.8106250017881393,0.024558607697149702,8,0.7762499898672104,0.013562037429316278,8,0.773312509059906,0.0051055789576698735,8,0.4334387667477131,0.03671845442689966,8,0.5311547294259071,0.027185059320391315,8,0.5244254805147648,0.020593948033766952,8,0.03731249272823334,0.024001396784635223,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r1_d6,zz_r1_d6,zz,1,6,6,8,0.8131249994039536,0.018310303593072213,8,0.7837499901652336,0.01903943864570523,8,0.7800000011920929,0.008493694559251936,8,0.4150780364871025,0.03719682105774972,8,0.5232788547873497,0.04764077650574178,8,0.5182118900120258,0.018425355167661778,8,0.03312499821186066,0.01615492106991025,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r5_d2,zz_r5_d2,zz,5,2,6,8,0.8299999982118607,0.017320513680060018,8,0.7681250050663948,0.036148261949540524,8,0.7580625116825104,0.014693137454597306,8,0.4027662165462971,0.031240724164892635,8,0.53964414447546,0.05643559692326742,8,0.5577930957078934,0.029503958938608858,8,0.07193748652935028,0.02288548372804831,mean ± sample SD across independent target-model seeds; fixed data seed
satml_credit_factorial,credit_default,qnn,zz_r5_d6,zz_r5_d6,zz,5,6,6,8,0.8556250110268593,0.017816016954271145,8,0.7706249952316284,0.028465200733251372,8,0.7566875070333481,0.018984854437036097,8,0.3344722203910351,0.04664713001424265,8,0.569276187568903,0.06472571486429729,8,0.5848200097680092,0.055620448627977125,8,0.0989375039935112,0.032867099343452645,mean ± sample SD across independent target-model seeds; fixed data seed
