outcome,attack,factor,contrast,mean_difference,sd_across_blocks,ci95_low,ci95_high,n_independent_blocks,bootstrap_replicates,inference_unit,paired_sign_flip_pvalue,holm_pvalue,multiplicity_family
auc,loss,repetitions,5 - 1,0.07760437499999999,0.008042852773062981,0.07132274999999998,0.083886,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,loss,depth,6 - 2,0.058065875,0.00781344060226599,0.05244016666666666,0.064207375,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,loss,feature_map,Z - EfficientSU2,0.03599287499999997,0.003018120408595597,0.033747374999999975,0.03823837499999998,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,loss,feature_map,ZZ - EfficientSU2,0.111014875,0.004341558617647414,0.10754862500000002,0.11429149999999995,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,loss,feature_map,ZZ - Z,0.07502200000000002,0.006843813864570722,0.06966781250000002,0.0803761875,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,margin,repetitions,5 - 1,0.001807499999999984,0.009311027072880307,-0.0054421250000000285,0.009057124999999996,5,10000,paired split/init block,0.6875,0.75,5 prespecified estimable contrasts within outcome × attack
auc,margin,depth,6 - 2,0.03640966666666669,0.014685406639088414,0.025131958333333333,0.04812945833333334,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,margin,feature_map,Z - EfficientSU2,-0.01440956249999999,0.009374187052252835,-0.020639749999999978,-0.006477749999999979,5,10000,paired split/init block,0.125,0.5,5 prespecified estimable contrasts within outcome × attack
auc,margin,feature_map,ZZ - EfficientSU2,0.004412249999999993,0.007462165620125844,-0.0011845000000000356,0.010214559374999928,5,10000,paired split/init block,0.375,0.75,5 prespecified estimable contrasts within outcome × attack
auc,margin,feature_map,ZZ - Z,0.018821812499999983,0.01510116249534909,0.0053436874999999665,0.02944149999999999,5,10000,paired split/init block,0.125,0.5,5 prespecified estimable contrasts within outcome × attack
auc,max_probability,repetitions,5 - 1,0.00030466666666665644,0.008573133617394613,-0.00676120833333336,0.006666333333333332,5,10000,paired split/init block,0.9375,0.9375,5 prespecified estimable contrasts within outcome × attack
auc,max_probability,depth,6 - 2,0.03667750000000001,0.012680606379298322,0.026781374999999996,0.047111499999999994,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,max_probability,feature_map,Z - EfficientSU2,-0.016080812499999986,0.010998922693606023,-0.02367856249999998,-0.0064896250000000075,5,10000,paired split/init block,0.125,0.5,5 prespecified estimable contrasts within outcome × attack
auc,max_probability,feature_map,ZZ - EfficientSU2,0.004944374999999992,0.0060591405640569255,0.0005059374999999922,0.00946593749999999,5,10000,paired split/init block,0.1875,0.5,5 prespecified estimable contrasts within outcome × attack
auc,max_probability,feature_map,ZZ - Z,0.02102518749999998,0.015512003043069666,0.00794249999999998,0.031970312499999966,5,10000,paired split/init block,0.125,0.5,5 prespecified estimable contrasts within outcome × attack
auc,learned_prediction_vector_stats,repetitions,5 - 1,0.060253125,0.012820608249093972,0.0516175,0.07113020833333335,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,learned_prediction_vector_stats,depth,6 - 2,0.07188437499999999,0.017591659295800203,0.05971770833333333,0.08583958333333333,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,learned_prediction_vector_stats,feature_map,Z - EfficientSU2,0.035792187499999996,0.021984589884344246,0.018926562500000018,0.05265781249999998,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,learned_prediction_vector_stats,feature_map,ZZ - EfficientSU2,0.1142625,0.02884399419249285,0.094325,0.137403125,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,learned_prediction_vector_stats,feature_map,ZZ - Z,0.0784703125,0.024597525917254344,0.060896875,0.09617343749999999,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,global_true_class_log_odds,repetitions,5 - 1,0.04874027777777782,0.004254993662135711,0.04467500000000002,0.05316250000000008,3,10000,paired split/init block,0.25,1.0,4 prespecified estimable contrasts within outcome × attack
auc,global_true_class_log_odds,feature_map,Z - EfficientSU2,0.02043125000000003,0.026414766378154857,-0.009749999999999981,0.039337500000000025,3,10000,paired split/init block,0.5,1.0,4 prespecified estimable contrasts within outcome × attack
auc,global_true_class_log_odds,feature_map,ZZ - EfficientSU2,0.09245000000000005,0.016695335239221815,0.07317499999999999,0.10238750000000008,3,10000,paired split/init block,0.25,1.0,4 prespecified estimable contrasts within outcome × attack
auc,global_true_class_log_odds,feature_map,ZZ - Z,0.07201875000000002,0.010302819319851195,0.06245000000000006,0.08292499999999997,3,10000,paired split/init block,0.25,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_offline,repetitions,5 - 1,0.0025361111111111283,0.014488056223943538,-0.012866666666666674,0.01589166666666673,3,10000,paired split/init block,0.75,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_offline,feature_map,Z - EfficientSU2,-0.0010124999999999995,0.031450737769565924,-0.026350000000000012,0.03418750000000001,3,10000,paired split/init block,1.0,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_offline,feature_map,ZZ - EfficientSU2,0.0038625,0.03933098929279558,-0.03081250000000002,0.0466,3,10000,paired split/init block,1.0,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_offline,feature_map,ZZ - Z,0.004875,0.02203292635466295,-0.019937500000000025,0.02215000000000003,3,10000,paired split/init block,0.75,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_offline_fixed_variance,repetitions,5 - 1,0.007547222222222188,0.011565385776019255,-0.005175000000000059,0.01742499999999997,3,10000,paired split/init block,0.5,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_offline_fixed_variance,feature_map,Z - EfficientSU2,-0.01650833333333331,0.020940825606535513,-0.030037500000000023,0.007612500000000022,3,10000,paired split/init block,0.5,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_offline_fixed_variance,feature_map,ZZ - EfficientSU2,0.00032083333333332575,0.028949153521015618,-0.03284999999999996,0.020487499999999936,3,10000,paired split/init block,1.0,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_offline_fixed_variance,feature_map,ZZ - Z,0.016829166666666635,0.024793870000129774,-0.005750000000000033,0.043362500000000026,3,10000,paired split/init block,0.5,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_online,repetitions,5 - 1,0.01786944444444443,0.013820607432917534,0.006675000000000024,0.033316666666666696,3,10000,paired split/init block,0.25,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_online,feature_map,Z - EfficientSU2,0.008933333333333312,0.05337935335486311,-0.05228750000000004,0.045737499999999986,3,10000,paired split/init block,1.0,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_online,feature_map,ZZ - EfficientSU2,0.022970833333333312,0.051822959338340885,-0.021675,0.07979999999999998,3,10000,paired split/init block,0.75,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_online,feature_map,ZZ - Z,0.0140375,0.03174343436050992,-0.02256250000000004,0.034062499999999996,3,10000,paired split/init block,0.5,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_online_fixed_variance,repetitions,5 - 1,0.019511111111111073,0.01854263917549473,-0.0011083333333333407,0.03481666666666664,3,10000,paired split/init block,0.5,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_online_fixed_variance,feature_map,Z - EfficientSU2,0.015779166666666695,0.037766466469387076,-0.02595000000000003,0.04761250000000011,3,10000,paired split/init block,0.75,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_online_fixed_variance,feature_map,ZZ - EfficientSU2,0.05006250000000001,0.041105966340058274,0.015637500000000026,0.09557500000000008,3,10000,paired split/init block,0.25,1.0,4 prespecified estimable contrasts within outcome × attack
auc,lira_online_fixed_variance,feature_map,ZZ - Z,0.03428333333333331,0.039308826007441774,-0.010037499999999977,0.06492499999999995,3,10000,paired split/init block,0.5,1.0,4 prespecified estimable contrasts within outcome × attack
auc,label_only_correctness,repetitions,5 - 1,0.05790833333333335,0.00772489212438164,0.0522,0.06435000000000005,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,label_only_correctness,depth,6 - 2,0.05859166666666664,0.007421370231373107,0.05251666666666664,0.06416666666666662,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,label_only_correctness,feature_map,Z - EfficientSU2,0.03331250000000001,0.003695172103569723,0.030587500000000024,0.0365,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,label_only_correctness,feature_map,ZZ - EfficientSU2,0.0867125,0.003874143050404844,0.083775,0.08983750000000003,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,label_only_correctness,feature_map,ZZ - Z,0.0534,0.006659784859513096,0.048462500000000006,0.05902499999999998,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,label_only_hsj_l2,repetitions,5 - 1,0.06868375,0.005129050821193831,0.06486208333333329,0.07271000000000001,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,label_only_hsj_l2,depth,6 - 2,0.06475791666666667,0.012570740318405181,0.055657500000000006,0.07497083333333335,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,label_only_hsj_l2,feature_map,Z - EfficientSU2,0.03181312499999997,0.01937658693097806,0.01568437499999999,0.04597062499999997,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,label_only_hsj_l2,feature_map,ZZ - EfficientSU2,0.08306937499999999,0.010865087616133147,0.07344,0.09043437499999998,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,label_only_hsj_l2,feature_map,ZZ - Z,0.051256250000000024,0.01262642125354113,0.040878125,0.06062125000000003,5,10000,paired split/init block,0.0625,0.3125,5 prespecified estimable contrasts within outcome × attack
