outcome,attack,factor,contrast,block_id,block_effect,within_block_pairs
train_acc,target_model,repetitions,5 - 1,fashion_b01,-0.09999999403953548,6
train_acc,target_model,repetitions,5 - 1,fashion_b02,-0.09833332896232606,6
train_acc,target_model,repetitions,5 - 1,fashion_b03,-0.09916666150093079,6
train_acc,target_model,repetitions,5 - 1,fashion_b04,-0.09583332141240442,6
train_acc,target_model,repetitions,5 - 1,fashion_b05,-0.07416666547457378,6
train_acc,target_model,depth,6 - 2,fashion_b01,0.12166665991147363,6
train_acc,target_model,depth,6 - 2,fashion_b02,0.14666667580604556,6
train_acc,target_model,depth,6 - 2,fashion_b03,0.15916666388511658,6
train_acc,target_model,depth,6 - 2,fashion_b04,0.1241666674613953,6
train_acc,target_model,depth,6 - 2,fashion_b05,0.1408333281675975,6
train_acc,target_model,feature_map,Z - EfficientSU2,fashion_b01,-0.06749999523162845,4
train_acc,target_model,feature_map,Z - EfficientSU2,fashion_b02,-0.05125001072883609,4
train_acc,target_model,feature_map,Z - EfficientSU2,fashion_b03,-0.07625001668930048,4
train_acc,target_model,feature_map,Z - EfficientSU2,fashion_b04,-0.05000001192092893,4
train_acc,target_model,feature_map,Z - EfficientSU2,fashion_b05,-0.051249995827674893,4
train_acc,target_model,feature_map,ZZ - EfficientSU2,fashion_b01,-0.103750005364418,4
train_acc,target_model,feature_map,ZZ - EfficientSU2,fashion_b02,-0.11124999821186066,4
train_acc,target_model,feature_map,ZZ - EfficientSU2,fashion_b03,-0.1024999916553497,4
train_acc,target_model,feature_map,ZZ - EfficientSU2,fashion_b04,-0.1362499892711639,4
train_acc,target_model,feature_map,ZZ - EfficientSU2,fashion_b05,-0.10875001549720764,4
train_acc,target_model,feature_map,ZZ - Z,fashion_b01,-0.036250010132789556,4
train_acc,target_model,feature_map,ZZ - Z,fashion_b02,-0.05999998748302457,4
train_acc,target_model,feature_map,ZZ - Z,fashion_b03,-0.026249974966049222,4
train_acc,target_model,feature_map,ZZ - Z,fashion_b04,-0.08624997735023499,4
train_acc,target_model,feature_map,ZZ - Z,fashion_b05,-0.05750001966953275,4
valid_acc,target_model,repetitions,5 - 1,fashion_b01,-0.22333332896232605,6
valid_acc,target_model,repetitions,5 - 1,fashion_b02,-0.2233333339293798,6
valid_acc,target_model,repetitions,5 - 1,fashion_b03,-0.21499999860922495,6
valid_acc,target_model,repetitions,5 - 1,fashion_b04,-0.1991666704416275,6
valid_acc,target_model,repetitions,5 - 1,fashion_b05,-0.1999999980131785,6
valid_acc,target_model,depth,6 - 2,fashion_b01,0.013333330551783243,6
