target_id,structural_cell_id,fm_kind,reps,depth,model_seed,data_seed,mode,queries,shots,attack,attack_family,mean_auc_over_simulator_seeds
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,exact,0,0,learned_mlp_pv_plus_stats,learned_cross_fitted,0.561125
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,exact,0,0,loss,scalar_threshold,0.518675
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,exact,0,0,margin,scalar_threshold,0.497075
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,ideal_shot,1,512,confidence,scalar_threshold,0.50507
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,ideal_shot,1,512,correctness,scalar_threshold,0.5197499999999999
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,ideal_shot,1,512,entropy,scalar_threshold,0.507365
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,ideal_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.5314075
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,ideal_shot,1,512,loss,scalar_threshold,0.5248625
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,ideal_shot,1,512,margin,scalar_threshold,0.5044
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,noisy_shot,1,512,confidence,scalar_threshold,0.5102475
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,noisy_shot,1,512,correctness,scalar_threshold,0.5085
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,noisy_shot,1,512,entropy,scalar_threshold,0.5091625
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,noisy_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.527605
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,noisy_shot,1,512,loss,scalar_threshold,0.5219225000000001
MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,eff_su2,1,2,45,43,noisy_shot,1,512,margin,scalar_threshold,0.5114775
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,exact,0,0,confidence,scalar_threshold,0.51325
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,exact,0,0,correctness,scalar_threshold,0.5299999999999999
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,exact,0,0,entropy,scalar_threshold,0.519475
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,exact,0,0,learned_mlp_pv_plus_stats,learned_cross_fitted,0.515075
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,exact,0,0,loss,scalar_threshold,0.542875
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,exact,0,0,margin,scalar_threshold,0.51185
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,1,512,confidence,scalar_threshold,0.51109
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,1,512,correctness,scalar_threshold,0.532
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,1,512,entropy,scalar_threshold,0.509145
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.5228900000000001
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,1,512,loss,scalar_threshold,0.53985
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,1,512,margin,scalar_threshold,0.5149874999999999
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,noisy_shot,1,512,confidence,scalar_threshold,0.5177400000000001
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,noisy_shot,1,512,correctness,scalar_threshold,0.5275000000000001
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,noisy_shot,1,512,entropy,scalar_threshold,0.5163175
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,noisy_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.50583
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,noisy_shot,1,512,loss,scalar_threshold,0.543845
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,noisy_shot,1,512,margin,scalar_threshold,0.52193
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,exact,0,0,confidence,scalar_threshold,0.5037499999999999
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,exact,0,0,correctness,scalar_threshold,0.5125
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,exact,0,0,entropy,scalar_threshold,0.504075
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,exact,0,0,learned_mlp_pv_plus_stats,learned_cross_fitted,0.516875
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,exact,0,0,loss,scalar_threshold,0.532225
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,exact,0,0,margin,scalar_threshold,0.509275
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,ideal_shot,1,512,confidence,scalar_threshold,0.5106987500000001
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,ideal_shot,1,512,correctness,scalar_threshold,0.513
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,ideal_shot,1,512,entropy,scalar_threshold,0.51079
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,ideal_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.5111525
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,ideal_shot,1,512,loss,scalar_threshold,0.5358562499999999
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,ideal_shot,1,512,margin,scalar_threshold,0.5123125
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,noisy_shot,1,512,confidence,scalar_threshold,0.5057075
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,noisy_shot,1,512,correctness,scalar_threshold,0.52725
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,noisy_shot,1,512,entropy,scalar_threshold,0.502765
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,noisy_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.53295
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,noisy_shot,1,512,loss,scalar_threshold,0.5363800000000001
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,43,noisy_shot,1,512,margin,scalar_threshold,0.51194
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,exact,0,0,confidence,scalar_threshold,0.507775
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,exact,0,0,correctness,scalar_threshold,0.5149999999999999
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,exact,0,0,entropy,scalar_threshold,0.511525
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,exact,0,0,learned_mlp_pv_plus_stats,learned_cross_fitted,0.511
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,exact,0,0,loss,scalar_threshold,0.5342250000000001
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,exact,0,0,margin,scalar_threshold,0.5068
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,ideal_shot,1,512,confidence,scalar_threshold,0.511255
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,ideal_shot,1,512,correctness,scalar_threshold,0.5197499999999999
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,ideal_shot,1,512,entropy,scalar_threshold,0.5137075
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,ideal_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.5128775
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,ideal_shot,1,512,loss,scalar_threshold,0.536165
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,ideal_shot,1,512,margin,scalar_threshold,0.513555
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,noisy_shot,1,512,confidence,scalar_threshold,0.5104975
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,noisy_shot,1,512,correctness,scalar_threshold,0.524
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,noisy_shot,1,512,entropy,scalar_threshold,0.5124675
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,noisy_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.52774
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,noisy_shot,1,512,loss,scalar_threshold,0.5389525
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,43,noisy_shot,1,512,margin,scalar_threshold,0.5112725
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,exact,0,0,confidence,scalar_threshold,0.522675
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,exact,0,0,correctness,scalar_threshold,0.5499999999999999
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,exact,0,0,entropy,scalar_threshold,0.516875
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,exact,0,0,learned_mlp_pv_plus_stats,learned_cross_fitted,0.5289750000000001
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,exact,0,0,loss,scalar_threshold,0.5684
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,exact,0,0,margin,scalar_threshold,0.528625
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,ideal_shot,1,512,confidence,scalar_threshold,0.51303
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,ideal_shot,1,512,correctness,scalar_threshold,0.5515
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,ideal_shot,1,512,entropy,scalar_threshold,0.5077425
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,ideal_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.53332
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,ideal_shot,1,512,loss,scalar_threshold,0.5632474999999999
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,ideal_shot,1,512,margin,scalar_threshold,0.5159925
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,noisy_shot,1,512,confidence,scalar_threshold,0.5181
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,noisy_shot,1,512,correctness,scalar_threshold,0.544
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,noisy_shot,1,512,entropy,scalar_threshold,0.50685125
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,noisy_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.5186875000000001
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,noisy_shot,1,512,loss,scalar_threshold,0.5612550000000001
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,eff_su2,5,2,43,43,noisy_shot,1,512,margin,scalar_threshold,0.523795
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,exact,0,0,confidence,scalar_threshold,0.536825
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,exact,0,0,correctness,scalar_threshold,0.5525
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,exact,0,0,entropy,scalar_threshold,0.5301750000000001
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,exact,0,0,learned_mlp_pv_plus_stats,learned_cross_fitted,0.56335
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,exact,0,0,loss,scalar_threshold,0.57765
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,exact,0,0,margin,scalar_threshold,0.5404
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,ideal_shot,1,512,confidence,scalar_threshold,0.5285225
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,ideal_shot,1,512,correctness,scalar_threshold,0.54725
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,ideal_shot,1,512,entropy,scalar_threshold,0.5268075
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,ideal_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.527885
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,ideal_shot,1,512,loss,scalar_threshold,0.5705875
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,ideal_shot,1,512,margin,scalar_threshold,0.529625
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,noisy_shot,1,512,confidence,scalar_threshold,0.52465125
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,noisy_shot,1,512,correctness,scalar_threshold,0.55225
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,noisy_shot,1,512,entropy,scalar_threshold,0.5220450000000001
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,noisy_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.546415
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,noisy_shot,1,512,loss,scalar_threshold,0.5680324999999999
MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,eff_su2,5,2,44,43,noisy_shot,1,512,margin,scalar_threshold,0.5264575
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,exact,0,0,confidence,scalar_threshold,0.5191250000000001
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,exact,0,0,correctness,scalar_threshold,0.5825
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,exact,0,0,entropy,scalar_threshold,0.5161749999999999
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,exact,0,0,learned_mlp_pv_plus_stats,learned_cross_fitted,0.5997000000000001
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,exact,0,0,loss,scalar_threshold,0.5665250000000001
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,exact,0,0,margin,scalar_threshold,0.5191749999999999
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,ideal_shot,1,512,confidence,scalar_threshold,0.51093
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,ideal_shot,1,512,correctness,scalar_threshold,0.5667500000000001
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,ideal_shot,1,512,entropy,scalar_threshold,0.5092075
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,ideal_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.5613075000000001
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,ideal_shot,1,512,loss,scalar_threshold,0.5641149999999999
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,ideal_shot,1,512,margin,scalar_threshold,0.51039625
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,noisy_shot,1,512,confidence,scalar_threshold,0.5077
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,noisy_shot,1,512,correctness,scalar_threshold,0.56075
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,noisy_shot,1,512,entropy,scalar_threshold,0.5059675
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,noisy_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.5538875
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,noisy_shot,1,512,loss,scalar_threshold,0.5648525
MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,eff_su2,5,2,45,43,noisy_shot,1,512,margin,scalar_threshold,0.509695
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,43,exact,0,0,confidence,scalar_threshold,0.567175
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,43,exact,0,0,correctness,scalar_threshold,0.6025
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,43,exact,0,0,entropy,scalar_threshold,0.563575
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,43,exact,0,0,learned_mlp_pv_plus_stats,learned_cross_fitted,0.58975
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,43,exact,0,0,loss,scalar_threshold,0.612675
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,43,exact,0,0,margin,scalar_threshold,0.5663750000000001
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,43,ideal_shot,1,512,confidence,scalar_threshold,0.560365
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,43,ideal_shot,1,512,correctness,scalar_threshold,0.59575
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,43,ideal_shot,1,512,entropy,scalar_threshold,0.5583475
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,43,ideal_shot,1,512,learned_mlp_pv_plus_stats,learned_cross_fitted,0.6004125
MNIST_QNN_eff_su2_r5_d6_s43,eff_su2_r5_d6,eff_su2,5,6,43,43,ideal_shot,1,512,loss,scalar_threshold,0.6101325
