fm_kind,reps,depth,mode,queries,shots,attack,n_trained_checkpoints,mean_auc,sd_across_trained_checkpoints
zz,5,2,exact,0,0,loss,3,0.60135,0.024778859437028185
zz,5,2,exact,0,0,margin,3,0.5103416666666667,0.047653635310785404
zz,5,2,ideal_shot,1,512,confidence,3,0.5125766666666667,0.04484080231310912
zz,5,2,ideal_shot,1,512,correctness,3,0.581,0.00812788410350443
zz,5,2,ideal_shot,1,512,entropy,3,0.5130895833333333,0.03028195090348105
zz,5,2,ideal_shot,1,512,learned_mlp_pv_plus_stats,3,0.5675325,0.009075418723122347
zz,5,2,ideal_shot,1,512,loss,3,0.5991725,0.02478286920939546
zz,5,2,ideal_shot,1,512,margin,3,0.5113033333333333,0.05072549299497578
zz,5,2,noisy_shot,1,512,confidence,3,0.5332658333333334,0.019623535667237277
zz,5,2,noisy_shot,1,512,correctness,3,0.5236666666666666,0.010001041612418923
zz,5,2,noisy_shot,1,512,entropy,3,0.5422199999999999,0.028881033244155294
zz,5,2,noisy_shot,1,512,learned_mlp_pv_plus_stats,3,0.529895,0.01812437188566819
zz,5,2,noisy_shot,1,512,loss,3,0.5480750000000001,0.005551567346254612
zz,5,2,noisy_shot,1,512,margin,3,0.5273491666666666,0.009253253594457087
zz,5,6,exact,0,0,confidence,3,0.5219916666666667,0.019683516792822698
zz,5,6,exact,0,0,correctness,3,0.6749999999999999,0.01750000000000002
zz,5,6,exact,0,0,entropy,3,0.5181916666666666,0.02209809569472752
zz,5,6,exact,0,0,learned_mlp_pv_plus_stats,3,0.6909916666666667,0.024194089326389938
zz,5,6,exact,0,0,loss,3,0.6789916666666667,0.018371110699501376
zz,5,6,exact,0,0,margin,3,0.5240416666666667,0.018405847123491265
zz,5,6,ideal_shot,1,512,confidence,3,0.5139,0.016865341124625954
zz,5,6,ideal_shot,1,512,correctness,3,0.6628333333333333,0.013134718624064078
zz,5,6,ideal_shot,1,512,entropy,3,0.5106075,0.02072380213667364
zz,5,6,ideal_shot,1,512,learned_mlp_pv_plus_stats,3,0.6915316666666667,0.014087067281138857
zz,5,6,ideal_shot,1,512,loss,3,0.6724125000000001,0.01783814154417436
zz,5,6,ideal_shot,1,512,margin,3,0.5151924999999999,0.014710152743938392
zz,5,6,noisy_shot,1,512,confidence,3,0.5295908333333333,0.0022315778237232305
zz,5,6,noisy_shot,1,512,correctness,3,0.54175,0.010286520305720444
zz,5,6,noisy_shot,1,512,entropy,3,0.5341041666666667,0.0005462218718921067
zz,5,6,noisy_shot,1,512,learned_mlp_pv_plus_stats,3,0.5356,0.009311985556260251
zz,5,6,noisy_shot,1,512,loss,3,0.5675,0.008787293027434499
zz,5,6,noisy_shot,1,512,margin,3,0.52775,0.0014736582880708774
