experiment,dataset,architecture,source_run_id,n_wires,pad_mode,fm_ent,ql_ent,ql_op,ql_rev,batch_size,epochs,extra_feats,learning_rate,weight_decay,seed,model_seed,init_seed,data_seed,split_seed,block_id,vector_train,vector_valid,vector_test,wdbc_data_path,wdbc_pca_components,target_id,role,structural_cell_id,fm_kind,fm_op,reps,depth,feature_angle_scale,base_target_id,n_train,n_test,encoder_operation_count,encoder_operation_signature,state_signature,train_train_similarity,train_test_similarity,test_test_similarity,within_class_similarity,between_class_similarity,class_similarity_gap,mmd2_train_test,kernel_label_alignment,effective_rank,geometry_kernel,geometry_stage
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80265,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_z_r5_ds80265,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_WDBC_z_r5,160,200,60,39033bfcb38c7f65ce82656b8688a59c7b3a775c004bc98bf711ceba113dd771,90375f09bb4c3a20e1ecfa4f65e612466ac8f2e99907d0aea2f646c79d0f6ba5,0.16085542738437653,0.15632952749729156,0.15189309418201447,0.16451697051525116,0.14660029113292694,0.01791667938232422,8.946657180786133e-05,0.06869521737098694,70.50999450683594,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
