attack,dataset,architecture,fm_kind,reps,depth,auc_count,auc_mean,auc_std,tpr_at_0_05_fpr_count,tpr_at_0_05_fpr_mean,tpr_at_0_05_fpr_std,tpr_at_0_10_fpr_count,tpr_at_0_10_fpr_mean,tpr_at_0_10_fpr_std,balanced_accuracy_crossfit_count,balanced_accuracy_crossfit_mean,balanced_accuracy_crossfit_std,membership_advantage_crossfit_count,membership_advantage_crossfit_mean,membership_advantage_crossfit_std,error_bar_type
global_true_class_log_odds,credit_default,qnn,eff_su2,1,2,8,0.52059375,0.025652909017720205,8,0.054375,0.028339460121886585,8,0.115625,0.036784847423905406,8,0.511875,0.02627974505203579,8,0.023749999999999976,0.05255949010407153,mean ± sample SD across target-model seeds
global_true_class_log_odds,credit_default,qnn,eff_su2,1,6,8,0.52315,0.02527896853117232,8,0.0525,0.026186146828319087,8,0.12125,0.031931847067510157,8,0.5215624999999999,0.029878847630293307,8,0.04312499999999995,0.0597576952605866,mean ± sample SD across target-model seeds
global_true_class_log_odds,credit_default,qnn,eff_su2,5,2,8,0.548665625,0.025761942229007385,8,0.06125,0.025599944196367748,8,0.12375,0.03335416016031583,8,0.5346875,0.03483218698273194,8,0.06937499999999999,0.06966437396546388,mean ± sample SD across target-model seeds
global_true_class_log_odds,credit_default,qnn,eff_su2,5,6,8,0.56376875,0.024742840775522412,8,0.064375,0.020777305613852548,8,0.134375,0.036197622258138135,8,0.5453125,0.029259842666308784,8,0.09062499999999996,0.05851968533261749,mean ± sample SD across target-model seeds
global_true_class_log_odds,credit_default,qnn,z,1,2,8,0.53124375,0.02773883864985804,8,0.05,0.028284271247461898,8,0.104375,0.03288915366152539,8,0.52,0.03696040352284361,8,0.039999999999999966,0.07392080704568711,mean ± sample SD across target-model seeds
global_true_class_log_odds,credit_default,qnn,z,1,6,8,0.537296875,0.030652220956295686,8,0.059375,0.027181598292121925,8,0.131875,0.04487582072468743,8,0.52625,0.033567628964311945,8,0.05249999999999998,0.06713525792862383,mean ± sample SD across target-model seeds
global_true_class_log_odds,credit_default,qnn,z,5,2,8,0.566246875,0.026597285835951105,8,0.07125,0.031139088893910448,8,0.14625,0.03988823671925632,8,0.5415625,0.03578051894137768,8,0.08312499999999996,0.07156103788275532,mean ± sample SD across target-model seeds
global_true_class_log_odds,credit_default,qnn,z,5,6,8,0.57985,0.034445492655581424,8,0.075625,0.02610931689208717,8,0.145625,0.030640484423623035,8,0.54875,0.03814914340921881,8,0.09749999999999993,0.07629828681843762,mean ± sample SD across target-model seeds
global_true_class_log_odds,credit_default,qnn,zz,1,2,8,0.531775,0.02615657183195077,8,0.051875000000000004,0.017915974515977158,8,0.106875,0.024775780224127873,8,0.5159374999999999,0.030675068401367467,8,0.03187499999999999,0.061350136802734836,mean ± sample SD across target-model seeds
global_true_class_log_odds,credit_default,qnn,zz,1,6,8,0.5357375,0.028420600551611983,8,0.05875,0.020485186285285697,8,0.12375,0.039347354240333435,8,0.5246875,0.02851808636637454,8,0.04937499999999996,0.05703617273274911,mean ± sample SD across target-model seeds
