sample_id,membership,true_label,partition,lira_online,lira_online_fixed_variance,lira_offline,lira_offline_fixed_variance,global_true_class_log_odds
b09e8af7603c1f11,1,0,attack_calibration,2.0736151152883764,10.890891315376477,3.341437093564586,11.245983806828223,1.5004054520852383
03c1060e9a802b65,1,0,attack_calibration,0.10659237846549008,0.10287581681929181,-1.8172162569001986,0.4445901071088316,1.394225072600742
a02b0d8b050b25cb,1,0,attack_calibration,0.3323316341388969,0.10199022174642108,-1.8005673325599467,0.4435994099586193,1.444763911396371
dc30fe571f8ae8a9,1,0,attack_calibration,-1.3716234201166824,0.09687090147199967,-0.5002249244886889,0.44684633532888524,1.482359537875769
72b11186b6bb95c0,1,1,attack_calibration,-0.39732625758572304,0.10311712458540573,-2.3213038006938267,0.44386597099568587,-1.408418740782592
b1865a02a973295e,1,0,attack_calibration,0.3201408017064167,0.1039308822094056,-2.221889638805854,0.44426754627109566,1.408318130346092
39d1ed28e7c94ab5,1,1,attack_calibration,-2.6353798613952693,0.10749110509787657,-1.4207327030179133,0.4478122221544815,-1.3108905177937793
e0edf5eaa107cf1b,1,1,attack_calibration,-1.6816076006946146,0.10964055893957586,-0.42972288092877875,0.4589802864970605,-1.335943777011316
1140759c0aaa1cc8,1,0,attack_calibration,0.36372412379366637,0.1083876869127216,-1.1551499341924445,0.4508213180140399,1.3676221187867004
5b4b96e7751eac08,1,0,attack_calibration,-0.010858908865030603,0.10317513819087326,-2.280345187267152,0.44358536689822775,1.410530712978006
7d3c8763b109520c,1,0,attack_calibration,1.9334664246558182,0.0998567824870617,1.1940153801897873,0.44899251481112373,1.360063324973341
ac1f42a14a901f9c,1,0,attack_calibration,-0.026694667737216182,0.10317202454566049,-2.2866737795537633,0.44379766710723006,1.421294525359613
52597b1d14283ba1,1,0,attack_calibration,-0.5167707475191374,0.06586742497480375,-0.6194979966871021,0.4653295602852386,1.2845955188713738
858f6c6d8fc9a1b6,1,0,attack_calibration,0.6870622560068327,0.1031416375853384,-2.2924247663439754,0.44345653423627246,1.4143607443336346
dfb6d90480b94a23,1,0,attack_calibration,-1.9503850169613117,0.107158712666244,-1.1510248385682997,0.4499652448626048,1.3553889268293347
6a7254c52e6619f1,1,1,attack_calibration,-3.4459459431107153,0.08984568094825024,0.18963500292344015,0.45369075617791926,-1.5311115337524446
9e05090c720d8825,1,0,attack_calibration,-1.2067145459978996,0.10298469034657232,-4.435598959887079,0.44341376926562626,1.4047857481878108
b0622f8c7424bf9d,1,1,attack_calibration,-3.165880491973085,0.10295530459051544,-1.9612130520307027,0.4436030341941925,-1.4362297961393806
5670de8d399d32e2,1,1,attack_calibration,-4.143873822735104,0.09724407139377728,-2.935606490910322,0.4435724963365318,-1.4438836934823378
b99e22eada26087a,1,0,attack_calibration,0.8068881016430445,0.10600158775046187,-1.6053522144933616,0.4464547853402935,1.388835530645539
4c491f2444a650ee,1,1,attack_calibration,405.6958888009511,7.363426123585926,407.4781422994055,10.921744862495181,-1.469261407712538
9c60ff9e15e241f7,1,0,attack_calibration,1.3372731479858007,0.10397445394166815,0.1594366639472602,0.45277690122127445,1.4742422543079186
2feb011e180acd56,1,0,attack_calibration,-4.8111697339007,-12.306633846397094,-1.5171961534668421,0.446566275379361,1.439445711867973
51df1712c466494d,1,0,attack_calibration,-1.4144862303953283,0.10200834895006877,-2.8308299109537507,0.44356375270111964,1.4428518347216135
bade72579f6b984f,1,0,attack_calibration,-0.004912580849016024,-0.522224656038949,1.736914695772401,2.744546272733698,1.3669698098642096
35a190a464e0f68d,1,1,attack_calibration,-3.670506864671286,-3.0480258659331447,-1.8917198749407569,0.44502265777661687,-1.4593665684832595
3f8ab195fdc48d7d,1,0,attack_calibration,2.937582648713976,0.11176336008089577,1.2234822399790903,0.45274697405158076,1.444585185412953
8f3aad35c5074e8a,1,0,attack_calibration,1.2101810716270336,0.10317986543381186,-1.5750447918352717,0.4436238175534438,1.433002797948177
2a7e625e86d80dfb,1,0,attack_calibration,-0.0513123113244327,0.10216854410251669,-2.1732635146576893,0.44356025085933876,1.4470949480612614
b4d5f1dcbb72211a,1,0,attack_calibration,-15.489346506793032,0.08126275858884535,-0.8608765734865347,0.45099839300761735,1.3299725597398144
672db842efdd12c8,1,0,attack_calibration,-0.7487959271930871,0.1026075083442674,-3.3073159510475034,0.44346955902900936,1.3916148182189416
5d91ec8a192cb46e,1,1,attack_calibration,0.6029838331188486,0.10247402989901272,-0.14314410861701043,0.44609339165184564,-1.4628134303948856
9713efc890d9be81,1,0,attack_calibration,0.14594902817448396,0.10517395445951688,-1.1884586691758217,0.45035822792481245,1.4537220330543081
ba29367dcb5350a7,1,0,attack_calibration,-6.627021528056204,0.10076887455436567,-3.030730559063783,0.4434537387292372,1.380137473651328
61c2c70449c97c00,1,0,attack_calibration,4.634137350492535,0.1130641003727163,1.2254335965473662,0.4533742449035094,1.411997711135806
4d38e4d7f5ad03e2,1,0,attack_calibration,0.564592565197855,0.1086658976148997,-1.1670242834997793,0.44928477092560953,1.4356716360552446
8e7f84a9b2e3a004,1,0,attack_calibration,0.5472216787382571,0.10319192390163928,-2.3048695198019042,0.44350552721697084,1.4202347705865077
e2a5a8a88a4988ec,1,1,attack_calibration,-1.9889837587207948,-12.129199826669762,1.2633130930011731,0.4449948786253311,1.4204051371301556
f799ac2bdcd174e3,1,0,attack_calibration,1.8852073254058952,0.12580620947215965,-0.5208561605395066,0.4661839882017162,1.4806575158246986
3b76326cf56ba5ce,1,0,attack_calibration,0.5112158884404661,0.10511946483582241,-1.0944735229810658,0.4491671485761212,1.4403032123686588
fed0ee78ca9710fe,1,0,attack_calibration,0.62585898548677,0.10340258629283655,-1.7034150085962505,0.44385638990585613,1.420560688139831
e913dc0492a3eb55,1,0,attack_calibration,0.03955193936527568,0.10245936925513977,-1.4325214408844653,0.44579777384841657,1.3792736417691307
9a7292eef1816cb7,1,0,attack_calibration,-0.6235398473034821,0.10313738868695355,-3.0181175862128917,0.44347268786050453,1.4205196121094794
21891c44988bbd24,1,1,attack_calibration,-1.6311484199670216,0.09762552282880554,-2.8379383585859075,0.4436174548343582,-1.4038695716308598
9da62d4c05866725,1,0,attack_calibration,2.543824799535566,0.10436184734567366,-0.8187120355793427,0.44471035871938647,1.4311309353936386
1566b2e319ad1df1,1,0,attack_calibration,0.1140402905945952,0.10327968322170161,-2.092596233923219,0.4441981037191139,1.4235551683451448
19881e95b34eb1cd,1,0,attack_calibration,0.2671244599996556,0.10300885626652595,-2.1028159588057873,0.4434521326361743,1.4133137902822814
2d4cb28c9ebe3db9,1,0,attack_calibration,-6.957239904572262,0.02007704622348272,10.703134639783237,0.7365167270767381,1.9045324267784527
0fe71a763488f4d7,1,0,attack_calibration,0.1352557385600459,0.10330546638443605,-2.4056490899790473,0.44361885460920836,1.4119791716741705
27770fadebe20400,1,0,attack_calibration,0.2806824849531244,0.10420551990835247,-1.2742657027230115,0.4480798914949986,1.355355278989909
9964a2a4c8965e13,0,0,attack_calibration,6.845346263023642,0.07005008840472371,8.054151004841522,0.45141203270008257,1.4964557675153114
f8f310c1ed25b8d5,0,0,attack_calibration,1.0587244999201548,0.11150506448278069,-0.8396040172734063,0.45388902954704496,1.3647863583939008
31f1da524e46508e,0,0,attack_calibration,-0.6097710320444563,0.10313733794023111,-2.776432345663992,0.4434569324670193,1.4470245891646323
7088db983d09062c,0,0,attack_calibration,0.3162816649376312,0.10267381959394284,-2.1201504856235314,0.44343402933929943,1.4199127197701251
8fdcc291306156e7,0,1,attack_calibration,1.8048370630252601,1.9325020719488104,1.6738754766961015,2.300642619913075,-1.2841133030170444
abeb079e4753abba,0,0,attack_calibration,1.6136887628854537,0.10861116391465264,-0.3413076167342477,0.449539014641525,1.427845921848491
1ea847ad5609827f,0,1,attack_calibration,1.4842461612228712,6.994136227330582,3.223749713401729,10.133631997405631,1.325274800188488
7a675a3ccbd13374,0,1,attack_calibration,-1261.064218838651,-13.017299213848284,-3.13264731066367,0.4435303366755371,-1.4387376921463204
c86ae8cf6531410f,0,0,attack_calibration,1.8185520271665596,0.09050559993669721,1.216829834837091,0.4438046633641178,1.3608714737199685
27d22e9756bb165e,0,0,attack_calibration,0.8835485513686057,0.10153981724874123,-0.29448616746765754,0.44996808038150576,1.3744225051787644
a81ee939486eda89,0,0,attack_calibration,-0.0036661702841125354,0.1006021040638363,-1.5939068330473858,0.4436888901727436,1.4385844343601641
aac07474e0418182,0,0,attack_calibration,3.1236304477256684,0.10478444509858731,0.8026438006024414,0.4459386528388981,1.4553105046991475
c6a5ee1e3ffe1d26,0,0,attack_calibration,-1.4628145794445016,0.09511885499613193,-1.5821714125904642,0.4457275695976901,1.5290810229348
5b0e1bf322ec2d4b,0,0,attack_calibration,0.4198672239847321,0.10514078065976501,-1.786461472509068,0.44551804744991114,1.4014146613482168
736746d1eaf0d660,0,0,attack_calibration,0.8869831980577099,0.11956667490832035,-0.5859526185274417,0.4599792679213723,1.37620485803097
18d091f1d9415c81,0,1,attack_calibration,-4.213161664146509,-12.446645634495507,-0.810090832020345,0.45806120443009374,-1.4728879863133328
