experiment,dataset,architecture,source_run_id,n_wires,pad_mode,fm_ent,ql_ent,ql_op,ql_rev,batch_size,epochs,extra_feats,learning_rate,weight_decay,seed,model_seed,init_seed,data_seed,split_seed,block_id,vector_train,vector_valid,vector_test,target_id,role,structural_cell_id,fm_kind,fm_op,reps,depth,feature_angle_scale,base_target_id,n_train,n_test,encoder_operation_count,encoder_operation_signature,state_signature,train_train_similarity,train_test_similarity,test_test_similarity,within_class_similarity,between_class_similarity,class_similarity_gap,mmd2_train_test,kernel_label_alignment,effective_rank,geometry_kernel,geometry_stage
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60262,60261,fashion_b01,200,200,2000,GEOM_FASHION_eff_su2_r1_ds60262,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_FASHION_eff_su2_r1,200,200,17,c99ffe034595eccbc51fd35b5526f3a73439e35bc077120354146ea77101eb6b,ac57c9fc9f6991d9a1e65d0ba43a8dc885859c88199e5e4ed75a658415df129f,0.43364444375038147,0.44239336252212524,0.44904300570487976,0.6009151935577393,0.3893848657608032,0.21153032779693604,-0.002099275588989258,0.4609653055667877,8.218770027160645,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
