target_id,block_id,structural_cell_id,structural_role,training_defense,defense,attack,attack_fit,auc,balanced_accuracy,tpr_at_5_fpr,tpr_at_10_fpr,threshold,score_direction
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,none,loss,adaptive_defended_calibration,0.5032000000000001,0.49,0.12,0.16,-0.2312927469611168,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,none,confidence,adaptive_defended_calibration,0.5032000000000001,0.49,0.12,0.16,0.7935093343257904,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,none,maximum_probability,adaptive_defended_calibration,0.5026999999999999,0.49,0.11,0.18,0.7935093343257904,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,none,entropy,adaptive_defended_calibration,0.5026999999999999,0.49,0.11,0.18,-0.5092591047286987,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,none,margin,adaptive_defended_calibration,0.5026999999999999,0.49,0.11,0.18,0.5870186686515808,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,none,correctness,adaptive_defended_calibration,0.5,0.5,0.0,0.0,-inf,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,none,artifact_confidence_tau0.9,dynanoise_artifact_fixed_threshold_appendix,0.5026999999999999,0.52,0.11,0.18,0.9,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,none,artifact_loss_tau0.5,dynanoise_artifact_fixed_threshold_appendix,0.5032000000000001,0.485,0.12,0.16,-0.5,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,none,learned_pv_stats_logistic,adaptive_defended_calibration,0.4414,0.48,0.04,0.09,0.5180449196833588,
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,dynanoise,loss,adaptive_defended_calibration,0.4748,0.485,0.06,0.13,0.6273539066314697,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,dynanoise,confidence,adaptive_defended_calibration,0.4748,0.485,0.06,0.13,-0.534002959728241,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,dynanoise,maximum_probability,adaptive_defended_calibration,0.4579,0.485,0.05,0.09,-0.5354233980178833,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,dynanoise,entropy,adaptive_defended_calibration,0.4579,0.485,0.05,0.09,0.6906354427337646,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,dynanoise,margin,adaptive_defended_calibration,0.4579,0.485,0.05,0.09,-0.0708468109369278,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,dynanoise,correctness,adaptive_defended_calibration,0.495,0.495,0.0,0.0,-0.5,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,dynanoise,artifact_confidence_tau0.9,dynanoise_artifact_fixed_threshold_appendix,0.5421,0.5,0.04,0.16,0.9,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,dynanoise,artifact_loss_tau0.5,dynanoise_artifact_fixed_threshold_appendix,0.5252,0.5,0.04,0.16,-0.5,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,dynanoise,learned_pv_stats_logistic,adaptive_defended_calibration,0.5245,0.53,0.05,0.08,0.4929434505086948,
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,hamp_output,loss,adaptive_defended_calibration,0.47240000000000004,0.45499999999999996,0.03,0.11,0.14725536108016968,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,hamp_output,confidence,adaptive_defended_calibration,0.47240000000000004,0.45499999999999996,0.03,0.11,-0.8630748391151428,inverted_from_calibration
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,pets_b01,eff_su2_r1_d6,low,none,hamp_output,maximum_probability,adaptive_defended_calibration,0.4589,0.475,0.06,0.09,-0.699376106262207,inverted_from_calibration
