target_id,status,gpu,seconds,output_csv,log_path,return_code,error
GEOM_CREDIT_z_r1_ds20265,ok,2,12.511,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20265/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20265/geometry.log,0,
GEOM_CREDIT_z_r1_ds20262,ok,5,12.834,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20262/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20262/geometry.log,0,
GEOM_CREDIT_z_r1_ds20264,ok,4,13.018,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20264/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20264/geometry.log,0,
GEOM_CREDIT_z_r1_ds20268,ok,7,13.653,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20268/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20268/geometry.log,0,
GEOM_CREDIT_z_r1_ds20263,ok,1,13.872,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20263/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20263/geometry.log,0,
GEOM_CREDIT_z_r1_ds20266,ok,3,14.041,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20266/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20266/geometry.log,0,
GEOM_CREDIT_z_r1_ds20261,ok,0,14.54,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20261/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20261/geometry.log,0,
GEOM_CREDIT_z_r1_ds20267,ok,6,14.728,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20267/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r1_ds20267/geometry.log,0,
GEOM_CREDIT_z_r5_ds20262,ok,5,10.64,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20262/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20262/geometry.log,0,
GEOM_CREDIT_z_r5_ds20263,ok,4,11.22,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20263/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20263/geometry.log,0,
GEOM_CREDIT_z_r5_ds20261,ok,2,16.118,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20261/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20261/geometry.log,0,
