experiment,dataset,architecture,source_run_id,n_wires,pad_mode,fm_ent,ql_ent,ql_op,ql_rev,vector_train,vector_valid,vector_test,batch_size,epochs,extra_feats,learning_rate,weight_decay,credit_data_path,credit_pca_components,block_id,seed,model_seed,init_seed,data_seed,split_seed,target_id,role,structural_cell_id,fm_kind,fm_op,reps,depth,feature_angle_scale,base_target_id,n_train,n_test,encoder_operation_count,encoder_operation_signature,state_signature,train_train_similarity,train_test_similarity,test_test_similarity,within_class_similarity,between_class_similarity,class_similarity_gap,mmd2_train_test,kernel_label_alignment,effective_rank,geometry_kernel,geometry_stage
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20261,20261,GEOM_CREDIT_eff_su2_r1_ds20261,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1,200,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,8b5a185ddce97327fcfd5495c0032051f77b19ad2e74b51bcf4670e140620279,0.8556999564170837,0.8580939173698425,0.8594807982444763,0.8615245819091797,0.8509939312934875,0.0105306506156921,-0.001007080078125,0.0190271157771348,2.004202127456665,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20262,20261,GEOM_CREDIT_eff_su2_r1_ds20262,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1,200,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,79b742cea8f7e5b0f162eaa4dd2251684fa5ac1ce87d48aef87ae6ed007bcd39,0.866761326789856,0.8732417821884155,0.8789262771606445,0.8727810978889465,0.8735559582710266,-0.00077486038208,-0.0007959604263305,0.0171063989400863,1.859996199607849,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20263,20261,GEOM_CREDIT_eff_su2_r1_ds20263,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1,200,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,76d42452cd5412cb19d9f4f939ae0eebbd49e034b48da4045a66b3db619c63b6,0.8395811319351196,0.8470481634140015,0.8545243740081787,0.8478065133094788,0.8456268310546875,0.0021796822547912,9.179115295410156e-06,0.0084579959511756,2.109257936477661,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20264,20261,GEOM_CREDIT_eff_su2_r1_ds20264,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1,200,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,4f28b2ce10d04479b04546cac6b34a8ee5dc6c9cf453bdf1a5dd96820132c438,0.8143831491470337,0.8186599612236023,0.8227529525756836,0.8156540989875793,0.8246316313743591,-0.0089775323867797,-0.0001838207244873,0.014981459826231,2.408202886581421,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20265,20261,GEOM_CREDIT_eff_su2_r1_ds20265,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1,200,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,e32c6b09ad569063741784805734d5712472b96ceed3a8f33c5e73e2e5dfbcde,0.8209097385406494,0.8220559358596802,0.8265018463134766,0.8188951015472412,0.8303802609443665,-0.0114851593971252,0.0032997131347656,0.0098919384181499,2.328991174697876,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20266,20261,GEOM_CREDIT_eff_su2_r1_ds20266,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1,200,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,8fbcb5533db745233409ee8e8c0dc7378bd174168d874160a637d3e83f5c2a36,0.852715015411377,0.8603500127792358,0.8675405383110046,0.8564610481262207,0.8674423098564148,-0.010981261730194,-0.00044447183609,0.0144787402823567,1.9792441129684448,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20267,20261,GEOM_CREDIT_eff_su2_r1_ds20267,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1,200,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,54a700e818883ae1fc8ec55c6161b150c30dcdcf1df5d9aa6b3e800ca29dfdbc,0.8418103456497192,0.8487152457237244,0.856880784034729,0.8469251990318298,0.8533652424812317,-0.0064400434494018,0.0012606382369995,0.016811778768897,2.038052082061768,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20268,20261,GEOM_CREDIT_eff_su2_r1_ds20268,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1,200,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,bfbc1d2475f1408c2e9115d48d487ae2708f15371d745eaf11a2121804a443ad,0.8781664371490479,0.8808980584144592,0.8844517469406128,0.8814122676849365,0.8805668950080872,0.0008453726768493,0.0008220672607421,0.0086752036586403,1.7952730655670166,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20261,20261,GEOM_CREDIT_eff_su2_r5_ds20261,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5,200,200,85,5a0f40c3cb083fe36b4215f4c53611f0bb92c7f2f10218ad391d13c7afc54417,6f72fe5bb0336027f2b8e9bdf46420bc415a4ef9829b20bbb3f043dc25e73549,0.4221415221691131,0.4225480556488037,0.420660525560379,0.4296903908252716,0.4076255261898041,0.0220648646354675,-0.0022940635681152,0.0233455616980791,9.297611236572266,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20262,20261,GEOM_CREDIT_eff_su2_r5_ds20262,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5,200,200,85,5a0f40c3cb083fe36b4215f4c53611f0bb92c7f2f10218ad391d13c7afc54417,c5b6545b77f7e7123b8879fd793c423e8d63e86f16f11a7c3f9f8a35445d9a66,0.4917434751987457,0.5014902353286743,0.5081822276115417,0.498053103685379,0.5059593915939331,-0.007906287908554,-0.0030547678470611,0.0227130986750125,6.8192949295043945,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20263,20261,GEOM_CREDIT_eff_su2_r5_ds20263,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5,200,200,85,5a0f40c3cb083fe36b4215f4c53611f0bb92c7f2f10218ad391d13c7afc54417,0f382263cbe8a75fa7a694ea37151ac64a32145c627b05bb8fccf476bd36bc98,0.4376618564128876,0.4439902305603027,0.4509148299694061,0.4403550624847412,0.4512641727924347,-0.0109091103076934,0.0005962252616882,0.0133310193195939,9.340962409973145,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
