experiment,dataset,architecture,source_run_id,n_wires,pad_mode,fm_ent,ql_ent,ql_op,ql_rev,vector_train,vector_valid,vector_test,batch_size,epochs,extra_feats,learning_rate,weight_decay,credit_data_path,credit_pca_components,block_id,seed,model_seed,init_seed,data_seed,split_seed,target_id,role,structural_cell_id,fm_kind,fm_op,reps,depth,feature_angle_scale,base_target_id,n_train,n_test,encoder_operation_count,encoder_operation_signature,state_signature,train_train_similarity,train_test_similarity,test_test_similarity,within_class_similarity,between_class_similarity,class_similarity_gap,mmd2_train_test,kernel_label_alignment,effective_rank,geometry_kernel,geometry_stage
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20261,20261,GEOM_CREDIT_eff_su2_r1_ds20261,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1,200,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,8b5a185ddce97327fcfd5495c0032051f77b19ad2e74b51bcf4670e140620279,0.8556999564170837,0.8580939173698425,0.8594807982444763,0.8615245819091797,0.8509939312934875,0.0105306506156921,-0.001007080078125,0.0190271157771348,2.004202127456665,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20264,20261,GEOM_CREDIT_eff_su2_r5_ds20264,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5,200,200,85,5a0f40c3cb083fe36b4215f4c53611f0bb92c7f2f10218ad391d13c7afc54417,7eededc3d02a608484e97b8cefb1e0fd07954cd7b6e7a5a6a2be91bf6ef1324e,0.3217718601226806,0.3300107419490814,0.3387075960636139,0.3281947076320648,0.3340489864349365,-0.0058542788028717,0.0004579722881317,0.0155523801222443,15.42558479309082,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20265,20261,GEOM_CREDIT_eff_su2_r5_ds20265,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5,200,200,85,5a0f40c3cb083fe36b4215f4c53611f0bb92c7f2f10218ad391d13c7afc54417,af187d4a6f8524068429bc2faea1aaf7e81a1dcf447981419343ab5c6eb15e2a,0.3794875144958496,0.3869550228118896,0.4027375280857086,0.3818582892417907,0.4025306105613708,-0.02067232131958,0.0083149969577789,0.0122181512415409,11.244707107543944,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20266,20261,GEOM_CREDIT_eff_su2_r5_ds20266,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5,200,200,85,5a0f40c3cb083fe36b4215f4c53611f0bb92c7f2f10218ad391d13c7afc54417,afbdf359209e7ecb31d8d7f9290bac80eaf948c71951a9e59362e150ac11145d,0.4015630781650543,0.4153740108013153,0.4287302792072296,0.4178735911846161,0.4102791845798492,0.0075944066047668,-0.0004546642303466,0.0205245483666658,8.91015625,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20267,20261,GEOM_CREDIT_eff_su2_r5_ds20267,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5,200,200,85,5a0f40c3cb083fe36b4215f4c53611f0bb92c7f2f10218ad391d13c7afc54417,2c9a5faf4b0ba9d95de26db786e6ae728ad2a7cfbd83c21dac756acf881e807e,0.341781735420227,0.3459279239177704,0.3520731627941131,0.3414210677146911,0.356738805770874,-0.0153177380561828,0.0019990503787994,0.017815813422203,10.95361042022705,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20268,20261,GEOM_CREDIT_eff_su2_r5_ds20268,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5,200,200,85,5a0f40c3cb083fe36b4215f4c53611f0bb92c7f2f10218ad391d13c7afc54417,b91bf3e9d2f565d481adee9407a16d59ff995fb8abf3b0b9893bf896f315c0dc,0.4880636632442474,0.4841511845588684,0.4855805337429046,0.4846850335597992,0.4868678748607635,-0.0021828413009643,0.0053418278694152,0.008682357147336,7.074349403381348,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20261,20261,GEOM_CREDIT_z_r1_ds20261,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_CREDIT_z_r1,200,200,12,d1bfdd31aad00bdf474a7fb6e6c780cfbc05ab7e3506a5c067019b0369e10e30,99755f44c2af7a30f28d1cf168130cc234c97d8e84bea8608a8437ecd38fd324,0.6034280061721802,0.6111326217651367,0.616450309753418,0.6183705925941467,0.5959658026695251,0.0224047899246215,-0.0023869276046752,0.020647469907999,4.469009876251221,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20262,20261,GEOM_CREDIT_z_r1_ds20262,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_CREDIT_z_r1,200,200,12,d1bfdd31aad00bdf474a7fb6e6c780cfbc05ab7e3506a5c067019b0369e10e30,77889bc63beb18045cf206c1372e28fd0251431d04f3aaddff5f8498e0d7929c,0.6333833932876587,0.6445848345756531,0.653484582901001,0.644834578037262,0.6424002051353455,0.0024343729019165,-0.0023016929626464,0.0182084999978542,3.887816905975342,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20263,20261,GEOM_CREDIT_z_r1_ds20263,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_CREDIT_z_r1,200,200,12,d1bfdd31aad00bdf474a7fb6e6c780cfbc05ab7e3506a5c067019b0369e10e30,86ffc62584984130e540531a843936cee711ef686911fa1c690ddf5e9ed7ce0f,0.5763024687767029,0.5937421917915344,0.6117968559265137,0.5918790698051453,0.597692608833313,-0.0058135390281677,0.0006149411201477,0.0088177872821688,4.897287368774414,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20264,20261,GEOM_CREDIT_z_r1_ds20264,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_CREDIT_z_r1,200,200,12,d1bfdd31aad00bdf474a7fb6e6c780cfbc05ab7e3506a5c067019b0369e10e30,1278e9c2da96d5d762240b082fea727359f2c127628732c9eff686ed6f3b4961,0.4809891283512115,0.4986899793148041,0.515460729598999,0.4937260746955871,0.5080779790878296,-0.0143519043922424,-0.0009301006793975,0.011826460249722,6.7689056396484375,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20265,20261,GEOM_CREDIT_z_r1_ds20265,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_CREDIT_z_r1,200,200,12,d1bfdd31aad00bdf474a7fb6e6c780cfbc05ab7e3506a5c067019b0369e10e30,5c5cef68458bdfcff75d78a045f14775c1d117b2f694cf66b5c2907230dd457f,0.520340621471405,0.5164613127708435,0.521791398525238,0.5124757885932922,0.5305874943733215,-0.0181117057800292,0.009209394454956,0.0086047258228063,5.976589679718018,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20266,20261,GEOM_CREDIT_z_r1_ds20266,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_CREDIT_z_r1,200,200,12,d1bfdd31aad00bdf474a7fb6e6c780cfbc05ab7e3506a5c067019b0369e10e30,67e97d421c82109d8c9c7e40b00bb656e351d1658624b726cc76d7a5e11688ad,0.5796486139297485,0.6006796956062317,0.6205630898475647,0.5931041240692139,0.6142901182174683,-0.0211859941482543,-0.0011476874351501,0.0115781016647815,4.410614013671875,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20267,20261,GEOM_CREDIT_z_r1_ds20267,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_CREDIT_z_r1,200,200,12,d1bfdd31aad00bdf474a7fb6e6c780cfbc05ab7e3506a5c067019b0369e10e30,989310f515ddd93466563bbf4ef3f7efcc0793c716077c9c865d4b210c14f138,0.5567966103553772,0.5618312954902649,0.5701138377189636,0.5562624335289001,0.5757833123207092,-0.019520878791809,0.003247857093811,0.0189532581716775,4.7929463386535645,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20268,20261,GEOM_CREDIT_z_r1_ds20268,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_CREDIT_z_r1,200,200,12,d1bfdd31aad00bdf474a7fb6e6c780cfbc05ab7e3506a5c067019b0369e10e30,368035a214c3ea684e15fa7ef273da08e739d732dc28a808470f3351806bc833,0.6591669321060181,0.6624595522880554,0.6680306792259216,0.6633068919181824,0.6625435948371887,0.0007632970809936,0.0022785067558288,0.0087491888552904,3.633328676223755,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20261,20261,GEOM_CREDIT_z_r5_ds20261,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_CREDIT_z_r5,200,200,60,39033bfcb38c7f65ce82656b8688a59c7b3a775c004bc98bf711ceba113dd771,59840d3ad2bf6f3e736b1b06c69421061a62553c43373f8c97b2c20584647104,0.3114214837551117,0.3013782799243927,0.2916046380996704,0.3069425523281097,0.2912198007106781,0.0157227516174316,0.0002695620059967,0.0177107099443674,21.221834182739254,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20262,20261,GEOM_CREDIT_z_r5_ds20262,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_CREDIT_z_r5,200,200,60,39033bfcb38c7f65ce82656b8688a59c7b3a775c004bc98bf711ceba113dd771,d1c5b094c55dad28c11057a58f14da48eb09bafa2076c207ac486623ecb3a246,0.2789966464042663,0.2921641170978546,0.3023800849914551,0.2902386784553528,0.2937536835670471,-0.0035150051116943,-0.0029515027999877,0.0168886799365282,19.32281494140625,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20263,20261,GEOM_CREDIT_z_r5_ds20263,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_CREDIT_z_r5,200,200,60,39033bfcb38c7f65ce82656b8688a59c7b3a775c004bc98bf711ceba113dd771,a017f9d66ad60d8493aaad2016a04a9d9db49a78009ceb7326f5b518dba99e3f,0.2479756474494934,0.2535070776939392,0.2595036327838897,0.252066969871521,0.2565532922744751,-0.0044863224029541,0.0004651248455047,0.021818459033966,25.69454574584961,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20264,20261,GEOM_CREDIT_z_r5_ds20264,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_CREDIT_z_r5,200,200,60,39033bfcb38c7f65ce82656b8688a59c7b3a775c004bc98bf711ceba113dd771,6bdadab021e7597be8ed6f0dfd36412952f54e1b14fee4b36a0b39c7b9a75cb6,0.2368812561035156,0.2365914136171341,0.2364263236522674,0.2349497079849243,0.2400232553482055,-0.0050735473632812,0.0001247525215148,0.019183836877346,33.047607421875,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20265,20261,GEOM_CREDIT_z_r5_ds20265,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_CREDIT_z_r5,200,200,60,39033bfcb38c7f65ce82656b8688a59c7b3a775c004bc98bf711ceba113dd771,56dd50d57d08b9e96c4358ac34b1653009489843c1b460904ddce37fcf7d5c20,0.2643127143383026,0.2613041996955871,0.267389714717865,0.2599256336688995,0.2704383134841919,-0.0105126798152923,0.0090940296649932,0.0184154324233531,24.87420654296875,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20266,20261,GEOM_CREDIT_z_r5_ds20266,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_CREDIT_z_r5,200,200,60,39033bfcb38c7f65ce82656b8688a59c7b3a775c004bc98bf711ceba113dd771,c9770e9928077624ffb3ebadd8c0f7a68d7ddbaebf3c4c8241e7b945cb35ace5,0.3742780089378357,0.3745606541633606,0.3766821324825287,0.3821084797382355,0.3615038394927978,0.0206046402454376,0.0018388330936431,0.0356719568371772,15.622461318969728,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20267,20261,GEOM_CREDIT_z_r5_ds20267,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_CREDIT_z_r5,200,200,60,39033bfcb38c7f65ce82656b8688a59c7b3a775c004bc98bf711ceba113dd771,5adc0cce637c0e2356e13d3fd2167ed6bd2c9aad6d30cfce47d4949daa79969c,0.3181796371936798,0.3213360607624054,0.322742223739624,0.3205652236938476,0.3215884566307068,-0.0010232329368591,-0.0017502605915069,0.0136108044534921,19.39002799987793,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20268,20261,GEOM_CREDIT_z_r5_ds20268,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_CREDIT_z_r5,200,200,60,39033bfcb38c7f65ce82656b8688a59c7b3a775c004bc98bf711ceba113dd771,0cf8a414de60a673e6c22f6265ceac4619edb81626e839e7ff797053c563d5a5,0.3170593678951263,0.320505142211914,0.3220148980617523,0.3177588880062103,0.3239480257034302,-0.0061891376972198,-0.0019360184669494,0.0085980715230107,18.006013870239258,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20261,20261,GEOM_CREDIT_zz_r1_ds20261,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_CREDIT_zz_r1,200,200,27,d66dbea9f4d389c8d28c11eef408875f188b4150cca4bfa562401710762baf02,c549020305d5d419c7819d8f926d50fef7d50ed8ff5a17f0a25a153e0e597981,0.5381860733032227,0.5450562238693237,0.5490951538085938,0.5507462620735168,0.5324521660804749,0.0182940959930419,-0.002831220626831,0.0188002660870552,5.719943523406982,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
