target_id,experiment,dataset,architecture,role,seed,model_seed,data_seed,structural_cell_id,fm_kind,reps,depth,attack,access,auc,auc_record_ci95_low,auc_record_ci95_high,valid_record_bootstrap_replicates,tpr_at_0_05_fpr,attained_fpr_for_0_05,tpr_at_0_10_fpr,attained_fpr_for_0_10,n_member,n_nonmember,anchors,binary_steps,mean_label_queries,initial_accuracy,score_definition,scope_note,ci_method,balanced_accuracy_crossfit,membership_advantage_crossfit,crossfit_tpr,crossfit_fpr,threshold_median,threshold_folds,sample_score_file
CREDIT_QNN_eff_su2_r5_d6_b02,satml_credit_factorial,credit_default,qnn,eff_su2_r5_d6,30262,30262,20262,eff_su2_r5_d6,eff_su2,5,6,label_only_chord_boundary_l2,predicted class labels only; candidate labels and held-out validation anchors,0.5621775,0.5222624375,0.60288603125,10000,0.05,0.049,0.12,0.0955,200,2000,16,10,124.05454545454545,0.769090909090909,minimum observed input-space distance to a changed predicted label along nearest differently-classified validation-anchor chords; initially misclassified samples receive distance zero,genuine class-label-only decision-boundary proxy; not gradient-refined HopSkipJump/QEBA and not a certified minimum boundary distance,stratified percentile bootstrap over member/non-member records,0.53725,0.07450000000000007,0.555,0.4805,0.20713485777378082,5,/home/najeeb/qurift_satML/satml_results/credit_factorial/label_only/sample_scores/CREDIT_QNN_eff_su2_r5_d6_b02.csv
