target_id,experiment,dataset,architecture,role,seed,model_seed,data_seed,structural_cell_id,fm_kind,reps,depth,attack,access,auc,auc_record_ci95_low,auc_record_ci95_high,valid_record_bootstrap_replicates,tpr_at_0_05_fpr,attained_fpr_for_0_05,tpr_at_0_10_fpr,attained_fpr_for_0_10,n_member,n_nonmember,anchors,binary_steps,mean_label_queries,initial_accuracy,score_definition,scope_note,ci_method,balanced_accuracy_crossfit,membership_advantage_crossfit,crossfit_tpr,crossfit_fpr,threshold_median,threshold_folds,sample_score_file
CREDIT_QNN_z_r5_d6_b02,satml_credit_factorial,credit_default,qnn,z_r5_d6,30262,30262,20262,z_r5_d6,z,5,6,label_only_chord_boundary_l2,predicted class labels only; candidate labels and held-out validation anchors,0.5456249999999999,0.50553459375,0.5853155,10000,0.065,0.045,0.105,0.0965,200,2000,16,10,123.10909090909091,0.7631818181818182,minimum observed input-space distance to a changed predicted label along nearest differently-classified validation-anchor chords; initially misclassified samples receive distance zero,genuine class-label-only decision-boundary proxy; not gradient-refined HopSkipJump/QEBA and not a certified minimum boundary distance,stratified percentile bootstrap over member/non-member records,0.51875,0.03750000000000009,0.685,0.6475,0.08753680437803268,5,/home/najeeb/qurift_satML/satml_results/credit_factorial/label_only/sample_scores/CREDIT_QNN_z_r5_d6_b02.csv
