target_id,experiment,dataset,architecture,role,seed,model_seed,data_seed,structural_cell_id,fm_kind,reps,depth,attack,access,auc,auc_record_ci95_low,auc_record_ci95_high,valid_record_bootstrap_replicates,tpr_at_0_05_fpr,attained_fpr_for_0_05,tpr_at_0_10_fpr,attained_fpr_for_0_10,n_member,n_nonmember,anchors,binary_steps,mean_label_queries,initial_accuracy,score_definition,scope_note,ci_method,balanced_accuracy_crossfit,membership_advantage_crossfit,crossfit_tpr,crossfit_fpr,threshold_median,threshold_folds,sample_score_file
CREDIT_QNN_zz_r1_d6_b07,satml_credit_factorial,credit_default,qnn,zz_r1_d6,30267,30267,20267,zz_r1_d6,zz,1,6,label_only_chord_boundary_l2,predicted class labels only; candidate labels and held-out validation anchors,0.527215,0.48748859375000003,0.5672580625,10000,0.06,0.046,0.11,0.1,200,2000,16,10,95.76363636363637,0.7763636363636364,minimum observed input-space distance to a changed predicted label along nearest differently-classified validation-anchor chords; initially misclassified samples receive distance zero,genuine class-label-only decision-boundary proxy; not gradient-refined HopSkipJump/QEBA and not a certified minimum boundary distance,stratified percentile bootstrap over member/non-member records,0.51025,0.020499999999999963,0.63,0.6095,0.13331201672554016,5,/home/najeeb/qurift_satML/satml_results/credit_factorial/label_only/sample_scores/CREDIT_QNN_zz_r1_d6_b07.csv
