fm_kind,reps,gap,loss_gap,auc,class_similarity_gap,kernel_label_alignment,effective_rank,mmd2_train_test,within_class_similarity,between_class_similarity
eff_su2,1,0.05715001225471493,0.18472496867179872,0.5225038750000001,0.2118046879768371,0.4496948182582855,8.267752933502198,-0.0019186854362487186,0.5949786901473999,0.38317400217056274
eff_su2,5,0.1635999977588653,0.48286434784531596,0.578997,0.1430884942412376,0.4173935890197754,76.754736328125,-0.00132323503494258,0.20247750282287597,0.0593890085816383
z,1,0.1171499848365783,0.43927455991506575,0.548256375,0.17149648740887638,0.4626398265361786,62.746636962890626,-0.0017568424344062406,0.23443349599838254,0.0629370085895061
z,5,0.2368500053882599,0.7884624063968658,0.62523025,0.02399551607668398,0.1951928228139877,250.358154296875,-0.00034007318317886,0.04354447498917576,0.01954895891249174
zz,1,0.22314999699592591,0.7110913515090942,0.61209225,0.07669323384761806,0.3356234133243561,159.02959899902345,-0.0011947408318519,0.10907420367002481,0.03238096982240672
zz,5,0.3444500088691711,0.9994346082210541,0.711438375,0.00583981536328788,0.12363224178552627,351.6712585449219,-0.0002182327210903076,0.021685352921485858,0.01584553755819794
