target_id,block_id,structural_cell_id,structural_role,training_defense,defense,attack,attack_fit,auc,balanced_accuracy,tpr_at_5_fpr,tpr_at_10_fpr,threshold,score_direction
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,none,loss,adaptive_defended_calibration,0.3937,0.43000000000000005,0.0,0.0,0.556446760892868,inverted_from_calibration
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,none,confidence,adaptive_defended_calibration,0.3937,0.43000000000000005,0.0,0.0,-0.5735131204128265,inverted_from_calibration
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,none,maximum_probability,adaptive_defended_calibration,0.44799999999999995,0.45999999999999996,0.04,0.09,-0.9014618694782257,inverted_from_calibration
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,none,entropy,adaptive_defended_calibration,0.44799999999999995,0.45999999999999996,0.04,0.09,0.32184363901615143,inverted_from_calibration
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,none,margin,adaptive_defended_calibration,0.44799999999999995,0.45999999999999996,0.04,0.09,-0.8029237389564514,inverted_from_calibration
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,none,correctness,adaptive_defended_calibration,0.43999999999999995,0.44,0.0,0.0,-0.5,inverted_from_calibration
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,none,artifact_confidence_tau0.9,dynanoise_artifact_fixed_threshold_appendix,0.552,0.54,0.06,0.1,0.9,artifact_fixed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,none,artifact_loss_tau0.5,dynanoise_artifact_fixed_threshold_appendix,0.6063000000000001,0.575,0.06,0.1,-0.5,artifact_fixed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,none,learned_pv_stats_logistic,adaptive_defended_calibration,0.4887,0.485,0.04,0.09,0.5557756665283744,
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,dynanoise,loss,adaptive_defended_calibration,0.3795,0.41500000000000004,0.0,0.04,0.5882189571857452,inverted_from_calibration
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,dynanoise,confidence,adaptive_defended_calibration,0.3795,0.41500000000000004,0.0,0.04,-0.5553154349327087,inverted_from_calibration
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,dynanoise,maximum_probability,adaptive_defended_calibration,0.4171,0.43500000000000005,0.02,0.03,-0.5555562973022461,inverted_from_calibration
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,dynanoise,entropy,adaptive_defended_calibration,0.4171,0.43500000000000005,0.02,0.03,0.6869613826274872,inverted_from_calibration
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,dynanoise,margin,adaptive_defended_calibration,0.4171,0.43500000000000005,0.02,0.03,-0.111112579703331,inverted_from_calibration
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,dynanoise,correctness,adaptive_defended_calibration,0.56,0.5599999999999999,0.0,0.0,0.5,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,dynanoise,artifact_confidence_tau0.9,dynanoise_artifact_fixed_threshold_appendix,0.5829,0.5,0.06,0.11,0.9,artifact_fixed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,dynanoise,artifact_loss_tau0.5,dynanoise_artifact_fixed_threshold_appendix,0.6205,0.505,0.06,0.11,-0.5,artifact_fixed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,dynanoise,learned_pv_stats_logistic,adaptive_defended_calibration,0.4569,0.465,0.11,0.12,0.44231349689087074,
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,hamp_output,loss,adaptive_defended_calibration,0.5733999999999999,0.545,0.05,0.1,-0.23902062326669693,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,pets_b04,eff_su2_r5_d6,high,none,hamp_output,confidence,adaptive_defended_calibration,0.5733999999999999,0.545,0.05,0.1,0.7874347269535065,as_defined
