target_id,block_id,structural_cell_id,structural_role,training_defense,defense,attack,attack_fit,auc,balanced_accuracy,tpr_at_5_fpr,tpr_at_10_fpr,threshold,score_direction
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,none,loss,adaptive_defended_calibration,0.5094,0.51,0.02,0.04,-0.6083813607692719,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,none,confidence,adaptive_defended_calibration,0.5094,0.51,0.02,0.04,0.5442310571670532,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,none,maximum_probability,adaptive_defended_calibration,0.45009999999999994,0.45,0.01,0.04,0.5670915246009827,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,none,entropy,adaptive_defended_calibration,0.45009999999999994,0.45,0.01,0.04,-0.684116542339325,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,none,margin,adaptive_defended_calibration,0.45009999999999994,0.45,0.01,0.04,0.1341830939054489,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,none,correctness,adaptive_defended_calibration,0.505,0.505,0.0,0.0,0.5,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,none,artifact_confidence_tau0.9,dynanoise_artifact_fixed_threshold_appendix,0.45009999999999994,0.5,0.01,0.04,0.9,artifact_fixed
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,none,artifact_loss_tau0.5,dynanoise_artifact_fixed_threshold_appendix,0.5094,0.53,0.02,0.04,-0.5,artifact_fixed
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,none,learned_pv_stats_logistic,adaptive_defended_calibration,0.5497,0.495,0.09,0.22,0.5468207387245608,
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,hamp_output,loss,adaptive_defended_calibration,0.4827,0.495,0.05,0.08,-0.6363982856273651,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,hamp_output,confidence,adaptive_defended_calibration,0.4827,0.495,0.05,0.08,0.5291950106620789,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,hamp_output,maximum_probability,adaptive_defended_calibration,0.47520000000000007,0.5,0.05,0.09,0.608784943819046,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,hamp_output,entropy,adaptive_defended_calibration,0.47520000000000007,0.5,0.05,0.09,-0.6692847013473511,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,hamp_output,margin,adaptive_defended_calibration,0.47520000000000007,0.5,0.05,0.09,0.21756987273693085,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,hamp_output,correctness,adaptive_defended_calibration,0.505,0.505,0.0,0.0,0.5,as_defined
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,hamp_output,learned_pv_stats_logistic,adaptive_defended_calibration,0.4833,0.49,0.07,0.1,0.4998313633286328,
