target_id,structural_cell_id,fm_kind,reps,depth,model_seed,data_seed,mode,queries,shots,total_shots,aggregation,attack,feature_mode,calibration_timestamp,snapshot_manifest_sha256,n_simulator_replicates,mean_auc,sd_across_simulator_seeds
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,exact,0,0,0,exact,learned_mlp_pv,pv,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.50455,
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,exact,0,0,0,exact,learned_mlp_pv_mean_std,pv_mean_std,,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,1,0.5313249999999999,
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,1,128,128,mean_api_probabilities,learned_mlp_pv,pv,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5248975,0.02630350486257594
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,1,128,128,mean_api_probabilities,learned_mlp_pv_mean_std,pv_mean_std,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.521135,0.02651467937241974
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv,pv,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.50947,0.019125131807824686
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_mean_std,pv_mean_std,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.506865,0.017543648739960293
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,1,2560,2560,mean_api_probabilities,learned_mlp_pv,pv,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5206649999999999,0.009356275374789325
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,1,2560,2560,mean_api_probabilities,learned_mlp_pv_mean_std,pv_mean_std,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5151575,0.01246060486537916
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,5,128,640,mean_api_probabilities,learned_mlp_pv,pv,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.53245,0.024525692310989573
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,5,128,640,mean_api_probabilities,learned_mlp_pv_mean_std,pv_mean_std,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5330725000000001,0.038920891009128294
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,5,512,2560,mean_api_probabilities,learned_mlp_pv,pv,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5293575,0.018192535289996776
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,5,512,2560,mean_api_probabilities,learned_mlp_pv_mean_std,pv_mean_std,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5399550000000001,0.0321980843978161
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,20,128,2560,mean_api_probabilities,learned_mlp_pv,pv,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5376875,0.025309622264401047
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,ideal_shot,20,128,2560,mean_api_probabilities,learned_mlp_pv_mean_std,pv_mean_std,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5454175000000001,0.02784497024698633
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,noisy_shot,1,128,128,mean_api_probabilities,learned_mlp_pv,pv,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5110775000000001,0.029384932008882855
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,noisy_shot,1,128,128,mean_api_probabilities,learned_mlp_pv_mean_std,pv_mean_std,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.526305,0.032950547542238716
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv,pv,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.510065,0.022810040430574552
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,noisy_shot,1,512,512,mean_api_probabilities,learned_mlp_pv_mean_std,pv_mean_std,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.527185,0.03358301736824068
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,noisy_shot,1,2560,2560,mean_api_probabilities,learned_mlp_pv,pv,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5350225,0.027149070093549138
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,43,noisy_shot,1,2560,2560,mean_api_probabilities,learned_mlp_pv_mean_std,pv_mean_std,2026-08-18T20:33:07+08:00,516fac22a7de7c7485ebe5cd518ec5e695426213c3b2c286adcf026c78554362,10,0.5438525000000001,0.031543242915260186
