experiment,dataset,architecture,structural_cell_id,role,risk_level,fm_kind,reps,depth,attack,auc_count,auc_mean,auc_std,balanced_accuracy_crossfit_count,balanced_accuracy_crossfit_mean,balanced_accuracy_crossfit_std,membership_advantage_crossfit_count,membership_advantage_crossfit_mean,membership_advantage_crossfit_std,crossfit_tpr_count,crossfit_tpr_mean,crossfit_tpr_std,crossfit_fpr_count,crossfit_fpr_mean,crossfit_fpr_std,error_bar_type
satml_fashion_factorial,fashion_mnist,qnn,eff_su2_r1_d2,eff_su2_r1_d2,,eff_su2,1,2,confidence,5,0.4968545,0.015065273230180682,5,0.4904,0.011209092291528345,5,-0.019199999999999995,0.02241818458305667,5,0.488,0.2079843744130794,5,0.5072,0.20267541784834192,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,eff_su2_r5_d6,eff_su2_r5_d6,,eff_su2,5,6,entropy,5,0.5565495,0.028909801722339833,5,0.54765,0.01977182338581854,5,0.09530000000000002,0.03954364677163703,5,0.76,0.012247448713915901,5,0.6647000000000001,0.043459176246219845,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,eff_su2_r5_d6,eff_su2_r5_d6,,eff_su2,5,6,loss,5,0.5977055,0.025172815067796832,5,0.60545,0.01735421418560922,5,0.2109,0.034708428371218444,5,0.9119999999999999,0.05044799302251782,5,0.7011000000000001,0.029944532055118166,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,eff_su2_r5_d6,eff_su2_r5_d6,,eff_su2,5,6,margin,5,0.5603524999999999,0.029415721508659246,5,0.55145,0.016025760512375028,5,0.10289999999999996,0.03205152102475012,5,0.8099999999999999,0.04107919181288744,5,0.7071,0.03859792740549677,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,eff_su2_r5_d6,eff_su2_r5_d6,,eff_su2,5,6,max_probability,5,0.559567,0.02912254138764333,5,0.5521499999999999,0.02079032226782449,5,0.10430000000000002,0.041580644535649046,5,0.8009999999999999,0.030700162866017486,5,0.6967,0.061722767274321064,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r1_d2,z_r1_d2,,z,1,2,confidence,5,0.49171624999999997,0.019631133058390933,5,0.48815,0.0258617719810534,5,-0.02369999999999999,0.051723543962106856,5,0.504,0.09147404003322472,5,0.5277000000000001,0.074108535270912,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r1_d2,z_r1_d2,,z,1,2,correctness,5,0.54745,0.020729206448873033,5,0.54745,0.020729206448873033,5,0.09490000000000001,0.0414584128977461,5,0.8939999999999999,0.03748332962798263,5,0.7990999999999999,0.010853570840972115,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r1_d2,z_r1_d2,,z,1,2,entropy,5,0.49201949999999994,0.01827982070480999,5,0.48825,0.022067368443020114,5,-0.023499999999999986,0.04413473688604023,5,0.506,0.09482879309576815,5,0.5295,0.1012935091701339,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r1_d2,z_r1_d2,,z,1,2,loss,5,0.531999,0.016166509783925177,5,0.5344,0.022220204769533524,5,0.06880000000000001,0.044440409539067055,5,0.798,0.11519548602267367,5,0.7292,0.094179084726918,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r1_d2,z_r1_d2,,z,1,2,margin,5,0.49135175000000003,0.019863108541653362,5,0.48845,0.020203186629836403,5,-0.023099999999999975,0.04040637325967282,5,0.426,0.07039176088151229,5,0.44909999999999994,0.043745571204408765,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r1_d2,z_r1_d2,,z,1,2,max_probability,5,0.49171624999999997,0.019631133058390933,5,0.48815,0.0258617719810534,5,-0.02369999999999999,0.051723543962106856,5,0.504,0.09147404003322472,5,0.5277000000000001,0.074108535270912,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r1_d6,z_r1_d6,,z,1,6,confidence,5,0.52435425,0.006774246879266354,5,0.52145,0.015685781778413208,5,0.04289999999999998,0.0313715635568264,5,0.747,0.1550241916605276,5,0.7041000000000001,0.13985680176523413,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r1_d6,z_r1_d6,,z,1,6,correctness,5,0.5697,0.0070342910090498735,5,0.5697,0.0070342910090498735,5,0.13939999999999997,0.014068582018099744,5,0.952,0.017175564037317646,5,0.8126,0.007577928476833213,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r1_d6,z_r1_d6,,z,1,6,entropy,5,0.522375,0.007449158509523109,5,0.51525,0.011963486114005415,5,0.030500000000000017,0.0239269722280108,5,0.659,0.16230372762201123,5,0.6285000000000001,0.14484905936870973,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r1_d6,z_r1_d6,,z,1,6,loss,5,0.56451375,0.006485957246717647,5,0.5702,0.013574332396107036,5,0.14040000000000002,0.027148664792214065,5,0.893,0.04192254763250919,5,0.7525999999999999,0.015412657136262997,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r1_d6,z_r1_d6,,z,1,6,margin,5,0.5248912499999999,0.006937091091552762,5,0.5196500000000001,0.012848394841379979,5,0.0393,0.025696789682759954,5,0.782,0.0988433103452125,5,0.7426999999999999,0.09317631136721394,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r1_d6,z_r1_d6,,z,1,6,max_probability,5,0.52435425,0.006774246879266354,5,0.52145,0.015685781778413208,5,0.04289999999999998,0.0313715635568264,5,0.747,0.1550241916605276,5,0.7041000000000001,0.13985680176523413,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r5_d2,z_r5_d2,,z,5,2,confidence,5,0.4931915,0.018623653692951863,5,0.4875999999999999,0.011229982190546873,5,-0.024800000000000023,0.022459964381093756,5,0.49400000000000005,0.23588662530970256,5,0.5188,0.24196373695246154,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r5_d2,z_r5_d2,,z,5,2,correctness,5,0.5747500000000001,0.020581393295887457,5,0.5747500000000001,0.020581393295887457,5,0.14950000000000002,0.04116278659177483,5,0.692,0.046448896649974376,5,0.5425,0.02122792971535381,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r5_d2,z_r5_d2,,z,5,2,entropy,5,0.4837245,0.017981349400142354,5,0.48739999999999994,0.016548791496662215,5,-0.02520000000000001,0.03309758299332447,5,0.549,0.24104978738841487,5,0.5742,0.2553570049949678,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r5_d2,z_r5_d2,,z,5,2,loss,5,0.5881215,0.012317626039541901,5,0.5777,0.017709813663616018,5,0.1554,0.035419627327231945,5,0.789,0.07789415895944957,5,0.6336,0.053383518055669585,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r5_d2,z_r5_d2,,z,5,2,margin,5,0.49942600000000004,0.019340774092574474,5,0.49195,0.029011527881171652,5,-0.016099999999999993,0.0580230557623433,5,0.491,0.14471523762202793,5,0.5071,0.17595858887817897,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r5_d2,z_r5_d2,,z,5,2,max_probability,5,0.4931915,0.018623653692951863,5,0.4875999999999999,0.011229982190546873,5,-0.024800000000000023,0.022459964381093756,5,0.49400000000000005,0.23588662530970256,5,0.5188,0.24196373695246154,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r5_d6,z_r5_d6,,z,5,6,confidence,5,0.49967649999999997,0.030735604943615432,5,0.5147,0.016824832837208214,5,0.029400000000000003,0.03364966567441644,5,0.515,0.2720523846614839,5,0.4856,0.23989539386991154,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r5_d6,z_r5_d6,,z,5,6,correctness,5,0.6621,0.018880876568634165,5,0.6621,0.01888087656863421,5,0.3242,0.03776175313726842,5,0.877,0.021679483388678818,5,0.5528,0.027918631771632365,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r5_d6,z_r5_d6,,z,5,6,entropy,5,0.49518500000000004,0.03394166940318347,5,0.5057,0.014833871713076154,5,0.011400000000000004,0.029667743426152266,5,0.476,0.26512732790114263,5,0.4646,0.23692282498737854,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r5_d6,z_r5_d6,,z,5,6,loss,5,0.662339,0.02713753826574923,5,0.6612,0.023369584934268745,5,0.3224,0.04673916986853749,5,0.893,0.016431676725154994,5,0.5706,0.050547502411098434,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r5_d6,z_r5_d6,,z,5,6,margin,5,0.5021045000000001,0.02775707575331021,5,0.5126,0.026935455258821964,5,0.02519999999999999,0.05387091051764396,5,0.6900000000000001,0.16907838418910917,5,0.6648,0.17119674354379524,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,z_r5_d6,z_r5_d6,,z,5,6,max_probability,5,0.49967649999999997,0.030735604943615432,5,0.5147,0.016824832837208214,5,0.029400000000000003,0.03364966567441644,5,0.515,0.2720523846614839,5,0.4856,0.23989539386991154,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r1_d2,zz_r1_d2,,zz,1,2,confidence,5,0.50093175,0.014991252751604858,5,0.49805,0.023445681905203755,5,-0.003899999999999981,0.04689136381040753,5,0.462,0.1252297887884508,5,0.4659,0.1217550820294578,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r1_d2,zz_r1_d2,,zz,1,2,correctness,5,0.57445,0.009267550917043841,5,0.57445,0.009267550917043841,5,0.14890000000000003,0.01853510183408767,5,0.786,0.0108397416943394,5,0.6371,0.013630847369110995,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r1_d2,zz_r1_d2,,zz,1,2,entropy,5,0.5030595,0.01123321392122485,5,0.50495,0.02049039409089048,5,0.009899999999999997,0.040980788181780976,5,0.58,0.18567444627627144,5,0.5701,0.17861809818716579,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r1_d2,zz_r1_d2,,zz,1,2,loss,5,0.57928625,0.01132123537042226,5,0.57475,0.01512964804613776,5,0.1495,0.030259296092275498,5,0.8029999999999999,0.08786353054595515,5,0.6535,0.06126275377421422,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r1_d2,zz_r1_d2,,zz,1,2,margin,5,0.500352,0.019276194142646523,5,0.4974,0.019538903500452606,5,-0.005199999999999994,0.039077807000905254,5,0.44800000000000006,0.0942470158678777,5,0.4532,0.12162678570117688,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r1_d2,zz_r1_d2,,zz,1,2,max_probability,5,0.50093175,0.014991252751604858,5,0.49805,0.023445681905203755,5,-0.003899999999999981,0.04689136381040753,5,0.462,0.1252297887884508,5,0.4659,0.1217550820294578,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r1_d6,zz_r1_d6,,zz,1,6,confidence,5,0.5634917500000001,0.015522969538115097,5,0.5582499999999999,0.00980592932872762,5,0.11649999999999998,0.019611858657455166,5,0.8210000000000001,0.08713495280310883,5,0.7045,0.08540125877292447,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r1_d6,zz_r1_d6,,zz,1,6,correctness,5,0.6487,0.01398593043025742,5,0.6487,0.013985930430257459,5,0.29739999999999994,0.027971860860514806,5,0.976,0.008944271909999163,5,0.6786000000000001,0.026190169911629032,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r1_d6,zz_r1_d6,,zz,1,6,entropy,5,0.55782,0.01563427804537195,5,0.55865,0.013358751812950197,5,0.1173,0.026717503625900377,5,0.757,0.049320381182630775,5,0.6397,0.05864362710474173,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r1_d6,zz_r1_d6,,zz,1,6,loss,5,0.64489825,0.0219607861916701,5,0.6513500000000001,0.01403076975792849,5,0.3027,0.02806153951585694,5,0.8960000000000001,0.02355843797877952,5,0.5932999999999999,0.03319186647358055,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r1_d6,zz_r1_d6,,zz,1,6,margin,5,0.5640672500000001,0.016296212663913668,5,0.5570999999999999,0.007932527970325688,5,0.1142,0.01586505594065142,5,0.8220000000000001,0.07412826721298696,5,0.7078,0.08406217936741826,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r1_d6,zz_r1_d6,,zz,1,6,max_probability,5,0.5634917500000001,0.015522969538115097,5,0.5582499999999999,0.00980592932872762,5,0.11649999999999998,0.019611858657455166,5,0.8210000000000001,0.08713495280310883,5,0.7045,0.08540125877292447,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r5_d2,zz_r5_d2,,zz,5,2,confidence,5,0.48741025000000004,0.00943574041543639,5,0.48175,0.012702115965460236,5,-0.03650000000000002,0.02540423193092045,5,0.616,0.14310835055998655,5,0.6525000000000001,0.13443539340515948,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r5_d2,zz_r5_d2,,zz,5,2,correctness,5,0.6093500000000001,0.02083611648076483,5,0.6093500000000001,0.02083611648076483,5,0.21869999999999998,0.04167223296152967,5,0.593,0.014404860290887953,5,0.37429999999999997,0.031154052705867973,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r5_d2,zz_r5_d2,,zz,5,2,entropy,5,0.48891049999999997,0.014056541226418395,5,0.49219999999999997,0.007240079419453912,5,-0.015600000000000003,0.01448015883890781,5,0.553,0.24056184236075348,5,0.5686,0.2399430661636214,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r5_d2,zz_r5_d2,,zz,5,2,loss,5,0.64894025,0.01540459738600784,5,0.61985,0.017446883675888945,5,0.23969999999999997,0.034893767351777905,5,0.71,0.07132671308843548,5,0.47029999999999994,0.09882471856777536,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r5_d2,zz_r5_d2,,zz,5,2,margin,5,0.4873774999999999,0.010492408267409313,5,0.48109999999999997,0.025341172032879625,5,-0.0378,0.050682344065759256,5,0.601,0.1973385415979352,5,0.6388,0.2124598785653423,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r5_d2,zz_r5_d2,,zz,5,2,max_probability,5,0.48741025000000004,0.00943574041543639,5,0.48175,0.012702115965460236,5,-0.03650000000000002,0.02540423193092045,5,0.616,0.14310835055998655,5,0.6525000000000001,0.13443539340515948,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r5_d6,zz_r5_d6,,zz,5,6,confidence,5,0.5412055,0.013404377946215887,5,0.5195000000000001,0.017182840277439576,5,0.038999999999999965,0.03436568055487917,5,0.508,0.09997499687421849,5,0.46900000000000003,0.12333795036403031,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r5_d6,zz_r5_d6,,zz,5,6,correctness,5,0.7351,0.007421674339392694,5,0.7351000000000001,0.007421674339392649,5,0.4702,0.014843348678785388,5,0.8469999999999999,0.014404860290887932,5,0.37679999999999997,0.011568275584545902,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r5_d6,zz_r5_d6,,zz,5,6,entropy,5,0.538041,0.017441738158795992,5,0.52745,0.02187207123251018,5,0.054900000000000004,0.04374414246502041,5,0.492,0.19629696890171278,5,0.43710000000000004,0.20319153525676212,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r5_d6,zz_r5_d6,,zz,5,6,loss,5,0.7739365,0.009036955827323638,5,0.73475,0.011516292806281024,5,0.46950000000000003,0.023032585612562054,5,0.8630000000000001,0.062409935106519696,5,0.3935,0.050626080235388546,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r5_d6,zz_r5_d6,,zz,5,6,margin,5,0.541264,0.01306182182450055,5,0.525,0.03128148413998286,5,0.04999999999999999,0.06256296827996571,5,0.529,0.13464768843169939,5,0.479,0.14355878586836823,mean ± sample SD across independent target-model seeds; fixed data seed
satml_fashion_factorial,fashion_mnist,qnn,zz_r5_d6,zz_r5_d6,,zz,5,6,max_probability,5,0.5412055,0.013404377946215887,5,0.5195000000000001,0.017182840277439576,5,0.038999999999999965,0.03436568055487917,5,0.508,0.09997499687421849,5,0.46900000000000003,0.12333795036403031,mean ± sample SD across independent target-model seeds; fixed data seed
