fm_kind,reps,gap,loss_gap,auc,class_similarity_gap,kernel_label_alignment,effective_rank,mmd2_train_test,within_class_similarity,between_class_similarity
eff_su2,1,0.011656243354082082,0.05067100003361705,0.510772890625,-0.0031378939747810125,0.01367882895283395,2.0654024481773376,0.00037003308534622626,0.8501824885606766,0.8533203825354576
eff_su2,5,0.06437499821186062,0.14841302856802943,0.543169609375,-0.004147913306951487,0.016772866249084438,9.883284568786621,0.0013633221387863124,0.41526640579104424,0.41941431909799576
z,1,0.028937503695487945,0.08668441697955133,0.52321609375,-0.0066726952791213755,0.013423186494037462,4.854562312364578,0.0010730363428592873,0.5842449441552162,0.5909176394343376
z,5,0.07462500035762781,0.16758229769766333,0.55859109375,0.0006909333169460503,0.018987243878655087,22.147439002990723,0.0006443150341510623,0.2955695167183876,0.2948785834014416
zz,1,0.035218745470046935,0.09706028364598754,0.52525875,-0.004931401461362838,0.01394397031981495,6.448663949966431,0.001220773905515675,0.5158557780086994,0.5207871794700623
zz,5,0.08543749526143068,0.20268733426928523,0.5628609375,0.0016145240515470253,0.018705105176195475,24.44396710395813,0.0011146143078804125,0.28585769981145853,0.2842431757599115
