target_id,block_id,structural_cell_id,structural_role,training_defense,defense,attack,attack_fit,auc,balanced_accuracy,tpr_at_5_fpr,tpr_at_10_fpr,threshold,score_direction
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,none,loss,adaptive_defended_calibration,0.4835999999999999,0.505,0.03,0.08,-0.31935207545757294,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,none,confidence,adaptive_defended_calibration,0.4835999999999999,0.505,0.03,0.08,0.7266204953193665,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,none,maximum_probability,adaptive_defended_calibration,0.4589999999999999,0.445,0.03,0.07,0.8425070345401764,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,none,entropy,adaptive_defended_calibration,0.4589999999999999,0.445,0.03,0.07,-0.43548583984375,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,none,margin,adaptive_defended_calibration,0.4589999999999999,0.445,0.03,0.07,0.6850140988826752,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,none,correctness,adaptive_defended_calibration,0.495,0.5,0.0,0.0,-inf,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,none,artifact_confidence_tau0.9,dynanoise_artifact_fixed_threshold_appendix,0.4589999999999999,0.47,0.03,0.07,0.9,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,none,artifact_loss_tau0.5,dynanoise_artifact_fixed_threshold_appendix,0.4835999999999999,0.485,0.03,0.08,-0.5,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,none,learned_pv_stats_logistic,adaptive_defended_calibration,0.4994,0.53,0.03,0.04,0.45369255271994746,
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,dynanoise,loss,adaptive_defended_calibration,0.5047,0.52,0.05,0.09,-0.6124402582645416,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,dynanoise,confidence,adaptive_defended_calibration,0.5047,0.52,0.05,0.09,0.5420266091823578,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,dynanoise,maximum_probability,adaptive_defended_calibration,0.5068999999999999,0.505,0.05,0.09,0.5419327914714813,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,dynanoise,entropy,adaptive_defended_calibration,0.5068999999999999,0.505,0.05,0.09,-0.6896263062953949,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,dynanoise,margin,adaptive_defended_calibration,0.5068999999999999,0.505,0.05,0.09,0.08386559784412384,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,dynanoise,correctness,adaptive_defended_calibration,0.485,0.485,0.0,0.0,0.5,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,dynanoise,artifact_confidence_tau0.9,dynanoise_artifact_fixed_threshold_appendix,0.5068999999999999,0.5,0.05,0.09,0.9,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,dynanoise,artifact_loss_tau0.5,dynanoise_artifact_fixed_threshold_appendix,0.5047,0.5,0.05,0.09,-0.5,artifact_fixed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,dynanoise,learned_pv_stats_logistic,adaptive_defended_calibration,0.5191,0.545,0.08,0.11,0.4927005445522814,
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,hamp_output,loss,adaptive_defended_calibration,0.47390000000000004,0.48,0.07,0.09,-0.24929073452949524,as_defined
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,pets_b02,eff_su2_r1_d6,low,none,hamp_output,confidence,adaptive_defended_calibration,0.47390000000000004,0.48,0.07,0.09,0.7793533802032471,as_defined
