experiment,dataset,architecture,source_run_id,n_wires,pad_mode,fm_ent,ql_ent,ql_op,ql_rev,batch_size,epochs,extra_feats,learning_rate,weight_decay,seed,model_seed,init_seed,data_seed,split_seed,block_id,vector_train,vector_valid,vector_test,wdbc_data_path,wdbc_pca_components,target_id,role,structural_cell_id,fm_kind,fm_op,reps,depth,feature_angle_scale,base_target_id,n_train,n_test,encoder_operation_count,encoder_operation_signature,state_signature,train_train_similarity,train_test_similarity,test_test_similarity,within_class_similarity,between_class_similarity,class_similarity_gap,mmd2_train_test,kernel_label_alignment,effective_rank,geometry_kernel,geometry_stage
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80261,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_eff_su2_r1_ds80261,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_WDBC_eff_su2_r1,160,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,1f55a534bf733e24dee343e3b19b7b665cb55aee46977f80d0fa07aae7856e79,0.7633785009384155,0.7507756352424622,0.7386622428894043,0.7835551500320435,0.7134709358215332,0.0700842142105102,0.0004894733428955,0.3942858278751373,3.388289451599121,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80262,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_z_r1_ds80262,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_WDBC_z_r1,160,200,12,d1bfdd31aad00bdf474a7fb6e6c780cfbc05ab7e3506a5c067019b0369e10e30,924c987c933f980f20ba785fe7927e2cdf3031fae1c7637b4553f5245772295b,0.3690618872642517,0.378608226776123,0.394721657037735,0.4901151657104492,0.2692618370056152,0.2208533287048339,0.0065670907497406,0.5373026728630066,11.814329147338867,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80263,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_z_r1_ds80263,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_WDBC_z_r1,160,200,12,d1bfdd31aad00bdf474a7fb6e6c780cfbc05ab7e3506a5c067019b0369e10e30,6be949586655a6df34866ff8ea43480943b150ed68fee2c574c57701eaf36afb,0.3698834180831909,0.3566001653671264,0.3406081795692444,0.4451147019863128,0.2572678029537201,0.1878468990325927,-0.0027087330818176,0.4618578255176544,14.029044151306152,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80264,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_z_r1_ds80264,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_WDBC_z_r1,160,200,12,d1bfdd31aad00bdf474a7fb6e6c780cfbc05ab7e3506a5c067019b0369e10e30,72eba0d92e470d18b5b8f573f4e938a88ed74323c09a86b7a98e01ca884e617c,0.4257771372795105,0.4415450394153595,0.4593244194984436,0.5174586772918701,0.3676572144031524,0.1498014628887176,0.0020114779472351,0.4389056265354156,9.809368133544922,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80265,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_z_r1_ds80265,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_WDBC_z_r1,160,200,12,d1bfdd31aad00bdf474a7fb6e6c780cfbc05ab7e3506a5c067019b0369e10e30,5aa18f33aba47c26b4d4b4bd176330cbadf1b89e1d34fbb63c9cbbc5c3358e4d,0.3336102962493896,0.3576933145523071,0.3821882009506225,0.4566297531127929,0.2578024268150329,0.19882732629776,0.0004118680953979,0.4770617187023163,13.13730525970459,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80261,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_z_r5_ds80261,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_WDBC_z_r5,160,200,60,39033bfcb38c7f65ce82656b8688a59c7b3a775c004bc98bf711ceba113dd771,eefc2b4036da3e644d2953b5048aa84bc61cf9e615d9a81f8fd1b4181a1947e8,0.1575672626495361,0.1576703786849975,0.1567711681127548,0.164840891957283,0.1494608074426651,0.0153800845146179,-0.0010023266077041,0.0719414576888084,71.97824096679688,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80262,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_z_r5_ds80262,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_WDBC_z_r5,160,200,60,39033bfcb38c7f65ce82656b8688a59c7b3a775c004bc98bf711ceba113dd771,c0359b84276d78c5029b79fe104c505b20aba5c01c7b11ebcf5a1a34d798fdae,0.1644033938646316,0.1666002720594406,0.1719572395086288,0.1765076518058776,0.1588063240051269,0.0177013278007507,0.0031600892543792,0.0741502344608306,65.75582885742188,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80263,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_z_r5_ds80263,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_WDBC_z_r5,160,200,60,39033bfcb38c7f65ce82656b8688a59c7b3a775c004bc98bf711ceba113dd771,2ac6b7100da4b17614b3a0c978d4bd8272ff24ea37818e2bac45d637ffc21a34,0.1527480185031891,0.1497259885072708,0.1488553434610366,0.1581029742956161,0.1414531618356704,0.0166498124599456,0.0021513849496841,0.0623427964746952,75.333984375,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80264,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_z_r5_ds80264,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_WDBC_z_r5,160,200,60,39033bfcb38c7f65ce82656b8688a59c7b3a775c004bc98bf711ceba113dd771,3ee44d4a411e5c07e610b19571665cf26e72eea4f25c898ebc61e3e2ffcbc104,0.1845826208591461,0.1803322732448578,0.1792173683643341,0.1950558274984359,0.1660695374011993,0.0289862900972366,0.0031354427337646,0.106303684413433,59.65040588378906,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80265,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_z_r5_ds80265,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_WDBC_z_r5,160,200,60,39033bfcb38c7f65ce82656b8688a59c7b3a775c004bc98bf711ceba113dd771,90375f09bb4c3a20e1ecfa4f65e612466ac8f2e99907d0aea2f646c79d0f6ba5,0.1608554273843765,0.1563295274972915,0.1518930941820144,0.1645169705152511,0.1466002911329269,0.0179166793823242,8.946657180786133e-05,0.0686952173709869,70.50999450683594,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80261,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_zz_r1_ds80261,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_WDBC_zz_r1,160,200,27,d66dbea9f4d389c8d28c11eef408875f188b4150cca4bfa562401710762baf02,2d5ebcc96f1f3fcdfeae1e1d8c0dd74b793c1612c61e2dbb3bb4167defa2da42,0.3507206439971924,0.3290224373340606,0.3104433417320251,0.389232188463211,0.26224085688591,0.126991331577301,0.0031191110610961,0.3532618880271911,18.7912540435791,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80262,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_zz_r1_ds80262,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_WDBC_zz_r1,160,200,27,d66dbea9f4d389c8d28c11eef408875f188b4150cca4bfa562401710762baf02,e04070e93e52931f836652a474cb6f140e12f840a9138cc2a2513f4dc63362c0,0.3446046710014343,0.3547181189060211,0.3706928193569183,0.455555111169815,0.256121426820755,0.19943368434906,0.0058612525463104,0.5077319145202637,14.69581413269043,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80263,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_zz_r1_ds80263,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_WDBC_zz_r1,160,200,27,d66dbea9f4d389c8d28c11eef408875f188b4150cca4bfa562401710762baf02,b9d3e9e5eda2036214115a59d36a76b30ae734609a74da1c30f70fcbe5857e71,0.344562828540802,0.3309912383556366,0.315500795841217,0.4138397872447967,0.2381482571363449,0.1756915301084518,-0.0019188523292541,0.4497057795524597,17.768430709838867,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80264,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_zz_r1_ds80264,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_WDBC_zz_r1,160,200,27,d66dbea9f4d389c8d28c11eef408875f188b4150cca4bfa562401710762baf02,63cf7d7326f1b36a83afb5697c13f7171c4cd9f926c680a8b4d5ac0705633aa4,0.3881714940071106,0.4037345349788666,0.4212976992130279,0.4755492210388183,0.3340437114238739,0.1415055096149444,0.0020001232624053,0.4203571677207947,12.513588905334473,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80265,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_zz_r1_ds80265,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_WDBC_zz_r1,160,200,27,d66dbea9f4d389c8d28c11eef408875f188b4150cca4bfa562401710762baf02,ecdc809e138fac3041c9474aebc302a3c1779908d39c71dddb86ae69619d48c3,0.3183706104755401,0.3413002789020538,0.3642489910125732,0.434996634721756,0.2464917004108429,0.188504934310913,1.9043684005737305e-05,0.4707410335540771,15.833250045776367,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80261,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_zz_r5_ds80261,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_WDBC_zz_r5,160,200,135,75b4ae8de2c5b066a9087a7a7a084d502cfdc9c698cf7befce93af8c7e9238e3,aba6208eba14b3d8b4dcf3b893bb85b57370b6809b6fa5909f68b69c6d258298,0.1361721307039261,0.1256690472364425,0.1157922819256782,0.1397268176078796,0.1087681204080581,0.0309586971998214,0.0006263181567192,0.121190421283245,101.45482635498048,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80262,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_zz_r5_ds80262,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_WDBC_zz_r5,160,200,135,75b4ae8de2c5b066a9087a7a7a084d502cfdc9c698cf7befce93af8c7e9238e3,4819cd0b983811daa4b9086e7b97ce3039fb512c270459af922481f592abf296,0.1377643495798111,0.1430384665727615,0.1504911333322525,0.1612690389156341,0.1266946345567703,0.0345744043588638,0.0021785497665405,0.1317109316587448,84.19608306884766,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80263,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_zz_r5_ds80263,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_WDBC_zz_r5,160,200,135,75b4ae8de2c5b066a9087a7a7a084d502cfdc9c698cf7befce93af8c7e9238e3,115c8742023b31e0a27b8d33daca5740de226f29f4288ff71060360b84bb66c8,0.131267249584198,0.1304880231618881,0.1303988844156265,0.146565243601799,0.1135741844773292,0.0329910591244697,0.0006900876760482,0.1306788772344589,92.71161651611328,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80264,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_zz_r5_ds80264,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_WDBC_zz_r5,160,200,135,75b4ae8de2c5b066a9087a7a7a084d502cfdc9c698cf7befce93af8c7e9238e3,4ed0bd36733cccd02925067cfdd7c5ff1de32bc621b2447b47ffa5e26e43fdc9,0.1553510576486587,0.1559687703847885,0.1562356650829315,0.179570123553276,0.1314152181148529,0.0481549054384231,-0.0003508180379867,0.1921222954988479,75.26680755615234,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80265,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_zz_r5_ds80265,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_WDBC_zz_r5,160,200,135,75b4ae8de2c5b066a9087a7a7a084d502cfdc9c698cf7befce93af8c7e9238e3,8706c55fea30f30d7a6178ec061df1dd88b6067550d5b877cfc4292aaccb637b,0.1454013139009475,0.1464010328054428,0.1468413472175598,0.161811426281929,0.1298125237226486,0.0319989025592803,-0.0005594044923782,0.1030258014798164,83.08091735839844,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
