experiment,dataset,architecture,source_run_id,n_wires,pad_mode,fm_ent,ql_ent,ql_op,ql_rev,batch_size,epochs,extra_feats,learning_rate,weight_decay,seed,model_seed,init_seed,data_seed,split_seed,block_id,vector_train,vector_valid,vector_test,wdbc_data_path,wdbc_pca_components,target_id,role,structural_cell_id,fm_kind,fm_op,reps,depth,feature_angle_scale,base_target_id,n_train,n_test,encoder_operation_count,encoder_operation_signature,state_signature,train_train_similarity,train_test_similarity,test_test_similarity,within_class_similarity,between_class_similarity,class_similarity_gap,mmd2_train_test,kernel_label_alignment,effective_rank,geometry_kernel,geometry_stage
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80261,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_eff_su2_r1_ds80261,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_WDBC_eff_su2_r1,160,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,1f55a534bf733e24dee343e3b19b7b665cb55aee46977f80d0fa07aae7856e79,0.7633785009384155,0.7507756352424622,0.7386622428894043,0.7835551500320435,0.7134709358215332,0.0700842142105102,0.0004894733428955,0.3942858278751373,3.388289451599121,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80262,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_eff_su2_r1_ds80262,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_WDBC_eff_su2_r1,160,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,f2a8208e2d3241047d07615da536866fa78c238679c3a7a7b9f084f52db24890,0.7619839310646057,0.770073652267456,0.7809783220291138,0.8168917894363403,0.7251225709915161,0.0917692184448242,0.0028149485588073,0.5261434316635132,3.0113658905029297,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80263,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_eff_su2_r1_ds80263,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_WDBC_eff_su2_r1,160,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,48d95fa6b9907b97af5cf99e2bc2fe1bf81e1e9e13fda95601adc57a2dda2e0c,0.7598844170570374,0.7516745924949646,0.7423170804977417,0.7928026914596558,0.7051226496696472,0.0876800417900085,-0.0011476874351501,0.4550176858901977,3.3271758556365967,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80264,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_eff_su2_r1_ds80264,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_WDBC_eff_su2_r1,160,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,bee84c292f30ce30fd1588e456f6b72a0e4fd3715d02e4807f05aa2dd93843e6,0.7864032983779907,0.795683741569519,0.8055247068405151,0.8304622173309326,0.7620725631713867,0.0683896541595459,0.0005605220794677,0.4657301306724548,2.7330594062805176,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80265,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_eff_su2_r1_ds80265,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_WDBC_eff_su2_r1,160,200,17,52c3aaec030b0eec9aefc7705c4648d1512d9e1d5b0f82818c0c806fca1a2297,e333fdc6b8205e9c55b96d1ab45542bc45517010713a35b5c0c814456d22e114,0.7468997240066528,0.758887529373169,0.7711338996887207,0.8044525384902954,0.7131329774856567,0.0913195610046386,0.0002585649490356,0.4954704940319061,3.1789724826812744,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80261,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_eff_su2_r5_ds80261,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_WDBC_eff_su2_r5,160,200,85,5a0f40c3cb083fe36b4215f4c53611f0bb92c7f2f10218ad391d13c7afc54417,22100f6eecc70b4d18a1bdc6ee1cab7914255c3c5f4de7a18d5a39a3735e6859,0.2398910969495773,0.2294567823410034,0.221065878868103,0.249987781047821,0.2066116631031036,0.0433761179447174,0.0020434111356735,0.1731855869293213,37.0566635131836,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80262,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_eff_su2_r5_ds80262,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_WDBC_eff_su2_r5,160,200,85,5a0f40c3cb083fe36b4215f4c53611f0bb92c7f2f10218ad391d13c7afc54417,3b6eb2e36f0152aab7d1d062fcb91400b63c88fda43762b878de387401ddfc27,0.259301483631134,0.2752948701381683,0.2988288700580597,0.3100074827671051,0.2476494908332824,0.0623579919338226,0.007540613412857,0.2137658149003982,27.92877578735352,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80263,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_eff_su2_r5_ds80263,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_WDBC_eff_su2_r5,160,200,85,5a0f40c3cb083fe36b4215f4c53611f0bb92c7f2f10218ad391d13c7afc54417,deeb50c0d199d0c89599eec844ef0c199a658d87c40b77e443e15fdd9b53e936,0.2841781377792358,0.2626757621765136,0.2476703822612762,0.2853901088237762,0.2376082241535186,0.0477818846702575,0.0064969956874847,0.1587273627519607,31.70492935180664,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80264,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_eff_su2_r5_ds80264,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_WDBC_eff_su2_r5,160,200,85,5a0f40c3cb083fe36b4215f4c53611f0bb92c7f2f10218ad391d13c7afc54417,730e2638c182969a6793b65b8b8a4528353b5672ce6a56b650d448e3a6c52868,0.2903012335300445,0.297590970993042,0.3118582665920257,0.3285134434700012,0.2715528309345245,0.0569606125354766,0.0069775581359863,0.2107346206903457,23.49878692626953,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80265,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_eff_su2_r5_ds80265,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_WDBC_eff_su2_r5,160,200,85,5a0f40c3cb083fe36b4215f4c53611f0bb92c7f2f10218ad391d13c7afc54417,1b757c221ab203a45d708bcf8d8a30c46ac9e66fa68f9f73432e70bd34a3b47f,0.2749914526939392,0.2794469892978668,0.2862220406532287,0.3100570440292358,0.2492494136095047,0.0608076304197311,0.0023195147514343,0.2245846092700958,30.026227951049805,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_wdbc_geometry,breast_cancer_wdbc,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,90261,90261,90261,80261,80261,wdbc_b01,160,80,329,data/wdbc/wdbc.csv.gz,6,GEOM_WDBC_z_r1_ds80261,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_WDBC_z_r1,160,200,12,d1bfdd31aad00bdf474a7fb6e6c780cfbc05ab7e3506a5c067019b0369e10e30,e47cd7aff722fec7e4e02893abdcdeb4b43212c0cfd6ba2444da3306f05b1e52,0.3768818080425262,0.3566868603229522,0.3391368389129638,0.4234682619571686,0.2829857170581817,0.1404825448989868,0.0026449263095855,0.3721451163291931,14.69136905670166,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
