metric,contrast,mean_difference,sd_across_dataset_encoder_seed_effects,ci95_low,ci95_high,valid_bootstrap_replicates,ci_method,bootstrap_unit,bootstrap_replicates
train_train_similarity,reps 5 minus reps 1,-0.3043612291415532,0.14037882107170868,-0.4917401899894078,-0.20189197257161143,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
train_test_similarity,reps 5 minus reps 1,-0.3080870807170868,0.13932528575860598,-0.4950877157350382,-0.2065164365619421,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
test_test_similarity,reps 5 minus reps 1,-0.3108453487356504,0.1372780597809013,-0.4935769929985205,-0.20819947424034282,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
within_class_similarity,reps 5 minus reps 1,-0.3598800708850225,0.11089942245477097,-0.5065953813989956,-0.27523861174782116,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
between_class_similarity,reps 5 minus reps 1,-0.2537077481547992,0.16917487151088845,-0.47838553093373776,-0.1282386046027144,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
class_similarity_gap,reps 5 minus reps 1,-0.10617232273022334,0.06473621927416186,-0.16197257066766418,-0.02902307716508709,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
mmd2_train_test,reps 5 minus reps 1,0.000967583556969968,0.00375036111719482,-0.0018026046703258883,0.004353666454553607,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
kernel_label_alignment,reps 5 minus reps 1,-0.31883724008997283,0.0725858217509858,-0.3809363141221305,-0.26673422461996477,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
effective_rank,reps 5 minus reps 1,51.42876482009888,19.827339705257586,27.422119887272515,70.7557993555069,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
encoder_operation_count,reps 5 minus reps 1,74.66666666666667,25.819888974716115,48.0,108.0,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
