target_id,structural_cell_id,fm_kind,reps,depth,model_seed,mode,shots,attack,n_simulator_seeds,mean_auc,sd_simulator
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,ideal_shot,512,global_true_class_log_odds,5,0.541795,0.021900859001418208
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,ideal_shot,512,lira_offline,5,0.494615,0.013256338106732242
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,ideal_shot,512,lira_offline_fixed_variance,5,0.50624,0.019325004851228407
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,ideal_shot,512,lira_online,5,0.50671,0.01580320972144584
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,ideal_shot,512,lira_online_fixed_variance,5,0.51226,0.0070616614546436885
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,512,global_true_class_log_odds,5,0.540495,0.01914873853547539
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,512,lira_offline,5,0.49233000000000005,0.02880888209389595
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,512,lira_offline_fixed_variance,5,0.5012449999999999,0.03664319258061442
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,512,lira_online,5,0.51295,0.01357623152793146
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,512,lira_online_fixed_variance,5,0.5226200000000001,0.021461996936445647
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,ideal_shot,512,global_true_class_log_odds,5,0.540195,0.010848320722581918
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,ideal_shot,512,lira_offline,5,0.517305,0.025868558376917726
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,ideal_shot,512,lira_offline_fixed_variance,5,0.50871,0.02485598896644427
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,ideal_shot,512,lira_online,5,0.51808,0.025201434730983092
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,ideal_shot,512,lira_online_fixed_variance,5,0.5161100000000001,0.021541301898910403
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,noisy_shot,512,global_true_class_log_odds,5,0.544335,0.02325031316993383
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,noisy_shot,512,lira_offline,5,0.509455,0.013048639775854066
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,noisy_shot,512,lira_offline_fixed_variance,5,0.51901,0.014691149546580724
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,noisy_shot,512,lira_online,5,0.5329200000000001,0.025455024062058927
MNIST_QNN_eff_su2_r1_d6_s44,eff_su2_r1_d6,eff_su2,1,6,44,noisy_shot,512,lira_online_fixed_variance,5,0.53735,0.016659953856478657
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,ideal_shot,512,global_true_class_log_odds,5,0.53547,0.02268776790475432
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,ideal_shot,512,lira_offline,5,0.515675,0.025103933954661328
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,ideal_shot,512,lira_offline_fixed_variance,5,0.522455,0.029696103490188724
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,ideal_shot,512,lira_online,5,0.53449,0.027552192517111978
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,ideal_shot,512,lira_online_fixed_variance,5,0.53596,0.03087829233458352
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,noisy_shot,512,global_true_class_log_odds,5,0.53589,0.020724099799508764
