effective_defense,structural_role,outcome,count,mean,std
dp_qml,high,accuracy,1,0.7549999952316284,
dp_qml,high,nll,1,0.5893547534942627,
dp_qml,high,mean_entropy,1,0.3918861746788025,
dp_qml,high,runtime_seconds,1,1.619967140024528,
dp_qml,high,records_per_second,1,123.45929436381765,
dp_qml,high,mean_l1_probability_distortion,1,0.0,
dp_qml,low,accuracy,1,0.7549999952316284,
dp_qml,low,nll,1,0.6660916209220886,
dp_qml,low,mean_entropy,1,0.2725211977958679,
dp_qml,low,runtime_seconds,1,1.1021588480798528,
dp_qml,low,records_per_second,1,181.46204637238438,
dp_qml,low,mean_l1_probability_distortion,1,0.0,
dynanoise,high,accuracy,1,0.7450000047683716,
dynanoise,high,nll,1,0.6361244916915894,
dynanoise,high,mean_entropy,1,0.687201201915741,
dynanoise,high,runtime_seconds,1,1.6403945730999112,
dynanoise,high,records_per_second,1,121.92188591678463,
dynanoise,high,mean_l1_probability_distortion,1,0.5204655528068542,
dynanoise,low,accuracy,1,0.7099999785423279,
dynanoise,low,nll,1,0.6578955054283142,
dynanoise,low,mean_entropy,1,0.6889941096305847,
dynanoise,low,runtime_seconds,1,1.2558021630393341,
dynanoise,low,records_per_second,1,159.26075450925595,
dynanoise,low,mean_l1_probability_distortion,1,0.49005094170570374,
hamp_full,high,accuracy,1,0.8199999928474426,
hamp_full,high,nll,1,0.5997669696807861,
hamp_full,high,mean_entropy,1,0.672191321849823,
hamp_full,high,runtime_seconds,1,2.9626572659472004,
hamp_full,high,records_per_second,1,67.50696487872598,
hamp_full,high,mean_l1_probability_distortion,1,0.11300262808799744,
hamp_full,low,accuracy,1,0.75,
hamp_full,low,nll,1,0.6355850100517273,
hamp_full,low,mean_entropy,1,0.6787655353546143,
hamp_full,low,runtime_seconds,1,2.2544264500029385,
hamp_full,low,records_per_second,1,88.71436014234988,
hamp_full,low,mean_l1_probability_distortion,1,0.07531026750802994,
hamp_output,high,accuracy,1,0.8199999928474426,
hamp_output,high,nll,1,0.5099866390228271,
hamp_output,high,mean_entropy,1,0.45101478695869446,
hamp_output,high,runtime_seconds,1,3.165293483994901,
hamp_output,high,records_per_second,1,63.18529419508393,
hamp_output,high,mean_l1_probability_distortion,1,0.3044781982898712,
hamp_output,low,accuracy,1,0.7549999952316284,
hamp_output,low,nll,1,0.610373854637146,
hamp_output,low,mean_entropy,1,0.4745636582374573,
hamp_output,low,runtime_seconds,1,2.3212693659588695,
hamp_output,low,records_per_second,1,86.15975506030256,
hamp_output,low,mean_l1_probability_distortion,1,0.23782141506671906,
hamp_train,high,accuracy,1,0.8199999928474426,
hamp_train,high,nll,1,0.5785902738571167,
hamp_train,high,mean_entropy,1,0.6757082939147949,
hamp_train,high,runtime_seconds,1,1.419830807019025,
hamp_train,high,records_per_second,1,140.86185411056522,
hamp_train,high,mean_l1_probability_distortion,1,0.0,
hamp_train,low,accuracy,1,0.75,
hamp_train,low,nll,1,0.6120989322662354,
hamp_train,low,mean_entropy,1,0.6809731721878052,
hamp_train,low,runtime_seconds,1,0.9934548870660365,
hamp_train,low,records_per_second,1,201.31764673347033,
hamp_train,low,mean_l1_probability_distortion,1,0.0,
l2,high,accuracy,1,0.7549999952316284,
l2,high,nll,1,0.5393537282943726,
l2,high,mean_entropy,1,0.5295857787132263,
l2,high,runtime_seconds,1,1.417024496011436,
l2,high,records_per_second,1,141.1408204748395,
l2,high,mean_l1_probability_distortion,1,0.0,
l2,low,accuracy,1,0.7549999952316284,
l2,low,nll,1,0.5521820187568665,
l2,low,mean_entropy,1,0.5287662148475647,
l2,low,runtime_seconds,1,1.0840000449679792,
l2,low,records_per_second,1,184.50183736469117,
l2,low,mean_l1_probability_distortion,1,0.0,
lattice_round,high,accuracy,1,0.8149999976158142,
lattice_round,high,nll,1,0.4055249094963074,
lattice_round,high,mean_entropy,1,0.4339040219783783,
lattice_round,high,runtime_seconds,1,1.5500976300099865,
lattice_round,high,records_per_second,1,129.02413120824622,
lattice_round,high,mean_l1_probability_distortion,1,0.011391126550734043,
lattice_round,low,accuracy,1,0.7549999952316284,
lattice_round,low,nll,1,0.5037312507629395,
lattice_round,low,mean_entropy,1,0.4959430694580078,
lattice_round,low,runtime_seconds,1,1.1371103989658877,
lattice_round,low,records_per_second,1,175.88441736341892,
lattice_round,low,mean_l1_probability_distortion,1,0.00499568460509181,
logitguard_continuous,high,accuracy,1,0.8199999928474426,
logitguard_continuous,high,nll,1,0.46947842836380005,
logitguard_continuous,high,mean_entropy,1,0.5040111541748047,
logitguard_continuous,high,runtime_seconds,1,2.950660074944608,
