effective_defense,attack,outcome,contrast,mean_difference,sd_across_paired_blocks,ci95_low,ci95_high,paired_blocks
dp_qml,confidence,auc,high-low,0.07480000000000003,0.0,0.07480000000000003,0.07480000000000003,1
dp_qml,correctness,auc,high-low,0.0,0.0,0.0,0.0,1
dp_qml,entropy,auc,high-low,-0.026499999999999968,0.0,-0.026499999999999968,-0.026499999999999968,1
dp_qml,label_only_hsj,auc,high-low,0.0,0.0,0.0,0.0,1
dp_qml,learned_pv_stats_logistic,auc,high-low,-0.006000000000000005,0.0,-0.006000000000000005,-0.006000000000000005,1
dp_qml,loss,auc,high-low,0.07480000000000003,0.0,0.07480000000000003,0.07480000000000003,1
dp_qml,margin,auc,high-low,-0.026499999999999968,0.0,-0.026499999999999968,-0.026499999999999968,1
dp_qml,maximum_probability,auc,high-low,-0.026499999999999968,0.0,-0.026499999999999968,-0.026499999999999968,1
dynanoise,confidence,auc,high-low,0.05679999999999996,0.0,0.05679999999999996,0.05679999999999996,1
dynanoise,correctness,auc,high-low,0.025000000000000022,0.0,0.025000000000000022,0.025000000000000022,1
dynanoise,entropy,auc,high-low,0.028900000000000037,0.0,0.028900000000000037,0.028900000000000037,1
dynanoise,global_true_class_log_odds,auc,high-low,0.05900000000000016,0.0,0.05900000000000016,0.05900000000000016,1
dynanoise,label_only_hsj,auc,high-low,0.28875,0.0,0.28875,0.28875,1
dynanoise,learned_pv_stats_logistic,auc,high-low,0.04080000000000006,0.0,0.04080000000000006,0.04080000000000006,1
dynanoise,lira_offline,auc,high-low,-0.0638999999999999,0.0,-0.0638999999999999,-0.0638999999999999,1
dynanoise,lira_offline_fixed_variance,auc,high-low,-0.03419999999999995,0.0,-0.03419999999999995,-0.03419999999999995,1
dynanoise,lira_online,auc,high-low,0.04510000000000003,0.0,0.04510000000000003,0.04510000000000003,1
dynanoise,lira_online_fixed_variance,auc,high-low,0.040100000000000025,0.0,0.040100000000000025,0.040100000000000025,1
dynanoise,loss,auc,high-low,0.05679999999999996,0.0,0.05679999999999996,0.05679999999999996,1
dynanoise,margin,auc,high-low,0.028900000000000037,0.0,0.028900000000000037,0.028900000000000037,1
dynanoise,maximum_probability,auc,high-low,0.028900000000000037,0.0,0.028900000000000037,0.028900000000000037,1
hamp_full,confidence,auc,high-low,0.008199999999999985,0.0,0.008199999999999985,0.008199999999999985,1
hamp_full,correctness,auc,high-low,0.030000000000000027,0.0,0.030000000000000027,0.030000000000000027,1
hamp_full,entropy,auc,high-low,0.005899999999999961,0.0,0.005899999999999961,0.005899999999999961,1
hamp_full,learned_pv_stats_logistic,auc,high-low,0.14169999999999994,0.0,0.14169999999999994,0.14169999999999994,1
hamp_full,loss,auc,high-low,0.008199999999999985,0.0,0.008199999999999985,0.008199999999999985,1
hamp_full,margin,auc,high-low,0.005899999999999961,0.0,0.005899999999999961,0.005899999999999961,1
hamp_full,maximum_probability,auc,high-low,0.005899999999999961,0.0,0.005899999999999961,0.005899999999999961,1
hamp_output,confidence,auc,high-low,0.026499999999999857,0.0,0.026499999999999857,0.026499999999999857,1
hamp_output,correctness,auc,high-low,0.015000000000000013,0.0,0.015000000000000013,0.015000000000000013,1
hamp_output,entropy,auc,high-low,-0.03270000000000001,0.0,-0.03270000000000001,-0.03270000000000001,1
hamp_output,learned_pv_stats_logistic,auc,high-low,0.10730000000000006,0.0,0.10730000000000006,0.10730000000000006,1
hamp_output,loss,auc,high-low,0.026499999999999857,0.0,0.026499999999999857,0.026499999999999857,1
hamp_output,margin,auc,high-low,-0.03270000000000001,0.0,-0.03270000000000001,-0.03270000000000001,1
hamp_output,maximum_probability,auc,high-low,-0.03270000000000001,0.0,-0.03270000000000001,-0.03270000000000001,1
hamp_train,confidence,auc,high-low,0.017100000000000004,0.0,0.017100000000000004,0.017100000000000004,1
hamp_train,correctness,auc,high-low,0.030000000000000027,0.0,0.030000000000000027,0.030000000000000027,1
hamp_train,entropy,auc,high-low,-0.011099999999999999,0.0,-0.011099999999999999,-0.011099999999999999,1
hamp_train,label_only_hsj,auc,high-low,0.24250000000000005,0.0,0.24250000000000005,0.24250000000000005,1
hamp_train,learned_pv_stats_logistic,auc,high-low,0.0593999999999999,0.0,0.0593999999999999,0.0593999999999999,1
hamp_train,loss,auc,high-low,0.017100000000000004,0.0,0.017100000000000004,0.017100000000000004,1
hamp_train,margin,auc,high-low,-0.011099999999999999,0.0,-0.011099999999999999,-0.011099999999999999,1
hamp_train,maximum_probability,auc,high-low,-0.011099999999999999,0.0,-0.011099999999999999,-0.011099999999999999,1
l2,confidence,auc,high-low,-0.0988,0.0,-0.0988,-0.0988,1
l2,correctness,auc,high-low,0.0,0.0,0.0,0.0,1
l2,entropy,auc,high-low,-0.05230000000000001,0.0,-0.05230000000000001,-0.05230000000000001,1
l2,global_true_class_log_odds,auc,high-low,0.004899999999999904,0.0,0.004899999999999904,0.004899999999999904,1
l2,label_only_hsj,auc,high-low,0.0,0.0,0.0,0.0,1
l2,learned_pv_stats_logistic,auc,high-low,-0.0258000000000001,0.0,-0.0258000000000001,-0.0258000000000001,1
l2,lira_offline,auc,high-low,-0.12239999999999995,0.0,-0.12239999999999995,-0.12239999999999995,1
l2,lira_offline_fixed_variance,auc,high-low,0.055600000000000094,0.0,0.055600000000000094,0.055600000000000094,1
l2,lira_online,auc,high-low,-0.09589999999999999,0.0,-0.09589999999999999,-0.09589999999999999,1
l2,lira_online_fixed_variance,auc,high-low,-0.07500000000000007,0.0,-0.07500000000000007,-0.07500000000000007,1
l2,loss,auc,high-low,-0.0988,0.0,-0.0988,-0.0988,1
l2,margin,auc,high-low,-0.05230000000000001,0.0,-0.05230000000000001,-0.05230000000000001,1
l2,maximum_probability,auc,high-low,-0.05230000000000001,0.0,-0.05230000000000001,-0.05230000000000001,1
l2+dynanoise,global_true_class_log_odds,auc,high-low,0.010700000000000043,0.0,0.010700000000000043,0.010700000000000043,1
l2+dynanoise,lira_offline,auc,high-low,-0.026900000000000035,0.0,-0.026900000000000035,-0.026900000000000035,1
l2+dynanoise,lira_offline_fixed_variance,auc,high-low,-0.02679999999999999,0.0,-0.02679999999999999,-0.02679999999999999,1
l2+dynanoise,lira_online,auc,high-low,-0.018399999999999972,0.0,-0.018399999999999972,-0.018399999999999972,1
l2+dynanoise,lira_online_fixed_variance,auc,high-low,0.05459999999999987,0.0,0.05459999999999987,0.05459999999999987,1
l2+memgq_lattice,global_true_class_log_odds,auc,high-low,-0.03399999999999992,0.0,-0.03399999999999992,-0.03399999999999992,1
l2+memgq_lattice,lira_offline,auc,high-low,-0.012899999999999967,0.0,-0.012899999999999967,-0.012899999999999967,1
l2+memgq_lattice,lira_offline_fixed_variance,auc,high-low,-0.04310000000000003,0.0,-0.04310000000000003,-0.04310000000000003,1
l2+memgq_lattice,lira_online,auc,high-low,-0.07929999999999993,0.0,-0.07929999999999993,-0.07929999999999993,1
l2+memgq_lattice,lira_online_fixed_variance,auc,high-low,-0.12119999999999992,0.0,-0.12119999999999992,-0.12119999999999992,1
l2+memgq_lattice_sticky,global_true_class_log_odds,auc,high-low,-0.07409999999999994,0.0,-0.07409999999999994,-0.07409999999999994,1
l2+memgq_lattice_sticky,lira_offline,auc,high-low,-0.1069,0.0,-0.1069,-0.1069,1
l2+memgq_lattice_sticky,lira_offline_fixed_variance,auc,high-low,0.05670000000000003,0.0,0.05670000000000003,0.05670000000000003,1
l2+memgq_lattice_sticky,lira_online,auc,high-low,0.017600000000000005,0.0,0.017600000000000005,0.017600000000000005,1
l2+memgq_lattice_sticky,lira_online_fixed_variance,auc,high-low,-0.11169999999999991,0.0,-0.11169999999999991,-0.11169999999999991,1
lattice_round,confidence,auc,high-low,0.050249999999999906,0.0,0.050249999999999906,0.050249999999999906,1
lattice_round,correctness,auc,high-low,0.019999999999999907,0.0,0.019999999999999907,0.019999999999999907,1
lattice_round,entropy,auc,high-low,0.17825000000000002,0.0,0.17825000000000002,0.17825000000000002,1
lattice_round,label_only_hsj,auc,high-low,0.2825,0.0,0.2825,0.2825,1
lattice_round,learned_pv_stats_logistic,auc,high-low,0.09804999999999986,0.0,0.09804999999999986,0.09804999999999986,1
lattice_round,loss,auc,high-low,0.050249999999999906,0.0,0.050249999999999906,0.050249999999999906,1
lattice_round,margin,auc,high-low,0.17825000000000002,0.0,0.17825000000000002,0.17825000000000002,1
lattice_round,maximum_probability,auc,high-low,0.17825000000000002,0.0,0.17825000000000002,0.17825000000000002,1
logitguard_continuous,confidence,auc,high-low,0.08220000000000005,0.0,0.08220000000000005,0.08220000000000005,1
logitguard_continuous,correctness,auc,high-low,0.015000000000000013,0.0,0.015000000000000013,0.015000000000000013,1
logitguard_continuous,entropy,auc,high-low,-0.07229999999999998,0.0,-0.07229999999999998,-0.07229999999999998,1
logitguard_continuous,learned_pv_stats_logistic,auc,high-low,0.05339999999999989,0.0,0.05339999999999989,0.05339999999999989,1
logitguard_continuous,loss,auc,high-low,0.08220000000000005,0.0,0.08220000000000005,0.08220000000000005,1
logitguard_continuous,margin,auc,high-low,-0.07229999999999998,0.0,-0.07229999999999998,-0.07229999999999998,1
logitguard_continuous,maximum_probability,auc,high-low,-0.07229999999999998,0.0,-0.07229999999999998,-0.07229999999999998,1
logitguard_quantized,confidence,auc,high-low,0.0862,0.0,0.0862,0.0862,1
logitguard_quantized,correctness,auc,high-low,0.015000000000000013,0.0,0.015000000000000013,0.015000000000000013,1
logitguard_quantized,entropy,auc,high-low,-0.07485000000000003,0.0,-0.07485000000000003,-0.07485000000000003,1
logitguard_quantized,learned_pv_stats_logistic,auc,high-low,0.05895000000000006,0.0,0.05895000000000006,0.05895000000000006,1
logitguard_quantized,loss,auc,high-low,0.0862,0.0,0.0862,0.0862,1
logitguard_quantized,margin,auc,high-low,-0.07485000000000003,0.0,-0.07485000000000003,-0.07485000000000003,1
logitguard_quantized,maximum_probability,auc,high-low,-0.07485000000000003,0.0,-0.07485000000000003,-0.07485000000000003,1
measurementguard_continuous,confidence,auc,high-low,0.06259999999999999,0.0,0.06259999999999999,0.06259999999999999,1
measurementguard_continuous,correctness,auc,high-low,0.015000000000000013,0.0,0.015000000000000013,0.015000000000000013,1
measurementguard_continuous,entropy,auc,high-low,0.019799999999999984,0.0,0.019799999999999984,0.019799999999999984,1
measurementguard_continuous,learned_pv_stats_logistic,auc,high-low,0.024599999999999955,0.0,0.024599999999999955,0.024599999999999955,1
measurementguard_continuous,loss,auc,high-low,0.06259999999999999,0.0,0.06259999999999999,0.06259999999999999,1
measurementguard_continuous,margin,auc,high-low,0.019799999999999984,0.0,0.019799999999999984,0.019799999999999984,1
measurementguard_continuous,maximum_probability,auc,high-low,0.019799999999999984,0.0,0.019799999999999984,0.019799999999999984,1
memgq_lattice,confidence,auc,high-low,-0.026650000000000063,0.0,-0.026650000000000063,-0.026650000000000063,1
memgq_lattice,correctness,auc,high-low,0.015000000000000013,0.0,0.015000000000000013,0.015000000000000013,1
memgq_lattice,entropy,auc,high-low,-0.020450000000000024,0.0,-0.020450000000000024,-0.020450000000000024,1
memgq_lattice,global_true_class_log_odds,auc,high-low,0.0615,0.0,0.0615,0.0615,1
memgq_lattice,label_only_hsj,auc,high-low,0.2599999999999999,0.0,0.2599999999999999,0.2599999999999999,1
memgq_lattice,learned_pv_stats_logistic,auc,high-low,0.00804999999999989,0.0,0.00804999999999989,0.00804999999999989,1
memgq_lattice,lira_offline,auc,high-low,0.015499999999999958,0.0,0.015499999999999958,0.015499999999999958,1
memgq_lattice,lira_offline_fixed_variance,auc,high-low,0.01739999999999997,0.0,0.01739999999999997,0.01739999999999997,1
memgq_lattice,lira_online,auc,high-low,0.0484,0.0,0.0484,0.0484,1
memgq_lattice,lira_online_fixed_variance,auc,high-low,0.06489999999999996,0.0,0.06489999999999996,0.06489999999999996,1
memgq_lattice,loss,auc,high-low,-0.026650000000000063,0.0,-0.026650000000000063,-0.026650000000000063,1
memgq_lattice,margin,auc,high-low,-0.020450000000000024,0.0,-0.020450000000000024,-0.020450000000000024,1
memgq_lattice,maximum_probability,auc,high-low,-0.020450000000000024,0.0,-0.020450000000000024,-0.020450000000000024,1
memgq_lattice,nearby_query_logistic_q32,auc,high-low,0.04210000000000014,0.0,0.04210000000000014,0.04210000000000014,1
memgq_lattice_sticky,confidence,auc,high-low,0.11675000000000002,0.0,0.11675000000000002,0.11675000000000002,1
memgq_lattice_sticky,correctness,auc,high-low,0.019999999999999907,0.0,0.019999999999999907,0.019999999999999907,1
memgq_lattice_sticky,entropy,auc,high-low,0.016149999999999998,0.0,0.016149999999999998,0.016149999999999998,1
memgq_lattice_sticky,global_true_class_log_odds,auc,high-low,0.041649999999999965,0.0,0.041649999999999965,0.041649999999999965,1
memgq_lattice_sticky,label_only_hsj,auc,high-low,0.2975000000000001,0.0,0.2975000000000001,0.2975000000000001,1
memgq_lattice_sticky,learned_pv_stats_logistic,auc,high-low,0.0631500000000001,0.0,0.0631500000000001,0.0631500000000001,1
memgq_lattice_sticky,lira_offline,auc,high-low,-0.026699999999999946,0.0,-0.026699999999999946,-0.026699999999999946,1
memgq_lattice_sticky,lira_offline_fixed_variance,auc,high-low,0.021199999999999886,0.0,0.021199999999999886,0.021199999999999886,1
memgq_lattice_sticky,lira_online,auc,high-low,0.04400000000000015,0.0,0.04400000000000015,0.04400000000000015,1
memgq_lattice_sticky,lira_online_fixed_variance,auc,high-low,0.10120000000000018,0.0,0.10120000000000018,0.10120000000000018,1
memgq_lattice_sticky,loss,auc,high-low,0.11675000000000002,0.0,0.11675000000000002,0.11675000000000002,1
memgq_lattice_sticky,margin,auc,high-low,0.016149999999999998,0.0,0.016149999999999998,0.016149999999999998,1
memgq_lattice_sticky,maximum_probability,auc,high-low,0.016149999999999998,0.0,0.016149999999999998,0.016149999999999998,1
memgq_lattice_sticky,nearby_query_logistic_q32,auc,high-low,0.08000000000000007,0.0,0.08000000000000007,0.08000000000000007,1
memguard,confidence,auc,high-low,0.14450000000000018,0.0,0.14450000000000018,0.14450000000000018,1
memguard,correctness,auc,high-low,0.015000000000000013,0.0,0.015000000000000013,0.015000000000000013,1
