effective_defense,attack,outcome,contrast,mean_difference,sd_across_paired_blocks,ci95_low,ci95_high,paired_blocks
memguard,entropy,auc,high-low,0.028000000000000025,0.0,0.028000000000000025,0.028000000000000025,1
memguard,learned_pv_stats_logistic,auc,high-low,0.1439999999999999,0.0,0.1439999999999999,0.1439999999999999,1
memguard,loss,auc,high-low,0.14450000000000018,0.0,0.14450000000000018,0.14450000000000018,1
memguard,margin,auc,high-low,0.028000000000000025,0.0,0.028000000000000025,0.028000000000000025,1
memguard,maximum_probability,auc,high-low,0.028000000000000025,0.0,0.028000000000000025,0.028000000000000025,1
none,confidence,auc,high-low,0.05389999999999984,0.0,0.05389999999999984,0.05389999999999984,1
none,correctness,auc,high-low,0.015000000000000013,0.0,0.015000000000000013,0.015000000000000013,1
none,entropy,auc,high-low,0.1775000000000001,0.0,0.1775000000000001,0.1775000000000001,1
none,global_true_class_log_odds,auc,high-low,0.04669999999999985,0.0,0.04669999999999985,0.04669999999999985,1
none,label_only_hsj,auc,high-low,0.2599999999999999,0.0,0.2599999999999999,0.2599999999999999,1
none,learned_pv_stats_logistic,auc,high-low,0.1047999999999999,0.0,0.1047999999999999,0.1047999999999999,1
none,lira_offline,auc,high-low,-0.010799999999999976,0.0,-0.010799999999999976,-0.010799999999999976,1
none,lira_offline_fixed_variance,auc,high-low,-0.006399999999999961,0.0,-0.006399999999999961,-0.006399999999999961,1
none,lira_online,auc,high-low,0.0015999999999999348,0.0,0.0015999999999999348,0.0015999999999999348,1
none,lira_online_fixed_variance,auc,high-low,0.14330000000000004,0.0,0.14330000000000004,0.14330000000000004,1
none,loss,auc,high-low,0.05389999999999984,0.0,0.05389999999999984,0.05389999999999984,1
none,margin,auc,high-low,0.1775000000000001,0.0,0.1775000000000001,0.1775000000000001,1
none,maximum_probability,auc,high-low,0.1775000000000001,0.0,0.1775000000000001,0.1775000000000001,1
