target_id,mode,aggregation,attack,simulator_seed,contrast,treatment_queries,treatment_shots,baseline_queries,baseline_shots,auc_difference
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,loss,8,single_shot_2560_minus_128,1,2560,1,128,0.03027499999999994
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,loss,8,repeat_5x128_minus_1x128,5,128,1,128,0.039349999999999996
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,loss,8,repeat_20x128_minus_1x128,20,128,1,128,0.04349999999999998
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,loss,8,equal_total_5x512_minus_1x2560,5,512,1,2560,0.004525000000000112
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,loss,8,equal_total_20x128_minus_1x2560,20,128,1,2560,0.013225000000000042
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,loss,9,single_shot_512_minus_128,1,512,1,128,0.01165000000000005
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,loss,9,single_shot_2560_minus_128,1,2560,1,128,0.004924999999999957
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,loss,9,repeat_5x128_minus_1x128,5,128,1,128,0.006225000000000036
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,loss,9,repeat_20x128_minus_1x128,20,128,1,128,0.004724999999999979
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,loss,9,equal_total_5x512_minus_1x2560,5,512,1,2560,0.00714999999999999
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,loss,9,equal_total_20x128_minus_1x2560,20,128,1,2560,-0.00019999999999997797
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,0,single_shot_512_minus_128,1,512,1,128,-0.05337499999999995
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,0,single_shot_2560_minus_128,1,2560,1,128,-0.060124999999999984
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,0,repeat_5x128_minus_1x128,5,128,1,128,-0.02507499999999996
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,0,repeat_20x128_minus_1x128,20,128,1,128,-0.027574999999999905
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,0,equal_total_5x512_minus_1x2560,5,512,1,2560,0.014624999999999999
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,0,equal_total_20x128_minus_1x2560,20,128,1,2560,0.03255000000000008
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,1,single_shot_512_minus_128,1,512,1,128,-0.03332500000000005
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,1,single_shot_2560_minus_128,1,2560,1,128,-0.018750000000000044
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,1,repeat_5x128_minus_1x128,5,128,1,128,0.0030250000000000554
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,1,repeat_20x128_minus_1x128,20,128,1,128,-0.003149999999999986
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,1,equal_total_5x512_minus_1x2560,5,512,1,2560,0.0040999999999999925
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,1,equal_total_20x128_minus_1x2560,20,128,1,2560,0.015600000000000058
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,2,single_shot_512_minus_128,1,512,1,128,0.01872499999999999
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,2,single_shot_2560_minus_128,1,2560,1,128,0.012025000000000063
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,2,repeat_5x128_minus_1x128,5,128,1,128,0.03144999999999998
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,2,repeat_20x128_minus_1x128,20,128,1,128,0.01607500000000006
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,2,equal_total_5x512_minus_1x2560,5,512,1,2560,0.00727499999999992
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,2,equal_total_20x128_minus_1x2560,20,128,1,2560,0.004049999999999998
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,3,single_shot_512_minus_128,1,512,1,128,-0.03987500000000005
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,3,single_shot_2560_minus_128,1,2560,1,128,-0.010099999999999998
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,3,repeat_5x128_minus_1x128,5,128,1,128,0.01067499999999999
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,3,repeat_20x128_minus_1x128,20,128,1,128,0.005324999999999913
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,3,equal_total_5x512_minus_1x2560,5,512,1,2560,-0.017000000000000015
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,3,equal_total_20x128_minus_1x2560,20,128,1,2560,0.015424999999999911
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,4,single_shot_512_minus_128,1,512,1,128,0.008350000000000024
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,4,single_shot_2560_minus_128,1,2560,1,128,0.026650000000000007
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,4,repeat_5x128_minus_1x128,5,128,1,128,0.007624999999999937
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,4,repeat_20x128_minus_1x128,20,128,1,128,0.02537499999999998
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,4,equal_total_5x512_minus_1x2560,5,512,1,2560,-0.01872499999999999
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,4,equal_total_20x128_minus_1x2560,20,128,1,2560,-0.0012750000000000261
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,5,single_shot_512_minus_128,1,512,1,128,0.032749999999999946
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,5,single_shot_2560_minus_128,1,2560,1,128,0.016199999999999992
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,5,repeat_5x128_minus_1x128,5,128,1,128,0.02517500000000006
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,5,repeat_20x128_minus_1x128,20,128,1,128,0.01835000000000009
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,5,equal_total_5x512_minus_1x2560,5,512,1,2560,0.008900000000000019
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,5,equal_total_20x128_minus_1x2560,20,128,1,2560,0.0021500000000000963
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,6,single_shot_512_minus_128,1,512,1,128,0.02729999999999999
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,6,single_shot_2560_minus_128,1,2560,1,128,0.013949999999999907
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,6,repeat_5x128_minus_1x128,5,128,1,128,-0.011075000000000057
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,6,repeat_20x128_minus_1x128,20,128,1,128,0.0025249999999999995
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,6,equal_total_5x512_minus_1x2560,5,512,1,2560,-0.00914999999999988
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,6,equal_total_20x128_minus_1x2560,20,128,1,2560,-0.011424999999999907
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,7,single_shot_512_minus_128,1,512,1,128,0.006750000000000034
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,7,single_shot_2560_minus_128,1,2560,1,128,0.015975000000000072
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,7,repeat_5x128_minus_1x128,5,128,1,128,0.020950000000000024
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,7,repeat_20x128_minus_1x128,20,128,1,128,0.01550000000000007
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,7,equal_total_5x512_minus_1x2560,5,512,1,2560,-0.020499999999999963
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,7,equal_total_20x128_minus_1x2560,20,128,1,2560,-0.0004750000000000032
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,8,single_shot_512_minus_128,1,512,1,128,0.00012499999999998623
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,8,single_shot_2560_minus_128,1,2560,1,128,0.038775000000000004
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,8,repeat_5x128_minus_1x128,5,128,1,128,0.049800000000000066
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,8,repeat_20x128_minus_1x128,20,128,1,128,0.04137499999999994
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,8,equal_total_5x512_minus_1x2560,5,512,1,2560,-0.005624999999999991
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,8,equal_total_20x128_minus_1x2560,20,128,1,2560,0.0025999999999999357
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,9,single_shot_512_minus_128,1,512,1,128,-0.009399999999999964
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,9,single_shot_2560_minus_128,1,2560,1,128,-0.03160000000000007
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,9,repeat_5x128_minus_1x128,5,128,1,128,-0.021850000000000036
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,9,repeat_20x128_minus_1x128,20,128,1,128,-0.037924999999999986
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,9,equal_total_5x512_minus_1x2560,5,512,1,2560,0.0065749999999999975
MNIST_QNN_eff_su2_r1_d6_s43,ideal_shot,mean_api_probabilities,margin,9,equal_total_20x128_minus_1x2560,20,128,1,2560,-0.006324999999999914
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,0,single_shot_512_minus_128,1,512,1,128,0.01132500000000003
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,0,single_shot_2560_minus_128,1,2560,1,128,0.010925000000000074
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,0,repeat_5x128_minus_1x128,5,128,1,128,0.01750000000000007
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,0,repeat_20x128_minus_1x128,20,128,1,128,0.02892499999999998
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,0,equal_total_5x512_minus_1x2560,5,512,1,2560,0.012475000000000014
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,0,equal_total_20x128_minus_1x2560,20,128,1,2560,0.017999999999999905
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,1,single_shot_512_minus_128,1,512,1,128,-0.0006000000000000449
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,1,single_shot_2560_minus_128,1,2560,1,128,-0.0019500000000001183
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,1,repeat_5x128_minus_1x128,5,128,1,128,0.014900000000000024
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,1,repeat_20x128_minus_1x128,20,128,1,128,0.004249999999999976
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,1,equal_total_5x512_minus_1x2560,5,512,1,2560,0.010900000000000132
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,1,equal_total_20x128_minus_1x2560,20,128,1,2560,0.006200000000000094
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,2,single_shot_512_minus_128,1,512,1,128,0.03239999999999993
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,2,single_shot_2560_minus_128,1,2560,1,128,0.07535000000000003
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,2,repeat_5x128_minus_1x128,5,128,1,128,0.04597499999999999
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,2,repeat_20x128_minus_1x128,20,128,1,128,0.06535000000000002
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,2,equal_total_5x512_minus_1x2560,5,512,1,2560,-0.015000000000000013
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,2,equal_total_20x128_minus_1x2560,20,128,1,2560,-0.010000000000000009
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,3,single_shot_512_minus_128,1,512,1,128,-0.03037499999999993
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,3,single_shot_2560_minus_128,1,2560,1,128,0.003275000000000028
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,3,repeat_5x128_minus_1x128,5,128,1,128,-0.01364999999999994
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,3,repeat_20x128_minus_1x128,20,128,1,128,-0.00017499999999992522
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,3,equal_total_5x512_minus_1x2560,5,512,1,2560,-0.016224999999999934
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,3,equal_total_20x128_minus_1x2560,20,128,1,2560,-0.003449999999999953
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,4,single_shot_512_minus_128,1,512,1,128,-0.002575000000000105
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,4,single_shot_2560_minus_128,1,2560,1,128,0.0038999999999999035
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,4,repeat_5x128_minus_1x128,5,128,1,128,0.011649999999999827
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,4,repeat_20x128_minus_1x128,20,128,1,128,0.01814999999999989
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,4,equal_total_5x512_minus_1x2560,5,512,1,2560,-0.0070749999999999424
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,4,equal_total_20x128_minus_1x2560,20,128,1,2560,0.014249999999999985
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,5,single_shot_512_minus_128,1,512,1,128,0.0039000000000000146
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,5,single_shot_2560_minus_128,1,2560,1,128,0.03554999999999997
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,5,repeat_5x128_minus_1x128,5,128,1,128,0.028549999999999964
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,5,repeat_20x128_minus_1x128,20,128,1,128,0.015924999999999967
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,5,equal_total_5x512_minus_1x2560,5,512,1,2560,-0.011399999999999966
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,5,equal_total_20x128_minus_1x2560,20,128,1,2560,-0.019625000000000004
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,6,single_shot_512_minus_128,1,512,1,128,0.03477500000000011
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,6,single_shot_2560_minus_128,1,2560,1,128,0.049900000000000055
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,6,repeat_5x128_minus_1x128,5,128,1,128,0.014325000000000032
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,6,repeat_20x128_minus_1x128,20,128,1,128,0.037225000000000064
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,6,equal_total_5x512_minus_1x2560,5,512,1,2560,-0.020449999999999968
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,6,equal_total_20x128_minus_1x2560,20,128,1,2560,-0.012674999999999992
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,7,single_shot_512_minus_128,1,512,1,128,-0.020424999999999915
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,7,single_shot_2560_minus_128,1,2560,1,128,-0.00017500000000003624
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,7,repeat_5x128_minus_1x128,5,128,1,128,-0.0025249999999999995
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,7,repeat_20x128_minus_1x128,20,128,1,128,-0.008125000000000049
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,7,equal_total_5x512_minus_1x2560,5,512,1,2560,-0.02497499999999997
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,7,equal_total_20x128_minus_1x2560,20,128,1,2560,-0.007950000000000013
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,8,single_shot_512_minus_128,1,512,1,128,0.019074999999999953
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,8,single_shot_2560_minus_128,1,2560,1,128,0.06159999999999988
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,8,repeat_5x128_minus_1x128,5,128,1,128,0.038574999999999915
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,8,repeat_20x128_minus_1x128,20,128,1,128,0.05019999999999991
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,8,equal_total_5x512_minus_1x2560,5,512,1,2560,0.0022000000000000908
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,8,equal_total_20x128_minus_1x2560,20,128,1,2560,-0.011399999999999966
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,9,single_shot_512_minus_128,1,512,1,128,0.015775000000000095
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,9,single_shot_2560_minus_128,1,2560,1,128,0.023150000000000115
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,9,repeat_5x128_minus_1x128,5,128,1,128,0.01407500000000006
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,9,repeat_20x128_minus_1x128,20,128,1,128,0.015225000000000044
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,9,equal_total_5x512_minus_1x2560,5,512,1,2560,0.006749999999999923
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,confidence,9,equal_total_20x128_minus_1x2560,20,128,1,2560,-0.007925000000000071
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,0,single_shot_512_minus_128,1,512,1,128,0.012499999999999956
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,0,single_shot_2560_minus_128,1,2560,1,128,0.0050000000000000044
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,0,repeat_5x128_minus_1x128,5,128,1,128,0.019999999999999907
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,0,repeat_20x128_minus_1x128,20,128,1,128,0.015000000000000013
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,0,equal_total_5x512_minus_1x2560,5,512,1,2560,0.010000000000000009
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,0,equal_total_20x128_minus_1x2560,20,128,1,2560,0.010000000000000009
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,1,single_shot_512_minus_128,1,512,1,128,0.012499999999999956
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,1,single_shot_2560_minus_128,1,2560,1,128,0.0050000000000000044
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,1,repeat_5x128_minus_1x128,5,128,1,128,0.02499999999999991
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,1,repeat_20x128_minus_1x128,20,128,1,128,-0.0050000000000000044
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,1,equal_total_5x512_minus_1x2560,5,512,1,2560,-0.012500000000000067
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,1,equal_total_20x128_minus_1x2560,20,128,1,2560,-0.010000000000000009
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,2,single_shot_512_minus_128,1,512,1,128,0.03500000000000003
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,2,single_shot_2560_minus_128,1,2560,1,128,0.030000000000000027
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,2,repeat_5x128_minus_1x128,5,128,1,128,0.0625
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,2,repeat_20x128_minus_1x128,20,128,1,128,0.04250000000000009
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,2,equal_total_5x512_minus_1x2560,5,512,1,2560,0.007499999999999951
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,2,equal_total_20x128_minus_1x2560,20,128,1,2560,0.012500000000000067
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,3,single_shot_512_minus_128,1,512,1,128,-0.02749999999999997
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,3,single_shot_2560_minus_128,1,2560,1,128,-0.03249999999999997
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,3,repeat_5x128_minus_1x128,5,128,1,128,-0.019999999999999907
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,3,repeat_20x128_minus_1x128,20,128,1,128,-0.01749999999999996
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,3,equal_total_5x512_minus_1x2560,5,512,1,2560,0.012500000000000067
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,3,equal_total_20x128_minus_1x2560,20,128,1,2560,0.015000000000000013
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,4,single_shot_512_minus_128,1,512,1,128,-0.0050000000000000044
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,4,single_shot_2560_minus_128,1,2560,1,128,-0.010000000000000009
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,4,repeat_5x128_minus_1x128,5,128,1,128,-0.012499999999999956
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,4,repeat_20x128_minus_1x128,20,128,1,128,-0.030000000000000027
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,4,equal_total_5x512_minus_1x2560,5,512,1,2560,0.015000000000000124
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,4,equal_total_20x128_minus_1x2560,20,128,1,2560,-0.020000000000000018
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,5,single_shot_512_minus_128,1,512,1,128,-0.015000000000000013
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,5,single_shot_2560_minus_128,1,2560,1,128,-0.030000000000000027
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,5,repeat_5x128_minus_1x128,5,128,1,128,0.0
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,5,repeat_20x128_minus_1x128,20,128,1,128,-0.030000000000000027
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,5,equal_total_5x512_minus_1x2560,5,512,1,2560,0.02750000000000008
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,5,equal_total_20x128_minus_1x2560,20,128,1,2560,0.0
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,6,single_shot_512_minus_128,1,512,1,128,-0.025000000000000022
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,6,single_shot_2560_minus_128,1,2560,1,128,-0.007500000000000062
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,6,repeat_5x128_minus_1x128,5,128,1,128,-0.03750000000000009
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,6,repeat_20x128_minus_1x128,20,128,1,128,-0.0025000000000000577
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,6,equal_total_5x512_minus_1x2560,5,512,1,2560,-0.015000000000000013
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,6,equal_total_20x128_minus_1x2560,20,128,1,2560,0.0050000000000000044
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,7,single_shot_512_minus_128,1,512,1,128,0.0
MNIST_QNN_eff_su2_r1_d6_s43,noisy_shot,mean_api_probabilities,correctness,7,single_shot_2560_minus_128,1,2560,1,128,-0.025000000000000022
