target_id,structural_cell_id,fm_kind,reps,depth,model_seed,mode,queries,shots,total_shots,aggregation,attack,n_simulator_seeds,mean_auc,sd_simulator
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,1,2560,2560,mean_api_probabilities,learned_mlp_pv,10,0.5350225,0.027149070093549138
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,1,2560,2560,mean_api_probabilities,learned_mlp_pv_mean_std,10,0.5438525000000001,0.031543242915260186
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,1,2560,2560,mean_api_probabilities,loss,10,0.5568,0.0065450362871415455
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,1,2560,2560,mean_api_probabilities,margin,10,0.54206,0.00864341592710244
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,128,640,mean_api_probabilities,confidence,10,0.52835,0.0147821730097063
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,128,640,mean_api_probabilities,correctness,10,0.527,0.01786523626114874
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,128,640,mean_api_probabilities,entropy,10,0.523755,0.015426910110438709
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,128,640,mean_api_probabilities,learned_mlp_pv,10,0.511865,0.03831622480533973
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,128,640,mean_api_probabilities,learned_mlp_pv_mean_std,10,0.51655,0.016854697663658467
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,128,640,mean_api_probabilities,loss,10,0.5523675,0.015632587268978336
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,128,640,mean_api_probabilities,margin,10,0.536675,0.016451760290821967
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,128,640,pooled_counts_before_head,confidence,10,0.5283599999999999,0.01281978288947723
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,128,640,pooled_counts_before_head,correctness,10,0.526,0.01818882440767773
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,128,640,pooled_counts_before_head,entropy,10,0.5248925,0.015262986501482759
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,128,640,pooled_counts_before_head,loss,10,0.5535975000000001,0.014728291228109293
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,128,640,pooled_counts_before_head,margin,10,0.5331175,0.011588614203892823
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,512,2560,mean_api_probabilities,confidence,10,0.531285,0.010568652547352784
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,512,2560,mean_api_probabilities,correctness,10,0.52725,0.012552666825995384
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,512,2560,mean_api_probabilities,entropy,10,0.5296425,0.009220606828066007
