experiment,dataset,architecture,source_run_id,n_wires,pad_mode,fm_ent,ql_ent,ql_op,ql_rev,batch_size,epochs,extra_feats,learning_rate,weight_decay,seed,model_seed,init_seed,data_seed,split_seed,block_id,vector_train,vector_valid,vector_test,target_id,role,structural_cell_id,fm_kind,fm_op,reps,depth,feature_angle_scale,base_target_id,n_train,n_test,encoder_operation_count,encoder_operation_signature,state_signature,train_train_similarity,train_test_similarity,test_test_similarity,within_class_similarity,between_class_similarity,class_similarity_gap,mmd2_train_test,kernel_label_alignment,effective_rank,geometry_kernel,geometry_stage
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60262,60261,fashion_b01,200,200,2000,GEOM_FASHION_z_r1_ds60262,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_FASHION_z_r1,200,200,36,27a3e4284f1e01a778fabf19aabf80b06b08197f1f6dea80cd65987039ce271d,0f8f053f3e3f0642cfc304cad0fcb16b4b8869c1db428e6bc7355586e73d0064,0.1015750616788864,0.1061863675713539,0.1095751076936721,0.2372747510671615,0.0625217333436012,0.1747530177235603,-0.0012225657701492,0.4639046490192413,61.1024055480957,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60263,60261,fashion_b01,200,200,2000,GEOM_FASHION_z_r1_ds60263,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_FASHION_z_r1,200,200,36,27a3e4284f1e01a778fabf19aabf80b06b08197f1f6dea80cd65987039ce271d,8b42f43a7e4c054487a9e6b60c3528b0ac36d46688b2c9854687c639b446f350,0.088796742260456,0.0974060148000717,0.1060826256871223,0.2115871161222458,0.059748601168394,0.1518385149538517,6.733834743499756e-05,0.4290123283863067,69.85760498046875,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60264,60261,fashion_b01,200,200,2000,GEOM_FASHION_z_r1_ds60264,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_FASHION_z_r1,200,200,36,27a3e4284f1e01a778fabf19aabf80b06b08197f1f6dea80cd65987039ce271d,c781dab63d64b86b2ed0fbc26b5fa5b1f8bf20dcd4825d9e96977eb6db5de7ab,0.106035441160202,0.1056230962276458,0.1033135280013084,0.2334030717611313,0.062826469540596,0.1705766022205352,-0.0018972232937812,0.4663609862327575,63.03001022338867,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60265,60261,fashion_b01,200,200,2000,GEOM_FASHION_z_r1_ds60265,z_r1_d2,z_r1_d2,z,,1,2,1.0,GEOM_FASHION_z_r1,200,200,36,27a3e4284f1e01a778fabf19aabf80b06b08197f1f6dea80cd65987039ce271d,98f164d0d277275e7d182b0747328755053a1166fd6eeb3e460d40f04ba1f277,0.101272203028202,0.107649989426136,0.1108344346284866,0.2370257824659347,0.063896857202053,0.1731289252638816,-0.0031933411955833,0.4668897092342376,62.32245635986328,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60261,60261,fashion_b01,200,200,2000,GEOM_FASHION_z_r5_ds60261,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_FASHION_z_r5,200,200,180,5f7f19d33b1ef9998a4bd52f71516208fa21bccc727a82e4d10e5076d721a7ab,d51291c46ed1b9b41b827d1a1401b6aeba712d35cfea03740139f4d0b2f18768,0.0273870881646871,0.0264539178460836,0.0250486191362142,0.0462288782000541,0.0197715908288955,0.0264572873711586,-0.0004721283912658,0.2055676132440567,243.9494781494141,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60262,60261,fashion_b01,200,200,2000,GEOM_FASHION_z_r5_ds60262,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_FASHION_z_r5,200,200,180,5f7f19d33b1ef9998a4bd52f71516208fa21bccc727a82e4d10e5076d721a7ab,b336d28b30b62ccdb82e8eb1bc57a526054e33f17ffb6456217af5845c93c6b1,0.0255000684410333,0.0265409536659717,0.0269712507724761,0.0457063354551792,0.0200138632208108,0.0256924722343683,-0.0006105881184339,0.202695220708847,247.0466766357422,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60263,60261,fashion_b01,200,200,2000,GEOM_FASHION_z_r5_ds60263,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_FASHION_z_r5,200,200,180,5f7f19d33b1ef9998a4bd52f71516208fa21bccc727a82e4d10e5076d721a7ab,1d43f4567c983e2a0e0a3578032467f8d25ee72caa78530f20caec5f2c8804fb,0.0249311607331037,0.0254833474755287,0.0251070391386747,0.0414665341377258,0.0199009422212839,0.0215655919164419,-0.0009284950792789,0.1838844120502472,254.90919494628903,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60264,60261,fashion_b01,200,200,2000,GEOM_FASHION_z_r5_ds60264,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_FASHION_z_r5,200,200,180,5f7f19d33b1ef9998a4bd52f71516208fa21bccc727a82e4d10e5076d721a7ab,df934a39e4f77be1d99d245d65de427a7eff8fbd4bb37277d7f259219efe0f43,0.025284694507718,0.0247092861682176,0.0252648219466209,0.042660903185606,0.0191603507846593,0.0235005524009466,0.0011309441179037,0.1948675215244293,254.14991760253903,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60265,60261,fashion_b01,200,200,2000,GEOM_FASHION_z_r5_ds60265,z_r5_d2,z_r5_d2,z,,5,2,1.0,GEOM_FASHION_z_r5,200,200,180,5f7f19d33b1ef9998a4bd52f71516208fa21bccc727a82e4d10e5076d721a7ab,16bfc46dbc3d68f0506206178f6b5334f8066b4ada651445dee1fa822f08e1a8,0.0242061037570238,0.0247501917183399,0.0244741812348365,0.0416597239673137,0.0188980475068092,0.0227616764605045,-0.0008200984448194,0.1889493465423584,251.73550415039065,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60261,60261,fashion_b01,200,200,2000,GEOM_FASHION_zz_r1_ds60261,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_FASHION_zz_r1,200,200,81,419f3d71ccf919e9c85aac01d20e1d4474515899b26ad2dfc9890dead03feef6,2dd0edd39b823042cd14ff5a540266f8e2a16dc0f70a2f7d81aed1894ddb14ce,0.0563949197530746,0.05601666867733,0.0533837713301181,0.1192205771803855,0.0344116017222404,0.0848089754581451,-0.0022546462714672,0.3520225584506988,147.73004150390625,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60262,60261,fashion_b01,200,200,2000,GEOM_FASHION_zz_r1_ds60262,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_FASHION_zz_r1,200,200,81,419f3d71ccf919e9c85aac01d20e1d4474515899b26ad2dfc9890dead03feef6,f68a466b54d102ca76b11d529c7e87c84f0625f312547ccf1ddb3e707a89ab5c,0.0549992509186267,0.0542108640074729,0.0524020753800869,0.1162919700145721,0.0333856642246246,0.0829063057899475,-0.0010204017162322,0.3554093241691589,153.31082153320312,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60263,60261,fashion_b01,200,200,2000,GEOM_FASHION_zz_r1_ds60263,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_FASHION_zz_r1,200,200,81,419f3d71ccf919e9c85aac01d20e1d4474515899b26ad2dfc9890dead03feef6,b3f35091b2a0ba7ef976a15307ee05fa73151bf52750d55d56bac81bfa239104,0.045829027891159,0.0482668317854404,0.0495871677994728,0.1000965312123298,0.030792411416769,0.0693041197955608,-0.001117467880249,0.3173123300075531,170.9964141845703,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60264,60261,fashion_b01,200,200,2000,GEOM_FASHION_zz_r1_ds60264,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_FASHION_zz_r1,200,200,81,419f3d71ccf919e9c85aac01d20e1d4474515899b26ad2dfc9890dead03feef6,b0c7aa865875d95260fba134a460e47c8e1d9c1db2589fc2677e4fa8e7b93571,0.0514246523380279,0.0491620190441608,0.0465292707085609,0.1032218784093856,0.0311995111405849,0.0720223672688007,-0.0003701150417327,0.3274921178817749,162.50050354003906,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60265,60261,fashion_b01,200,200,2000,GEOM_FASHION_zz_r1_ds60265,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_FASHION_zz_r1,200,200,81,419f3d71ccf919e9c85aac01d20e1d4474515899b26ad2dfc9890dead03feef6,b56ce2670b26269528b8ee211ca6b151f6854d92f012f0b7acb5023bba8fe7a6,0.0509772859513759,0.0508838817477226,0.0495794042944908,0.106540061533451,0.0321156606078147,0.0744244009256362,-0.0012110732495784,0.3258807361125946,160.61021423339844,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60261,60261,fashion_b01,200,200,2000,GEOM_FASHION_zz_r5_ds60261,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_FASHION_zz_r5,200,200,405,fcb2d499466c23c752e61d8de3f11c34ab7240640ade1de0e34037a30379ca0d,3977a5f55503bf4a7392e03714a82dc7b8a89fee5cdf5dcc6f9e634652df1f29,0.0173110123723745,0.0174764767289161,0.0175742674618959,0.0218877866864204,0.0159982983022928,0.0058894883841276,-6.767362356185913e-05,0.1228259354829788,348.23004150390625,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60262,60261,fashion_b01,200,200,2000,GEOM_FASHION_zz_r5_ds60262,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_FASHION_zz_r5,200,200,405,fcb2d499466c23c752e61d8de3f11c34ab7240640ade1de0e34037a30379ca0d,a37262b03fc83d07ba3348a302fa9384ededf597a97e39c7b868f8df2d8a3cfc,0.0173824727535247,0.0172893106937408,0.0174969304352998,0.0222540963441133,0.0157506931573152,0.006503403186798,0.0003007818013429,0.1285961419343948,351.25592041015625,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60263,60261,fashion_b01,200,200,2000,GEOM_FASHION_zz_r5_ds60263,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_FASHION_zz_r5,200,200,405,fcb2d499466c23c752e61d8de3f11c34ab7240640ade1de0e34037a30379ca0d,02a83d367f2ef8237c61e79f29a60f8ad747713ee2814ff36b8505f9267291ca,0.0169949177652597,0.0175287872552871,0.0171001926064491,0.0214932039380073,0.0159013140946626,0.0055918898433446,-0.0009624641388654,0.1219976469874382,353.1897277832031,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60264,60261,fashion_b01,200,200,2000,GEOM_FASHION_zz_r5_ds60264,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_FASHION_zz_r5,200,200,405,fcb2d499466c23c752e61d8de3f11c34ab7240640ade1de0e34037a30379ca0d,530f2aef2f7e3e91cb4d8bc43cd55efe7e25597ec2de01453fe0fb9bce284d7e,0.0172713939100503,0.0171396154910326,0.0167393293231725,0.0211189594119787,0.0157373771071434,0.0053815823048353,-0.0002685077488422,0.1211504340171814,354.226318359375,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
satml_fashion_geometry,fashion_mnist,qnn,-1,6,wrap,linear,linear,crz,False,16,100,False,0.05,0.0,70261,70261,70261,60265,60261,fashion_b01,200,200,2000,GEOM_FASHION_zz_r5_ds60265,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_FASHION_zz_r5,200,200,405,fcb2d499466c23c752e61d8de3f11c34ab7240640ade1de0e34037a30379ca0d,c4b96f83d47039b4133196e9ac67739540492e4f071fd9835780553d763e9700,0.0170444808900356,0.0173104852437973,0.0174831897020339,0.0216727182269096,0.0158400051295757,0.0058327130973339,-9.329989552497864e-05,0.1235910505056381,351.45428466796875,pure-state Hilbert-Schmidt/fidelity kernel,immediately after fixed encoder; before variational circuit
