target_id,status,gpu,seconds,output_csv,log_path,return_code,error
GEOM_FASHION_z_r1_ds60265,ok,4,14.932,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r1_ds60265/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r1_ds60265/geometry.log,0,
GEOM_FASHION_z_r1_ds60262,ok,0,15.872,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r1_ds60262/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r1_ds60262/geometry.log,0,
GEOM_FASHION_z_r1_ds60261,ok,3,16.367,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r1_ds60261/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r1_ds60261/geometry.log,0,
GEOM_FASHION_z_r1_ds60264,ok,1,16.508,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r1_ds60264/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r1_ds60264/geometry.log,0,
GEOM_FASHION_z_r1_ds60263,ok,6,17.288,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r1_ds60263/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r1_ds60263/geometry.log,0,
GEOM_FASHION_z_r5_ds60262,ok,7,18.194,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r5_ds60262/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r5_ds60262/geometry.log,0,
GEOM_FASHION_z_r5_ds60263,ok,5,18.705,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r5_ds60263/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r5_ds60263/geometry.log,0,
GEOM_FASHION_z_r5_ds60261,ok,2,20.475,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r5_ds60261/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r5_ds60261/geometry.log,0,
GEOM_FASHION_zz_r1_ds60261,ok,3,14.274,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r1_ds60261/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r1_ds60261/geometry.log,0,
GEOM_FASHION_zz_r1_ds60263,ok,6,13.878,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r1_ds60263/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r1_ds60263/geometry.log,0,
GEOM_FASHION_z_r5_ds60264,ok,4,16.519,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r5_ds60264/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r5_ds60264/geometry.log,0,
GEOM_FASHION_zz_r1_ds60262,ok,1,15.093,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r1_ds60262/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r1_ds60262/geometry.log,0,
GEOM_FASHION_zz_r1_ds60264,ok,7,13.714,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r1_ds60264/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r1_ds60264/geometry.log,0,
GEOM_FASHION_z_r5_ds60265,ok,0,16.738,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r5_ds60265/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_z_r5_ds60265/geometry.log,0,
GEOM_FASHION_zz_r1_ds60265,ok,5,14.465,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r1_ds60265/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r1_ds60265/geometry.log,0,
GEOM_FASHION_zz_r5_ds60261,ok,2,21.851,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r5_ds60261/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r5_ds60261/geometry.log,0,
GEOM_FASHION_eff_su2_r1_ds60261,ok,7,13.541,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r1_ds60261/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r1_ds60261/geometry.log,0,
GEOM_FASHION_eff_su2_r1_ds60262,ok,0,13.248,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r1_ds60262/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r1_ds60262/geometry.log,0,
GEOM_FASHION_eff_su2_r1_ds60263,ok,5,13.2,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r1_ds60263/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r1_ds60263/geometry.log,0,
GEOM_FASHION_zz_r5_ds60263,ok,6,18.886,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r5_ds60263/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r5_ds60263/geometry.log,0,
GEOM_FASHION_zz_r5_ds60264,ok,4,19.885,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r5_ds60264/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r5_ds60264/geometry.log,0,
GEOM_FASHION_zz_r5_ds60262,ok,3,21.404,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r5_ds60262/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r5_ds60262/geometry.log,0,
GEOM_FASHION_zz_r5_ds60265,ok,1,23.18,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r5_ds60265/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_zz_r5_ds60265/geometry.log,0,
GEOM_FASHION_eff_su2_r1_ds60264,ok,2,12.986,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r1_ds60264/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r1_ds60264/geometry.log,0,
GEOM_FASHION_eff_su2_r1_ds60265,ok,7,12.862,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r1_ds60265/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r1_ds60265/geometry.log,0,
GEOM_FASHION_eff_su2_r5_ds60261,ok,0,14.204,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r5_ds60261/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r5_ds60261/geometry.log,0,
GEOM_FASHION_eff_su2_r5_ds60262,ok,5,13.93,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r5_ds60262/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r5_ds60262/geometry.log,0,
GEOM_FASHION_eff_su2_r5_ds60263,ok,6,13.686,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r5_ds60263/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r5_ds60263/geometry.log,0,
GEOM_FASHION_eff_su2_r5_ds60264,ok,4,13.876,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r5_ds60264/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r5_ds60264/geometry.log,0,
GEOM_FASHION_eff_su2_r5_ds60265,ok,3,13.632,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r5_ds60265/geometry.csv,satml_results/fashion_geometry/runs/GEOM_FASHION_eff_su2_r5_ds60265/geometry.log,0,
