metric,contrast,mean_difference,sd_across_dataset_encoder_seed_effects,ci95_low,ci95_high,valid_bootstrap_replicates,ci_method,bootstrap_unit,bootstrap_replicates
train_train_similarity,reps 5 minus reps 1,-0.1515751858552297,0.1416096002251683,-0.3417398204281926,-0.03531719954373936,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
train_test_similarity,reps 5 minus reps 1,-0.15189394392073155,0.1398577968804445,-0.3402302488684654,-0.03486992320045828,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
test_test_similarity,reps 5 minus reps 1,-0.15121645939846834,0.13849279808189244,-0.33714522076149783,-0.03336586958107853,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
within_class_similarity,reps 5 minus reps 1,-0.2235930196940899,0.13148885787149014,-0.39125165045261384,-0.08798633762945728,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
between_class_similarity,reps 5 minus reps 1,-0.12790282517671586,0.1438836407343611,-0.3223845399667819,-0.01660279814153907,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
class_similarity_gap,reps 5 minus reps 1,-0.09569019451737404,0.03869210080709258,-0.14645876916125414,-0.06753990291307371,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
mmd2_train_test,reps 5 minus reps 1,0.0009962425877650372,0.001207792233997818,0.0003427125420421144,0.0017029824356237784,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
kernel_label_alignment,reps 5 minus reps 1,-0.1705798014998436,0.10457936377785126,-0.2654324944068988,-0.033267690589030584,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
effective_rank,reps 5 minus reps 1,149.5800534248352,59.59627847337996,68.95700327555339,192.9017181396484,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
encoder_operation_count,reps 5 minus reps 1,178.66666666666666,111.11555546667023,68.0,324.0,10000,paired hierarchical percentile bootstrap over dataset×encoder blocks with data seeds nested,dataset×encoder block; data seed nested,10000
